Location,New Plant / Size,Item,Size,Plant Name,Common Name,CAT,Zone,2015 List Price,2015 NET PRICE,Casino Interior/Container,Casino Exterior,Early Spring,Mid Spring,Late Spring,Summer,ORDER QTY,QTY AVAIL NOW,"2ND 
QTY AVAIL","2ND 
QTY READY DATE",DESCRIPTION / NOTES
CA,    ,018211,#1,LAVANDULA ANG HIDCOTE SUPERIOR,Hidcote Superior English Lavender                           ,PRN,05,5.50,4.95,X,X,,X,X,,,, 237 ,04/01/15  ,"This is becoming the hardy go-to Lavender. Coming out of Calif they will be blooming during the heart of the selling season.12""x16"""
CA,    ,057311,#1,LAVANDULA ANG MUNSTEAD,Munstead Lavender                                           ,PRN,05,5.50,4.95,X,X,X,X,X,,,," 1,909 ",03/01/15  ,
CA,    ,057312,#2,LAVANDULA ANG MUNSTEAD,Munstead Lavender                                           ,PRN,05,15.00,13.50,X,X,X,X,X,,,, 81 ,03/01/15  ,"This is a nice showy size for the retail garden center. 12-18"" x same"
CA,    ,057391,#1,LAVANDULA DEN GOODWIN CREEK GRAY,Goodwin Creek Gray Lavender                                 ,PRN,07,5.50,4.95,X,X,,X,X,,,, 551 ,04/01/15  ,"Silvery-grey foliage, one of the best for holding up indoors. Annual in colder regions; 24-36"" x same"
OR,X,074231,#1,LAVANDULA INT RIVERINA™ THOMAS,Riverina Thomas French Lavender                             ,PRN,05,6.75,6.08,X,X,,X,X,X,,104, 140 ,05/01/15  ,"A new triploid Lavender with large flowers that yield five times the aromatic oil of their parent types. Highly valued for commercial use. Mid-summer, repeat bloomer. The dried flowers and leaves make exquisite potpourri. 24-36""x same"
CA,    ,028491,#1,LAVANDULA LEMON LEIGH PP16600,Lemon Leigh Spanish Lavender                                ,PRN,07,5.50,4.95,X,X,,X,X,X,,, 284 ,04/15/15  ,"Soft yellow flowers, rise above the blue-grey foliage that when brushed up against has a citrus scent. Use for sunny containers. Annual in colder regions; 20-28"" x 18-36"""
OR,X,086691,#1,LAVANDULA PEN WITH LOVE™ PP22709,With Love™  Lavender,PRN,06,6.75,6.08,X,X,,,,X,,, 395 ,06/01/15  ,"An exquisite cotton candy pink Lavender with a prolific and longer blooming season than most. Very long flower wings above a small inflorescence are held tightly just above the disease resistant foliage. A show stopper for containers, sunny border accent. 18-20"" x same"
CA,    ,017841,#1,LAVANDULA STO HAZEL PP20894,Hazel™  Spanish Lavender,PRN,07,5.50,4.95,X,X,X,X,X,,,," 2,093 ",03/01/15  ,"Fragrant, large, vibrant bluish-purple flowers. A great summer annual in the colder climates. 30"" x 24"""
CA,    ,017842,#2,LAVANDULA STO HAZEL PP20894,Hazel™  Spanish Lavender,PRN,07,15.00,13.50,X,X,,X,X,,,156,,,
CA,    ,017845,#5,LAVANDULA STO HAZEL PP20894,Hazel™  Spanish Lavender,PRN,07,23.00,20.70,X,X,,X,X,,,, 31 ,04/01/15  ,
CA,X,088871,#1,LAVANDULA STO SILVER ANOUK,Silver Anouk Spanish Lavender                               ,PRN,06,5.50,4.95,X,X,X,X,X,,,357, 633 ,03/01/15  ,"A unique new compact Lavender with stunning silver foliage like no other; the perfect backdrop to the dark violet flowers topped by lavender petal-like bracts. Colder areas use as a container plant. 24-30"" x same"
CA,    ,026591,#1,LAVANDULA STO WINTERBEE P20840,Winter Bee Spanish Lavender                                 ,PRN,07,5.50,4.95,X,X,X,X,X,,,," 4,881 ",03/01/15  ,"The primary stems as well as side branches produce rich dark purple fragrant flowers, creating a greater display than other Spanish Lavenders. Annual in colder regions. 
20-28"" x 18-36"""
CA,    ,026592,#2,LAVANDULA STO WINTERBEE P20840,Winter Bee Spanish Lavender                                 ,PRN,07,15.00,13.50,X,X,,X,X,,,, 284 ,04/01/15  ,
CA,X,068181,#1,LAVANDULA STO X VIR REGAL SPLENDOR,Regal Splendour Lavender                                    ,PRN,07,5.50,4.95,X,X,X,X,X,,,, 34 ,03/01/15  ,"Considered by many to be the deepest purple Lavender on the market. Luxuriant, velvet-purple flower spikes rise above the compact foliage. Perfectly sized for borders, containers, providing a long season of color & fragrance. Annual in colder regions. 
24-30"" x 12-24"""
CA,    ,040971,#1,LAVANDULA X INT GROSSO,Fat Bud French Lavender                                     ,PRN,05,5.50,4.95,X,X,X,X,X,,,, 109 ,03/01/15  ,"Fat showy buds open to fragrant purple flower spikes 36-42"" x same"
OR,    ,028131,#1,LAVANDULA X INT PROVENCE,Provence French Lavender                                    ,PRN,05,5.50,4.95,X,X,,X,X,,,96, 217 ,05/01/15  ,
CA,    ,028131,#1,LAVANDULA X INT PROVENCE,Provence French Lavender                                    ,PRN,05,5.50,4.95,X,X,X,X,X,,,," 3,251 ",03/01/15  ,"A Lavender prized for its oil. Grey-green foliage and abundant, fragrant, purple flower spikes"
OR,    ,021481,#1,LEONTOPODIUM ALPINUM,Edelweiss                                                   ,PRN,04,4.90,4.41,X,,,,,X,,188,     ,          ,"You'll start to sing the Edelweiss song when you see this plant. Wooly, white bracts form the fascinating flowers in early summer. Forms a mat of narrow, felted, gray-green basal leaves. Perfect for rock gardens with fast draining soil. Don’t overwater"
OR,,060321,#1,LEUCOSCEPTRUM JAP GOLDEN ANGEL,Golden Angel Japanese Shrub Mint                            ,PRN,05,4.90,4.41,X,,,X,X,,,, 453 ,05/01/15  ,"Bold and vibrant golden foliage on a sturdy, clumping form. Use in containers for the shade garden"
OR,,060322,#2,LEUCOSCEPTRUM JAP GOLDEN ANGEL,Golden Angel Japanese Shrub Mint                            ,PRN,05,13.00,11.70,X,,,X,X,,,26,     ,          ,"Bold and vibrant golden foliage on a sturdy, clumping form. Use in containers for the shade garden, or casino conservatories. Annual"
OR,,060325,#5,LEUCOSCEPTRUM JAP GOLDEN ANGEL,Golden Angel Japanese Shrub Mint                            ,PRN,05,21.50,19.35,X,,,X,X,,,93,     ,          ,
CA,    ,058209P3,#15 3BALL POODLE,LIGUSTRUM TEXANUM,Waxleaf Privet                                              ,EVS,07,146.00,131.40,X,X,,X,X,X,,, 8 ,04/01/15  ,
CA,    ,058209SP,#15 SPIRAL,LIGUSTRUM TEXANUM,Waxleaf Privet                                              ,EVS,07,142.00,127.80,X,X,,X,X,X,,, 12 ,04/01/15  ,
CA,    ,058209Y5,#15 5'PYRAMID,LIGUSTRUM TEXANUM,Waxleaf Privet                                              ,EVS,07,117.00,105.30,X,X,,X,X,X,,, 14 ,03/01/15  ,
CA,    ,036541,#1,LIRIOPE EMERALD GODDESS® P15471,Emerald Goddess®  Lilyturf,GRS,05,6.50,5.85,X,X,X,X,X,X,,61,     ,          ,
CA,    ,058852,#2,LIRIOPE MUSCARI MAJESTIC,Majestic Lilyturf                                           ,GRS,05,12.00,10.80,X,X,X,X,X,X,,," 1,399 ",03/01/15  ,
CA,    ,058902,#2,LIRIOPE MUSCARI SILVR SUNPROOF,Silvery Sunproof Lilyturf                                   ,GRS,06,12.00,10.80,X,X,X,X,X,X,,, 724 ,03/15/15  ,
OR,    ,058941,#1,LITHODORA GRACE WARD,Grace Ward Lithodora                                        ,PRN,06,4.90,4.41,X,,,X,,,,," 3,150 ",03/01/15  ,Nothing lights up the garden center in early spring like the sky blue flowers of Lithodora Grace Ward
OR,    ,009841,#1,LOBELIA COMPLIMENT RED,Compliment Red Lobelia                                      ,PRN,04,4.90,4.41,x,,,,,x,,274,,,"Dark blood-red flowers in summer. Great for ponds, and standing water. Draws hummingbirds and butterflies"
CA,X,077631,#1,LOBELIA LAXIFLORA,Mexican Cardinal Flower                                     ,PRN,09,4.90,4.41,X,,X,X,X,X,,262,     ,          ,"Hummingbirds will flock to this native with showy red & yellow trumpet shaped blooms, against the  fine textured foliage and tall red stems. "
CA,,059051,#1 BUSH,LONICERA JAP HALLIANA,Hall's Japanese Honeysuckle                                 ,VIN,04,6.50,5.85,X,,,X,X,,,142,     ,          ,
CA,    ,059051ST,#1 STAKED,LONICERA JAP HALLIANA,Hall's Japanese Honeysuckle                                 ,VIN,04,7.75,6.98,X,,,X,X,,,371,     ,          ,Fragrant Yellow
OR,    ,059055ST,#5 STAKED,LONICERA JAP HALLIANA,Hall's Japanese Honeysuckle                                 ,VIN,04,23.50,21.15,X,,,,X,X,,252,,,
CA,    ,059101,#1 BUSH,LONICERA JAP PURPUREA,Purple-Leaf Japanese Honeysuckle                            ,VIN,06,6.50,5.85,X,,,X,X,,,298,,,
OR,    ,059181,#1 STAKED,LONICERA PER BERRIES JUBILEE® ,Berries Jubilee®  Woodbine Honeysuckle,VIN,05,8.00,7.20,X,,,,X,X,,40,,,
CA,X,086361S,SuperOne TM,LONICERA PER SCENTSATION PP16240,Scentsation Honeysuckle                                     ,VIN,04,9.00,8.10,X,,,X,X,,,44,,,
CA,X,086365,#5,LONICERA PER SCENTSATION PP16240,Scentsation Honeysuckle                                     ,VIN,04,27.50,24.75,X,,,X,X,,,13,     ,          ,"An amazing Honeysuckle. Has beautiful glossy green foliage, and huge/large clusters of yellow fragrant flowers. They sold out quickly this past year in the garden centers. 
A must have!"
CA,    ,059201,#1 STAKED,LONICERA SEMP MAGNIFICA,Trumpet Honeysuckle                                         ,VIN,04,8.00,7.20,X,,,X,X,,,75,     ,          ,Red flowers
CA,,067831,#1 STAKED,LONICERA SEMP MAJOR WHEELER,Major Wheeler Coral Honeysuckle                             ,VIN,04,8.00,7.20,X,,,X,X,,,, 71 ,03/29/15  ,"Intense red color, and know for its powdery mildew resistance"
OR,,067835,#5 STAKED,LONICERA SEMP MAJOR WHEELER,Major Wheeler Coral Honeysuckle                             ,VIN,04,27.50,24.75,X,,,,X,X,,59,,,
CA,    ,059115,#5 STAKED,LONICERA X MANDARIN PP11083,Mandarin Honeysuckle                                        ,VIN,04,27.50,24.75,X,,,X,X,,,104,     ,          ,
CA,,059231,#1,LOROPETALUM C RUBRUM RAZZLEBERRI® ,Razzleberri®  Fringe Flower,EVS,07, 6.50 ,5.85,X,,,X,,,,," 2,579 ",04/01/15  ,
CA,,059235,#5,LOROPETALUM C RUBRUM RAZZLEBERRI® ,Razzleberri®  Fringe Flower,EVS,07, 21.00 ,18.90,X,,X,X,,,,224,     ,          ,
CA,,059191,#1,LOROPETALUM C SIZZLING PINK,Sizzling Pink Fringe Flower                                 ,EVS,07, 7.00 ,6.30,X,,,X,,,,, 300 ,04/01/15  ,
CA,,059195,#5,LOROPETALUM C SIZZLING PINK,Sizzling Pink Fringe Flower                                 ,EVS,07, 22.00 ,19.80,X,,,X,,,,," 1,885 ",04/01/15  ,
CA,,098401,#1,LOROPETALUM C SNOW PANDA,Snow Panda Fringe Flower                                    ,EVS,07, 8.00 ,7.20,X,,,X,,,,," 1,080 ",04/01/15  ,
CA,,098405,#5,LOROPETALUM C SNOW PANDA,Snow Panda Fringe Flower                                    ,EVS,07, 25.50 ,22.95,X,,X,X,,,,356,,,
CA,,009945,#5,LOROPETALUM C ZHUZHOU FUCHSIA,Zhuzhou Fuchsia Fringe Flower                               ,EVS,07, 22.00 ,19.80,X,,X,X,,,,, 102 ,03/01/15  ,
CA,    ,061211,#1 STAKED,MANDEVILLA MOONLIGHT PARFAIT® P12123,Moonlight Parfait®  Mandevilla,VIN,10,9.00,8.10,X,,,X,X,X,,, 13 ,04/01/15  ,Can be a houseplant
CA,    ,061242BH,#2 BUSH,MANDEVILLA RED RIDING HOOD,Red Riding Hood Mandevilla                                  ,VIN,10,17.50,15.75,X,,,X,X,X,,, 12 ,04/01/15  ,Can be a houseplant
CA,    ,04501KBH,"10"" TC Pot BUSH",MANDEVILLA SUN PARASOL® CRIMSON PP15539,Sun Parasol®  Crimson Mandevilla,VIN,10,25.00,22.50,X,,,X,X,X,,, 48 ,04/01/15  ,
CA,X,09238UT,LittleOne,MANDEVILLA SUN PARASOL® GARDEN CRIMSON,Sun Parasol®  Garden Crimson Mandevilla,VIN,10,4.20,3.78,X,,X,X,X,X,,," 1,994 ",03/15/15  ,"WOW!!!! The first dwarf bedding Mandevilla. Bred to be naturally compact. Perfect for hanging baskets, window boxes, containers, mass bed plantings, and borders. Has the thick, glossy evergreen leaves that the Sun Parasol Mandevilla's are known for.  LARGE CRIMSON FLOWERS ARE AMAZING. Can be a houseplant. 12-18"" x 18-24"""
CA,    ,061941,#1,MUSA ACUM ZEBRINA,Blood Banana                                                ,PRN,10,8.50,7.65,X,,X,X,X,,,, 310 ,03/01/15  ,"Neat container plant, with its red marked banana leaves"
CA,    ,062171,#1,MYRTUS COM COMPACTA,Dwarf Myrtle                                                ,EVS,09,7.00,6.30,X,,,X,X,X,,, 81 ,04/01/15  ,"Easily sheared, great for an indoor bonsai plant"
OR,    ,062217,#7,NANDINA DOM PLUM PASSION® P12069,Plum Passion®  Heavenly Bamboo,EVS,06,54.00,48.60,X,X,X,X,X,,,9,     ,          ,A great alternative to regular Nandina domestica. This selection has deep purplish-red new growth turning slightly more red in winter foliage. 4-5' x 3'
CA,    ,062225,#5,NANDINA DOM SIENNA SUNRISE® P14693,Sienna Sunrise®  Heavenly Bamboo,EVS,06,23.00,20.70,X,X,,X,X,X,,, 636 ,04/01/15  ,Has narrow evergreen foliage that becomes an intense fire engine red in the cooler season. New growth has same color. A great alternative to Gulf Stream. 3-4' x 2'
CA,,081741,#1,NEPETA NERVOSA PINK CAT,Pink Cat Catmint                                            ,PRN,04,4.90,4.41,X,X,,X,X,,,, 112 ,03/15/15  ,"A perfect small prolific blooming perennial, adored by butterflies, is resistant to rabbits and deer, heat & drought tolerant. Use in containers, borders. Pink Flowers. 6"" x 12"""
OR,    ,062281,#1,NEPETA X FAASS WALKER'S LOW,Walker's Low Catmint                                        ,PRN,04,4.90,4.41,X,X,,,X,X,,135, 464 ,03/01/15  ,
CA,    ,062281,#1,NEPETA X FAASS WALKER'S LOW,Walker's Low Catmint                                        ,PRN,04,4.90,4.41,X,X,,X,X,,,, 279 ,03/15/15  ,Coming out of California they will bloom in the heart of the selling season
CA,    ,054011,#1,OENOTHERA VER SUNSET BOULEVARD,Evening Primrose                                            ,PRN,04,4.90,4.41,X,X,,,,X,,, 199 ,04/01/15  ,"This outstanding selection features 2"" flowers that open in shades of orange and lemon-yellow in the morning, deepening to orange-red throughout the day, are born in whorls on 2' tall erect stems"
OR,,067771,#1,ORIGANUM LIBANOTICUM,Cascading Hopflower Oregano                                 ,PRN,04,4.90,4.41,X,,,,X,X,,216,,,
CA,,067771,#1,ORIGANUM LIBANOTICUM,Cascading Hopflower Oregano                                 ,PRN,04,4.90,4.41,X,,,X,X,,,, 171 ,03/01/15  ,"Exceptional sun-loving ornamental herb with fragrant foliage. Pale green and blush colored paper lantern-like bracts dangle from arching wiry stems, each embellished with a tiny rose-pink flower. Prized for dried arrangements. "
OR,    ,019522,#2,PAEONIA X BOWL OF BEAUTY (Pink),Bowl Of Beauty Herbaceous Peony                             ,PRN,04,19.50,17.55,X,,,X,X,,,," 2,082 ",03/01/15  ,"Fuchsia pink petals create a bowl around the pale lemon yellow center, held on erect stems"
OR,    ,016252,#2,PAEONIA X BOWL OF CREAM (White),Bowl Of Cream Double Herbaceous Peony                       ,PRN,04,19.50,17.55,X,,,X,X,,,, 256 ,03/01/15  ,"Large, fragrant, pure white double blooms on erect stems"
OR,X,096432,#2,PAEONIA X GENERAL MACMAHON,General MacMahon Peony                                      ,PRN,03,19.50,17.55,X,,,X,X,,,, 53 ,03/01/15  ,Large double crimson-red flowers 
OR,    ,036332,#2,PAEONIA X INSPECTEUR LAVERGNE,Inspecteur Lavergne Peony                                   ,PRN,04,19.50,17.55,X,,,X,X,,,972," 1,000 ",03/01/15  ,Double ruby-red flowers on erect stems
OR,    ,063742,#2,PAEONIA X KANSAS (Red),Kansas Double Peony                                         ,PRN,04,19.50,17.55,X,,,X,X,,,2850," 4,938 ",03/01/15  ,"Large buds open to huge carmine-red blooms, on erect stems"
OR,    ,064912,#2,PAEONIA X MME EMILE DEBATENE,Madame Emile Debatene Double Peony                          ,PRN,04,19.50,17.55,X,,,X,X,,,, 368 ,03/01/15  ,Double salmon-pink; rose-shaped blooms on erect stems
OR,    ,051192,#2,PAEONIA X NANCY NORA (Pink),Nancy Nora Peony                                            ,PRN,04,19.50,17.55,X,,,X,X,,,1230," 1,557 ",03/01/15  ,"Perfectly shaped double blossoms with soft, blush-pink petals, fading to creamy-white. Fragrance is reminiscent of a rose"
OR,    ,024272,#2,PAEONIA X PAUL M WILD (RED),Paul M. Wild Double Peony                                   ,PRN,04,19.50,17.55,X,,,X,X,,,144,,,"Double, ruby-red on erect stems"
OR,    ,046072,#2,PAEONIA X RASPBERRY SUNDAE(Pink),Raspberry Sundae Peony                                      ,PRN,04,19.50,17.55,X,,,X,X,,,113, 113 ,03/01/15  ,Double pink flowers with cream tones
OR,    ,046122,#2,PAEONIA X SEA SHELL (Pink),Sea Shell Peony                                             ,PRN,04,19.50,17.55,X,,,X,X,,,561, 670 ,03/01/15  ,"Single shell pink, highly fragrant open to large orange centers"
OR,    ,063762,#2,PAEONIA X SHIRLEY TEMPLE (White),Shirley Temple Double Peony                                 ,PRN,04,19.50,17.55,X,,,X,X,,,," 2,039 ",03/01/15  ,Huge double white blooms with a hint of rose on erect stems
CA,    ,063752,#2,PALM-CYCAS REVOLUTA,Sago Palm                                                   ,TRE,09,19.25,17.33,X,,X,X,X,X,,355,,,
CA,    ,064151,#1 STAKED,PANDOREA JAS ALBA LADY DI,White Bower Vine                                            ,VIN,09,8.25,7.43,X,X,X,X,X,X,,398, 218 ,03/01/15  ,Vine with clusters of small white trumpet shaped flowers. Shade lover; can be a houseplant
CA,    ,064155,#5 STAKED,PANDOREA JAS ALBA LADY DI,White Bower Vine                                            ,VIN,09,25.00,22.50,X,X,X,X,X,X,,708,,,
CA,    ,033721,#1 STAKED,PANDOREA JAS CHARISMA,Charisma Bower Vine                                         ,VIN,09,8.25,7.43,X,X,X,X,X,X,,290,     ,          ,Variegated cream & green foliage with soft pink trumpet shaped flowers; can be a houseplant
CA,    ,033725,#5 STAKED,PANDOREA JAS CHARISMA,Charisma Bower Vine                                         ,VIN,09,25.00,22.50,X,X,X,X,X,X,,111, 334 ,04/01/15  ,
CA,    ,064131,#1 STAKED,PANDOREA JAS ROSEA,Pink Bower Vine                                             ,VIN,09,8.25,7.43,X,X,X,X,X,X,,99, 276 ,04/01/15  ,Pink trumpet shaped flowers; can be a houseplant
CA,    ,064135,#5 STAKED,PANDOREA JAS ROSEA,Pink Bower Vine                                             ,VIN,09,25.00,22.50,X,X,X,X,X,X,,491, 265 ,04/01/15  ,
CA,X,097741,#1,PENSTEMON PARRYI,Parry's Penstemon                                           ,PRN,08,4.90,4.41,X,X,,,X,,,, 673 ,04/01/15  ,"Brilliant magenta pink tubular flower spikes.
 24-36"" x 24"""
CA,X,097741S,SuperOne TM,PENSTEMON PARRYI,Parry's Penstemon                                           ,PRN,08,7.50,6.75,X,X,,,X,,,185,     ,          ,
CA,X,084781,#1,PEROVSKIA LACEY BLUE PP20845,Lacey Blue Russian Sage                                     ,PRN,04,6.35,5.72,X,X,,X,X,,,, 283 ,03/15/15  ,"Sturdy, compact form. Lavender-blue flower sprays. 12-18"" x 24-26"" Out of Calif for early flower show in the heart of the selling season"
OR,X,043412,#2,PHLOMIS FRUTICOSA,Jerusalem Sage                                              ,PRN,06,12.25,11.03,,X,,X,,,,97,     ,          ,"Unfazed by heat, this showy Mediterranean native adds great texture and summer color to the landscape. Unique whorls of butter-yellow flowers contrast with wooly, silver-grey leaves on a dense shrub-like form. Plant in a sunny location, don’t over water. 2-4' x 5'"
CA,    ,023691,#1,PHLOX VOLCANO® PINK WHITE EYE P16722,Volcano®  Pink White Eye Phlox,PRN,04,7.15,6.44,X,,,,X,,,, 385 ,04/01/15  ,"Compact, smaller habit. Pink flowers with a white eye, borne on sturdy upright stems. Out of Calif will provide a flower show during the heart of the selling season"
CA,    ,064855ES,#5 ESPALIER,PHOTINIA X FRASERI,Fraser's Photinia                                           ,EVS,07,51.00,45.90,X,X,,X,X,,,, 11 ,04/01/15  ,Great as an instant  summer colorful garden wall. Contact Café's  that have outdoor serving areas. 
CA,    ,064857ES,#7 ESPALIER,PHOTINIA X FRASERI,Fraser's Photinia                                           ,EVS,07,84.00,75.60,X,X,,X,X,,,, 17 ,04/01/15  ,
OR,X,085861,#1,PHYGELIUS CAPENSIS MAGENTA,Magenta Cape Fuchsia                                        ,PRN,07,5.75,5.18,X,,,,X,X,,572," 1,111 ",04/01/15  ,"Tall, dark ruby stems show off loose clusters of vivid, deep magenta flowers summer to fall, above compact mounds of deep green foliage. This bird & butterfly friendly plant requires little care other than occasional summer water, once established. A must for mixed borders, succulent or naturalized garden, in containers as an annual in colder regions. 24"" x same"
OR,,051211,#1,PIERIS J RIVER NYMPH TM,Enchanted Forest Collection®  River Nymph™  Lily,EVS,06, 8.00 ,7.20,X,,X,,,,,380,     ,          ,
OR,,049491,#1,PIERIS J TIKI,Tiki Lily of the Valley Shrub                               ,EVS,06, 8.00 ,7.20,X,,X,,,,,382,,,
CA,    ,065921,#1,PITT TOB TURNERS PITT TM,Turner's Pitt™  Mock Orange,EVS,08, 7.25 ,6.53,X,X,X,X,X,X,,224,     ,          ,
CA,    ,066002,#2,PITT TOB WHEELERS DWARF,Wheeler's Dwarf Japanese Mock Orange                        ,EVS,08,13.50,12.15,X,X,X,X,X,X,,30,,,Can be a houseplant
CA,    ,066371,#1,PLUMBAGO ROYAL CAPE® ,Royal Cape®  Plumbago,EVS,09,7.00,6.30,X,,,X,X,,,382,,,Sky blue flowers during the warm season
CA,    ,066361,#1,PLUMBAGO WHITE CAPE® PP13953,White Cape®  Plumbago,EVS,09,7.00,6.30,X,,,X,X,,,, 401 ,04/01/15  ,White flowering Plumbago
CA,    ,066405TR,#5 TREE,PODOCARPUS GRACILIOR,Fern Podocarpus                                             ,TRE,09,32.00,28.80,X,,X,X,X,X,,65,     ,          ,"Evergreen tree with long needle-like foliage, can be used as indoor solarium tree"
CA,X,093361,#1,POLIOMINTHA BUSTAMANTE HINKLEY,Hinkley Frosted Mint                                        ,PRN,06,6.35,5.72,,X,,,X,,,, 178 ,04/01/15  ,"A rare, very drought tolerant sub-shrub with a lax ground covering growth habit, and aromatic gray-green foliage covered in showy, lavender-pink tubular flowers throughout the summer. Thrives on lean, well drained soils. Highly adaptable to the arid inner mountain states. 15"" x 36"""
CA,    ,030132,#2,POLYGALA PETITE BUTTERFLIES,Petite Butterflies Sweet Pea Shrub                          ,EVS,09,13.50,12.15,X,,,X,X,X,,, 429 ,03/01/15  ,"Masses of vibrant purplish-magenta pea-like flowers adorn the compact mound of gray-green leaves for much of the year. A wonderful patio container plant. Annual; 
3' x same"
OR,X,053845,#5,PROSTANTHERA CUN BADJA PEAK,Badja Peak Mint Bush                                        ,EVS,07,22.00,19.80,X,,,,,X,,57,     ,          ,"An fast growing compact perennial Australian shrub. Has leathery dark green fragrant leaves, with a profusion of white to pale lilac almost orchid-like flowers in summer attracts butterflies. Likes a well drained soil and becomes drought resistant. 3-4' x same"
OR,    ,031815,#5,PRUNUS CRMSON POINTE™ P19564,Crimson Pointe™  Flowering Plum,TRE,04,33.00,29.70,X,,X,,,,,138,     ,          ,Columnar plum
OR,X,043085,#5,PSEUDOPANAX LAETUS KIWI GEM™ ,Kiwi Gem™  Shrub Panax,EVS,07,24.50,22.05,X,,,,X,,,11, 11 ,04/15/15  ,"A awesome looking evergreen foliage container plant for around the pool. The leaves resemble a Laurel on steroids, or a Schefflera only with the leaves held a little closer to the trunk. The glossy dark green leaves come from reddish stalks giving a bold tropical appearance. They have a pronounced red mid vein. Clusters of interesting purple-green flowers are followed by purple-black fruit. Try as a houseplant; 6-9' x same"
CA,    ,067401,#1,PUNICA GRANATUM NANA,Dwarf Pomegranate                                           ,DCS,07,8.25,7.43,,X,,X,X,,,2747,     ,          ,A summer beauty with orange flowers. Annual
OR,,046751,#1,RHAPH U RUTRHAPH SOUTHERN MOON™,Southern Moon®  Yedda Hawthorn,EVS,07,6.00,5.40,,X,X,X,X,X,,70,     ,          ,
OR,,046752,#2,RHAPH U RUTRHAPH SOUTHERN MOON™,Southern Moon®  Yedda Hawthorn,EVS,07,13.50,12.15,,X,X,X,X,X,,68,     ,          ,
OR,    ,030461,#1,RHOD (H-1) ELVIIRA,Elviira Rhododendron                                        ,RHO,04,8.75,7.88,X,,,X,,,,, 213 ,04/01/15  ,Light pink with darker pink blotches
OR,    ,009971,#1,RHOD (H-1) PURPLE GEM,Purple Gem Rhododendron                                     ,RHO,04,8.75,7.88,X,,,X,,,,123,     ,          ,Very dwarf habit; small purple flowers
OR,    ,010052,#2,RHOD (H-1) RAMAPO,Ramapo Rhododendron                                         ,RHO,04,17.50,15.75,X,,,X,,,,86,     ,          ,Compact habit; small purple flowers
OR,    ,010055,#5,RHOD (H-1) RAMAPO,Ramapo Rhododendron                                         ,RHO,04,26.50,23.85,X,,,X,,,,343,     ,          ,
OR,,009565,#5,RHOD (H-2) LOOKING GLASS,Looking Glass Rhododendron                                  ,RHO,05, 26.50 ,23.85,X,,,X,,,,101,     ,          ,Deep red buds open to pink blooms with frilled edges
OR,,010202,#2,RHOD (H-2) SCARLET WONDER DWRF,Scarlet Wonder Dwarf Rhododendron                           ,RHO,05, 17.50 ,15.75,X,,,X,,,,73,     ,          ,Dwarf compact habit; small red flowers
OR,,010191,#1,RHOD (H-2) SNEEZY,Sneezy Rhododendron                                         ,RHO,05, 8.75 ,7.88,X,,,X,,,,87,     ,          ,Soft pink flowers with darker pink margin & dark red blotch on each upper petal
OR,,010252,#2,RHOD (H-2) TRILBY,Trilby Rhododendron                                         ,RHO,05, 17.50 ,15.75,X,,,X,,,,54,     ,          ,Red
OR,,010521,#1,RHOD (H-2) YAKU PRINCESS,Yaku Princess Rhododendron                                  ,RHO,05, 8.75 ,7.88,X,,,X,,,,215,     ,          ,Compact grower; pinkish-white flowers
OR,,026382,#2,RHOD (H-3) RAC ROCK ROSE,Rock Rose Rhododendron                                      ,RHO,06, 17.50 ,15.75,X,,,X,,,,138,     ,          ,Reddish stems hold deep rose-pink buds that open to clear pink flowers
OR,,026385,#5,RHOD (H-3) RAC ROCK ROSE,Rock Rose Rhododendron                                      ,RHO,06, 26.50 ,23.85,X,,,X,,,,82,     ,          ,
OR,,009311,#1,RHOD (H-3) YAKU DREAMLAND,Dreamland Rhododendron                                      ,RHO,06, 8.75 ,7.88,X,,,X,,,,144,     ,          ,Large trusses of soft pink flowers
OR,    ,036292,#2,ROSA FLOWER CARPET® AMBER PPAF,Flower Carpet®  Amber Groundcover Rose,ROS,04,15.50,13.95,,X,X,X,X,X,,166,     ,          ,
CA,    ,036292,#2,ROSA FLOWER CARPET® AMBER PPAF,Flower Carpet®  Amber Groundcover Rose,ROS,04,15.50,13.95,,X,X,X,X,X,,15056,,,"Next generation flower carpet, greater heat resistance, glossier foliage, neater habit"
CA,    ,069292,#2,ROSA FLOWER CARPET® APPLEBLOSSOM P10239,Flower Carpet®  Appleblossom Groundcover Rose,ROS,04,15.50,13.95,,X,,X,X,X,,," 4,087 ",04/15/15  ,
CA,    ,078182,#2,ROSA FLOWER CARPET® CORAL PP14441,Flower Carpet®  Coral Groundcover Rose,ROS,05,15.50,13.95,,X,X,X,X,X,,5134,,04/15/15  ,
CA,    ,069782,#2,ROSA FLOWER CARPET® PINK,Flower Carpet®  Pink Groundcover Rose,ROS,04,15.50,13.95,,X,X,X,X,X,,," 4,123 ",04/15/15  ,
OR,X,079572,#2,ROSA FLOWER CARPET® PINK SPLASH PPAF,Flower Carpet®  Pink Splash Groundcover Rose,ROS,05,15.50,13.95,,X,X,X,X,X,,41,     ,          ,
CA,X,079572,#2,ROSA FLOWER CARPET® PINK SPLASH PPAF,Flower Carpet®  Pink Splash Groundcover Rose,ROS,05,15.50,13.95,,X,X,X,X,X,,3104," 5,353 ",04/15/15  ,
