,New Plant,Item,Plant Name,Botanical Name,Common Name,Category 2,Category,Zone,Royalty Code,,,,,,,,,Available Later,On,Available Later,On
,2011,043401S,ECHINACEA PRAIRIE SPLENDOR,Echinacea purpurea 'Prairie Splendor'                       ,Prairie Splendor Coneflower                                 ,Mid/late interm. flowering,PRN,03,,,,,,,,,,     ,          ,     ,          
,2011,077431S,FORS X SHOW OFF TM STARLT PAF,"Forsythia x intermedia 'Minfor6' P.P.A.F., C.B.R.A.F.       ",Show Off™  Starlet Forsythia,Deciduous early flower'g Shrub,DCS,04,PW,,,,,,,,,     ,          ,     ,          
,2011,071521,FRAGARIA X AN DIAMANTE PP10435,"Fragaria x ananassa 'Diamante' P.P.# 10,435                 ",Diamante Strawberry                                         ,Edible berries/fruit,PRN,03,Y,,,,,,,,,     ,          ,     ,          
,2011,073101,FRAGARIA X SAN ANDREAS PP19975,"Fragaria x ananassa 'San Andreas' P.P. #19,975              ",San Andreas Strawberry                                      ,Edible berries/fruit,PRN,03,,,,,,,,,,     ,          ,     ,          
,2011,073101,FRAGARIA X SAN ANDREAS PP19975,"Fragaria x ananassa 'San Andreas' P.P. #19,975              ",San Andreas Strawberry                                      ,Edible berries/fruit,PRN,03,,,,,,,,,,     ,          ,     ,          
,2011,051111,FUCHSIA DEBRON'S STORMY NIGHT,Fuchsia x 'DebRon's Stormy Night'                           ,DebRon's Stormy Night Fuchsia                               ,Deciduous sumr flower'g shrub,DCS,07,RDM,,,,,,,,,     ,          ,     ,          
,2011,060821,GAILLARDIA X GRAN MESA YELLOW,Gaillardia x grandiflora 'Mesa Yellow'                      ,Mesa Yellow Blanket Flower                                  ,Mid spring border flowering,PRN,05,,,,,,,,,,     ,          ,     ,          
,2011,07587UT,GAURA L PASS BLUSH PP 17293,"Gaura lindheimeri Passionate Blush ['SME-2'] P.P. # 17,293  ",Passionate Blush Gaura                                      ,Mid spring interm. flowering,PRN,07,,,,,,,,,," 1,924 ",04/15/15  ,     ,          
,2011,044041,GERANIUM PHA MARGARET WILSON,Geranium phaeum 'Margaret Wilson'                           ,Margaret Wilson Geranium                                    ,Mid spring border flowering,PRN,05,,,,,,,,,,     ,          ,     ,          
,2011,033975,GINKGO BIL JADE BUTTERFLIES,Ginkgo biloba 'Jade Butterfly'                              ,Jade Butterfly Maidenhair Tree                              ,Tree fall/winter interest,TRE,04,,,,,,,,,, 315 ,05/15/15  ,     ,          
,2011,071811,GR-JUNCUS EFFUSUS CURLY WURLY,Juncus effusus 'Curly Wurly'                                ,Curly Wurly Corkscrew Rush                                  ,Small grasses,GRS,04,,,,,,,,,,     ,          ,     ,          
,2011,005451,GR-MIS SIN DIXIELAND,Miscanthus sinensis 'Dixieland'                             ,Dwarf Variegated Maiden Grass                               ,Large grass,GRS,04,,,,,,,,,,     ,          ,     ,          
,2011,005455,GR-MIS SIN DIXIELAND,Miscanthus sinensis 'Dixieland'                             ,Dwarf Variegated Maiden Grass                               ,Large grass,GRS,04,,,,,,,,,,     ,          ,     ,          
,2011,005455,GR-MIS SIN DIXIELAND,Miscanthus sinensis 'Dixieland'                             ,Dwarf Variegated Maiden Grass                               ,Large grass,GRS,04,,,,,,,,,, 792 ,05/15/15  , 879 ,06/01/15  
,2011,050992,HEBE LINDSAYI,Hebe 'Lindsayi '                                            ,Lindsayi Hebe                                               ,Evergreen early flower'g shrub,EVS,07,,,,,,,,,,     ,          ,     ,          
,2011,067231,HELLE WJEWELS R PAINTED,Helleborus 'Painted'                                        ,Winter Jewels®  Painted Lenten Rose,Sun/shade foliage-groundcover,PRN,04,OLD,,,,,,,,, 341 ,05/15/15  , 341 ,06/01/15  
,2013,078781S,AZ BLM-A-THON TM WHITE PP21512,"Rhododendron x 'RLH1-3P3' P.P.#21,512                       ",Bloom-A-Thon®  White Reblooming Azalea,Azalea,RHO,06,PW,,,,,,,,,     ,          ,     ,          
,2011,072991,HELLEBORUS X PINK FROST PPAF,Helleborus x ballardiae 'HGC Pink Frost' P.P.A.F.           ,Gold Collection®  Pink Frost Lenten Rose,Sun/shade foliage-groundcover,PRN,05,Y,,,,,,,,,     ,          ,     ,          
,2011,047652,AZALEA FRAGRANT STAR,Azalea x 'Fragrant Star'                                    ,Fragrant Star Azalea                                        ,Azalea,RHO,05,,,,,,,,,,     ,          ,     ,          
,2011,064181,HESPERALOE BRK LIGHTS R P21729,"Hesperaloe parviflora 'Perpa' P.P. # 21,729                 ",Brakelights®  Red Yucca,Grass-like plant,EVS,05,MSW,,,,,,,,,     ,          ,     ,          
,2011,054491,HEUCHERA AUTUMN LEAVES PPAF,Heuchera 'Autumn Leaves' P.P.A.F.                           ,Autumn Leaves Coral Bells                                   ,Shade foliage/flower,PRN,04,,,,,,,,,,     ,          ,     ,          
,2011,074513S,HIB SYR AZURRI SATN TM PP20563,"Hibiscus syriacus 'DVPazurri' P.P. #20,563                  ",Azurri Satin™  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074511S,HIB SYR AZURRI SATN TM PP20563,"Hibiscus syriacus 'DVPazurri' P.P. #20,563                  ",Azurri Satin™  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074501S,HIB SYR BLU CHIFFON TM PP20574,"Hibiscus syriacus 'Notwoodthree' P.P. #20,574, C.B.R.A.F.   ",Blue Chiffon™  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074502S,HIB SYR BLU CHIFFON TM PP20574,"Hibiscus syriacus 'Notwoodthree' P.P. #20,574, C.B.R.A.F.   ",Blue Chiffon™  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,016202S,HIB SYR BLUSH SATIN R PP12660,"Hibiscus syriacus 'Mathilde' P.P. #12,660                   ",Blush Satin®  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,, 86 ,05/01/15  ,     ,          
,2011,074841S,HIB SYR CHINA CHIFFON TM PPAF,"Hibiscus syriacus 'Bricutts' P.P. #12,619                   ",China Chiffon™  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074842S,HIB SYR CHINA CHIFFON TM PPAF,"Hibiscus syriacus 'Bricutts' P.P. #12,619                   ",China Chiffon™  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,," 4,643 ",05/15/15  ,     ,          
,2011,074493S,HIB SYR LIL' KIM TM PP19547,"Hibiscus syriacus 'Antong Two' P.P. #19,547, C.B.R.A.F.     ",Lil' Kim™  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074491S,HIB SYR LIL' KIM TM PP19547,"Hibiscus syriacus 'Antong Two' P.P. #19,547, C.B.R.A.F.     ",Lil' Kim™  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074492S,HIB SYR LIL' KIM TM PP19547,"Hibiscus syriacus 'Antong Two' P.P. #19,547, C.B.R.A.F.     ",Lil' Kim™  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074833S,HIB SYR SUGAR TIP R PP20579,"Hibiscus syriacus 'America Irene Scott' P.P. #20,579        ",Sugar Tip®  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,, 241 ,05/01/15  ,     ,          
,2011,074832S,HIB SYR SUGAR TIP R PP20579,"Hibiscus syriacus 'America Irene Scott' P.P. #20,579        ",Sugar Tip®  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,016987PT,HIB SYR VIOLET SATIN R PP12196,"Hibiscus syriacus 'Floru' P.P. #12,196                      ",Violet Satin®  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,, 681 ,05/01/15  ,     ,          
,2011,016983S,HIB SYR VIOLET SATIN R PP12196,"Hibiscus syriacus 'Floru' P.P. #12,196                      ",Violet Satin®  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,016982S,HIB SYR VIOLET SATIN R PP12196,"Hibiscus syriacus 'Floru' P.P. #12,196                      ",Violet Satin®  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074852S,HIB SYR WHT CHIFFON TM PP12612,"Hibiscus syriacus 'Notwoodtwo' P.P. #12,612                 ",White Chiffon™  Rose of Sharon,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,," 5,792 ",04/01/15  ,     ,          
,2011,047791,HOSTA LITTLE DARLING R PPAF,Hosta x 'MonChard' Little Darling® ,Little Darling®  Hosta,Hosta,PRN,03,,,,,,,,,,     ,          ,     ,          
,2011,074535,HYD A INVINCE SPIRIT R PP20765,"Hydrangea arborescens 'NCHA1' P.P. #20,765, C.B.R.A.F.      ",Invincibelle®  Spirit Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074535,HYD A INVINCE SPIRIT R PP20765,"Hydrangea arborescens 'NCHA1' P.P. #20,765, C.B.R.A.F.      ",Invincibelle®  Spirit Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074533S,HYD A INVINCE SPIRIT R PP20765,"Hydrangea arborescens 'NCHA1' P.P. #20,765, C.B.R.A.F.      ",Invincibelle®  Spirit Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,," 2,075 ",04/15/15  ,     ,          
,2011,074532S,HYD A INVINCE SPIRIT R PP20765,"Hydrangea arborescens 'NCHA1' P.P. #20,765, C.B.R.A.F.      ",Invincibelle®  Spirit Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074532S,HYD A INVINCE SPIRIT R PP20765,"Hydrangea arborescens 'NCHA1' P.P. #20,765, C.B.R.A.F.      ",Invincibelle®  Spirit Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074525,HYD ARB INCREDIBALL R PP20571,"Hydrangea arborescens 'Abetwo' P.P. #20,571                 ",Incrediball®  Smooth Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074522S,HYD ARB INCREDIBALL R PP20571,"Hydrangea arborescens 'Abetwo' P.P. #20,571                 ",Incrediball®  Smooth Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,019212S,HYD ARB WHITE DOME R PP14168,"Hydrangea arborescens	'Dardorn' P.P. #14,168                ",White Dome®  Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,019212S,HYD ARB WHITE DOME R PP14168,"Hydrangea arborescens	'Dardorn' P.P. #14,168                ",White Dome®  Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2013,078461,BACCHARIS MAGELLANICA,Baccharis magellanica                                       ,Christmas Bush                                              ,Evergreen small shrub/hedge,EVS,07,HIN,,,,,,,,,     ,          ,     ,          
,2011,074561S,HYD MAC CTYLN TM PARIS PP10906,"Hydrangea macrophylla	'Paris Rapa' P.P. #10,906             ",Cityline®  Paris Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074562S,HYD MAC CTYLN TM PARIS PP10906,"Hydrangea macrophylla	'Paris Rapa' P.P. #10,906             ",Cityline®  Paris Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074562S,HYD MAC CTYLN TM PARIS PP10906,"Hydrangea macrophylla	'Paris Rapa' P.P. #10,906             ",Cityline®  Paris Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074541S,HYD MAC CTYLN TM RIO,"Hydrangea macrophylla	'Ragra'                               ",Cityline®  Rio Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074541S,HYD MAC CTYLN TM RIO,"Hydrangea macrophylla	'Ragra'                               ",Cityline®  Rio Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074541S,HYD MAC CTYLN TM RIO,"Hydrangea macrophylla	'Ragra'                               ",Cityline®  Rio Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2012,062932,BER T ORANGE ROCKET PP18411,"Berberis thunbergii 'Orange Rocket' P.P.#18,411             ",Orange Rocket Barberry                                      ,Berberis,DCS,04,PHS,,,,,,,,, 2 ,06/01/15  ,     ,          
,    ,401292S,BUD LO&BEHLD R PINK MICRO CHIP,Buddleja ' Pink Micro Chip' P.P.A.F. Can. P.B.RA.F.         ,Lo & Behold®  Pink Micro Chip Summer Lilac,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074542S,HYD MAC CTYLN TM RIO,"Hydrangea macrophylla	'Ragra'                               ",Cityline®  Rio Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074573S,HYD MAC CTYLN TM VENICE P10928,"Hydrangea macrophylla 'Venice Raven' P.P. #10,928           ",Cityline®  Venice Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074571S,HYD MAC CTYLN TM VENICE P10928,"Hydrangea macrophylla 'Venice Raven' P.P. #10,928           ",Cityline®  Venice Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074572S,HYD MAC CTYLN TM VENICE P10928,"Hydrangea macrophylla 'Venice Raven' P.P. #10,928           ",Cityline®  Venice Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,077411S,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,    ,407625,BUD LO&BEHOLD BLU CHIP JR,Buddleia davidii 'Blue Chip Jr.' P.P.A.F.                   ,Lo & Behold®  Blue Chip Jr. Butterfly Bush,Deciduous sumr flower'g shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074595,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,, 15 ,03/01/15  , 15 ,04/01/15  
,2011,074595,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074592S,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074592S,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074592S,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074585,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074585,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074585,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074583S,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074582S,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,074582S,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,Hydrangea,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2011,090782,BUXUS GOLDEN TRIUMPH,Buxus microphylla 'Golden Triumph'                          ,Golden Triumph Boxwood                                      ,Evergreen small shrub/hedge,EVS,05,PPP,,,,,,,,,     ,          ,     ,          
,2011,080203,HYD PAN FIRE AND ICE PPAF,Hydrangea paniculata 'Wim's Red' P.P.A.F.                   ,Fire and Ice Panicle Hydrangea                              ,Hydrangea,DCS,03,BHC,,,,,,,,,     ,          ,     ,          
,2011,074615,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074615,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074617,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074613S,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074611S,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074611S,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074612S,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074612S,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074601S,HYD PAN QUICK FIRE R PP16812,"Hydrangea	paniculata 'Bulk' P.P. #16,812, C.B.R.A.F.        ",Quick Fire®  Hardy Hydrangea,Hydrangea,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074621S,HYPERICUM SUNNY BLVD TM P20045,"Hypericum 'Deppe' P.P. #20,045, C.B.R.A.F.                  ",Sunny Boulevard™  St. John's Wort,Deciduous sumr flower'g shrub,DCS,04,PW,,,,,,,,,     ,          ,     ,          
,2011,074622S,HYPERICUM SUNNY BLVD TM P20045,"Hypericum 'Deppe' P.P. #20,045, C.B.R.A.F.                  ",Sunny Boulevard™  St. John's Wort,Deciduous sumr flower'g shrub,DCS,04,PW,,,,,,,,,     ,          ,     ,          
,2011,092651,ILEX EMRLD COLONNADE R PP23905,"Ilex x 'RutHol1' P.P.#23,905                                ",Emerald Colonnade®  Holly,Ilex,EVS,07,UOG,,,,,,,,,     ,          ,     ,          
,2014,094071,BUXUS MIC MORRIS MIDGET,Buxus microphylla var. japonica 'Morris Midget'             ,Morris Midget Boxwood                                       ,Evergreen small shrub/hedge,EVS,05,,,,,,,,,,     ,          ,     ,          
,2011,092659,ILEX EMRLD COLONNADE R PP23905,"Ilex x 'RutHol1' P.P.#23,905                                ",Emerald Colonnade®  Holly,Ilex,EVS,07,UOG,,,,,,,,,     ,          ,     ,          
,2014,054132,BUXUS SEMP UNRAVELED,Buxus sempervirens 'Unraveled'                              ,Unraveled American Boxwood                                  ,Evergreen small shrub/hedge,EVS,05,,,,,,,,,,     ,          ,     ,          
,2011,092652,ILEX EMRLD COLONNADE R PP23905,"Ilex x 'RutHol1' P.P.#23,905                                ",Emerald Colonnade®  Holly,Ilex,EVS,07,UOG,,,,,,,,,     ,          ,     ,          
,2011,092655,ILEX EMRLD COLONNADE R PP23905,"Ilex x 'RutHol1' P.P.#23,905                                ",Emerald Colonnade®  Holly,Ilex,EVS,07,UOG,,,,,,,,,     ,          ,     ,          
,2011,092657P3,ILEX EMRLD COLONNADE R PP23905,"Ilex x 'RutHol1' P.P.#23,905                                ",Emerald Colonnade®  Holly,Ilex,EVS,07,UOG,,,,,,,,,     ,          ,     ,          
,2011,074935,ILEX VERT BERRY NICE R,Ilex verticillata 'Spriber'                                 ,Berry Nice®  Winterberry Holly,Deciduous fall/winter interest,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2014,080835,CALYCANTHUS APHRODITE PPAF,Calycanthus floridus 'Aphrodite'                            ,Aphrodite Sweetshrub                                        ,Deciduous mid flowering shrub,DCS,05,PW,,,,,,,,,     ,          ,     ,          
,2014,412915,CAMPSIS RADICANS,Campsis radicans                                            ,Trumpet creeper                                             ,Hardy vine,VIN,04,,,,,,,,,,     ,          ,     ,          
,2011,021092,ILEX X SCALLYWAG TM PP21941,"Ilex x meservae 'MonNieves' P.P.# 21,941                    ",Scallywag™  Holly,Ilex,EVS,05,GCN,,,,,,,,,     ,          ,     ,          
,2011,021093,ILEX X SCALLYWAG TM PP21941,"Ilex x meservae 'MonNieves' P.P.# 21,941                    ",Scallywag™  Holly,Ilex,EVS,05,GCN,,,,,,,,,     ,          ,     ,          
,2011,036255,LABURNUM ANA COLUMNARIS,Laburnum anagyroides 'Columnaris'                           ,Columnar Laburnum                                           ,Hardy flowering tree,TRE,05,,,,,,,,,,     ,          ,     ,          
,2011,053425,LARIX LARICINA BLUE SPARKLER,Larix laricina 'Blue Sparkler'                              ,Blue Sparkler Larch                                         ,Hardy conifer,CON,03,,,,,,,,,,     ,          ,     ,          
,2011,067831,LONICERA SEMP MAJOR WHEELER,Lonicera sempervirens 'Major Wheeler'                       ,Major Wheeler Coral Honeysuckle                             ,Hardy vine,VIN,04,,,,,,,,,,     ,          ,     ,          
,2011,067832,LONICERA SEMP MAJOR WHEELER,Lonicera sempervirens 'Major Wheeler'                       ,Major Wheeler Coral Honeysuckle                             ,Hardy vine,VIN,04,,,,,,,,,,     ,          ,     ,          
,2011,067835,LONICERA SEMP MAJOR WHEELER,Lonicera sempervirens 'Major Wheeler'                       ,Major Wheeler Coral Honeysuckle                             ,Hardy vine,VIN,04,,,,,,,,,,     ,          ,     ,          
,2011,098401,LORO C SNOW PANDA,Loropetalum chinense 'Snow Panda'                           ,Snow Panda Fringe Flower                                    ,Evergreen early flower'g shrub,EVS,07,,,,,,,,,," 1,164 ",04/01/15  ,     ,          
,2011,098402,LORO C SNOW PANDA,Loropetalum chinense 'Snow Panda'                           ,Snow Panda Fringe Flower                                    ,Evergreen early flower'g shrub,EVS,07,,,,,,,,,,     ,          ,     ,          
,2011,098405,LORO C SNOW PANDA,Loropetalum chinense 'Snow Panda'                           ,Snow Panda Fringe Flower                                    ,Evergreen early flower'g shrub,EVS,07,,,,,,,,,,     ,          ,     ,          
,2010,092891,CARY CLA KORBALL BLU BALLOON R,Caryopteris x clandonensis 'Korball' Blue Balloon® ,Blue Balloon®  Bluebeard,Deciduous sumr flower'g shrub,DCS,05,KJU,,,,,,,,,     ,          ,     ,          
,    ,033802,CHAM L YVONNE-GUARDIAN R,Chamaecyparis lawsoniana 'Yvonne'                           ,Yvonne Port Orford Cedar - The Guardian®  Series,Chamaecyparis,CON,06,OSU,,,,,,,,,     ,          ,     ,          
,2011,068481,OENOTHERA FREM SHIMMER PP19663,Oenothera fremontii 'Shimmer' P.P.# 19663                   ,Shimmer Evening Primrose                                    ,Mid spring border flowering,PRN,04,PHI,,,,,,,,,     ,          ,     ,          
,2014,014412,CHAM PIS VINTAGE GOLD,Chamaecyparis pisifera 'Vintage Gold'                       ,Vintage Gold False Cypress                                  ,Chamaecyparis,CON,03,,,,,,,,,,     ,          ,     ,          
,2011,068482,OENOTHERA FREM SHIMMER PP19663,Oenothera fremontii 'Shimmer' P.P.# 19663                   ,Shimmer Evening Primrose                                    ,Mid spring border flowering,PRN,04,PHI,,,,,,,,,     ,          ,     ,          
,2011,052605,PAEONIA ITOH MISAKA TM PP22192,"Paeonia (Intersectional hybrid) x 'Smith Opus 1' P.P.# 22,19",Misaka™  (Beautiful Blossom) Itoh Peony,Paeonia,PRN,04,DRS,,,,,,,,,     ,          ,     ,          
,2013,006351,CHRY (LEU) SUP REAL DREAM PPAF,Chrysanthemum x superbum 'Real Dream'                       ,Real Dream Shasta Daisy                                     ,Mid spring interm. flowering,PRN,05,PHI,,,,,,,,,     ,          ,     ,          
,    ,090661,CLEM ALP PAMELA JACKMAN,Clematis alpina 'Pamela Jackman'                            ,Pamela Jackman Alpine Clematis                              ,Clematis,VIN,03,,,,,,,,,,     ,          ,     ,          
,2010,038571,CLEM ALP STOLWIJK GOLD PP18648,Clematis alpina 'Stolwijk Gold' P.P.# 18648                 ,Stolwijk Gold Alpine Clematis                               ,Clematis,VIN,03,RAI,,,,,,,,,     ,          ,     ,          
,2011,060792,PASSIFLORA CAERULEA,Passiflora caerulea                                         ,Blue Passion Vine                                           ,Tropical flowering vine,VIN,06,,,,,,,,,, 736 ,06/15/15  ,     ,          
,2011,066791,PENSTEMON X DOROTHY WILSON,Penstemon x 'Dorothy Wilson'                                ,Dorothy Wilson Beardtongue                                  ,Mid spring interm. flowering,PRN,04,,,,,,,,,,     ,          ,     ,          
,2011,074671S,PHYSOCARPUS COPPRTNA TM P16371,"Physocarpus opulifolious 'Mindia' P.P. #16,371, C.B.R. #2,89",Coppertina™  Ninebark,Deciduous shrub/hedge,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,074672S,PHYSOCARPUS COPPRTNA TM P16371,"Physocarpus opulifolious 'Mindia' P.P. #16,371, C.B.R. #2,89",Coppertina™  Ninebark,Deciduous shrub/hedge,DCS,03,PW,,,,,,,,,     ,          ,     ,          
,2011,064832,PICEA OMORIKA NANA,Picea omorika 'Nana'                                        ,Dwarf Serbian Spruce                                        ,Picea,CON,04,,,,,,,,,,     ,          ,     ,          
