,,,,,
Code,Item#,Class,Size,Size Description,Item Description
002425ST,242,Evergreen Shrubs,5ST,#5 STAKED,ALYOGYNE SANTA CRUZ
021421,2142,Perennials,1,#1,ALYSSUM SAX GOLDKUGEL
002535,253,Trees,5,#5,AMEL AUTUMN BRILLIANCE R
070541,7054,Perennials,1,#1,AMSONIA BLUE ICE
035341,3534,Perennials,1,#1,AMSONIA HUBRICHTII
01663UT,1663,Evergreen Shrubs,UT,LittleOne,ANDROMEDA POL BLUE ICE
016631,1663,Evergreen Shrubs,1,#1,ANDROMEDA POL BLUE ICE
016632,1663,Evergreen Shrubs,2,#2,ANDROMEDA POL BLUE ICE
00257UT,257,Perennials,UT,LittleOne,ANDROSACE LANUGINOSA
002571,257,Perennials,1,#1,ANDROSACE LANUGINOSA
047861,4786,Perennials,1,#1,ANEMONE MULTIFIDA RUBRA
00074UT,74,Perennials,UT,LittleOne,ANEMONE PULSATILLA
065991,6599,Perennials,1,#1,ANEMONE SEPTEMBER CHARM
002741,274,Perennials,1,#1,ANEMONE SYLVESTRIS
000761,76,Perennials,1,#1,ANEMONE VIT ROBUSTISSIMA
026961,2696,Perennials,1,#1,ANEMONE X ANDREA ATKINSON
015931,1593,Perennials,1,#1,ANEMONE X HONORINE JOBERT
038561,3856,Perennials,1,#1,ANEMONE X SERENADE
039021,3902,Perennials,1,#1,ANEMONE X WILD SWAN TM PP23132
039022,3902,Perennials,2,#2,ANEMONE X WILD SWAN TM PP23132
045461,4546,Perennials,1,#1,ANIGOZANTHOS BUSH PEARL
047341,4734,Perennials,1,#1,ANIGOZANTHOS BUSH SUNSET
077521,7752,Evergreen Shrubs,1,#1,ANISO SLIGHTLY STRAWBERRY PPAF
002651,265,Vines,1,#1,ANTIGONON LEPTOPUS
05908UT,5908,Perennials,UT,LittleOne,AQUILEGIA C LITTLE LANTERNS
037331,3733,Perennials,1,#1,AQUILEGIA CAE ORIGAMI BLU & WT
029351,2935,Perennials,1,#1,AQUILEGIA CAE ORIGAMI MIX
045921,4592,Perennials,1,#1,AQUILEGIA CAE ORIGAMI PNK & WT
036901,3690,Perennials,1,#1,AQUILEGIA CAE ORIGAMI RED & WT
04593UT,4593,Perennials,UT,LittleOne,AQUILEGIA CAE ORIGAMI YELLOW
045931,4593,Perennials,1,#1,AQUILEGIA CAE ORIGAMI YELLOW
075831,7583,Perennials,1,#1,AQUILEGIA CANADENSIS
00272UT,272,Perennials,UT,LittleOne,AQUILEGIA FLA CAMEO BLUE & WT
020891,2089,Perennials,1,#1,AQUILEGIA TEXAS GOLD
05909UT,5909,Perennials,UT,LittleOne,AQUILEGIA WINKY DBL RED & WT
055482,5548,Perennials,2,#2,ARALIA CORDATA GOTEMBA
055485,5548,Perennials,5,#5,ARALIA CORDATA GOTEMBA
044359,4435,Conifers,9,#15,ARAUCARIA ARAUCANA
002901,290,Evergreen Shrubs,1,#1,ARBUTUS UNEDO COMPACTA
002905,290,Evergreen Shrubs,5,#5,ARBUTUS UNEDO COMPACTA
00290M,290,Evergreen Shrubs,M,#10 Squat,ARBUTUS UNEDO COMPACTA
002921,292,Trees,1,#1,ARBUTUS X MARINA
002925MU,292,Trees,5MU,#5 CLUMP,ARBUTUS X MARINA
069071,6907,Perennials,1,#1,ARCTO RAVERS R ARC OF FIRE TM
077531,7753,Perennials,1,#1,ARCTO RAVERS R BUMBLE BEE
069091,6909,Perennials,1,#1,ARCTO RAVERS R CHERRY FROST TM
069111,6911,Perennials,1,#1,ARCTO RAVERS R PEACHY MANGO TM
069121,6912,Perennials,1,#1,ARCTO RAVERS R PUMPKIN PIE TM
077541,7754,Perennials,1,#1,ARCTO RAVERS R STRAWBRY FIELDS
00295UT,295,Evergreen Shrubs,UT,LittleOne,ARCTOSTAPHYLOS MASSACHUSETTS
002951,295,Evergreen Shrubs,1,#1,ARCTOSTAPHYLOS MASSACHUSETTS
002911,291,Evergreen Shrubs,1,#1,ARDISIA J CHIRIMEN
002912,291,Evergreen Shrubs,2,#2,ARDISIA J CHIRIMEN
018291,1829,Evergreen Shrubs,1,#1,ARDISIA J MIDGEE R
018292,1829,Evergreen Shrubs,2,#2,ARDISIA J MIDGEE R
051811,5181,Perennials,1,#1,ARISAEMA FORMOSANUM (7057)
051822,5182,Perennials,2,#2,ARISAEMA TAIWANENSIS (7091)
00304UT,304,Perennials,UT,LittleOne,ARMERIA MAR BLOODSTONE
003041,304,Perennials,1,#1,ARMERIA MAR BLOODSTONE
00269UT,269,Perennials,UT,LittleOne,ARMERIA MAR COTTON TAIL
002691,269,Perennials,1,#1,ARMERIA MAR COTTON TAIL
01946UT,1946,Perennials,UT,LittleOne,ARMERIA MAR RUBRIFOLIA
019461,1946,Perennials,1,#1,ARMERIA MAR RUBRIFOLIA
00089UT,89,Perennials,UT,LittleOne,ARMERIA MAR SPLENDENS
003071,307,Deciduous Shrubs,1,#1,ARONIA BRILLIANTISSIMA
003075,307,Deciduous Shrubs,5,#5,ARONIA BRILLIANTISSIMA
003075MU,307,Deciduous Shrubs,5MU,#5,ARONIA BRILLIANTISSIMA
07593UT,7593,Perennials,UT,LittleOne,ARTEMISIA DRACUNCULUS
00311UT,311,Perennials,UT,LittleOne,ARTEMISIA POWIS CASTLE
003111,311,Perennials,1,#1,ARTEMISIA POWIS CASTLE
00101UT,101,Perennials,UT,LittleOne,ARTEMISIA SCHM SILVER MOUND
001011,101,Perennials,1,#1,ARTEMISIA SCHM SILVER MOUND
033591,3359,Perennials,1,#1,ASARUM EUROPAEUM
02912UT,2912,Perennials,UT,LittleOne,ASARUM SPL QUICKSILVER
029121,2912,Perennials,1,#1,ASARUM SPL QUICKSILVER
066341,6634,Perennials,1,#1,ASCLEPIAS CUR SILKY GOLD
066342,6634,Perennials,2,#2,ASCLEPIAS CUR SILKY GOLD
023592,2359,Perennials,2,#2,ASCLEPIAS INCARNATA CINDERELLA
021911,2191,Perennials,1,#1,ASCLEPIAS RED BUTTERFLIES
021912,2191,Perennials,2,#2,ASCLEPIAS RED BUTTERFLIES
003161S,316,Perennials,1S,SuperOne TM,ASCLEPIAS TUBEROSA
00315UT,315,Perennials,UT,LittleOne,ASPARAGUS MYERS
003151,315,Perennials,1,#1,ASPARAGUS MYERS
003152,315,Perennials,2,#2,ASPARAGUS MYERS
003155,315,Perennials,5,#5,ASPARAGUS MYERS
003301,330,Perennials,1,#1,ASPARAGUS SPR COMPACTA
003451,345,Perennials,1,#1,ASPIDISTRA ELATIOR
003452,345,Perennials,2,#2,ASPIDISTRA ELATIOR
05185UT,5185,Perennials,UT,LittleOne,ASTELIA CHATHAMICA
003401,340,Perennials,1,#1,ASTER ALMA POTSCHKE
030091,3009,Perennials,1,#1,ASTER FARMINGTON PPAF
030091S,3009,Perennials,1S,SuperOne TM,ASTER FARMINGTON PPAF
003381,338,Perennials,1,#1,ASTER FRIKARTII MOENCH
021361,2136,Perennials,1,#1,ASTER LAT PRINCE
059141,5914,Perennials,1,#1,ASTER NA ENGLISH COUNTRYSIDE
003391,339,Perennials,1,#1,ASTER NOVI-BELGII ALERT
003471,347,Perennials,1,#1,ASTER PROF KIPPENBURG
003411,341,Perennials,1,#1,ASTER PURPLE DOME
003611,361,Perennials,1,#1,ASTER TRIUMPH
023891,2389,Perennials,1,#1,ASTER WOOD'S BLUE
001531,153,Perennials,1,#1,ASTER WOOD'S PINK
025581,2558,Perennials,1,#1,ASTER WOOD'S PURPLE
00159UT,159,Perennials,UT,LittleOne,ASTILBE BRIDAL VEIL
001591,159,Perennials,1,#1,ASTILBE BRIDAL VEIL
003521,352,Perennials,1,#1,ASTILBE CHINENSIS PUMILA
003621,362,Perennials,1,#1,ASTILBE CHINENSIS VISIONS
027551,2755,Perennials,1,#1,ASTILBE CLR FLSH R LIME P17816
027501,2750,Perennials,1,#1,ASTILBE COLOR FLASH R PP17343
00351UT,351,Perennials,UT,LittleOne,ASTILBE DEUTSCHLAND
003511,351,Perennials,1,#1,ASTILBE DEUTSCHLAND
00350UT,350,Perennials,UT,LittleOne,ASTILBE FANAL
003501,350,Perennials,1,#1,ASTILBE FANAL
001621,162,Perennials,1,#1,ASTILBE GRANAT
00163UT,163,Perennials,UT,LittleOne,ASTILBE HENNIE GRAAFLAND
001631,163,Perennials,1,#1,ASTILBE HENNIE GRAAFLAND
00348UT,348,Perennials,UT,LittleOne,ASTILBE INSHRIACH PINK
003481,348,Perennials,1,#1,ASTILBE INSHRIACH PINK
001641,164,Perennials,1,#1,ASTILBE JAPONICA EUROPA
001661,166,Perennials,1,#1,ASTILBE JAPONICA PEACH BLOSSOM
034331,3433,Perennials,1,#1,ASTILBE MAGGIE DALEY
001671,167,Perennials,1,#1,ASTILBE MONTGOMERY
001681,168,Perennials,1,#1,ASTILBE RED SENTINEL
00354UT,354,Perennials,UT,LittleOne,ASTILBE RHEINLAND
003541,354,Perennials,1,#1,ASTILBE RHEINLAND
00353UT,353,Perennials,UT,LittleOne,ASTILBE SPRITE
059151,5915,Perennials,1,#1,ASTILBE VISION IN PINK PP11860
016341,1634,Perennials,1,#1,ASTILBE VISION IN RED PP11965
017601,1760,Perennials,1,#1,ASTILBE VISION IN WHITE P18965
037391,3739,Perennials,1,#1,ASTILBE WHT SENSATION PP18462
003431,343,Perennials,1,#1,ASTILBE YOUNIQUE WHT TM P19845
023191,2319,Perennials,1,#1,ASTRANTIA ABBEY ROAD PP14961
003551,355,Perennials,1,#1,AUBRIETA ROKEY'S PURPLE
063302,6330,Evergreen Shrubs,2,#2,AUCUBA J NA55288
003561,356,Evergreen Shrubs,1,#1,AUCUBA MR GOLDSTRIKE
003562,356,Evergreen Shrubs,2,#2,AUCUBA MR GOLDSTRIKE
003565,356,Evergreen Shrubs,5,#5,AUCUBA MR GOLDSTRIKE
003567,356,Evergreen Shrubs,7,#7,AUCUBA MR GOLDSTRIKE
003601,360,Evergreen Shrubs,1,#1,AUCUBA PICTURATA
003602,360,Evergreen Shrubs,2,#2,AUCUBA PICTURATA
003605,360,Evergreen Shrubs,5,#5,AUCUBA PICTURATA
003607,360,Evergreen Shrubs,7,#7,AUCUBA PICTURATA
003651,365,Evergreen Shrubs,1,#1,AUCUBA SERRATIFOLIA
003655,365,Evergreen Shrubs,5,#5,AUCUBA SERRATIFOLIA
078761S,7876,Rhododendrons,1S,SuperOne TM,AZ BLM-A-THON TM DB PK PP21477
078762S,7876,Rhododendrons,2S,SuperTwo,AZ BLM-A-THON TM DB PK PP21477
078751S,7875,Rhododendrons,1S,SuperOne TM,AZ BLM-A-THON TM LVNDR PP21476
078752S,7875,Rhododendrons,2S,SuperTwo,AZ BLM-A-THON TM LVNDR PP21476
078771S,7877,Rhododendrons,1S,SuperOne TM,AZ BLM-A-THON TM RED PP21562
078772S,7877,Rhododendrons,2S,SuperTwo,AZ BLM-A-THON TM RED PP21562
078781S,7878,Rhododendrons,1S,SuperOne TM,AZ BLM-A-THON TM WHITE PP21512
078782S,7878,Rhododendrons,2S,SuperTwo,AZ BLM-A-THON TM WHITE PP21512
004401,440,Rhododendrons,1,#1,AZALEA B ALASKA
004402,440,Rhododendrons,2,#2,AZALEA B ALASKA
004402PT,440,Rhododendrons,2PT,#2 PATIO TREE,AZALEA B ALASKA
004405,440,Rhododendrons,5,#5,AZALEA B ALASKA
004405PT,440,Rhododendrons,5PT,#5 PATIO TREE,AZALEA B ALASKA
004751,475,Rhododendrons,1,#1,AZALEA B HAPPY DAYS
004752,475,Rhododendrons,2,#2,AZALEA B HAPPY DAYS
004752PT,475,Rhododendrons,2PT,#2 PATIO TREE,AZALEA B HAPPY DAYS
004755,475,Rhododendrons,5,#5,AZALEA B HAPPY DAYS
005251,525,Rhododendrons,1,#1,AZALEA B ROSE GLOW
005252,525,Rhododendrons,2,#2,AZALEA B ROSE GLOW
005252PT,525,Rhododendrons,2PT,#2 PATIO TREE,AZALEA B ROSE GLOW
007072,707,Rhododendrons,2,#2,AZALEA EX CANNON'S DOUBLE
007075,707,Rhododendrons,5,#5,AZALEA EX CANNON'S DOUBLE
007242,724,Rhododendrons,2,#2,AZALEA EX DAWN'S CHORUS
007245,724,Rhododendrons,5,#5,AZALEA EX DAWN'S CHORUS
007772,777,Rhododendrons,2,#2,AZALEA EX GOLDEN FLARE
007775,777,Rhododendrons,5,#5,AZALEA EX GOLDEN FLARE
008302,830,Rhododendrons,2,#2,AZALEA EX KLONDYKE
008305,830,Rhododendrons,5,#5,AZALEA EX KLONDYKE
008542,854,Rhododendrons,2,#2,AZALEA EX RED SUNSET
008545,854,Rhododendrons,5,#5,AZALEA EX RED SUNSET
008552,855,Rhododendrons,2,#2,AZALEA EX SUNSET PINK
008555,855,Rhododendrons,5,#5,AZALEA EX SUNSET PINK
047652,4765,Rhododendrons,2,#2,AZALEA FRAGRANT STAR
047655,4765,Rhododendrons,5,#5,AZALEA FRAGRANT STAR
001811,181,Rhododendrons,1,#1,AZALEA GA KAREN
001812,181,Rhododendrons,2,#2,AZALEA GA KAREN
008451,845,Rhododendrons,1,#1,AZALEA GA ROSEBUD
008452,845,Rhododendrons,2,#2,AZALEA GA ROSEBUD
007232,723,Rhododendrons,2,#2,AZALEA GD DELAWARE VALLEY WHT
001822,182,Rhododendrons,2,#2,AZALEA GD FASHION
002031,203,Rhododendrons,1,#1,AZALEA GD RENEE MICHELLE
002032,203,Rhododendrons,2,#2,AZALEA GD RENEE MICHELLE
007401,740,Rhododendrons,1,#1,AZALEA GR FUCHSIA
007402,740,Rhododendrons,2,#2,AZALEA GR FUCHSIA
007402PT,740,Rhododendrons,2PT,#2 PATIO TREE,AZALEA GR FUCHSIA
007451,745,Rhododendrons,1,#1,AZALEA GR GIRARD HOT SHOT
007452,745,Rhododendrons,2,#2,AZALEA GR GIRARD HOT SHOT
007551,755,Rhododendrons,1,#1,AZALEA GR GIRARD ROBERTA
007552,755,Rhododendrons,2,#2,AZALEA GR GIRARD ROBERTA
007601,760,Rhododendrons,1,#1,AZALEA GR ROSE
007602,760,Rhododendrons,2,#2,AZALEA GR ROSE
007602PT,760,Rhododendrons,2PT,#2 PATIO TREE,AZALEA GR ROSE
002052,205,Rhododendrons,2,#2,AZALEA GR SAYBROOK GLORY
002071,207,Rhododendrons,1,#1,AZALEA GR SILVER SWORD
002072,207,Rhododendrons,2,#2,AZALEA GR SILVER SWORD
008001,800,Rhododendrons,1,#1,AZALEA KF HERBERT
008002,800,Rhododendrons,2,#2,AZALEA KF HERBERT
008202,820,Rhododendrons,2,#2,AZALEA KF HOLLAND
007191,719,Rhododendrons,1,#1,AZALEA KR CORAL BELLS
008151,815,Rhododendrons,1,#1,AZALEA KR HINO CRIMSON
008152,815,Rhododendrons,2,#2,AZALEA KR HINO CRIMSON
002092,209,Rhododendrons,2,#2,AZALEA KR TRADITION
007782,778,Rhododendrons,2,#2,AZALEA NL GOLDEN LIGHTS
008362,836,Rhododendrons,2,#2,AZALEA NL MANDARIN LIGHTS
008382,838,Rhododendrons,2,#2,AZALEA NL ROSY LIGHTS
002132,213,Rhododendrons,2,#2,AZALEA S AMAGASA
005601,560,Rhododendrons,1,#1,AZALEA S BRILLIANT
005602,560,Rhododendrons,2,#2,AZALEA S BRILLIANT
005605,560,Rhododendrons,5,#5,AZALEA S BRILLIANT
005605PT,560,Rhododendrons,5PT,#5 PATIO TREE,AZALEA S BRILLIANT
005605PTS,560,Rhododendrons,5PTS,#5 SHORT PATIO TREE,AZALEA S BRILLIANT
00560M,560,Rhododendrons,M,#10 Squat,AZALEA S BRILLIANT
005651,565,Rhododendrons,1,#1,AZALEA S DUC DE ROHAN
005655,565,Rhododendrons,5,#5,AZALEA S DUC DE ROHAN
002143,214,Rhododendrons,3,#3,AZALEA S FORMOSA
005751,575,Rhododendrons,1,#1,AZALEA S GEORGE L TABER
005753,575,Rhododendrons,3,#3,AZALEA S GEORGE L TABER
005755,575,Rhododendrons,5,#5,AZALEA S GEORGE L TABER
005755PT,575,Rhododendrons,5PT,#5 PATIO TREE,AZALEA S GEORGE L TABER
005951,595,Rhododendrons,1,#1,AZALEA S IMP PRINCESS TM
005955,595,Rhododendrons,5,#5,AZALEA S IMP PRINCESS TM
006001,600,Rhododendrons,1,#1,AZALEA S IMP QUEEN TM
006002,600,Rhododendrons,2,#2,AZALEA S IMP QUEEN TM
006101,610,Rhododendrons,1,#1,AZALEA S L J BOBBINK
006102,610,Rhododendrons,2,#2,AZALEA S L J BOBBINK
006105,610,Rhododendrons,5,#5,AZALEA S L J BOBBINK
006051,605,Rhododendrons,1,#1,AZALEA S LITTLE JOHN
006055,605,Rhododendrons,5,#5,AZALEA S LITTLE JOHN
006055PT,605,Rhododendrons,5PT,#5 PATIO TREE,AZALEA S LITTLE JOHN
004831,483,Rhododendrons,1,#1,AZALEA S MISTRAL
004831PT,483,Rhododendrons,1PT,#1 PATIO TREE,AZALEA S MISTRAL
004832,483,Rhododendrons,2,#2,AZALEA S MISTRAL
004835,483,Rhododendrons,5,#5,AZALEA S MISTRAL
004835PT,483,Rhododendrons,5PT,#5 PATIO TREE,AZALEA S MISTRAL
006151,615,Rhododendrons,1,#1,AZALEA S NUCCIO'S CARNIVAL
006155,615,Rhododendrons,5,#5,AZALEA S NUCCIO'S CARNIVAL
006301,630,Rhododendrons,1,#1,AZALEA S PHOENICIA
006302,630,Rhododendrons,2,#2,AZALEA S PHOENICIA
006305,630,Rhododendrons,5,#5,AZALEA S PHOENICIA
006305PT,630,Rhododendrons,5PT,#5 PATIO TREE,AZALEA S PHOENICIA
006305PTS,630,Rhododendrons,5PTS,#5 SHORT PATIO TREE,AZALEA S PHOENICIA
00630M,630,Rhododendrons,M,#10 Squat,AZALEA S PHOENICIA
006401,640,Rhododendrons,1,#1,AZALEA S RED RUFFLES
006402,640,Rhododendrons,2,#2,AZALEA S RED RUFFLES
006402PT,640,Rhododendrons,2PT,#2 PATIO TREE,AZALEA S RED RUFFLES
006405,640,Rhododendrons,5,#5,AZALEA S RED RUFFLES
006501,650,Rhododendrons,1,#1,AZALEA S SOUTHERN CHARM
006505,650,Rhododendrons,5,#5,AZALEA S SOUTHERN CHARM
006505PT,650,Rhododendrons,5PT,#5 PATIO TREE,AZALEA S SOUTHERN CHARM
00650M,650,Rhododendrons,M,#10 Squat,AZALEA S SOUTHERN CHARM
007361,736,Rhododendrons,1,#1,AZALEA SK GETSUTOKU
007802,780,Rhododendrons,2,#2,AZALEA SK GUMPO PINK
007852,785,Rhododendrons,2,#2,AZALEA SK GUMPO WHITE
008102,810,Rhododendrons,2,#2,AZALEA SK HIGASA
008271,827,Rhododendrons,1,#1,AZALEA SK JUKO
008421,842,Rhododendrons,1,#1,AZALEA SK NUCCIO'S WILD CHERRY
008422,842,Rhododendrons,2,#2,AZALEA SK NUCCIO'S WILD CHERRY
008511,851,Rhododendrons,1,#1,AZALEA SK SHUGETSU
008512,851,Rhododendrons,2,#2,AZALEA SK SHUGETSU
028573,2857,Rhododendrons,3,#3,AZALEA SK TOMA NO HADA
049782,4978,Evergreen Shrubs,2,#2,AZARA MICRO VARIEGATA
049785,4978,Evergreen Shrubs,5,#5,AZARA MICRO VARIEGATA
049775,4977,Evergreen Shrubs,5,#5,AZARA MICROPHYLLA
049795,4979,Evergreen Shrubs,5,#5,AZARA SERRATA ANDEAN GOLD TM
078461,7846,Evergreen Shrubs,1,#1,BACCHARIS MAGELLANICA
035535,3553,Grasses,5,#5,BAM-BORINDA ANGUSTISSIMA(CLMP)
053491,5349,Grasses,1,#1,BAM-BORINDA BOLIANA (CLUMP)
053492,5349,Grasses,2,#2,BAM-BORINDA BOLIANA (CLUMP)
053495,5349,Grasses,5,#5,BAM-BORINDA BOLIANA (CLUMP)
011385,1138,Grasses,5,#5,BAMBUSA GOLDEN GODDESS (CLUMP)
011365,1136,Grasses,5,#5,BAMBUSA M ALPHONSE KARR(CLUMP)
011369,1136,Grasses,9,#15,BAMBUSA M ALPHONSE KARR(CLUMP)
011315,1131,Grasses,5,#5,BAMBUSA OLDHAMII (CLUMP)
011317,1131,Grasses,7,#7,BAMBUSA OLDHAMII (CLUMP)
011325,1132,Grasses,5,#5,BAMBUSA TULDOIDES (CLUMP)
011327,1132,Grasses,7,#7,BAMBUSA TULDOIDES (CLUMP)
011329,1132,Grasses,9,#15,BAMBUSA TULDOIDES (CLUMP)
011335,1133,Grasses,5,#5,BAMBUSA VENTRICOSA (CLUMP)
011337,1133,Grasses,7,#7,BAMBUSA VENTRICOSA (CLUMP)
057112,5711,Grasses,2,#2,BAM-FARGESIA N JIUZHAIGOU(CLP)
025212,2521,Grasses,2,#2,BAM-FARGESIA RUFA (CLUMP)
025215,2521,Grasses,5,#5,BAM-FARGESIA RUFA (CLUMP)
011405,1140,Grasses,5,#5,BAM-OTATEA AC AZTECTORUM (CLP)
011407,1140,Grasses,7,#7,BAM-OTATEA AC AZTECTORUM (CLP)
011425,1142,Grasses,5,#5,BAM-PHYLLO AUREA (RUN)
011427,1142,Grasses,7,#7,BAM-PHYLLO AUREA (RUN)
011435,1143,Grasses,5,#5,BAM-PHYLLO AUREOSULCATA (RUN)
011437,1143,Grasses,7,#7,BAM-PHYLLO AUREOSULCATA (RUN)
011285,1128,Grasses,5,#5,BAM-PHYLLO BISSETII (RUN)
011445,1144,Grasses,5,#5,BAM-PHYLLO NIGRA (RUN)
011447,1144,Grasses,7,#7,BAM-PHYLLO NIGRA (RUN)
011451,1145,Grasses,1,#1,BAM-SASA PYGMAEA (RUN)
002191,219,Perennials,1,#1,BAPTISIA AUSTRALIS
002192,219,Perennials,2,#2,BAPTISIA AUSTRALIS
002771,277,Perennials,1,#1,BAPTISIA 'CAROLINA MOONLIGHT'
002781,278,Perennials,1,#1,BAPTISIA 'PURPLE SMOKE'
002791,279,Perennials,1,#1,BAPTISIA 'WAYNE'S WORLD'
06402UT,6402,Perennials,UT,LittleOne,BASIL PESTO PERPETUO PP16260
064021,6402,Perennials,1,#1,BASIL PESTO PERPETUO PP16260
011505,1150,Trees,5,#5,BAUHINIA BLAK HONG KONG
011509,1150,Trees,9,#15,BAUHINIA BLAK HONG KONG
011605,1160,Trees,5,#5,BAUHINIA PURPUREA
050021,5002,Perennials,1,#1,BEESIA DELTOPHYLLA
050022,5002,Perennials,2,#2,BEESIA DELTOPHYLLA
05917UT,5917,Perennials,UT,LittleOne,BELLIS PERENNIS ROMINETTE MIX
023941,2394,Deciduous Shrubs,1,#1,BER CRIMSON RUBY R PPAF
023942,2394,Deciduous Shrubs,2,#2,BER CRIMSON RUBY R PPAF
02394M,2394,Deciduous Shrubs,M,#10 Squat,BER CRIMSON RUBY R PPAF
012031,1203,Deciduous Shrubs,1,#1,BER GOLDN NUGGET TM P9577 CBR
012031S,1203,Deciduous Shrubs,1S,SuperOne TM,BER GOLDN NUGGET TM P9577 CBR
012032,1203,Deciduous Shrubs,2,#2,BER GOLDN NUGGET TM P9577 CBR
012033,1203,Deciduous Shrubs,3,#3,BER GOLDN NUGGET TM P9577 CBR
021061,2106,Evergreen Shrubs,1,#1,BER S CORALLINA COMPACTA
021062,2106,Evergreen Shrubs,2,#2,BER S CORALLINA COMPACTA
074741S,7474,Deciduous Shrubs,1S,SuperOne TM,BER SUNJOY R GOLD PILLAR PPAF
074742S,7474,Deciduous Shrubs,2S,SuperTwo,BER SUNJOY R GOLD PILLAR PPAF
080771S,8077,Deciduous Shrubs,1S,SuperOne TM,BER SUNJOY R MINI SALSA PPAF
080772S,8077,Deciduous Shrubs,2S,SuperTwo,BER SUNJOY R MINI SALSA PPAF
012001,1200,Deciduous Shrubs,1,#1,BER T ATROPURPUREA
012002,1200,Deciduous Shrubs,2,#2,BER T ATROPURPUREA
012005,1200,Deciduous Shrubs,5,#5,BER T ATROPURPUREA
04921M,4921,Deciduous Shrubs,M,#10 Squat,BER T BAGATELLE S4
012011,1201,Deciduous Shrubs,1,#1,BER T CHERRY BOMB R CPBR 3488
012012,1201,Deciduous Shrubs,2,#2,BER T CHERRY BOMB R CPBR 3488
012013,1201,Deciduous Shrubs,3,#3,BER T CHERRY BOMB R CPBR 3488
01201M,1201,Deciduous Shrubs,M,#10 Squat,BER T CHERRY BOMB R CPBR 3488
002241,224,Deciduous Shrubs,1,#1,BER T CONCORDE
002242,224,Deciduous Shrubs,2,#2,BER T CONCORDE
002245,224,Deciduous Shrubs,5,#5,BER T CONCORDE
012051,1205,Deciduous Shrubs,1,#1,BER T CRIMSON PYGMY
012051S,1205,Deciduous Shrubs,1S,SuperOne TM,BER T CRIMSON PYGMY
012052,1205,Deciduous Shrubs,2,#2,BER T CRIMSON PYGMY
012053,1205,Deciduous Shrubs,3,#3,BER T CRIMSON PYGMY
035231,3523,Deciduous Shrubs,1,#1,BER T GOLDEN RUBY R PP16203
035232,3523,Deciduous Shrubs,2,#2,BER T GOLDEN RUBY R PP16203
035233,3523,Deciduous Shrubs,3,#3,BER T GOLDEN RUBY R PP16203
03523M,3523,Deciduous Shrubs,M,#10 Squat,BER T GOLDEN RUBY R PP16203
035271,3527,Deciduous Shrubs,1,#1,BER T GREEN HORNET TM
035272,3527,Deciduous Shrubs,2,#2,BER T GREEN HORNET TM
035275,3527,Deciduous Shrubs,5,#5,BER T GREEN HORNET TM
012101,1210,Deciduous Shrubs,1,#1,BER T HELMOND PILLAR
012102,1210,Deciduous Shrubs,2,#2,BER T HELMOND PILLAR
012105,1210,Deciduous Shrubs,5,#5,BER T HELMOND PILLAR
012152,1215,Deciduous Shrubs,2,#2,BER T KOBOLD
020701,2070,Deciduous Shrubs,1,#1,BER T LIME GLOW
020702,2070,Deciduous Shrubs,2,#2,BER T LIME GLOW
020705,2070,Deciduous Shrubs,5,#5,BER T LIME GLOW
062931,6293,Deciduous Shrubs,1,#1,BER T ORANGE ROCKET PP18411
062931S,6293,Deciduous Shrubs,1S,SuperOne TM,BER T ORANGE ROCKET PP18411
062932,6293,Deciduous Shrubs,2,#2,BER T ORANGE ROCKET PP18411
062935,6293,Deciduous Shrubs,5,#5,BER T ORANGE ROCKET PP18411
035241,3524,Deciduous Shrubs,1,#1,BER T PYGMY RUBY TM
035242,3524,Deciduous Shrubs,2,#2,BER T PYGMY RUBY TM
012201,1220,Deciduous Shrubs,1,#1,BER T ROSE GLOW
012202,1220,Deciduous Shrubs,2,#2,BER T ROSE GLOW
012203,1220,Deciduous Shrubs,3,#3,BER T ROSE GLOW
012205,1220,Deciduous Shrubs,5,#5,BER T ROSE GLOW
012211,1221,Deciduous Shrubs,1,#1,BER T ROYAL BURGUNDY R P9461
012212,1221,Deciduous Shrubs,2,#2,BER T ROYAL BURGUNDY R P9461
012213,1221,Deciduous Shrubs,3,#3,BER T ROYAL BURGUNDY R P9461
029661,2966,Deciduous Shrubs,1,#1,BER T ROYAL CLOAK
029662,2966,Deciduous Shrubs,2,#2,BER T ROYAL CLOAK
029665,2966,Deciduous Shrubs,5,#5,BER T ROYAL CLOAK
011931,1193,Deciduous Shrubs,1,#1,BER T SUNSATION R PP11332 CBR
011932,1193,Deciduous Shrubs,2,#2,BER T SUNSATION R PP11332 CBR
011801,1180,Evergreen Shrubs,1,#1,BER X WILLIAM PENN
011802,1180,Evergreen Shrubs,2,#2,BER X WILLIAM PENN
011805,1180,Evergreen Shrubs,5,#5,BER X WILLIAM PENN
022021,2202,Perennials,1,#1,BERGENIA COR WINTERGLOW
012271,1227,Perennials,1,#1,BERGENIA CORDIFOLIA
025271,2527,Perennials,1,#1,BERLANDIERA LYRATA
079142,7914,Cactus and Succulent,2,#2,BESCHORNERIA FLAMINGO GLOW TM
072792,7279,Cactus and Succulent,2,#2,BESCHORNERIA SEPTENTRIONALIS
012311,1231,Trees,1,#1,BETULA JACQUEMONTII
012315,1231,Trees,5,#5,BETULA JACQUEMONTII
