Loc,Item,Size,Description,Botanical Name,Common Name,Zone,Condition,Current Specs,Qty Open,Qty Alloc Rem Thru 12/31/13,Qty Alloc Rem Thru 06/30/14,Net Avail Qty,Min Order Qty,List Price,Net Price,Sale Price,AVL Flag,,
OR,05908UT,LittleOne,AQUILEGIA C LITTLE LANTERNS,Aquilegia canadensis 'Little Lanterns'                      ,Little Lanterns Columbine                                   ,03,EMERGING,., 801 ,     ,     , 801 , 16 , 2.95 , 2.27 ,          ,I,,
GA,05908UT,LittleOne,AQUILEGIA C LITTLE LANTERNS,Aquilegia canadensis 'Little Lanterns'                      ,Little Lanterns Columbine                                   ,03,,CAN FULL, 190 ,     , 12 , 202 , 16 , 2.95 , 2.27 ,          , ,,
GA,04593UT,LittleOne,AQUILEGIA CAE ORIGAMI YELLOW,Aquilegia x hybrida 'Origami Yellow'                        ,Origami Yellow Columbine                                    ,03,,CAN FULL, 292 ,     ,     , 292 , 16 , 2.95 , 2.27 ,          , ,,
OR,002724PTC,"4"" Pot POT-TERRA",AQUILEGIA FLA CAMEO BLUE & WT,Aquilegia flabellata 'Cameo Series Blue & White'            ,Cameo Series Blue & White Columbine                         ,03,-,, 27 ,     ,     , 27 , 15 , 3.00 , 2.31 ,          , ,,
OR,055482,#2,ARALIA CORDATA GOTEMBA,Aralia cordata 'Gotemba'                                    ,Gotemba Golden Japanese Spikenard                           ,04,EMERGING,.,     ,     , 2 , 2 , 5 , 14.50 , 11.17 ,          , ,,
OR,00304UT,LittleOne,ARMERIA MAR BLOODSTONE,Armeria maritima 'Bloodstone'                               ,Bloodstone Thrift                                           ,03,-,CAN FULL,     ,     , 17 , 17 , 16 , 2.95 , 2.27 ,          , ,,
OR,002691,#1,ARMERIA MAR COTTON TAIL,Armeria maritima 'Cotton Tail'                              ,Cotton Tail Thrift                                          ,03,BUDS,PA1, 82 ,     ,     , 82 , 10 , 4.75 , 3.66 ,          , ,,
GA,00089UT,LittleOne,ARMERIA MAR SPLENDENS,Armeria maritima 'Splendens'                                ,Splendens Common Thrift                                     ,03,BUDS & BLOOMS,CAN FULL,     ,     , 74 , 74 , 16 , 2.95 , 2.27 ,          , ,,
OR,003075,#5,ARONIA BRILLIANTISSIMA,Aronia arbutifolia 'Brilliantissima'                        ,Brilliant Red Chokeberry                                    ,04,BUDS,"30""H - 12""S", 45 ,     ,     , 45 , 5 , 20.25 , 15.59 ,          , ,,
GA,00311UT,LittleOne,ARTEMISIA POWIS CASTLE,Artemisia x 'Powis Castle'                                  ,Powis Castle Artemisia                                      ,04,,"5""H - 4""S",     ,     , 69 , 69 , 16 , 2.95 , 2.27 ,          , ,,
CA,003151,#1,ASPARAGUS MYERS,Asparagus densiflorus 'Myers'                               ,Foxtail Fern                                                ,09,-,6''H," 8,081 ",     ,     ," 8,081 ", 10 , 7.50 , 5.78 ,          , ,,
GA,003151,#1,ASPARAGUS MYERS,Asparagus densiflorus 'Myers'                               ,Foxtail Fern                                                ,09,,"8""H"," 2,303 ",     , 309 ," 2,612 ", 10 , 7.50 , 5.78 ,          , ,,
GA,003152,#2,ASPARAGUS MYERS,Asparagus densiflorus 'Myers'                               ,Foxtail Fern                                                ,09,,"10""H", 29 ,     ,     , 29 , 5 , 15.50 , 11.94 ,          , ,,
CA,003155,#5,ASPARAGUS MYERS,Asparagus densiflorus 'Myers'                               ,Foxtail Fern                                                ,09,-,"15""H", 260 ,     ,     , 260 , 5 , 23.00 , 17.71 ,          , ,,
GA,003155,#5,ASPARAGUS MYERS,Asparagus densiflorus 'Myers'                               ,Foxtail Fern                                                ,09,,"15""H", 160 ,     , 76 , 236 , 5 , 23.00 , 17.71 ,          ,I,,
GA,00315UT,LittleOne,ASPARAGUS MYERS,Asparagus densiflorus 'Myers'                               ,Foxtail Fern                                                ,09,,"6""H",     ,     , 5 , 5 , 16 , 3.25 , 2.50 ,          , ,,
GA,003451,#1,ASPIDISTRA ELATIOR,Aspidistra elatior                                          ,Cast Iron Plant                                             ,06,,"12""H - 8""S",     ,     , 482 , 165 , 10 , 5.50 , 4.24 ,          , ,,
OR,003401,#1,ASTER ALMA POTSCHKE,Aster novae-angliae 'Alma Potschke'                         ,Alma Potschke New England Aster                             ,04,-,CAN FULL, 162 ,     ,     , 162 , 10 , 4.75 , 3.66 ,          , ,,
OR,030091,#1,ASTER FARMINGTON PPAF,Aster novi-belgii 'Baldco' P.P.A.F.                         ,Farmington Michaelmas Daisy                                 ,03,-,CAN FULL," 1,097 ",     ,     ," 1,097 ", 10 , 4.75 , 3.66 ,          , ,,
CA,030091,#1,ASTER FARMINGTON PPAF,Aster novi-belgii 'Baldco' P.P.A.F.                         ,Farmington Michaelmas Daisy                                 ,03,-,CAN FULL, 193 ,     ,     , 193 , 10 , 4.75 , 3.66 ,          , ,,
OR,003381,#1,ASTER FRIKARTII MOENCH,Aster x frikartii 'Moench'                                  ,Moench Frikartii Aster                                      ,05,,CAN FULL, 3 ,     ,     , 3 , 10 , 4.75 , 3.66 ,          , ,,
CA,003391,#1,ASTER NOVI-BELGII ALERT,Aster novi-belgii 'Alert'                                   ,Alert New York Aster                                        ,04,-,CAN FULL, 282 ,     ,     , 282 , 10 , 4.75 , 3.66 ,          , ,,
OR,003471,#1,ASTER PROF KIPPENBURG,Aster novi-belgii 'Professor Kippenburg'                    ,Professor Kippenburg Dwarf Aster                            ,04,-,"6""H - 8""S", 111 ,     ,     , 111 , 10 , 4.75 , 3.66 ,          , ,,
GA,003411,#1,ASTER PURPLE DOME,Aster novae-angliae 'Purple Dome'                           ,Purple Dome New England Aster                               ,04,BREAKING DORMANCY,CAN FULL, 249 ,     ,     , 249 , 10 , 4.75 , 3.66 ,          , ,,
OR,003611,#1,ASTER TRIUMPH,Aster x alpellus 'Triumph'                                  ,Triumph Aster                                               ,03,EMERGING,., 427 ,     ,     , 427 , 10 , 4.75 , 3.66 ,          , ,,
OR,001531,#1,ASTER WOOD'S PINK,Aster novi-belgii 'Wood's Pink'                             ,Woods Pink New York Aster                                   ,04,-,"6""H - 8""S", 931 ,     ,     , 931 , 10 , 4.75 , 3.66 ,          , ,,
OR,003521,#1,ASTILBE CHINENSIS PUMILA,Astilbe chinensis 'Pumila'                                  ,Chinese Astilbe                                             ,04,-,3-5 EYES, 947 ,     ,     , 947 , 10 , 4.75 , 3.66 ,          , ,,
OR,003621,#1,ASTILBE CHINENSIS VISIONS,Astilbe chinensis 'Visions'                                 ,Visions Astilbe                                             ,04,-,3-5 EYES, 42 ,     ,     , 42 , 10 , 4.75 , 3.66 ,          , ,,
GA,003621,#1,ASTILBE CHINENSIS VISIONS,Astilbe chinensis 'Visions'                                 ,Visions Astilbe                                             ,04,EXCEPTIONAL / PLUMES,3-5 EYES," 2,380 ",     ,     ," 2,380 ", 10 , 4.75 , 3.66 ,          ,I,,
OR,027501,#1,ASTILBE COLOR FLASH R PP17343,Astilbe x arendsii 'Beauty of Ernst' P.P.# 17343            ,Color Flash®  Astilbe,04,-,3-5 EYES," 1,262 ",     ,     ," 1,262 ", 10 , 6.75 , 5.20 ,          , ,,
GA,027501,#1,ASTILBE COLOR FLASH R PP17343,Astilbe x arendsii 'Beauty of Ernst' P.P.# 17343            ,Color Flash®  Astilbe,04,EMERGING,3-5 EYES," 1,958 ",     , 7 ," 1,958 ", 10 , 6.75 , 5.20 ,          , ,,
GA,003511,#1,ASTILBE DEUTSCHLAND,Astilbe x arendsii 'Deutschland'                            ,Deutschland Astilbe                                         ,04,EXCEPTIONAL / PLUMES,3-5 EYES, 532 ,     ,     , 532 , 10 , 4.75 , 3.66 ,          ,I,,
OR,001631,#1,ASTILBE HENNIE GRAAFLAND,Astilbe simplicifolia 'Hennie Graafland'                    ,Hennie Graafland Star Astilbe                               ,04,EMERGING,3-5 EYES," 1,190 ",     ,     ," 1,190 ", 10 , 4.75 , 3.66 ,          , ,,
GA,001631,#1,ASTILBE HENNIE GRAAFLAND,Astilbe simplicifolia 'Hennie Graafland'                    ,Hennie Graafland Star Astilbe                               ,04,,3-5 EYES, 159 ,     , 50 , 209 , 10 , 4.75 , 3.66 ,          ,I,,
OR,001634PTC,"4"" Pot POT-TERRA",ASTILBE HENNIE GRAAFLAND,Astilbe simplicifolia 'Hennie Graafland'                    ,Hennie Graafland Star Astilbe                               ,04,EMERGING,CAN FULL, 453 ,     ,     , 453 , 15 , 3.00 , 2.31 ,          , ,,
GA,001641,#1,ASTILBE JAPONICA EUROPA,Astilbe japonica 'Europa'                                   ,Europa Japanese Astilbe                                     ,04,EXCEPTIONAL / PLUMES,"8""H", 109 ,     , 10 , 119 , 10 , 4.75 , 3.66 ,          ,I,,
OR,034331,#1,ASTILBE MAGGIE DALEY,Astilbe chinensis 'Maggie Daley'                            ,Maggie Daley Astilbe                                        ,04,-,3-5 EYES," 1,225 ",     ,     ," 1,225 ", 10 , 4.75 , 3.66 ,          , ,,
GA,001671,#1,ASTILBE MONTGOMERY,Astilbe japonica 'Montgomery'                               ,Montgomery Astilbe                                          ,04,EXCEPTIONAL / PLUMES,CAN FULL, 585 ,     , 6 , 591 , 10 , 4.75 , 3.66 ,          ,I,,
OR,001681,#1,ASTILBE RED SENTINEL,Astilbe x arendsii 'Red Sentinel'                           ,Red Sentinel Astilbe                                        ,04,EMERGING,3-5 EYES, 10 ,     ,     , 10 , 10 , 4.75 , 3.66 ,          , ,,
OR,003541,#1,ASTILBE RHEINLAND,Astilbe x arendsii 'Rheinland'                              ,Rheinland Astilbe                                           ,04,-,3-5 EYES, 4 ,     ,     , 4 , 10 , 4.75 , 3.66 ,          , ,,
OR,00354UT,LittleOne,ASTILBE RHEINLAND,Astilbe x arendsii 'Rheinland'                              ,Rheinland Astilbe                                           ,04,-,1-2 EYES, 359 ,     ,     , 359 , 16 , 2.95 , 2.27 ,          ,I,,
GA,00353UT,LittleOne,ASTILBE SPRITE,Astilbe simplicifolia 'Sprite'                              ,Sprite Dwarf Astilbe                                        ,04,,CAN FULL, 650 ,     ,     , 650 , 16 , 2.95 , 2.27 ,          , ,,
GA,016341,#1,ASTILBE VISION IN RED PP11965,Astilbe chinensis 'Vision In Red' P.P.# 11965               ,Vision In Red Astilbe                                       ,04,EXCEPTIONAL / PLUMES,CAN FULL, 68 ,     ,     , 68 , 10 , 4.75 , 3.66 ,          ,I,,
OR,037391,#1,ASTILBE WHT SENSATION PP18462,Astilbe simplicifolia 'White Sensation' P.P.# 18462         ,White Sensation Astilbe                                     ,04,EMERGING,3-5 EYES, 376 ,     ,     , 376 , 10 , 4.75 , 3.66 ,          , ,,
OR,037394PTC,"4"" Pot POT-TERRA",ASTILBE WHT SENSATION PP18462,Astilbe simplicifolia 'White Sensation' P.P.# 18462         ,White Sensation Astilbe                                     ,04,EMERGING,CAN FULL, 8 ,     ,     , 8 , 15 , 3.00 , 2.31 ,          , ,,
OR,023191,#1,ASTRANTIA ABBEY ROAD PP14961,Astrantia major 'Abbey Road' P.P.# 14961                    ,Abbey Road Masterwort                                       ,04,EMERGING,3-5 EYES, 520 ,     ,     , 520 , 10 , 6.75 , 5.20 ,          ,I,,
OR,003551,#1,AUBRIETA ROKEY'S PURPLE,Aubrieta x cultorum 'Rokey's Purple'                        ,Rokey's Purple Aubrieta                                     ,05,BUDS & BLOOMS,PA2, 5 ,     ,     , 5 , 10 , 4.75 , 3.66 ,          , ,,
OR,003562,#2,AUCUBA MR GOLDSTRIKE,Aucuba japonica 'Mr. Goldstrike'                            ,Mr. Goldstrike Aucuba                                       ,06,-,12''H - 10''S, 25 ,     ,     , 25 , 5 , 14.75 , 11.36 ,          ,I,,
GA,003562,#2,AUCUBA MR GOLDSTRIKE,Aucuba japonica 'Mr. Goldstrike'                            ,Mr. Goldstrike Aucuba                                       ,06,,"12""H - 10""S", 30 ,     ,     , 30 , 5 , 14.75 , 11.36 ,          , ,,
CA,078761S,SuperOne TM,AZ BLM-A-THON TM DB PK PP21477,"Rhododendron x 'RLH1-2P8' P.P. #21,477                      ",Bloom-A-Thon®  Pink Double Reblooming Azalea,06,BUDS & BLOOMS,"6""H - 8""S", 12 ,     ,     , 12 , 10 , 9.75 , 7.51 ,          , ,,
CA,078771S,SuperOne TM,AZ BLM-A-THON TM RED PP21562,"Rhododendron x 'RLH1-1P2' P.P. #21,562                      ",Bloom-A-Thon®  Red Reblooming Azalea,06,LIGHT BUD & BLOOM,"7""H - 8""S", 10 ,     ,     , 10 , 10 , 9.75 , 7.51 ,          , ,,
CA,004401,#1,AZALEA B ALASKA,Azalea indica 'Alaska' (Rutherfordiana hybrid)              ,Alaska Azalea                                               ,09,BUDS & BLOOMS,"7""H - 8""S", 74 ,     ,     , 74 , 10 , 5.75 , 4.43 ,          , ,,
CA,004402,#2,AZALEA B ALASKA,Azalea indica 'Alaska' (Rutherfordiana hybrid)              ,Alaska Azalea                                               ,09,FULL BLOOM,"10""H - 12""S", 30 ,     ,     , 30 , 5 , 14.50 , 11.17 ,          , ,,
CA,004405,#5,AZALEA B ALASKA,Azalea indica 'Alaska' (Rutherfordiana hybrid)              ,Alaska Azalea                                               ,09,FULL BLOOM,"12""H - 15""S", 7 ,     ,     , 7 , 5 , 19.75 , 15.21 ,          , ,,
CA,004751,#1,AZALEA B HAPPY DAYS,Azalea indica 'Happy Days'                                  ,Happy Days Azalea                                           ,09,LIGHT BUD & BLOOM,"6""H - 8""S", 507 ,     ,     , 507 , 10 , 5.75 , 4.43 ,          ,I,,
CA,005251,#1,AZALEA B ROSE GLOW,Azalea indica 'Rose Glow'                                   ,Rose Glow Azalea                                            ,09,-,"6""H - 8""S", 332 ,     ,     , 332 , 10 , 5.75 , 4.43 ,          , ,,
OR,007072,#2,AZALEA EX CANNON'S DOUBLE,Azalea x 'Cannon's Double' (Exbury hybrid)                  ,Cannon's Double Azalea                                      ,05,BUDS,"22""H - 18""S",     ,     , 78 , 78 , 5 , 14.75 , 11.36 ,          , ,,
OR,007242,#2,AZALEA EX DAWN'S CHORUS,Azalea x 'Dawn's Chorus' (Exbury hybrid)                    ,Dawn's Chorus Azalea                                        ,05,BUDS,"14""H - 10''S",     ,     , 25 , 25 , 5 , 14.75 , 11.36 ,          , ,,
OR,007772,#2,AZALEA EX GOLDEN FLARE,Azalea x 'Golden Flare' (Exbury hybrid)                     ,Golden Flare Azalea                                         ,05,BUDS,22''H - 18''S, 660 ,     , 64 , 724 , 5 , 14.75 , 11.36 ,          ,I,,
OR,008302,#2,AZALEA EX KLONDYKE,Azalea x 'Klondyke' (Exbury hybrid)                         ,Klondyke Azalea                                             ,05,BUDS,"12""H - 12""S",     ,     , 5 , 5 , 5 , 14.75 , 11.36 ,          , ,,
OR,008305,#5,AZALEA EX KLONDYKE,Azalea x 'Klondyke' (Exbury hybrid)                         ,Klondyke Azalea                                             ,05,BUDS,"14""H - 12""S",     ,     , 16 , 16 , 5 , 21.75 , 16.75 ,          , ,,
OR,008451,#1,AZALEA GA ROSEBUD,Azalea x 'Rosebud' (Gable Hybrid)                           ,Rosebud Azalea                                              ,05,BUDS,"12""H - 10""S", 289 ,     ,     , 289 , 10 , 5.75 , 4.43 ,          , ,,
OR,008452,#2,AZALEA GA ROSEBUD,Azalea x 'Rosebud' (Gable Hybrid)                           ,Rosebud Azalea                                              ,05,BUDS,12''H - 14''S, 335 ,     ,     , 335 , 5 , 14.50 , 11.17 ,          , ,,
OR,007401,#1,AZALEA GR FUCHSIA,Azalea x 'Girard's Fuchsia' (Girard hybrid)                 ,Girard's Fuchsia Azalea                                     ,06,BUDS,12''H - 8''S, 11 ,     ,     , 11 , 10 , 5.75 , 4.43 ,          , ,,
CA,007401,#1,AZALEA GR FUCHSIA,Azalea x 'Girard's Fuchsia' (Girard hybrid)                 ,Girard's Fuchsia Azalea                                     ,06,FULL BLOOM,"6""H - 8""S", 295 ,     ,     , 295 , 10 , 5.75 , 4.43 ,          ,I,,
CA,007451,#1,AZALEA GR GIRARD HOT SHOT,Azalea x 'Girard's Hot Shot' (Girard hybrid)                ,Girard's Hot Shot Azalea                                    ,06,LIGHT BUD & BLOOM,"6""H - 8""S", 93 ,     ,     , 93 , 10 , 5.75 , 4.43 ,          , ,,
CA,007601,#1,AZALEA GR ROSE,Azalea x 'Girard's Rose' (Girard hybrid)                    ,Girard's Rose Azalea                                        ,06,FULL BLOOM,"8""H - 9""S", 25 ,     ,     , 25 , 10 , 5.75 , 4.43 ,          , ,,
OR,007602,#2,AZALEA GR ROSE,Azalea x 'Girard's Rose' (Girard hybrid)                    ,Girard's Rose Azalea                                        ,06,BUDS & BLOOMS,12''H - 12''S, 27 ,     ,     , 27 , 5 , 14.50 , 11.17 ,          , ,,
CA,007602,#2,AZALEA GR ROSE,Azalea x 'Girard's Rose' (Girard hybrid)                    ,Girard's Rose Azalea                                        ,06,FULL BLOOM,"12""H - 12""S", 62 ,     ,     , 62 , 5 , 14.50 , 11.17 ,          , ,,
CA,002071,#1,AZALEA GR SILVER SWORD,Azalea x 'Silver Sword' (Girard hybrid)                     ,Silver Sword Azalea                                         ,06,BUDS & BLOOMS,"8""H - 7""S", 124 ,     ,     , 124 , 10 , 5.75 , 4.43 ,          ,I,,
CA,005601,#1,AZALEA S BRILLIANT,Azalea 'Brilliant' (Southern Indica)                        ,Brilliant Azalea                                            ,08,LIGHT BUDS,"8""H - 10""S", 610 ,     ,     , 610 , 10 , 5.75 , 4.43 ,          , ,,
CA,005605,#5,AZALEA S BRILLIANT,Azalea 'Brilliant' (Southern Indica)                        ,Brilliant Azalea                                            ,08,BUDS,"16""H - 18""S", 235 ,     ,     , 235 , 5 , 19.75 , 15.21 ,          , ,,
CA,005651,#1,AZALEA S DUC DE ROHAN,Azalea 'Duc de Rohan' (Southern Indica)                     ,Duc De Rohan Azalea                                         ,08,BUDS & BLOOMS,"8""H - 8""S", 27 ,     ,     , 27 , 10 , 5.75 , 4.43 ,          , ,,
CA,005755PT,#5 PATIO TREE,AZALEA S GEORGE L TABER,Azalea 'George L. Taber' (Southern Indica)                  ,George L. Taber Azalea                                      ,08,BUDS & BLOOMS,"15""S", 50 ,     ,     , 50 , 2 , 42.50 , 32.73 ,          , ,,
CA,005955,#5,AZALEA S IMP PRINCESS TM,Azalea 'Moness' (Southern Indica)                           ,Imperial Princess™  Azalea,08,FULL BLOOM,"12""H - 12""S", 1 ,     ,     , 1 , 5 , 19.75 , 15.21 ,          , ,,
CA,006101,#1,AZALEA S L J BOBBINK,Azalea 'L. J. Bobbink' (Rutherfordiana hybrid)              ,L. J. Bobbink Azalea                                        ,08,BUDS & BLOOMS,"8""H - 8""S", 8 ,     ,     , 8 , 10 , 5.75 , 4.43 ,          , ,,
CA,004831,#1,AZALEA S MISTRAL,Azalea 'Mistral' (Southern Indica)                          ,Mistral Azalea                                              ,08,FULL BLOOM,"8""H - 8""S", 62 ,     ,     , 62 , 10 , 5.75 , 4.43 ,          , ,,
CA,006151,#1,AZALEA S NUCCIO'S CARNIVAL,Azalea 'Nuccio's Carnival' (Southern Indica)                ,Nuccio's Carnival Azalea                                    ,08,FULL BLOOM,"6""H - 8""S", 54 ,     ,     , 54 , 10 , 5.75 , 4.43 ,          , ,,
CA,006301,#1,AZALEA S PHOENICIA,Azalea 'Phoenicia' (Southern Indica)                        ,Phoenicia Azalea                                            ,08,BUDS,"10""H - 10""S", 903 ,     ,     , 903 , 10 , 5.75 , 4.43 ,          , ,,
CA,006305,#5,AZALEA S PHOENICIA,Azalea 'Phoenicia' (Southern Indica)                        ,Phoenicia Azalea                                            ,08,BUDS & BLOOMS,"12""H - 15""S", 75 ,     ,     , 75 , 5 , 19.75 , 15.21 ,          , ,,
CA,006305PT,#5 PATIO TREE,AZALEA S PHOENICIA,Azalea 'Phoenicia' (Southern Indica)                        ,Phoenicia Azalea                                            ,08,BUDS & BLOOMS,"18""S", 26 ,     ,     , 26 , 2 , 42.50 , 32.73 ,          , ,,
CA,006401,#1,AZALEA S RED RUFFLES,Azalea 'Red Ruffles' (Rutherfordiana hybrid)                ,Red Ruffles Azalea                                          ,08,BUDS & BLOOMS,"6""H - 8""S", 165 ,     ,     , 165 , 10 , 5.75 , 4.43 ,          , ,,
CA,006505,#5,AZALEA S SOUTHERN CHARM,Azalea 'Southern Charm' (Southern Indica)                   ,Southern Charm Azalea                                       ,08,BUDS & BLOOMS,"14""H - 15""S", 26 ,     ,     , 26 , 5 , 19.75 , 15.21 ,          , ,,
CA,006505PT,#5 PATIO TREE,AZALEA S SOUTHERN CHARM,Azalea 'Southern Charm' (Southern Indica)                   ,Southern Charm Azalea                                       ,08,BUDS & BLOOMS,"18""S", 317 ,     ,     , 317 , 2 , 42.50 , 32.73 ,          , ,,
CA,007361,#1,AZALEA SK GETSUTOKU,Azalea 'Getsutoku' (Satsuki hybrid)                         ,Getsutoku Azalea                                            ,07,BUDS,"6""H - 8""S", 458 ,     ,     , 458 , 10 , 5.75 , 4.43 ,          , ,,
CA,008271,#1,AZALEA SK JUKO,Azalea 'Juko' (Satsuki hybrid)                              ,Congratulatory Light Azalea                                 ,07,BUDS,"6""H - 8""S", 500 ,     ,     , 500 , 10 , 5.75 , 4.43 ,          , ,,
CA,008421,#1,AZALEA SK NUCCIO'S WILD CHERRY,Azalea 'Nuccio's Wild Cherry' (Satsuki hybrid)              ,Nuccio's Wild Cherry Azalea                                 ,07,-,"6""H - 8""S", 471 ,     ,     , 471 , 10 , 5.75 , 4.43 ,          , ,,
CA,008511,#1,AZALEA SK SHUGETSU,Azalea 'Shugetsu' (Satsuki hybrid)                          ,Autumn Moon Azalea                                          ,07,BUDS,"6""H - 8""S", 433 ,     ,     , 433 , 10 , 5.75 , 4.43 ,          ,I,,
OR,035535,#5,BAM-BORINDA ANGUSTISSIMA(CLMP),Borinda angustissima                                        ,Narrow-Leaved Clumping Bamboo                               ,08,-,"46""H - 18""S", 337 ,     , 18 , 355 , 5 , 44.00 , 33.88 ,          , ,,
OR,053492,#2,BAM-BORINDA BOLIANA (CLUMP),Borinda boliana (Clumping)                                  ,Giant Blue Bamboo                                           ,08,-,"24""H",     ,     , 42 , 42 , 5 , 23.50 , 18.10 ,          ,I,,
