Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Royalty Code,YOUR 2014 ORDER QTY,QTY AVAIL NOW,"2ND 
QTY AVAIL","2ND
 QTY 
READY DATE","3RD 
QTY 
AVAIL","3RD 
QTY 
READY DATE",2014 List Price,Condition,Current Specs,"YOUR 
5%
 DISC
PRICE"
CA,    ,027605,#5,CLIVIA MIN FLAME R,Flame®  Bush Lily,EVS,09,SCB,, 67 ,     ,          ,     ,          , 26.00 ,BUDS & BLOOMS,"10""H", 24.70 
CA,    ,012555,#5 STAKED,CLYTOSTOMA CALLISTEGIOIDES,Lavender Trumpet Vine                                       ,VIN,09,,,     , 9 ,04/01/14  ,     ,          , 21.00 ,-,"48""H", 19.95 
CA,    ,082751,#1,COPROSMA EVENING GLOW,Evening Glow Mirror Plant                                   ,EVS,09,OLD,, 21 ,     ,          ,     ,          , 8.50 ,-,"6""H - 6'S", 8.08 
CA,    ,082761,#1,COPROSMA RAINBOW SURPRISE,Rainbow Surprise Mirror Plant                               ,EVS,09,PPL,,     , 82 ,04/01/14  ,     ,          , 8.50 ,,, 8.08 
CA,    ,031721,#1,CORDYLINE BAUERI,Bauer's Dracaena Palm                                       ,EVS,09,,," 1,926 ",     ,          ,     ,          , 7.50 ,-,"16""H", 7.13 
CA,    ,031725,#5,CORDYLINE BAUERI,Bauer's Dracaena Palm                                       ,EVS,09,,, 71 ,     ,          ,     ,          , 27.00 ,-,"22""H", 25.65 
CA,    ,092731,#1,CORDYLINE CABERNETT,Cabernett Dracaena Palm                                     ,EVS,09,,, 434 ,     ,          ,     ,          , 8.00 ,-,"10""H", 7.60 
CA,    ,031701,#1,CORDYLINE INDIVISA,Blue Dracaena Palm                                          ,EVS,09,,," 6,432 ",     ,          ,     ,          , 6.50 ,-,"18""H", 6.18 
CA,    ,031705,#5,CORDYLINE INDIVISA,Blue Dracaena Palm                                          ,EVS,09,,, 60 ,     ,          ,     ,          , 23.00 ,-,"24""H", 21.85 
CA,    ,017421,#1,CORDYLINE RED STAR,Red Star Dracaena Palm                                      ,EVS,09,,, 924 ,     ,          ,     ,          , 8.00 ,-,"15""H", 7.60 
CA,2014,089392,#2,CROSSANDRA ORANGE MARMALADE,Orange Marmalade Firecracker Flower                         ,PRN,10,,,     , 8 ,03/15/14  , 821 ,05/01/14  , 12.50 ,-,"10""H-12""S", 11.88 
CA,    ,083041,#1,CUPHEA HYS ITSY BITSY R LILAC,Itsy Bitsy®  Lilac False Heather,PRN,09,SRO,, 831 ,,,     ,          , 4.75 ,BUDS & BLOOMS,"6''H -8""S", 4.51 
CA,    ,033711,#1,CUPHEA HYS RIVERDENE GOLD PPAF,Riverdene Gold False Heather                                ,PRN,09,OLD,,     , 553 ,04/01/14  , 738 ,05/01/14  , 4.75 ,,"6""H - 8""S", 4.51 
CA,    ,038205,#5,CYTISUS X SPACHIANUS,Sweet Broom                                                 ,EVS,08,,, 271 ,     ,          ,     ,          , 19.25 ,BUDS & BLOOMS,"12""H - 15""S", 18.29 
CA,    ,012451,#1 STAKED,DISTICTIS BUCCINATORIA,Scarlet Trumpet Vine                                        ,VIN,09,,,     , 780 ,03/15/14  ,,, 6.75 ,-,"24""H", 6.41 
CA,    ,012471,#1 STAKED,DISTICTIS RIVERS,Royal Trumpet Vine                                          ,VIN,10,,, 14 ,,,     ,          , 6.75 ,-,"24""H", 6.41 
CA,    ,012475,#5 STAKED,DISTICTIS RIVERS,Royal Trumpet Vine                                          ,VIN,10,,,     , 250 ,04/01/14  ,     ,          , 21.00 ,-,"48""H", 19.95 
CA,    ,031651,#1,DODONAEA VIS PURPUREA,Purple Hopseed Bush                                         ,EVS,08,,, 116 ,,,     ,          , 6.00 ,-,"18""H - 6""S", 5.70 
CA,2011,067502,#2,ECHEVERIA CANTE WHITE CLOUD,White Cloud Echeveria                                       ,CAC,09,,,     , 52 ,05/01/14  ,     ,          , 17.75 ,-,CAN FULL, 16.86 
CA,2010,064111,#1,ECHEVERIA RUFFLES,Ruffles Echeveria                                           ,CAC,09,,, 27 ,,,     ,          , 7.00 ,-,CAN FULL, 6.65 
CA,2010,063481,#1,ECHEVERIA RUNYONII TOPSY TURVY,Retro Succulents®  Topsy Turvy™  Echeveria,CAC,09,EAP,, 5 ,     ,          ,     ,          , 7.00 ,-,CAN FULL, 6.65 
CA,    ,030562,#2,ECHINOPSIS OXYGONA,Easter Lily Cactus                                          ,CAC,08,,,     , 2 ,04/01/14  ,     ,          , 13.75 ,-,"8""S", 13.06 
CA,    ,033301,#1,EUGENIA MYR GLOBULUS,Dwarf Brush Cherry                                          ,EVS,09,,, 800 ," 1,607 ",04/01/14  ,     ,          , 5.75 ,-,"7""H - 8""S", 5.46 
CA,    ,033305,#5,EUGENIA MYR GLOBULUS,Dwarf Brush Cherry                                          ,EVS,09,,, 295 ,     ,          ,     ,          , 20.50 ,-,"15""H - 18""S", 19.48 
CA,    ,033305PY,#5 CONE,EUGENIA MYR GLOBULUS,Dwarf Brush Cherry                                          ,EVS,09,,,     , 8 ,05/01/14  ,     ,          , 38.50 ,-,"40""H *", 36.58 
CA,    ,033305SP,#5 SPIRAL,EUGENIA MYR GLOBULUS,Dwarf Brush Cherry                                          ,EVS,09,,,     , 95 ,05/01/14  ,     ,          , 60.00 ,-,"42""H", 57.00 
CA,    ,024405SP,#5 SPIRAL,EUGENIA MYR LEMON SWIRL R,Lemon Swirl®  Australian Brush Cherry,EVS,09,CBR,, 24 ,     ,          ,     ,          , 60.00 ,-,"48""H", 57.00 
CA,    ,033251,#1,EUGENIA MYR TEENIE GENIE R,Teenie Genie®  Miniature Brush Cherry,EVS,09,,,     , 10 ,04/01/14  ,     ,          , 6.00 ,-,"4""H - 8""S", 5.70 
CA,    ,035565,#5,EURYOPS PECT MUNCHKIN,Dwarf Euryops                                               ,EVS,08,,, 34 ,     ,          ,     ,          , 18.25 ,BUDS,"16""H-15""S", 17.34 
CA,    ,035571,#1,EURYOPS PECT VIRIDIS,Green-Leaved Euryops                                        ,EVS,08,,," 2,035 ",     ,          ,     ,          , 6.00 ,BUDS & BLOOMS,"10""H - 10""S", 5.70 
CA,    ,035572,#2,EURYOPS PECT VIRIDIS,Green-Leaved Euryops                                        ,EVS,08,,, 290 ,     ,          ,     ,          , 13.00 ,BUDS & BLOOMS,"12""H - 12""S", 12.35 
CA,    ,035572PT,#2 PATIO TREE,EURYOPS PECT VIRIDIS,Green-Leaved Euryops                                        ,EVS,08,,, 63 ,     ,          ,     ,          , 24.00 ,BUDS & BLOOMS,"12""S", 22.80 
CA,    ,035575PT,#5 PATIO TREE,EURYOPS PECT VIRIDIS,Green-Leaved Euryops                                        ,EVS,08,,, 168 ,     ,          ,     ,          , 35.00 ,BUDS & BLOOMS,"18""S", 33.25 
CA,    ,035641,#1,FATSIA JAPONICA,Japanese Aralia                                             ,EVS,08,,, 110 ,     ,          ,     ,          , 7.00 ,-,"8""H - 8""S", 6.65 
CA,    ,035645,#5,FATSIA JAPONICA,Japanese Aralia                                             ,EVS,08,,, 198 ,     ,          ,     ,          , 22.00 ,-,16''H - 16''S, 20.90 
CA,    ,036785,#5,FICUS CAR BROWN TURKEY,Brown Turkey Fig                                            ,TRE,07,,, 5 ,     ,          ,     ,          , 27.00 ,BREAKING DORMANCY,"34""H", 25.65 
CA,    ,036795,#5,FICUS CAR KADOTA,Kadota Fig                                                  ,TRE,07,,," 1,351 ",     ,          ,     ,          , 27.00 ,BREAKING DORMANCY,"36""H", 25.65 
CA,    ,036815,#5,FICUS CAR MISSION,Mission Fig                                                 ,TRE,07,,, 75 ,     ,          ,     ,          , 27.00 ,BREAKING DORMANCY,"36""H", 25.65 
CA,    ,036855ST,#5 STAKED,FICUS PUMILA,Creeping Fig                                                ,VIN,09,,, 10 ,     ,          ,     ,          , 20.00 ,-,"3/4""STAKE", 19.00 
CA,    ,037701,#1,GARDENIA AUGUST BEAUTY,August Beauty Gardenia                                      ,EVS,08,,,     , 29 ,04/15/14  ,     ,          , 6.00 ,-,"10""H - 8""S", 5.70 
CA,    ,037705PT,#5 PATIO TREE,GARDENIA AUGUST BEAUTY,August Beauty Gardenia                                      ,EVS,08,,,     , 3 ,04/15/14  ,     ,          , 38.50 ,-,"15""S", 36.58 
CA,    ,034155,#5,GARDENIA AUGUST BEAUTY-GRAFT,August Beauty Gardenia (Grafted)                            ,EVS,08,,,     , 15 ,05/15/14  ,     ,          , 26.25 ,-,"15""H - 15""S", 24.94 
CA,    ,037595,#5,GARDENIA MYSTERY-GRAFT,Mystery Gardenia (Grafted)                                  ,EVS,08,,,     , 9 ,05/01/14  ,     ,          , 26.25 ,-,"15""H - 15""S", 24.94 
CA,    ,037815,#5,GARDENIA VEITCHII-GRAFT,Everblooming Gardenia (Grafted)                             ,EVS,08,,,     , 8 ,05/01/14  ,     ,          , 26.25 ,-,"12H - 15""S", 24.94 
CA,2010,022201,#1,GR-PENN SET FIREWORKS PP18504,Fireworks Fountain Grass                                    ,GRS,09,,, 652 ,,,     ,          , 7.00 ,-,"8""H", 6.65 
CA,    ,064271,#1,GR-PENN SET RUBRUM,Purple Fountain Grass                                       ,GRS,08,,," 22,366 ",,,     ,          , 6.00 ,CUT BACK,"4""H", 5.70 
CA,    ,064275,#5,GR-PENN SET RUBRUM,Purple Fountain Grass                                       ,GRS,08,,," 1,647 ",     ,          ,     ,          , 17.50 ,CUT BACK,"8""H", 16.63 
CA,    ,040801,#1,HIB R AMOUR,Amour Hibiscus                                              ,EVS,10,,, 539 ,     ,          ,     ,          , 6.75 ,BUDS,"12""H-8""S", 6.41 
CA,    ,040805,#5,HIB R AMOUR,Amour Hibiscus                                              ,EVS,10,,, 148 ,     ,          ,     ,          , 20.50 ,BUDS & BLOOMS,"21""H - 16""S", 19.48 
CA,    ,040805PT,#5 PATIO TREE,HIB R AMOUR,Amour Hibiscus                                              ,EVS,10,,, 2 ,     ,          ,     ,          , 38.50 ,-,"18""S", 36.58 
CA,    ,040901,#1,HIB R BRILLIANT,Brilliant Hibiscus                                          ,EVS,10,,," 1,139 ",     ,          ,     ,          , 6.75 ,BUDS,"10""H-8""S", 6.41 
CA,2013,055241,#1,HIB R C'EST BON,C'est Bon Cajun Hibiscus                                    ,EVS,10,OLD,, 14 ,     ,          ,     ,          , 7.75 ,-,"12""H-8""S", 7.36 
CA,    ,040981,#1,HIB R CHERIE,Cherie Hibiscus                                             ,EVS,10,,, 457 ,     ,          ,     ,          , 6.75 ,-,"12""H-8""S", 6.41 
CA,    ,040985PT,#5 PATIO TREE,HIB R CHERIE,Cherie Hibiscus                                             ,EVS,10,,, 8 ,     ,          ,     ,          , 38.50 ,-,"18""S", 36.58 
CA,    ,041111,#1,HIB R EMPIRE,Empire Hibiscus                                             ,EVS,10,,, 713 ,     ,          ,     ,          , 6.75 ,BUDS,"12""H-8""S", 6.41 
CA,    ,041115,#5,HIB R EMPIRE,Empire Hibiscus                                             ,EVS,10,,, 120 ,     ,          ,     ,          , 20.50 ,BUDS,"18""H - 18""S", 19.48 
CA,    ,041115PT,#5 PATIO TREE,HIB R EMPIRE,Empire Hibiscus                                             ,EVS,10,,, 8 ,     ,          ,     ,          , 38.50 ,-,"18""S", 36.58 
CA,    ,025201,#1,HIB R ERIN RACHEL,Erin Rachel Hibiscus                                        ,EVS,10,,,     , 17 ,04/15/14  ,     ,          , 6.75 ,,"10""H - 8""S", 6.41 
CA,    ,025205,#5,HIB R ERIN RACHEL,Erin Rachel Hibiscus                                        ,EVS,10,,,     , 6 ,04/15/14  ,     ,          , 20.50 ,,"21""H - 15""S", 19.48 
CA,    ,041151,#1,HIB R FIESTA,Fiesta Hibiscus                                             ,EVS,10,,, 236 ,,,     ,          , 6.75 ,-,"10""H-8""S", 6.41 
CA,    ,041155,#5,HIB R FIESTA,Fiesta Hibiscus                                             ,EVS,10,,, 35 ,     ,          ,     ,          , 20.50 ,BUDS,"18""H-16""S", 19.48 
CA,    ,041155PT,#5 PATIO TREE,HIB R FIESTA,Fiesta Hibiscus                                             ,EVS,10,,,     , 76 ,04/15/14  ,     ,          , 38.50 ,-,"18""S", 36.58 
CA,    ,017371,#1,HIB R FLAMENCO FLAME TM,Flamenco Flame™  Hibiscus,EVS,10,OLD,, 643 ,     ,          ,     ,          , 6.75 ,-,"14""H-8""S", 6.41 
CA,    ,017375,#5,HIB R FLAMENCO FLAME TM,Flamenco Flame™  Hibiscus,EVS,10,OLD,, 223 ,     ,          ,     ,          , 20.50 ,-,"21""H-18""S", 19.48 
CA,    ,041201,#1,HIB R FULLMOON R,Fullmoon®  Hibiscus,EVS,10,,, 20 ,     ,          ,     ,          , 6.75 ,BUDS,"12""H-8""S", 6.41 
CA,    ,041205,#5,HIB R FULLMOON R,Fullmoon®  Hibiscus,EVS,10,,, 21 ,     ,          ,     ,          , 20.50 ,BUDS,"21""H-16""S", 19.48 
CA,    ,041205PT,#5 PATIO TREE,HIB R FULLMOON R,Fullmoon®  Hibiscus,EVS,10,,,     , 11 ,04/15/14  ,     ,          , 38.50 ,-,"18""S", 36.58 
CA,    ,041251,#1,HIB R GOLDEN DUST,Golden Dust Hibiscus                                        ,EVS,10,,, 20 ,     ,          ,     ,          , 6.75 ,-,"10""H - 8""S", 6.41 
CA,    ,041255,#5,HIB R GOLDEN DUST,Golden Dust Hibiscus                                        ,EVS,10,,,     , 13 ,04/15/14  ,     ,          , 20.50 ,,"21""H - 15""S", 19.48 
CA,2013,055251,#1,HIB R HEAT FLASH,Heat Flash Cajun Hibiscus                                   ,EVS,10,OLD,, 8 ,     ,          ,     ,          , 7.75 ,-,"10""H-8""S", 7.36 
CA,    ,041301,#1,HIB R HULA GIRL,Hula Girl Hibiscus                                          ,EVS,10,,, 9 ,     ,          ,     ,          , 6.75 ,-,"8""H-8""S", 6.41 
CA,    ,041305,#5,HIB R HULA GIRL,Hula Girl Hibiscus                                          ,EVS,10,,, 3 ,     ,          ,     ,          , 20.50 ,BUDS,"11""H-16""S", 19.48 
CA,    ,041351,#1,HIB R POWDER PUFF R,Powder Puff®  Hibiscus,EVS,10,,, 400 ,     ,          ,     ,          , 6.75 ,BUDS,"12""H-8""S", 6.41 
CA,    ,041355,#5,HIB R POWDER PUFF R,Powder Puff®  Hibiscus,EVS,10,,,     , 26 ,04/15/14  ,     ,          , 20.50 ,,"21""H - 15""S", 19.48 
CA,2012,091421,#1,HIB R RED DARLING R,Red Darling®  Hibiscus,EVS,10,KHI,, 15 ,     ,          ,     ,          , 7.75 ,-,"8""H-8""S", 7.36 
CA,2012,091425,#5,HIB R RED DARLING R,Red Darling®  Hibiscus,EVS,10,KHI,,     , 298 ,04/15/14  ,     ,          , 21.50 ,,"21""H - 15""S", 20.43 
CA,2012,091425PT,#5 PATIO TREE,HIB R RED DARLING R,Red Darling®  Hibiscus,EVS,10,KHI,,     , 105 ,04/15/14  ,     ,          , 38.50 ,,"18""S", 36.58 
CA,    ,041501,#1,HIB R RED DRAGON R,Red Dragon®  Hibiscus,EVS,10,,," 1,253 ",     ,          ,     ,          , 6.75 ,BUDS,"10""H-8""S", 6.41 
CA,    ,041505PT,#5 PATIO TREE,HIB R RED DRAGON R,Red Dragon®  Hibiscus,EVS,10,,, 6 ,     ,          ,     ,          , 38.50 ,-,"18""S", 36.58 
CA,    ,039795,#5,HIB R SEMINOLE SINGLE,Seminole Single Hibiscus                                    ,EVS,10,,, 82 ,     ,          ,     ,          , 20.50 ,-,"18""H-18""S", 19.48 
CA,    ,041591,#1,HIB R THE PATH,The Path Hibiscus                                           ,EVS,10,,,     , 15 ,04/15/14  ,     ,          , 6.75 ,-,"8""H-8""S", 6.41 
CA,    ,041595,#5,HIB R THE PATH,The Path Hibiscus                                           ,EVS,10,,,     , 21 ,04/15/14  ,     ,          , 20.50 ,,"21""H - 15""S", 19.48 
CA,2013,055311,#1,HIB R WHIPPED CREAM,Whipped Cream Cajun Hibiscus                                ,EVS,10,OLD,, 30 ,,,     ,          , 7.75 ,BUDS,"8""H-8""S", 7.36 
CA,2013,055315,#5,HIB R WHIPPED CREAM,Whipped Cream Cajun Hibiscus                                ,EVS,10,OLD,, 4 ,,,     ,          , 21.50 ,-,"18""H-18""S", 20.43 
CA,    ,046581,#1 STAKED,JASMINUM POLYANTHUM,Pink Jasmine                                                ,VIN,08,,," 4,307 ",     ,          ,     ,          , 6.25 ,BUDS & BLOOMS,"24""H", 5.94 
CA,    ,046585,#5 STAKED,JASMINUM POLYANTHUM,Pink Jasmine                                                ,VIN,08,,, 948 ,     ,          ,     ,          , 20.75 ,BUDS & BLOOMS,"48""H", 19.71 
CA,2011,071781,#1,JASMINUM SAMBAC,Arabian Jasmine                                             ,EVS,09,,, 217 ,     ,          ,     ,          , 7.00 ,-,"6""H-8""S", 6.65 
CA,2011,071782,#2,JASMINUM SAMBAC,Arabian Jasmine                                             ,EVS,09,,, 97 ,     ,          ,     ,          , 15.50 ,-,"12""H-12""S", 14.73 
CA,    ,046631,#1,JASMINUM SAMBAC GRAND DUKE,Grand Duke Arabian Jasmine                                  ,EVS,10,,,     , 50 ,04/15/14  ,     ,          , 7.00 ,-,"10""H-8""S", 6.65 
CA,    ,046661,#1,JATROPHA INT COMPACTA,Compact Spicy Jatropha                                      ,EVS,10,,,     , 20 ,04/15/14  ,     ,          , 7.50 ,,"8""H - 8""S", 7.13 
CA,    ,046665,#5,JATROPHA INT COMPACTA,Compact Spicy Jatropha                                      ,EVS,10,,,     , 23 ,04/01/14  ,     ,          , 22.25 ,,"21""H - 15""S", 21.14 
CA,2012,054675,#5,JATROPHA INT COMPACTA PINK,Petite Pinkie™  Spicy Jatropha,EVS,09,,,     , 19 ,04/01/14  ,     ,          , 22.25 ,,, 21.14 
CA,    ,054091,#1,JUSTICIA BRANDEGEANA,Shrimp Plant                                                ,EVS,09,,, 175 ,,,,, 6.75 ,BUDS,"8""H - 8""S", 6.41 
CA,2013,089452,#2,LANTANA BANDANA R PINK PP20555,                                                            ,PRN,09,,,     , 1 ,03/15/14  ,     ,          , 12.50 ,-,"10""H-12""S", 11.88 
CA,    ,056612,#2,LANTANA CAM AMERICAN RED,American Red Bush Lantana                                   ,PRN,09,,,     , 175 ,04/01/14  ,     ,          , 12.50 ,,, 11.88 
CA,    ,056801,#1,LANTANA CAM DWARF YELLOW,Dwarf Yellow Bush Lantana                                   ,PRN,09,,,     , 135 ,04/01/14  ,     ,          , 4.95 ,,"6""H - 8""S", 4.70 
CA,    ,056631,#1,LANTANA CHAPEL HILL YLW P19548,Chapel Hill Yellow Lantana                                  ,PRN,08,PII,, 290 ,,,     ,          , 5.50 ,BUDS & BLOOMS,"8""S", 5.23 
CA,    ,056955PT,#5 PATIO TREE,LANTANA CONFETTI TM,Confetti™  Spreading Lantana,PRN,09,,, 4 ,     ,          ,     ,          , 38.50 ,BUDS,"18""S", 36.58 
CA,    ,009091,#1,LANTANA NEW GOLD,New Gold Lantana                                            ,PRN,10,,,     , 9 ,03/15/14  ,     ,          , 4.95 ,,"8""S", 4.70 
CA,    ,057251,#1,LANTANA SELLOWIANA (MONTEVDNS),Trailing Lantana                                            ,PRN,09,,, 9 ,     ,          ,     ,          , 4.95 ,BUDS & BLOOMS,"8""S", 4.70 
CA,    ,057055PT,#5 PATIO TREE,LANTANA SPREADING SUNSET R,Spreading Sunset®  Lantana,PRN,09,,,     , 62 ,03/15/14  , 156 ,04/01/14  , 38.50 ,,"15""S", 36.58 
CA,    ,057205PT,#5 PATIO TREE,LANTANA TANGERINE TM,Tangerine™  Spreading Lantana,PRN,09,,, 107 ,,,,          , 38.50 ,BUDS,"15""S", 36.58 
CA,    ,024462,#2,LANTANA TEENIE GENIE R PP17612,Teenie Genie®  Compact Lantana,PRN,09,HMJ,,     , 559 ,04/01/14  ,     ,          , 14.00 ,,"8""H - 10""S", 13.30 
CA,    ,05729EPT,"7"" Terra Cotta PATIO TREE",LAURUS NOBILIS,Sweet Bay                                                   ,EVS,08,,,     ," 1,527 ",05/01/14  ,     ,          , 15.50 ,-,"6""S", 14.73 
CA,    ,025432,#2,LEUCOPHYLLUM LAN LYNN'S LEGACY,Lynn's Legacy Texas Ranger                                  ,EVS,08,,,     , 21 ,05/15/14  ,     ,          , 14.00 ,-,"10""H - 10""S", 13.30 
CA,    ,025412,#2,LEUCOPHYLLUM LAN RIO BRAVO R,Rio Bravo®  Texas Ranger,EVS,08,MSW,,     , 357 ,04/01/14  , 460 ,05/15/14  , 14.00 ,-,"10""H - 10""S", 13.30 
CA,    ,025442,#2,LEUCOPHYLLUM ZYG CIMARRON R,Cimarron®  Texas Ranger,EVS,08,MSW,,     , 10 ,05/15/14  ,     ,          , 14.00 ,,"10""H - 10""S", 13.30 
CA,    ,059381,#1 STAKED,MACFADYENA UNGUIS-CATI,Yellow Trumpet Vine                                         ,VIN,09,,," 1,160 ",     ,          ,     ,          , 6.75 ,-,"24""H", 6.41 
CA,    ,059385,#5 STAKED,MACFADYENA UNGUIS-CATI,Yellow Trumpet Vine                                         ,VIN,09,,, 833 ,     ,          ,     ,          , 21.00 ,-,"48""H", 19.95 
CA,    ,061191,#1 STAKED,MAN PNK PRFT R P11787-P6300547,Pink Parfait®  Mandevilla,VIN,10,GJM,,     , 20 ,04/15/14  ,     ,          , 8.75 ,,"24""H", 8.31 
CA,    ,061195,#5 STAKED,MAN PNK PRFT R P11787-P6300547,Pink Parfait®  Mandevilla,VIN,10,GJM,, 164 ,,,     ,          , 26.00 ,BUDS,"48""H", 24.70 
CA,    ,06124K,"10"" TC Pot STAKED",MAN RED RIDING HOOD,Red Riding Hood Mandevilla                                  ,VIN,10,,,     , 55 ,04/01/14  , 101 ,04/15/14  , 24.00 ,,, 22.80 
CA,2010,037002,#2 BUSH,MAN STRAWBRY LEMONADE R P15359,Strawberry Lemonade®  Mandevilla,VIN,10,OLD,,     , 73 ,04/01/14  ,     ,          , 17.00 ,,"8""H - 12""S", 16.15 
CA,2011,072655,#5 STAKED,MAN SUN PAR R CARMINE KING PAF,Sun Parasol®  Carmine King™  Mandevilla,VIN,10,OLD,,     , 8 ,04/15/14  ,     ,          , 26.00 ,,, 24.70 
CA,    ,045011BH,#1 BUSH,MAN SUN PAR R CRIMSON PP15539,Sun Parasol®  Crimson Mandevilla,VIN,10,,, 20 ,,,     ,          , 7.50 ,BUDS,"8""H-8""S", 7.13 
CA,    ,045012,#2 STAKED,MAN SUN PAR R CRIMSON PP15539,Sun Parasol®  Crimson Mandevilla,VIN,10,,, 8 ,     ,          ,     ,          , 17.00 ,BUDS & BLOOMS,"24""H", 16.15 
CA,    ,04501K,"10"" TC Pot STAKED",MAN SUN PAR R CRIMSON PP15539,Sun Parasol®  Crimson Mandevilla,VIN,10,,,     , 10 ,04/15/14  ,     ,          , 24.00 ,,, 22.80 
CA,2014,09238UT,LittleOne,MAN SUN PAR R GARDEN CRIMSON,Sun Parasol®  Garden Crimson Mandevilla,VIN,10,,, 131 ," 2,230 ",04/15/14  ,     ,          , 4.00 ,-,CAN FULL, 3.80 
CA,2011,057092,#2 STAKED,MAN SUN PAR R PRTY CRMN P16449,Sun Parasol®  Pretty Crimson Mandevilla,VIN,10,,,     , 27 ,04/15/14  ,     ,          , 17.00 ,,"28""H", 16.15 
CA,2011,057092BH,#2 BUSH,MAN SUN PAR R PRTY CRMN P16449,Sun Parasol®  Pretty Crimson Mandevilla,VIN,10,,,     , 40 ,04/01/14  ,     ,          , 13.00 ,,, 12.35 
CA,2011,057071BH,#1 BUSH,MAN SUN PAR R PRTY PNK P19399,Sun Parasol®  Pretty Pink Mandevilla,VIN,10,,,     , 40 ,04/01/14  ,     ,          , 7.50 ,,, 7.13 
CA,2011,057072,#2 STAKED,MAN SUN PAR R PRTY PNK P19399,Sun Parasol®  Pretty Pink Mandevilla,VIN,10,,,     , 488 ,04/15/14  ,     ,          , 17.00 ,,"28""H", 16.15 
CA,2011,057072BH,#2 BUSH,MAN SUN PAR R PRTY PNK P19399,Sun Parasol®  Pretty Pink Mandevilla,VIN,10,,,     , 258 ,04/01/14  ,     ,          , 13.00 ,,"14""H - 12""S", 12.35 
CA,2010,072642,#2 STAKED,MAN SUN PAR R WHITE PP22695,Sun Parasol®  White Mandevilla,VIN,10,,, 10 ,,,     ,          , 17.00 ,-,"24""H", 16.15 
CA,2010,072642BH,#2 BUSH,MAN SUN PAR R WHITE PP22695,Sun Parasol®  White Mandevilla,VIN,10,,,     , 5 ,04/01/14  ,     ,          , 13.00 ,,, 12.35 
CA,    ,061291,#1 STAKED,MAN TANGO TWIRL R P14290,Tango Twirl®  Mandevilla,VIN,10,,,     , 10 ,04/15/14  ,     ,          , 8.75 ,,"24""H", 8.31 
CA,    ,016605,#5 STAKED,MAN X CRIMSON JEWEL R,Crimson Jewel®  Mandevilla,VIN,10,OLD,,     , 7 ,04/15/14  ,     ,          , 26.00 ,,"48""H", 24.70 
CA,    ,061535,#5,MICHELIA FIGO,Banana Shrub                                                ,EVS,08,,, 217 ,     ,          ,     ,          , 21.75 ,BUDS,"22""H-18""S", 20.66 
CA,2013,077641,#1,MIMULUS CURIOUS TM ORNG P22673,Curious™  Orange Monkey Flower,PRN,09,Y,,     , 50 ,04/15/14  ,     ,          , 6.00 ,-,"9""H - 8""S", 5.70 
CA,2013,077651,#1,MIMULUS CURIOUS TM RED PP22672,Curious™  Red Monkey Flower,PRN,09,Y,,     , 60 ,04/15/14  ,     ,          , 6.00 ,-,"12""H - 9""S", 5.70 
CA,2013,087782,#2,MURRAYA KOENIGII,Curry Leaf                                                  ,EVS,09,,, 449 ,     ,          ,     ,          , 15.50 ,-,"12""H-12""S", 14.73 
CA,    ,061931,#1,MUSA ACUM ENANO GIGANTE,Dwarf Giant Banana                                          ,PRN,10,,,     , 900 ,04/01/14  ,,, 8.00 ,-,"22""H", 7.60 
CA,    ,061935,#5,MUSA ACUM ENANO GIGANTE,Dwarf Giant Banana                                          ,PRN,10,,, 12 ,,,     ,          , 27.00 ,-,"30""H", 25.65 
CA,    ,061945,#5,MUSA ACUM ZEBRINA,Blood Banana                                                ,PRN,10,,, 266 ,     ,          ,     ,          , 27.00 ,-,"30""H", 25.65 
CA,    ,06304EGL,"7"" Terra Cotta GLOBE",OLEA LITTLE OLLIE R,Little Ollie®  Dwarf Olive,EVS,08,,, 349 ,     ,          ,     ,          , 15.50 ,-,"8""H-8""S", 14.73 
CA,    ,062991,#1,OLEA MAJESTIC BEAUTY R,Majestic Beauty®  Fruitless Olive,TRE,08,,, 53 ,,,     ,          , 7.00 ,-,"12""H - 8""S", 6.65 
CA,    ,039152,#2,OPUNTIA MICRODASYS,Bunny Ears                                                  ,CAC,08,,, 11 ,,,     ,          , 16.75 ,-,"8""H - 10""S", 15.91 
CA,    ,025463,#3,OPUNTIA SANTA-RITA TUBAC TM,Santa Rita Tubac™  Prickly Pear,CAC,08,MSW,, 208 ,     ,          ,     ,          , 22.00 ,-,"10""H", 20.90 
CA,2013,079181,#1,PACHYPHYTUM HOOKERI,Hooker's Pachyphytum                                        ,CAC,09,,, 169 ,     ,          ,     ,          , 6.50 ,-,CAN FULL, 6.18 
CA,2013,089482,#2,PACHYSTACHYS LUTEA,Golden Shrimp Plant                                         ,PRN,10,,,     , 304 ,04/15/14  ,     ,          , 12.50 ,,, 11.88 
CA,2010,010555,#5,PALM-BUTIA CAPITATA,Pindo Palm                                                  ,TRE,08,,, 5 ,     ,          ,     ,          , 23.75 ,-,"15""H - 15""S", 22.56 
CA,2011,092715,#5,PALM-CHAMAEROPS HUM CERIFERA,Atlas Mountain Palm                                         ,TRE,08,,, 5 ,     ,          ,     ,          , 25.75 ,-,"12""H", 24.46 
