Loc,Order#,PO#,Request Date,Item,Size,Description,Common Name,New Plant,2014 Catalog Price ,Price Code,2014 Net Price,Minimum Ord Qty,Confirmed Qty Remaining,Confirmed Amount Remaining,Date Ready,Condition,Current Specs,Unit Freight,Landed Price,Landed Price Palletized,SKU,Retail Price,UPC
OR,1356443,                              ,05/01/14  ,059111,#1 STAKED,LONICERA X MANDARIN PP11083,Mandarin Honeysuckle                                                                                ,    ,7.75 ,,6.98 , 10 , 10 , 69.80 ,Now         ,BREAKING DORMANCY,FULL STK,0.77 , 7.75 ,     ,,     ,014949591215 
CA,1359651,KATIE                         ,05/01/14  ,060125TR,#5 TREE,MAG X GALAXY,Galaxy Magnolia                                                                                     ,    ,33.00 ,,29.70 , 2 , 4 , 118.80 ,Now         ,BREAKING DORMANCY,"54""H",4.03 , 33.73 ,     ,,     ,014949601358 
CA,1359651,KATIE                         ,05/01/14  ,060195,#5,MAG X YELLOW BIRD,Yellow Bird Magnolia                                                                                ,    ,33.00 ,,29.70 , 5 , 5 , 148.50 ,Now         ,LIGHT BUDS,"20""H - 12""S *",4.03 , 33.73 ,     ,,     ,014949601952 
OR,1356443,                              ,05/01/14  ,060195TR,#5 TREE,MAG X YELLOW BIRD,Yellow Bird Magnolia                                                                                ,    ,40.00 ,,36.00 , 2 , 2 , 72.00 ,Now         ,DORMANT,"66""H",3.85 , 39.85 ,     ,,     ,014949198650 
OR,1356443,                              ,05/01/14  ,062955,#5,NYSSA SYLVATICA,Tupelo                                                                                              ,    ,23.75 ,,21.38 , 5 , 5 , 106.90 ,Now         ,DORMANT,"54""H",3.85 , 25.23 ,     ,,     ,014949629550 
OR,1356443,                              ,05/01/14  ,047075,#5,PAEONIA ITOH YUMI TM PAF (YLW),Yumi™  (Beauty) Itoh Peony                                                                          ,2010,41.00 ,,36.90 , 5 , 5 , 184.50 ,Now         ,CUT BACK,5  EYES,3.85 , 40.75 ,     ,,     ,014949250358 
OR,1356443,                              ,05/01/14  ,062722,#2,PAEONIA TENUIFOLIA EARLY SCOUT,Early Scout Fernleaf Peony                                                                          ,New ,19.50 ,,17.55 , 5 , 10 , 175.50 ,Now         ,DORMANT,,1.93 , 19.48 ,     ,,     ,014949368695 
OR,1356443,                              ,05/01/14  ,019522,#2,PAEONIA X BOWL OF BEAUTY (PK),Bowl Of Beauty Herbaceous Peony                                                                     ,    ,19.50 ,,17.55 , 5 , 5 , 87.75 ,Now         ,DORMANT,5  EYES,1.93 , 19.48 ,     ,,     ,014949018453 
OR,1356443,                              ,05/01/14  ,063742,#2,PAEONIA X KANSAS (RED),Kansas Double Peony                                                                                 ,    ,19.50 ,,17.55 , 5 , 5 , 87.75 ,Now         ,DORMANT,5+ EYES,1.93 , 19.48 ,     ,,     ,014949637425 
OR,1356443,                              ,05/01/14  ,063762,#2,PAEONIA X SHIRLEY TEMPLE (WT),Shirley Temple Double Peony                                                                         ,    ,19.50 ,,17.55 , 5 , 5 , 87.75 ,Now         ,DORMANT,5  EYES,1.93 , 19.48 ,     ,,     ,014949637623 
OR,1356443,                              ,05/01/14  ,068262,#2,PHYSOCARPUS OPU DART'S GOLD,Dart's Gold Ninebark                                                                                ,2013,13.75 ,,12.38 , 5 , 10 , 123.80 ,Now         ,DORMANT,12''H - 12''S,1.93 , 14.31 ,     ,,     ,014949324424 
OR,1356443,                              ,05/01/14  ,064582,#2,PICEA ABIES PUMILA,Dwarf Norway Spruce                                                                                 ,    ,15.25 ,,13.73 , 5 , 10 , 137.30 ,Now         ,-,"16""S",1.93 , 15.66 ,     ,,     ,014949645826 
OR,1356443,                              ,05/01/14  ,064665,#5,PICEA PUN GLAUCA,Colorado Blue Spruce                                                                                ,    ,23.75 ,,21.38 , 5 , 5 , 106.90 ,Now         ,-,"36""H - 16""S",3.85 , 25.23 ,     ,,     ,014949646656 
OR,1356443,                              ,05/01/14  ,064785,#5,PICEA PUN GLAUCA FAT ALBERT,Fat Albert Colorado Blue Spruce                                                                     ,    ,38.00 ,,34.20 , 5 , 5 , 171.00 ,Now         ,-,"33'H- 18""S",3.85 , 38.05 ,     ,,     ,014949647851 
OR,1356443,                              ,02/01/14  ,064765,#5,PICEA PUN MOERHEIM,Moerheim Blue Spruce                                                                                ,    ,38.00 ,,34.20 , 5 , 5 , 171.00 ,Now         ,-,"33""H - 16""S",3.85 , 38.05 ,     ,,     ,014949647653 
OR,1356443,                              ,05/01/14  ,065082,#2,PIERIS X FOREST FLAME,Forest Flame Lily Of The Valley                                                                     ,    ,15.50 ,,13.95 , 5 , 5 , 69.75 ,Now         ,BUDS,12''H - 12''S,1.93 , 15.88 ,     ,,     ,014949650820 
OR,1356443,                              ,05/01/14  ,065452,#2,PINUS MUGO PUMILIO,Dwarf Mugo Pine                                                                                     ,    ,16.50 ,,14.85 , 5 , 10 , 148.50 ,Now         ,,"12""S",1.93 , 16.78 ,     ,,     ,014949654521 
OR,1356443,                              ,05/01/14  ,065453,#3,PINUS MUGO PUMILIO,Dwarf Mugo Pine                                                                                     ,    ,20.00 ,,18.00 , 5 , 5 , 90.00 ,Now         ,WINTER COLOR,"16""S",3.08 , 21.08 ,     ,,     ,014949654538 
OR,1356443,                              ,05/01/14  ,066692,#2,POTENTILLA ABBOTSWOOD,Abbotswood Potentilla                                                                               ,    ,12.50 ,,11.25 , 5 , 10 , 112.50 ,Now         ,BREAKING DORMANCY,10''H - 12''S,1.93 , 13.18 ,     ,,     ,014949666920 
OR,1356443,                              ,05/01/14  ,066682,#2,POTENTILLA GOLDFINGER,Goldfinger Potentilla                                                                               ,    ,12.50 ,,11.25 , 5 , 10 , 112.50 ,Now         ,DORMANT,14''H - 12''S,1.93 , 13.18 ,     ,,     ,014949666821 
OR,1356443,                              ,05/01/14  ,066742,#2,POTENTILLA SUNSET,Sunset Potentilla                                                                                   ,    ,12.50 ,,11.25 , 5 , 10 , 112.50 ,Now         ,DORMANT,12''H - 12''S,1.93 , 13.18 ,     ,,     ,014949667422 
OR,1356443,                              ,05/01/14  ,067102,#2,PRUNUS LAUR MT VERNON,Mount Vernon English Laurel                                                                         ,    ,15.50 ,,13.95 , 5 , 20 , 279.00 ,Now         ,-,8''H - 12''S,1.93 , 15.88 ,     ,,     ,014949671023 
OR,1356443,                              ,05/01/14  ,067155,#5,PRUNUS LAUR OTTO LUYKEN,Otto Luyken English Laurel                                                                          ,    ,18.50 ,,16.65 , 5 , 20 , 333.00 ,Now         ,SHOT HOLE,"24""H - 18""S",3.85 , 20.50 ,     ,,     ,014949671559 
OR,1356443,                              ,05/01/14  ,067175,#5,PRUNUS LAUR SCHIPKAENSIS,Schipka Cherry Laurel                                                                               ,    ,21.75 ,,19.58 , 5 , 20 , 391.60 ,Now         ,-,"27""H - 15""S",3.85 , 23.43 ,     ,,     ,014949671757 
CA,1359651,KATIE                         ,05/01/14  ,067705ST,#5 STAKED,PYRACANTHA ANG YUKON BELLE R,Yukon Belle®  Pyracantha                                                                            ,    ,25.00 ,,22.50 , 5 , 10 , 225.00 ,Now         ,WINTER COLOR,"48""H",4.03 , 26.53 ,     ,,     ,014949677254 
OR,1356443,                              ,05/01/14  ,068325,#5,RHOD (H-1) EDITH BOSLEY,Edith Bosley Rhododendron                                                                           ,New ,24.75 ,,22.28 , 5 , 5 , 111.40 ,Now         ,BUDS,"22""H - 18""S",3.85 , 26.13 ,     ,,     ,014949324615 
OR,1356443,                              ,05/01/14  ,009755,#5,RHOD (H-1) NOVA ZEMBLA,Nova Zembla Rhododendron                                                                            ,    ,24.75 ,,22.28 , 5 , 5 , 111.40 ,Now         ,BUDS,22''H - 18''S,3.85 , 26.13 ,     ,,     ,014949097557 
OR,1356443,                              ,05/01/14  ,010155,#5,RHOD (H-1) ROSEUM ELEGANS,Roseum Elegans Rhododendron                                                                         ,    ,24.75 ,,22.28 , 5 , 5 , 111.40 ,Now         ,BUDS,24''H - 18''S,3.85 , 26.13 ,     ,,     ,014949101551 
OR,1356443,                              ,05/01/14  ,020195,#5,RHOD (H-1) RTR MARCH MADNESS,March Madness Rhododendron                                                                          ,2013,25.75 ,,23.18 , 5 , 5 , 115.90 ,Now         ,BUDS,14''H - 18''S,3.85 , 27.03 ,     ,,     ,014949021514 
CA,1359651,KATIE                         ,05/01/14  ,070212,#2,ROSA FLWR CAR R WHITE P9573,Flower Carpet®  White Groundcover Rose                                                              ,    ,14.75 ,,13.28 , 5 , 20 , 265.60 ,Now         ,-,"10""H - 12""S",2.01 , 15.29 ,     ,,     ,014949702123 
CA,1359651,KATIE                         ,05/01/14  ,018242,#2,ROSA FLWR CAR R YELLOW PP13869,Flower Carpet®  Yellow Rose                                                                         ,    ,14.75 ,,13.28 , 5 , 10 , 132.80 ,Now         ,-,"8""H - 10""S",2.01 , 15.29 ,     ,,     ,014949011010 
GA,1359652,KATIE                         ,05/01/14  ,042822S,SuperTwo,ROSA KNCK OUT R DBL PNK P18507,Pink Double Knock Out®  Rose                                                                        ,2009,15.00 ,,13.50 , 5 , 10 , 135.00 ,03/01/14    ,WINTER LOOK,,1.76 , 15.26 ,     ,,     ,014949370209 
GA,1359652,KATIE                         ,05/01/14  ,030902S,SuperTwo,ROSA KNCK OUT R DBL RD P16202,Double Knock Out®  Rose                                                                             ,    ,15.00 ,,13.50 , 5 , 25 , 337.50 ,03/01/14    ,WINTER LOOK,,1.76 , 15.26 ,     ,,     ,014949370223 
CA,1359651,KATIE                         ,05/01/14  ,011622S,SuperTwo,ROSA KNCK OUT R P11836 (RED),Knock Out®  Shrub Rose                                                                              ,    ,15.00 ,,13.50 , 5 , 25 , 337.50 ,Now         ,,"12""H - 12""S",2.68 , 16.18 ,     ,,     ,014949370216 
OR,1356443,                              ,05/01/14  ,022152S,SuperTwo,ROSA KNCK OUT R P15070 (PINK),Pink Knock Out®  Rose                                                                               ,    ,15.00 ,,13.50 , 5 , 25 , 337.50 ,04/01/14    ,-,,2.57 , 16.07 ,     ,,     ,014949370230 
CA,1359651,KATIE                         ,05/01/14  ,079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,Raspberry Shortcake™  Dwarf Thornless Raspberry                                                     ,2013,15.50 ,,13.95 , 5 , 10 , 139.50 ,Now         ,DORMANT,"8""H - 10""S",2.01 , 15.96 ,     ,,     ,014949357132 
OR,1356443,                              ,05/01/14  ,030261,#1,SEDUM ALB CORAL CARPET,Coral Carpet Stonecrop                                                                              ,    ,5.00 ,,4.50 , 10 , 10 , 45.00 ,Not Avl     ,,,0.77 , 5.27 ,     ,,     ,014949067390 
OR,1356443,                              ,05/01/14  ,029141,#1,SEDUM BLUE SPRUCE,Blue Spruce Stonecrop                                                                               ,    ,5.00 ,,4.50 , 10 , 10 , 45.00 ,Now         ,-,.,0.77 , 5.27 ,     ,,     ,014949276334 
OR,1356443,                              ,05/01/14  ,044871,#1,SEDUM RUP ANGELINA PPAF,Angelina Stonecrop                                                                                  ,    ,5.00 ,,4.50 , 10 , 10 , 45.00 ,Now         ,-,CAN FULL,0.77 , 5.27 ,     ,,     ,014949314272 
OR,1356443,                              ,05/01/14  ,069871,#1,SEDUM TETRACTINUM CORAL REEF,Chinese Sedum                                                                                       ,2010,5.00 ,,4.50 , 10 , 10 , 45.00 ,Not Avl     ,CUT BACK,,0.77 , 5.27 ,     ,,     ,014949328569 
OR,1356443,                              ,05/01/14  ,070911,#1,SEDUM VERA JAMESON,Vera Jameson Stonecrop                                                                              ,    ,5.00 ,,4.50 , 10 , 10 , 45.00 ,04/01/14    ,-,,0.77 , 5.27 ,     ,,     ,014949709115 
CA,1359651,KATIE                         ,05/01/14  ,069971,#1,SEMPERVIVUM ARACH RED COBWEB,Red Cobweb Hens and Chicks                                                                          ,2011,6.00 ,,5.40 , 10 , 10 , 54.00 ,04/01/14    ,-,,0.81 , 6.21 ,     ,,     ,014949328620 
OR,1356443,                              ,05/01/14  ,074682S,SuperTwo,SYRINGA BLOOMERNG R PUR P20575,Bloomerang®  Purple Lilac                                                                           ,2011,16.50 ,,14.85 , 5 , 5 , 74.25 ,Now         ,DORMANT,"14""H - 12""S",2.57 , 17.42 ,     ,,     ,014949338360 
GA,1359652,KATIE                         ,05/01/14  ,012597,#7,THUJA GREEN GIANT,Green Giant Western Arborvitae                                                                      ,    ,45.00 ,,40.50 , 2 , 10 , 405.00 ,03/01/14    ,,,7.46 , 47.96 ,     ,,     ,014949025178 
CA,1359651,KATIE                         ,05/01/14  ,072835PT,#5 PATIO TREE,THUJA OC FILIFORMIS,Weeping Threadleaf Arborvitae                                                                       ,    ,55.00 ,,49.50 , 2 , 5 , 247.50 ,Now         ,-,"36""H - 16""S",6.04 , 55.54 ,     ,,     ,014949728352 
OR,1356443,                              ,05/01/14  ,031185,#5,THUJA OC MALONYANA,Malonyana Arborvitae                                                                                ,New ,20.50 ,,18.45 , 5 , 10 , 184.50 ,Now         ,-,"36""H-14""S",3.85 , 22.30 ,     ,,     ,014949072899 
OR,1356443,                              ,05/01/14  ,072892,#2,THUJA OC RHEINGOLD,Rheingold Arborvitae                                                                                ,    ,13.50 ,,12.15 , 5 , 5 , 60.75 ,Now         ,WINTER COLOR,"14""S",1.93 , 14.08 ,     ,,     ,014949728925 
CA,1359651,KATIE                         ,05/01/14  ,081712,#2,VACCINIUM PEACH SORBET TM PPAF,Peach Sorbet™  Blueberry                                                                            ,2013,15.00 ,,13.50 , 5 , 20 , 270.00 ,Now         ,BUDS,"10""H - 10""S",2.01 , 15.51 ,     ,,     ,014949361313 
OR,1356443,                              ,05/01/14  ,081702,#2,VACCINIUM X JELLY BEAN TM PPAF,Jelly Bean™  Blueberry                                                                              ,2013,15.00 ,,13.50 , 5 , 20 , 270.00 ,Now         ,DORMANT,"6""H - 10""S",1.93 , 15.43 ,     ,,     ,014949361306 
OR,1356443,                              ,05/01/14  ,073972,#2,VIB PLI T SUMMER SNOWFLAKE,Summer Snowflake Viburnum                                                                           ,    ,15.25 ,,13.73 , 5 , 5 , 68.65 ,Now         ,DORMANT,14''H - 14''S,1.93 , 15.66 ,     ,,     ,014949037591 
OR,1356443,                              ,05/01/14  ,076431,#1,WEIGELA FL MINUET,Minuet Weigela                                                                                      ,    ,7.00 ,,6.30 , 10 , 20 , 126.00 ,Now         ,DORMANT,"8""H - 8""S",0.77 , 7.07 ,     ,,     ,014949764312 
OR,1356443,                              ,05/01/14  ,017571,#1,WEIGELA MAGICAL R FNTSY P13567,Magical®  Fantasy Weigela                                                                           ,2009,7.00 ,,6.30 , 10 , 40 , 252.00 ,Now         ,DORMANT,10'H - 8''S,0.77 , 7.07 ,     ,,     ,014949004463 
OR,1356443,                              ,05/01/14  ,017572,#2,WEIGELA MAGICAL R FNTSY P13567,Magical®  Fantasy Weigela                                                                           ,2009,13.75 ,,12.38 , 5 , 40 , 495.20 ,Now         ,DORMANT,"12""H - 12""S",1.93 , 14.31 ,     ,,     ,014949214190 
OR,1356443,                              ,05/01/14  ,080942S,SuperTwo,WEIGELA SONIC BLOOM TM PNK PAF,Sonic Bloom™  Pink Reblooming Weigela                                                               ,2013,16.50 ,,14.85 , 5 , 30 , 445.50 ,Now         ,DORMANT,"10""H - 12""S",2.57 , 17.42 ,     ,,     ,014949360712 
OR,1356443,                              ,05/01/14  ,080932S,SuperTwo,WEIGELA SONIC BLOOM TM RED PAF,Sonic Bloom™  Red Reblooming Weigela                                                                ,2013,16.50 ,,14.85 , 5 , 30 , 445.50 ,Now         ,DORMANT,"12""H - 12""S",2.57 , 17.42 ,     ,,     ,014949360958 
,,,,,Totals:,,,,,,,," 1,750 "," 20,984.74 ",,,,,,,,,
