Loc,Item,Size,Plant Name,Botanical Name,Common Name,Category 2,Category,Zone,Royalty Code,2015 List Price,Condition,Current Specs,Qty Allocated,Min Order Qty,Available         ,Available Later,On,Available Later,On,Available Later,On
OR,084781,#1,PEROVSKIA LACEY BLUE PP20845,"Perovskia atriplicifolia 'Lisslitt' P.P.# 20,845            ",Lacey Blue Russian Sage                                     ,Mid/late tall flowering,PRN,04,BHC, 6.35 ,-,, 50 , 10 , 431 , 431 ,04/01/15  ,     ,          ,     ,          
OR,409892,#2,PHYSOCARPUS OP PETITE PLUM R,Physocarpus opulifolius 'POIPD2' P.P.A.F.                   ,Petite Plum®  Ninebark,Deciduous shrub/hedge,DCS,03,SMN, 15.25 ,-,, 35 , 5 , 3 , 36 ,05/01/15  ,     ,          ,     ,          
OR,019371,#1,PICEA GL CONICA TINY TOWER R,Picea glauca conica 'MonRon' Tiny Tower® ,Tiny Tower®  Alberta Spruce,Picea,CON,03,, 8.75 ,-,"10""H-6""S", 50 , 10 ,     , 50 ,05/01/15  ,     ,          ,     ,          
OR,049492,#2,PIERIS J TIKI,Pieris japonica 'Tiki'                                      ,Tiki Lily of the Valley Shrub                               ,Evergreen early flower'g shrub,EVS,06,, 16.50 ,-,"6""H - 10""S", 99 , 5 ,     , 99 ,04/01/15  ,     ,          ,     ,          
OR,053842,#2,PROSTANTHERA CUN BADJA PEAK,Prostanthera cuneata 'Badja Peak'                           ,Badja Peak Mint Bush                                        ,Mid/late interm. flowering,EVS,07,HIN, 14.50 ,-,"18""H - 12""S", 60 , 5 , 255 ,     ,          ,     ,          ,     ,          
OR,043085,#5,PSEUDOPANAX LAETUS,Pseudopanax laetus                                          ,Kiwi Gem™  Shrub Panax,Evergreen large shrub/hedge,EVS,07,HIN, 24.50 ,-,"21""H - 16""S", 11 , 5 , 11 , 11 ,04/15/15  ,     ,          ,     ,          
GA,011223,#3,RHAPH SNOW CAP R P15544,"Rhaphiolepis x delacourii 'Corleyscourii' P.P.# 15,544      ",Snowcap®  Indian Hawthorn,Evergreen early flower'g shrub,EVS,07,ATR, 18.25 ,,"15""S", 34 , 5 ,     , 34 ,05/15/15  ,     ,          ,     ,          
GA,046753,#3,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,Evergreen early flower'g shrub,EVS,07,UOG, 17.75 ,,"16""S", 67 , 5 , 162 , 162 ,11/01/14  ,     ,          ,     ,          
CT,023783S,Super 3,ROSA KNCK OUT R BLSHNG P14700,Rosa x 'Radyod' P.P.# 14700                                 ,Blushing Knock Out®  Rose,Rosa,ROS,05,CPC, 15.25 ,BUDS & BLOOMS,,     , 5 , 569 , 569 ,04/15/15  ,     ,          ,     ,          
OR,042822S,SuperTwo,ROSA KNCK OUT R DBL PNK P18507,Rosa x 'Radtkopink' P.P.# 18507                             ,Pink Double Knock Out®  Rose,Rosa,ROS,04,CPC, 13.50 ,BUDS & BLOOMS,"12""H - 12""S",     , 5 , 302 ,     ,          ,     ,          ,     ,          
OR,030902S,SuperTwo,ROSA KNCK OUT R DBL RD P16202,Rosa x 'Radtko' P.P.# 16202                                 ,Double Knock Out®  Rose,Rosa,ROS,04,CPC, 13.50 ,BUDS & BLOOMS,"12""H - 12""S",     , 5 , 90 ,     ,          ,     ,          ,     ,          
CA,011622S,SuperTwo,ROSA KNCK OUT R P11836 (RED),Rosa x 'Radrazz' P.P.# 11836                                ,Knock Out®  Shrub Rose,Rosa,ROS,04,CPC, 13.50 ,LIGHT BUD & BLOOM,10''H - 10''S, 10 , 5 ,     , 804 ,04/01/15  ,     ,          ,     ,          
GA,011625,#5,ROSA KNCK OUT R P11836 (RED),Rosa x 'Radrazz' P.P.# 11836                                ,Knock Out®  Shrub Rose,Rosa,ROS,04,CPC, 17.75 ,,"14""H - 16""S",     , 5 ,     ," 3,506 ",11/01/14  ," 3,506 ",04/01/15  ,     ,          
CT,037863S,Super 3,ROSA KNCK OUT R SUNNY P18562,Rosa x 'Radsunny'  P.P.# 18562                              ,Sunny Knock Out®  Rose,Rosa,ROS,05,CPC, 15.25 ,,,     , 5 ,     , 453 ,04/15/15  ,     ,          ,     ,          
CT,406253,#3,ROSA PEACHY KEEN PPAF,Rosa x 'Radgor' P.P.A.F.                                    ,Peachy Keen™  Shrub Rose,Rosa,ROS,05,CPC, 15.00 ,BUDS & BLOOMS,, 125 , 5 , 248 , 248 ,04/15/15  ,     ,          ,     ,          
CT,098583,#3,ROSA WHITE OUT TM PP20273,"Rosa x 'Radwhite' PP #20,273                                ",White Out™  Rose,Rosa,ROS,05,CPC, 15.00 ,,, 55 , 5 ,     , 55 ,04/15/15  ,     ,          ,     ,          
CA,084941,#1,ROSMARINUS OFF SPICE ISLANDS,Rosmarinus officinalis 'Spice Islands'                      ,Spice Islands Rosemary                                      ,Edible berries/fruit,EVS,08,, 7.25 ,-,"6""H-6""S",     , 10 , 2 , 2 ,04/01/15  ,     ,          ,     ,          
OR,079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,"Rubus idaeus 'NR7' P.P. #22,141                             ",BrazelBerries®  Raspberry Shortcake™  Dwarf Thor,Edible berries/fruit,DCS,05,FCF, 16.50 ,-,"12""H - 12""S", 40 , 5 , 40 , 40 ,05/01/15  ,     ,          ,     ,          
OR,004082,#2,SAMBUCUS N BLACK TOWER TM PPAF,"Sambucus nigra 'EIFFEL 1' P.P.#23,633                       ",Black Tower Elderberry                                      ,Deciduous sumr flower'g shrub,DCS,04,BHC, 16.00 ,-,"20""H - 12""S", 48 , 5 , 48 ,     ,          ,     ,          ,     ,          
CT,076641,#1,SAXIFRAGA FORT BERRY BRIGHT TM,Saxifraga fortunei 'Magenta'                                ,Berry Bright™  Elf Saxifrage,Shade foliage/flower,PRN,06,HIN, 6.75 ,,,     , 10 , 4 , 667 ,05/15/15  ,     ,          ,     ,          
OR,076731,#1,SAXIFRAGA FORTUNEI PINK ELF R,Saxifraga fortunei                                          ,Pink Elf®  Saxifrage,Shade foliage/flower,PRN,06,HIN, 6.75 ,BUDS & BLOOMS,, 38 , 10 , 38 ,     ,          ,     ,          ,     ,          
OR,049952,#2,SCHEFFLERA TAIW YUAN SHAN,Schefflera taiwaniana 'Yuan Shan'                           ,Yuan Shan Hardy Schefflera                                  ,Evergreen shade shrub,EVS,07,HIN, 18.50 ,-,"12""H - 12""S", 50 , 5 ,     , 50 ,06/01/15  ,     ,          ,     ,          
OR,036682,#2,SKIMMIA J BERRI MAGIC R,Skimmia japonica (Male & Female)                            ,Berri-Magic®  Japanese Skimmia,Evergreen shade shrub,EVS,07,, 21.00 ,-,12''H - 12''S, 80 , 5 ,     , 80 ,04/01/15  ,     ,          ,     ,          
OR,071082,#2,SKIMMIA REEVESIANA,Skimmia reevesiana                                          ,Reeves Skimmia                                              ,Evergreen shade shrub,EVS,07,, 18.50 ,-,10''H - 12''S, 240 , 5 ,     , 555 ,04/01/15  , 555 ,05/01/15  ,     ,          
OR,066311,#1,SOLIDAGO LITTLE LEMON PP17297,"Solidago hybrida 'Dansolitlem' P.P. #17,297                 ",Little Lemon Goldenrod                                      ,Mid/late tall flowering,PRN,05,PHI, 4.90 ,CUT BACK,CAN FULL,     , 10 , 19 ,     ,          ,     ,          ,     ,          
OR,056232,#2,VACC BOUNTIFUL BLUE R PP19381,"Vaccinium corymbosum 'FLX-2' P.P.# 19,381                   ",Bountiful Blue®  Blueberry,Edible berries/fruit,DCS,06,FCF, 15.50 ,-,12''H - 10''S, 99 , 5 ," 1,320 ",     ,          ,     ,          ,     ,          
OR,081712,#2,VACCINIUM PEACH SORBET TM PPAF,"Vaccinium corymbosum 'ZF06-043' P.P.#23,325                 ",BrazelBerries®  Peach Sorbet™  Blueberry,Edible berries/fruit,DCS,05,FCF, 15.50 ,-,"8""H - 12""S", 119 , 5 ,     , 183 ,04/01/15  ,     ,          ,     ,          
OR,081702,#2,VACCINIUM X JELLY BEAN TM PPAF,Vaccinium corymbosum 'Jelly Bean' P.P.A.F.                  ,BrazelBerries®  Jelly Bean Blueberry,Edible berries/fruit,DCS,04,FCF, 15.50 ,-,"10""H - 10""S", 77 , 5 , 77 ,     ,          ,     ,          ,     ,          
OR,080922S,SuperTwo,VIB X HANDSOME DEVIL PP21686,"Viburnum 'Le Bois Marquis' P.P.#21,686                      ",Handsome Devil™  Viburnum,Deciduous early flower'g Shrub,DCS,07,PW, 17.00 ,-,"24""H - 14""S", 50 , 5 , 195 ,     ,          ,     ,          ,     ,          
CA,413401,#1 STAKED,VIGNA CARA THOMAS JEFFERSON,Vigna caracalla 'Thomas Jefferson'                          ,Fragrant Snail Vine                                         ,Temperate vine,VIN,10,, 7.25 ,-,"24""H", 62 , 10 ,     , 527 ,03/01/15  ,     ,          ,     ,          
