Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category,Zone,Royalty Code,2016 List Price,Net Price,Freight,Landed Price,SKU,Retail Price,UPC#,Qty Cfm,Qty Rem,Condition,Current Specs,Min Ord Qty,Available         ,Available Later,On,Available Later,On,Available Later,On,Stk Loc
GA,    ,06540UT,LittleOne,PLATYCODON GR SENTIMENTAL BLUE,Platycodon grandiflorus 'Sentimental Blue'                  ,Sentimental Blue Balloon Flower                             ,PRN,04,, 3.25 , 2.73 , 0.40 , 3.13 ,,     ,014949044360,     ,     ,,CAN FULL, 16 ,     , 29 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,066371,#1,PLUMBAGO ROYAL CAPE R,Plumbago auriculata 'Monott'                                ,Royal Cape®  Plumbago,EVS,09,, 7.50 , 6.30 , 0.54 , 5.79 ,,     ,014949663714,     ,     ,BUDS & BLOOMS,"10""H - 8""S", 10 , 150 , 150 ,03/28/16  ,     ,          ,     ,          ,1GB4
GA,    ,066375PT,#5 PATIO TREE,PLUMBAGO ROYAL CAPE R,Plumbago auriculata 'Monott'                                ,Royal Cape®  Plumbago,EVS,09,, 42.00 , 35.28 , 4.04 , 39.32 ,,     ,014949663455,     ,     ,,"15""S", 2 ,     , 95 ,08/01/15  , 437 ,04/01/16  ,     ,          ,
GA,    ,066361,#1,PLUMBAGO WHITE CAPE R PP13953,Plumbago auriculata 'Monite' P.P.# 13953                    ,White Cape®  Plumbago,EVS,09,OLD, 7.50 , 6.30 , 0.54 , 6.84 ,,     ,014949663639,     ,     ,BUDS & BLOOMS,"10""H - 8""S", 10 , 585 , 741 ,07/30/15  , 785 ,03/28/16  ,     ,          ,1GA15
GA,    ,066365,#5,PLUMBAGO WHITE CAPE R PP13953,Plumbago auriculata 'Monite' P.P.# 13953                    ,White Cape®  Plumbago,EVS,09,OLD, 23.00 , 19.32 , 2.69 , 22.01 ,,     ,014949663653,     ,     ,,"18""H - 15""S", 5 ,     , 80 ,09/01/15  , 352 ,03/28/16  ,     ,          ,
GA,2012,071982,#2,PODOCARPUS MACRO PRINGILII,Podocarpus macrophyllus 'Pringle's Dwarf'                   ,Pringles Dwarf Podocarpus                                   ,TRE,08,,     ,     , 1.35 , 1.35 ,,     ,014949329832,     ,     ,,"10""H - 10""S", 5 ," 1,761 "," 2,151 ",11/01/15  ,     ,          ,     ,          ,"3WF12, 3WF13"
GA,2012,071985,#5,PODOCARPUS MACRO PRINGILII,Podocarpus macrophyllus 'Pringle's Dwarf'                   ,Pringles Dwarf Podocarpus                                   ,TRE,08,,     ,     , 2.69 , 2.69 ,,     ,014949329849,     ,     ,,, 5 , 755 ," 1,202 ",11/01/15  ,     ,          ,     ,          ,3BR3
GA,    ,065361,#1,POLEMONIUM BRISE D'ANJOU P9781,Polemonium 'Brise d'Anjou' P.P.# 9781                       ,Variegated Jacob's Ladder                                   ,PRN,04,, 6.75 , 5.67 , 0.54 , 6.21 ,,     ,014949653616,     ,     ,,CAN FULL, 10 ,     , 41 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,039825,#5,PYRACANTHA X SLVRLNG TM P15517,Pyracantha x 'Cadvar' P.P.# 15517                           ,Silver Lining™  Pyracantha,EVS,07,CPC, 24.00 , 20.16 , 2.69 , 19.49 ,,     ,014949260722,     ,     ,,"18""S", 5 , 204 , 204 ,08/15/15  , 204 ,04/27/16  ,     ,          ,"1M 3, 1M 4"
GA,    ,039867,#7,QUERCUS NUTTALLII CHARISMA R,Quercus nuttallii 'MonPowe'                                 ,Charisma®  Nuttall Oak,TRE,05,MPO, 55.75 , 46.83 , 7.62 , 54.45 ,,     ,014949428306,     ,     ,,, 2 ,     , 199 ,11/01/15  ,     ,          ,     ,          ,
GA,    ,039869,#15,QUERCUS NUTTALLII CHARISMA R,Quercus nuttallii 'MonPowe'                                 ,Charisma®  Nuttall Oak,TRE,05,MPO, 97.75 , 82.11 , 15.61 , 97.72 ,,     ,014949233474,     ,     ,,8'H, 1 ,     , 148 ,10/30/15  , 205 ,11/01/15  ,     ,          ,
GA,    ,064941,#1,RHAPH ELEANOR TABER TM P9398,Rhaphiolepis indica 'Conor' P.P# 9398                       ,Eleanor Taber™  Indian Hawthorn,EVS,07,PDS, 6.25 , 5.25 , 0.54 , 4.92 ,,     ,014949044131,     ,     ,,"8""S", 10 ," 1,157 "," 1,450 ",03/28/16  ,     ,          ,     ,          ,1N 5
GA,    ,064947,#7,RHAPH ELEANOR TABER TM P9398,Rhaphiolepis indica 'Conor' P.P# 9398                       ,Eleanor Taber™  Indian Hawthorn,EVS,07,PDS, 34.50 , 28.98 , 7.62 , 36.60 ,,     ,014949002674,     ,     ,,"24""S", 2 , 126 , 266 ,10/01/15  , 620 ,03/27/16  ,     ,          ,1B 13
GA,    ,011221,#1,RHAPH SNOW CAP R P15544,"Rhaphiolepis x delacourii 'Corleyscourii' P.P.# 15,544      ",Snowcap®  Indian Hawthorn,EVS,07,ATR, 6.75 , 5.67 , 0.54 , 6.21 ,,     ,014949064108,     ,     ,,"6""H - 8""S", 10 , 710 ," 1,810 ",11/01/15  ," 2,713 ",04/27/16  ,     ,          ,1MM4
GA,    ,011223,#3,RHAPH SNOW CAP R P15544,"Rhaphiolepis x delacourii 'Corleyscourii' P.P.# 15,544      ",Snowcap®  Indian Hawthorn,EVS,07,ATR, 17.75 , 14.91 , 2.15 , 14.58 ,,     ,014949023341,     ,     ,,"15""S", 5 ," 2,434 "," 2,434 ",04/27/16  ,     ,          ,     ,          ,"1MM1, 1MM3"
GA,    ,011227,#7,RHAPH SNOW CAP R P15544,"Rhaphiolepis x delacourii 'Corleyscourii' P.P.# 15,544      ",Snowcap®  Indian Hawthorn,EVS,07,ATR, 37.50 , 31.50 , 7.62 , 39.12 ,,     ,014949273944,     ,     ,-,"24""S", 2 , 201 , 341 ,11/01/15  ,     ,          ,     ,          ,1C 1
GA,    ,046751,#1,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,EVS,07,UOG, 6.25 , 5.25 , 0.54 , 4.92 ,,     ,014949250662,     ,     ,,"6""H - 6""S", 10 , 120 , 120 ,03/28/16  ,     ,          ,     ,          ,1MM1
GA,    ,046752,#2,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,EVS,07,UOG, 14.00 , 11.76 , 1.35 , 11.15 ,,     ,014949269930,     ,     ,,"10""S", 5 ," 2,131 "," 2,374 ",04/27/16  ,     ,          ,     ,          ,1MM1
GA,    ,046753,#3,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,EVS,07,UOG, 15.75 , 13.23 , 2.15 , 15.38 ,,     ,014949279281,     ,     ,,"16""S", 5 , 296 ," 2,433 ",04/27/16  ,     ,          ,     ,          ,1N 4
GA,2014,098542S,SuperTwo,ROSA DRIFT R APRICOT PP23354,"Rosa 'Meimirrot' P.P.#23,354                                ",Apricot Drift®  Groundcover Rose,ROS,04,CPC, 15.00 , 12.60 , 1.79 , 14.39 ,,     ,014949416495,     ,     ,,, 5 ,     , 466 ,09/01/15  , 466 ,04/15/16  ,     ,          ,
GA,2014,098552S,SuperTwo,ROSA DRIFT R CORAL PP19148,"Rosa 'Meidrifora' P.P. #19,148                              ",Coral Drift®  Groundcover Rose,ROS,04,CPC, 15.00 , 12.60 , 1.79 , 14.39 ,,     ,014949384282,     ,     ,,, 5 ,     , 77 ,04/15/16  ,     ,          ,     ,          ,
GA,2014,098562S,SuperTwo,ROSA DRIFT R PEACH PP18542,"Rosa 'MEIggili' PP #18,542                                  ",Peach Drift®  Rose,ROS,04,CPC, 15.00 , 12.60 , 1.79 , 14.39 ,,     ,014949384275,     ,     ,LIGHT BUDS,, 5 ,     , 113 ,04/15/16  ,     ,          ,     ,          ,
GA,2014,022632S,SuperTwo,ROSA DRIFT R PINK PP18874,"Rosa 'MEIjocos' P.P. #18,874                                ",Pink Drift®  Groundcover Rose,ROS,04,CPC, 15.00 , 12.60 , 1.79 , 14.39 ,,     ,014949416525,     ,     ,LIGHT BUDS,, 5 , 97 , 97 ,04/15/16  ,     ,          ,     ,          ,7PD3
GA,2014,406312S,SuperTwo,ROSA DRIFT R POPCORN PPAF,Rosa 'Novarospop' P.P.A.F.                                  ,Popcorn Drift®  Rose,ROS,05,CPC, 15.75 , 13.23 , 1.79 , 15.02 ,,     ,014949412855,     ,     ,,, 5 ,     , 58 ,04/15/16  ,     ,          ,     ,          ,
GA,2014,022642S,SuperTwo,ROSA DRIFT R RED PP17877,"Rosa 'MEIgalpio' P.P. #17,877                               ",Red Drift®  Groundcover Rose,ROS,04,CPC, 15.00 , 12.60 , 1.79 , 14.39 ,,     ,014949384299,     ,     ,,, 5 ,     , 124 ,04/15/16  ,     ,          ,     ,          ,
GA,2014,098572S,SuperTwo,ROSA DRIFT R SWEET PP21612,"Rosa 'Meiswetdom' P.P. #21,612                              ",Sweet Drift®  Groundcover Rose,ROS,03,CPC, 15.00 , 12.60 , 1.79 , 14.39 ,,     ,014949416501,     ,     ,,, 5 , 55 ,     ,          ,     ,          ,     ,          ,"3WG6, 3WG7"
GA,    ,036292,#2,ROSA FLWR CAR R AMBER PPAF,Rosa x 'NOA97400A' P.P.A.F.                                 ,Flower Carpet®  Amber Groundcover Rose,ROS,04,ATI, 15.75 , 13.23 , 1.35 , 12.38 ,,     ,014949211762,     ,     ,,"8""H - 10""S", 5 ,     , 717 ,08/01/15  ," 3,232 ",09/01/15  ," 3,232 ",04/15/16  ,
GA,    ,036295PT,#5 PATIO TREE,ROSA FLWR CAR R AMBER PPAF,Rosa x 'NOA97400A' P.P.A.F.                                 ,Flower Carpet®  Amber Groundcover Rose,ROS,04,ATI, 41.00 , 34.44 , 4.04 , 38.48 ,,     ,014949283868,     ,     ,,, 2 ,     , 5 ,05/01/16  ,     ,          ,     ,          ,
GA,    ,036382,#2,ROSA FLWR CAR R PNK SUP P16276,"Rosa x 'NOA250092' P.P. #16,276                             ",Flower Carpet®  Pink Supreme Ground Cover Rose,ROS,04,ATI, 15.75 , 13.23 , 1.35 , 12.38 ,,     ,014949212547,     ,     ,,"8""H - 10""S", 5 ,     , 768 ,09/01/15  , 768 ,04/15/16  ,     ,          ,
GA,    ,036385PT,#5 PATIO TREE,ROSA FLWR CAR R PNK SUP P16276,"Rosa x 'NOA250092' P.P. #16,276                             ",Flower Carpet®  Pink Supreme Ground Cover Rose,ROS,04,ATI, 41.00 , 34.44 , 4.04 , 38.48 ,,     ,014949288405,     ,     ,,, 2 ,     , 55 ,05/01/16  ,     ,          ,     ,          ,
GA,    ,071602,#2,ROSA FLWR CAR R RED P11308,Rosa x 'Noare' P.P.# 11308                                  ,Flower Carpet®  Red Groundcover Rose,ROS,04,ATI, 15.75 , 13.23 , 1.35 , 12.38 ,,     ,014949716021,     ,     ,,"8""H - 10""S", 5 ,     ," 1,142 ",09/01/15  ," 5,098 ",10/01/15  ," 5,722 ",04/15/16  ,
GA,    ,071605PT,#5 PATIO TREE,ROSA FLWR CAR R RED P11308,Rosa x 'Noare' P.P.# 11308                                  ,Flower Carpet®  Red Groundcover Rose,ROS,04,ATI, 41.00 , 34.44 , 4.04 , 38.48 ,,     ,014949716151,     ,     ,,"15""S", 2 ,     , 114 ,05/01/16  ,     ,          ,     ,          ,
GA,    ,036312,#2,ROSA FLWR CAR R SCARLET P17373,"Rosa x 'NOA83100B' P.P. #17,373                             ",Flower Carpet®  Scarlet Groundcover Rose,ROS,05,ATI, 15.75 , 13.23 , 1.35 , 12.38 ,,     ,014949211779,     ,     ,,"8""H - 10""S", 5 ," 1,364 "," 1,364 ",04/15/16  ,     ,          ,     ,          ,"3WG2, 3WG3"
GA,    ,036315PT,#5 PATIO TREE,ROSA FLWR CAR R SCARLET P17373,"Rosa x 'NOA83100B' P.P. #17,373                             ",Flower Carpet®  Scarlet Groundcover Rose,ROS,05,ATI, 41.00 , 34.44 , 4.04 , 38.48 ,,     ,014949313220,     ,     ,,, 2 ,     , 95 ,05/01/16  ,     ,          ,     ,          ,
GA,    ,070215PT,#5 PATIO TREE,ROSA FLWR CAR R WHITE P9573,Rosa x 'Noaschnee' P.P.# 9573                               ,Flower Carpet®  White Groundcover Rose,ROS,05,ATI, 41.00 , 34.44 , 4.04 , 38.48 ,,     ,014949702451,     ,     ,,"15""S", 2 ,     , 155 ,05/01/16  ,     ,          ,     ,          ,
GA,    ,042822S,SuperTwo,ROSA KNCK OUT R DBL PNK P18507,Rosa x 'Radtkopink' P.P.# 18507                             ,Pink Double Knock Out®  Rose,ROS,04,CPC, 13.75 , 11.55 , 1.79 , 11.42 ,,     ,014949370209,     ,     ,,"12""H - 12""S", 5 , 115 , 115 ,08/20/15  ,     ,          ,     ,          ,"7PD2, 7PD4"
GA,    ,042823S,Super 3,ROSA KNCK OUT R DBL PNK P18507,Rosa x 'Radtkopink' P.P.# 18507                             ,Pink Double Knock Out®  Rose,ROS,04,CPC, 16.00 , 13.44 , 2.15 , 15.59 ,,     ,014949384084,     ,     ,,, 5 ,     , 286 ,09/01/15  ," 1,981 ",04/15/16  ,     ,          ,
GA,    ,042825,#5,ROSA KNCK OUT R DBL PNK P18507,Rosa x 'Radtkopink' P.P.# 18507                             ,Pink Double Knock Out®  Rose,ROS,04,CPC, 18.00 , 15.12 , 2.69 , 15.29 ,,     ,014949257593,     ,     ,,"14""H - 16""S", 5 , 103 , 225 ,08/20/15  ,     ,          ,     ,          ,3WG9
GA,    ,042825PT,#5 PATIO TREE,ROSA KNCK OUT R DBL PNK P18507,Rosa x 'Radtkopink' P.P.# 18507                             ,Pink Double Knock Out®  Rose,ROS,04,CPC, 41.00 , 34.44 , 4.04 , 38.48 ,,     ,014949313268,     ,     ,,"15""S", 2 , 50 , 50 ,05/01/16  ,     ,          ,     ,          ,"3PB5, 3PB6"
GA,    ,030902S,SuperTwo,ROSA KNCK OUT R DBL RD P16202,Rosa x 'Radtko' P.P.# 16202                                 ,Double Knock Out®  Rose,ROS,04,CPC, 13.75 , 11.55 , 1.79 , 13.34 ,,     ,014949370223,     ,     ,CUT BACK,"12""H - 12""S", 5 , 281 , 281 ,09/01/15  ,     ,          ,     ,          ,3BR1
GA,    ,030903S,Super 3,ROSA KNCK OUT R DBL RD P16202,Rosa x 'Radtko' P.P.# 16202                                 ,Double Knock Out®  Rose,ROS,04,CPC, 16.00 , 13.44 , 2.15 , 15.59 ,,     ,014949420065,     ,     ,,, 5 ,     , 131 ,09/01/15  , 853 ,01/01/16  ,     ,          ,
GA,    ,030905,#5,ROSA KNCK OUT R DBL RD P16202,Rosa x 'Radtko' P.P.# 16202                                 ,Double Knock Out®  Rose,ROS,04,CPC, 18.00 , 15.12 , 2.69 , 17.81 ,,     ,014949236758,     ,     ,,"14""H - 16""S", 5 , 1 , 195 ,09/01/15  ,     ,          ,     ,          ,3WL3
GA,    ,030905PT,#5 PATIO TREE,ROSA KNCK OUT R DBL RD P16202,Rosa x 'Radtko' P.P.# 16202                                 ,Double Knock Out®  Rose,ROS,04,CPC, 41.00 , 34.44 , 4.04 , 38.48 ,,     ,014949192337,     ,     ,,"15""S", 2 , 200 , 200 ,05/01/16  ,     ,          ,     ,          ,"3WG15, 3WG16, 3WG5, 3WG8"
GA,    ,011622S,SuperTwo,ROSA KNCK OUT R P11836 (RED),Rosa x 'Radrazz' P.P.# 11836                                ,Knock Out®  Shrub Rose,ROS,04,CPC, 13.75 , 11.55 , 1.79 , 11.42 ,,     ,014949370216,     ,     ,,"12""H - 12""S", 5 , 74 , 74 ,08/08/15  ,     ,          ,     ,          ,"7PD1, 7PD3"
GA,    ,011623S,Super 3,ROSA KNCK OUT R P11836 (RED),Rosa x 'Radrazz' P.P.# 11836                                ,Knock Out®  Shrub Rose,ROS,04,CPC, 16.00 , 13.44 , 2.15 , 15.59 ,,     ,014949416440,     ,     ,,, 5 ,     ," 2,623 ",04/15/16  ,     ,          ,     ,          ,
GA,    ,011625,#5,ROSA KNCK OUT R P11836 (RED),Rosa x 'Radrazz' P.P.# 11836                                ,Knock Out®  Shrub Rose,ROS,04,CPC, 18.00 , 15.12 , 2.69 , 15.29 ,,     ,014949116258,     ,     ,,"14""H - 16""S", 5 , 612 , 612 ,08/08/15  ,     ,          ,     ,          ,"3BR3, 3WG14, 3WG15, 3WG3, 3WL5"
GA,    ,011625PT,#5 PATIO TREE,ROSA KNCK OUT R P11836 (RED),Rosa x 'Radrazz' P.P.# 11836                                ,Knock Out®  Shrub Rose,ROS,04,CPC, 41.00 , 34.44 , 4.04 , 38.48 ,,     ,014949060834,     ,     ,,"15""S", 2 , 192 , 192 ,05/01/16  ,     ,          ,     ,          ,"3PB5, 3WG5, 3WG5 H"
GA,    ,022152S,SuperTwo,ROSA KNCK OUT R P15070 (PINK),Rosa x 'Radcon' P.P.# 15070                                 ,Pink Knock Out®  Rose,ROS,04,CPC, 13.75 , 11.55 , 1.79 , 11.42 ,,     ,014949370230,     ,     ,,"12""H - 12""S", 5 , 784 , 784 ,08/20/15  ,     ,          ,     ,          ,"3WG6, 3WG6 H, 3WG9"
GA,    ,022153S,Super 3,ROSA KNCK OUT R P15070 (PINK),Rosa x 'Radcon' P.P.# 15070                                 ,Pink Knock Out®  Rose,ROS,04,CPC, 16.00 , 13.44 , 2.15 , 15.59 ,,     ,014949416471,     ,     ,,, 5 ," 1,108 "," 1,108 ",01/01/16  ,     ,          ,     ,          ,"3WG15, 3WG8"
GA,    ,022155,#5,ROSA KNCK OUT R P15070 (PINK),Rosa x 'Radcon' P.P.# 15070                                 ,Pink Knock Out®  Rose,ROS,04,CPC, 18.00 , 15.12 , 2.69 , 15.29 ,,     ,014949059494,     ,     ,,"14""H - 16""S", 5 ," 1,334 ",     ,          ,     ,          ,     ,          ,"3BR4, 3BV5, 3WG15, 3WG16"
GA,    ,022155PT,#5 PATIO TREE,ROSA KNCK OUT R P15070 (PINK),Rosa x 'Radcon' P.P.# 15070                                 ,Pink Knock Out®  Rose,ROS,04,CPC, 41.00 , 34.44 , 4.04 , 38.48 ,,     ,014949059500,     ,     ,,"15""S", 2 , 15 , 15 ,05/01/16  ,     ,          ,     ,          ,3WG5
GA,    ,037863,#3,ROSA KNCK OUT R SUNNY P18562,Rosa x 'Radsunny'  P.P.# 18562                              ,Sunny Knock Out®  Rose,ROS,05,CPC,     ,     , 2.15 , 2.15 ,,     ,014949384091,     ,     ,,, 5 ,     ," 1,135 ",08/10/15  ,     ,          ,     ,          ,
GA,2013,089112,#2,ROSA SUNROSA TM RED,Rosa x 'ZARSBJOH' P.P.A.F.                                  ,Sunrosa™  Red Shrub Rose,ROS,04,, 16.25 , 13.65 , 1.35 , 12.73 ,,     ,014949374856,     ,     ,,"8""H - 10""S", 5 , 7 ,     ,          ,     ,          ,     ,          ,3WG3
GA,2013,089102,#2,ROSA SUNROSA TM SOFT PINK,Rosa x 'Soft Pink'                                          ,Sunrosa™  Soft Pink Shrub Rose,ROS,04,, 16.25 , 13.65 , 1.35 , 12.73 ,,     ,014949374771,     ,     ,,"8""H - 10""S", 5 , 853 ,     ,          ,     ,          ,     ,          ,3WG3
GA,2014,098583,#3,ROSA WHITE OUT TM PP20273,"Rosa x 'Radwhite' PP #20,273                                ",White Out™  Rose,ROS,05,CPC, 15.75 , 13.23 , 2.15 , 15.38 ,,     ,014949176207,     ,     ,,, 5 ,     , 12 ,08/25/15  , 12 ,09/01/15  , 12 ,09/30/15  ,
GA,    ,070151,#1,ROSA-CL-BANKSIAE ALBA PLENA,Rosa banksiae 'Alba Plena'                                  ,White Lady Banks Climbing Rose                              ,ROS,06,, 7.50 , 6.30 , 0.54 , 6.84 ,,     ,014949701515,     ,     ,-,"24""H", 10 , 54 , 54 ,09/01/15  ,     ,          ,     ,          ,1Q 7
GA,    ,070152,#2,ROSA-CL-BANKSIAE ALBA PLENA,Rosa banksiae 'Alba Plena'                                  ,White Lady Banks Climbing Rose                              ,ROS,06,, 17.00 , 14.28 , 1.35 , 15.63 ,,     ,014949428740,     ,     ,,, 5 ,     ," 1,235 ",04/15/16  ,     ,          ,     ,          ,
GA,    ,070202,#2,ROSA-CL-BANKSIAE LUTEA,Rosa banksiae 'Lutea'                                       ,Yellow Lady Banks Climbing Rose                             ,ROS,06,, 17.00 , 14.28 , 1.35 , 15.63 ,,     ,014949428757,     ,     ,,, 5 ,     ," 1,395 ",04/15/16  ,     ,          ,     ,          ,
GA,    ,070205,#5,ROSA-CL-BANKSIAE LUTEA,Rosa banksiae 'Lutea'                                       ,Yellow Lady Banks Climbing Rose                             ,ROS,06,, 24.00 , 20.16 , 2.69 , 22.85 ,,     ,014949702055,     ,     ,,"48""H", 5 , 603 , 600 ,08/01/15  ," 1,264 ",03/28/16  ,     ,          ,1Q 6
GA,    ,062691,#1,ROSMARINUS BLUE SPIRES,Rosmarinus officinalis 'Blue Spires'                        ,Blue Spires Rosemary                                        ,EVS,06,, 7.00 , 5.88 , 0.54 , 6.42 ,,     ,014949353783,     ,     ,,CAN FULL, 10 ,     , 132 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,06269UT,LittleOne,ROSMARINUS BLUE SPIRES,Rosmarinus officinalis 'Blue Spires'                        ,Blue Spires Rosemary                                        ,EVS,06,, 4.25 , 3.57 , 0.40 , 3.38 ,,     ,014949308783,     ,     ,,CAN FULL, 16 , 200 , 200 ,03/28/16  ,     ,          ,     ,          ,1MC9
GA,    ,070321,#1,ROSMARINUS HUNTINGTON CARPET,Rosmarinus officinalis 'Huntington Carpet'                  ,Huntington Carpet Rosemary                                  ,EVS,08,, 7.00 , 5.88 , 0.54 , 6.42 ,,     ,014949703212,     ,     ,,"6""H - 6""S", 10 ,     , 16 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,041361,#1,ROSMARINUS ROMAN BTY PP18192,"Rosmarinus officinalis 'Roman Beauty' P.P.# 18,192          ",Roman Beauty Rosemary                                       ,EVS,08,PHI, 7.00 , 5.88 , 0.54 , 6.42 ,,     ,014949355459,     ,     ,,"6""H - 6""S", 10 ,     ," 1,181 ",03/28/16  ,     ,          ,     ,          ,
GA,    ,025961,#1,RUBUS CALYCINOIDES,Rubus calycinoides                                          ,Creeping Bramble                                            ,PRN,07,, 5.25 , 4.41 , 0.54 , 4.95 ,,     ,014949054352,     ,     ,-,CAN FULL, 10 , 196 ,     ,          ,     ,          ,     ,          ,1MF2
GA,    ,070342,#2 STAKED,RUBUS CANBY RED RASPBERRY,Rubus idaeus 'Canby Red'                                    ,Canby Red Raspberry                                         ,DCS,04,, 17.00 , 14.28 , 1.35 , 15.63 ,,     ,014949353660,     ,     ,,, 5 ,     , 217 ,08/01/15  ,     ,          ,     ,          ,
GA,2011,067842,#2 STAKED,RUBUS IDEAUS FALL GOLD RASPBRY,Rubus idaeus var. strigosus 'Fall Gold'                     ,Fall Gold Raspberry                                         ,DCS,03,, 13.00 , 10.92 , 1.35 , 12.27 ,,     ,014949327135,     ,     ,,, 5 ,     , 2 ,10/01/15  ,     ,          ,     ,          ,
GA,2013,079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,"Rubus idaeus 'NR7' P.P. #22,141                             ",BrazelBerries®  Raspberry Shortcake™  Dwarf Thor,DCS,05,FCF, 16.75 , 14.07 , 1.35 , 13.08 ,,     ,014949357132,     ,     ,,"12""H - 12""S", 5 , 48 , 48 ,03/28/16  ,     ,          ,     ,          ,1H 5
GA,    ,071011,#1,RUDBECKIA FULGIDA GOLDSTURM,Rudbeckia fulgida var. sullivantii 'Goldsturm'              ,Goldsturm Black Eyed Susan                                  ,PRN,03,, 5.25 , 4.41 , 0.54 , 4.22 ,,     ,014949782118,     ,     ,-,CAN FULL, 10 ,     , 112 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,07101UT,LittleOne,RUDBECKIA FULGIDA GOLDSTURM,Rudbeckia fulgida var. sullivantii 'Goldsturm'              ,Goldsturm Black Eyed Susan                                  ,PRN,03,, 3.25 , 2.73 , 0.40 , 2.68 ,,     ,014949046357,     ,     ,-,CAN FULL, 16 ,     , 49 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,055421,#1,RUDBECKIA HIR CHERRY BRANDY,Rudbeckia hirta 'Cherry Brandy'                             ,Cherry Brandy Gloriosa Daisy                                ,PRN,04,, 5.75 , 4.83 , 0.54 , 5.37 ,,     ,014949286227,     ,     ,-,, 10 ,     , 32 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,011691,#1,RUDBECKIA HIR INDIAN SUMMER,Rudbeckia hirta 'Indian Summer'                             ,Indian Summer Black-Eyed Susan                              ,PRN,04,, 5.25 , 4.41 , 0.54 , 4.22 ,,     ,014949023709,     ,     ,BUDS & BLOOMS,CAN FULL, 10 , 83 , 137 ,03/28/16  ,     ,          ,     ,          ,1K 0
GA,2014,018631,#1,RUDBECKIA LTLE GOLDSTAR P22397,"Rudbeckia 'Little GoldStar' P.P.# 22,397                    ",Little GoldStar Black Eyed Susan                            ,PRN,04,, 5.25 , 4.41 , 0.54 , 4.95 ,,     ,014949379134,     ,     ,,, 10 ,     , 27 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,070271,#1,RUELLIA KATIE,Ruellia brittoniana 'Katie'                                 ,Dwarf Katie Ruellia                                         ,PRN,08,, 5.25 , 4.41 , 0.54 , 4.22 ,,     ,014949702710,     ,     ,,CAN FULL, 10 , 390 ,     ,          ,     ,          ,     ,          ,1P5J
GA,    ,070607,#7,SALIX BABYLONICA,Salix babylonica                                            ,Weeping Willow                                              ,TRE,05,,     ,     , 7.62 , 7.62 ,,     ,014949046180,     ,     ,,"72""H", 2 , 7 ,     ,          ,     ,          ,     ,          ,3CD2
GA,    ,070615,#5,SALIX INTEGRA HAKURO NISHIKI,Salix integra 'Hakuro Nishiki'                              ,Dappled Willow                                              ,DCS,04,, 23.25 , 19.53 , 2.69 , 22.22 ,,     ,014949706152,     ,     ,,"18""H - 15""S", 5 ,     , 247 ,11/01/15  ,     ,          ,     ,          ,
GA,    ,070615PT,#5 PATIO TREE,SALIX INTEGRA HAKURO NISHIKI,Salix integra 'Hakuro Nishiki'                              ,Dappled Willow                                              ,DCS,04,, 42.75 , 35.91 , 4.04 , 39.95 ,,     ,014949706558,     ,     ,,, 2 ,     , 10 ,04/01/16  ,     ,          ,     ,          ,
GA,    ,034921,#1,SALVIA GAUR BLACK & BLUE,Salvia guaranitica 'Black and Blue'                         ,Black And Blue Sage                                         ,PRN,07,, 5.25 , 4.41 , 0.54 , 4.22 ,,     ,014949072585,     ,     ,-,"6""H - 6""S", 10 , 64 ,     ,          ,     ,          ,     ,          ,1MA1
GA,2015,409171,#1,SALVIA GREGGII RADIO RED,Salvia greggii 'Radio Red' P.P.A.F.                         ,Radio Red Autumn Sage                                       ,PRN,07,BHC, 5.25 , 4.41 , 0.54 , 4.95 ,,     ,014949416006,     ,     ,,, 10 ,     , 29 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,091401,#1,SALVIA L SANTA BARBARA PP12949,Salvia leucantha 'Santa Barbara' P.P.# 12949                ,Santa Barbara Mexican Bush Sage                             ,PRN,09,PHI, 6.00 , 5.04 , 0.54 , 5.58 ,,     ,014949914014,     ,     ,,"6""H - 6""S", 10 ,     , 74 ,08/15/15  ,     ,          ,     ,          ,
