Code,Item#,Item Description,Common,OR 2013,,,,,,
066802,6680,POTENTILLA GOLD STAR,Gold Star Potentilla,12.00 ,,,,,,
066681,6668,POTENTILLA GOLDFINGER,Goldfinger Potentilla,5.50 ,,,,,,
066681S,6668,POTENTILLA GOLDFINGER,Goldfinger Potentilla,6.50 ,,,,,,
066682,6668,POTENTILLA GOLDFINGER,Goldfinger Potentilla,12.00 ,,,,,,
066685,6668,POTENTILLA GOLDFINGER,Goldfinger Potentilla,18.50 ,,,,,,
06264UT,6264,POTENTILLA NEUMANNIANA NANA,Alpine Cinquefoil,,,,,,,
086651,8665,POTENTILLA PINK BEAUTY P9874,Pink Beauty Potentilla,6.00 ,,,,,,
086652,8665,POTENTILLA PINK BEAUTY P9874,Pink Beauty Potentilla,12.50 ,,,,,,
066771,6677,POTENTILLA RED ACE,Red Ace Potentilla,5.50 ,,,,,,
066772,6677,POTENTILLA RED ACE,Red Ace Potentilla,12.00 ,,,,,,
066741,6674,POTENTILLA SUNSET,Sunset Potentilla,5.50 ,,,,,,
066742,6674,POTENTILLA SUNSET,Sunset Potentilla,12.00 ,,,,,,
06265UT,6265,PRATIA ANGULATA,Fragrant Carpet,,,,,,,
06266UT,6266,PRATIA P COUNTY PARK,County Park Star Creeper,,,,,,,
066845,6684,PROSOPIS CHIL-THORNLESS,Thornless Chilean Mesquite,,,,,,,
06684M,6684,PROSOPIS CHIL-THORNLESS,Thornless Chilean Mesquite,,,,,,,
039065,3906,PROSOPIS GL MAVERICK TM,,,,,,,,
053842,5384,PROSTANTHERA CUN BADJA PEAK,Badja Peak Mint Bush,14.00 ,,,,,,
053845,5384,PROSTANTHERA CUN BADJA PEAK,Badja Peak Mint Bush,19.25 ,,,,,,
016515,1651,PRUNUS AMANOGAWA,Amanogawa Japanese Flowering Cherry,29.50 ,,,,,,
067001,6700,PRUNUS CAR BRIGHT N TIGHT TM,Bright 'N Tight ™ Carolina Laurel,,,,,,,
067005,6700,PRUNUS CAR BRIGHT N TIGHT TM,Bright 'N Tight ™ Carolina Laurel,,,,,,,
067009,6700,PRUNUS CAR BRIGHT N TIGHT TM,Bright 'N Tight ™ Carolina Laurel,,,,,,,
06700M,6700,PRUNUS CAR BRIGHT N TIGHT TM,Bright 'N Tight ™ Carolina Laurel,,,,,,,
06700X,6700,PRUNUS CAR BRIGHT N TIGHT TM,Bright 'N Tight ™ Carolina Laurel,,,,,,,
066835,6683,PRUNUS CER KRAUTER VESUVIUS,Krauter Vesuvius Purple Leaf Plum,25.75 ,,,,,,
066885,6688,PRUNUS CER THUNDERCLOUD,Thundercloud Purple Leaf Plum,25.75 ,,,,,,
06688M,6688,PRUNUS CER THUNDERCLOUD,Thundercloud Purple Leaf Plum,42.00 ,,,,,,
031815,3181,PRUNUS CRMSON POINTE TM P19564,Crimson Pointe ™ Flowering Plum,29.50 ,,,,,,
03181M,3181,PRUNUS CRMSON POINTE TM P19564,Crimson Pointe ™ Flowering Plum,52.50 ,,,,,,
016525,1652,PRUNUS DREAM CATCHER,Dream Catcher Flowering Cherry,29.50 ,,,,,,
01655M,1655,PRUNUS KIKU-ZAKURA ON SERRULA,Cheal's Weeping Cherry,89.50 ,,,,,,
01654M,1654,PRUNUS KWANZAN ON SERRULA,Kwanzan on Serrula Flowering Cherry,89.50 ,,,,,,
019095,1909,PRUNUS LAUR ETNA,Etna English Laurel,21.50 ,,,,,,
019097,1909,PRUNUS LAUR ETNA,Etna English Laurel,39.50 ,,,,,,
067101,6710,PRUNUS LAUR MT VERNON,Mount Vernon English Laurel,7.25 ,,,,,,
067102,6710,PRUNUS LAUR MT VERNON,Mount Vernon English Laurel,15.00 ,,,,,,
067071,6707,PRUNUS LAUR NANA,Dwarf English Laurel,7.25 ,,,,,,
067075,6707,PRUNUS LAUR NANA,Dwarf English Laurel,20.50 ,,,,,,
067151,6715,PRUNUS LAUR OTTO LUYKEN,Otto Luyken English Laurel,6.75 ,,,,,,
067152,6715,PRUNUS LAUR OTTO LUYKEN,Otto Luyken English Laurel,12.50 ,,,,,,
067155,6715,PRUNUS LAUR OTTO LUYKEN,Otto Luyken English Laurel,17.50 ,,,,,,
067157,6715,PRUNUS LAUR OTTO LUYKEN,Otto Luyken English Laurel,39.50 ,,,,,,
067171,6717,PRUNUS LAUR SCHIPKAENSIS,Schipka Cherry Laurel,7.25 ,,,,,,
067172,6717,PRUNUS LAUR SCHIPKAENSIS,Schipka Cherry Laurel,15.00 ,,,,,,
067175,6717,PRUNUS LAUR SCHIPKAENSIS,Schipka Cherry Laurel,20.50 ,,,,,,
067177,6717,PRUNUS LAUR SCHIPKAENSIS,Schipka Cherry Laurel,39.50 ,,,,,,
067051,6705,PRUNUS LAUROCERASUS,English Laurel,7.25 ,,,,,,
067051S,6705,PRUNUS LAUROCERASUS,English Laurel,8.25 ,,,,,,
067055,6705,PRUNUS LAUROCERASUS,English Laurel,20.50 ,,,,,,
067057,6705,PRUNUS LAUROCERASUS,English Laurel,39.50 ,,,,,,
067051C,6705,PRUNUS LAUROCERASUS (CA CERT),English Laurel,7.25 ,,,,,,
067055C,6705,PRUNUS LAUROCERASUS (CA CERT),English Laurel,20.50 ,,,,,,
056272,5627,PRUNUS LUSITANICA VARIEGATA,,,,,,,,
056275,5627,PRUNUS LUSITANICA VARIEGATA,,,,,,,,
066955,6695,PRUNUS PEN PLENO ROSEA,Double Weeping Rosebud Cherry,36.50 ,,,,,,
066955PT,6695,PRUNUS PEN PLENO ROSEA,Double Weeping Rosebud Cherry,36.50 ,,,,,,
06695M,6695,PRUNUS PEN PLENO ROSEA,Double Weeping Rosebud Cherry,89.50 ,,,,,,
07030MT,7030,PRUNUS PER BONFIRE PEACH,Ornamental Dwarf Peach,,,,,,,
06624MT,6624,PRUNUS PER FAIRTIME PEACH,,,,,,,,
06797MT,6797,PRUNUS PER NECTAR PEACH,,,,,,,,
06627MT,6627,PRUNUS PER O'HENRY PEACH,,,,,,,,
06796MT,6796,PRUNUS PER SANTA BARBARA PEACH,Santa Barbara Peach,,,,,,,
06626MT,6626,PRUNUS PER SNOW FLARE PP15192,,,,,,,,
028025,2802,PRUNUS SER ANGELS BLSH R TAIZO,Angel's Blush ® Flowering Cherry,36.50 ,,,,,,
066915,6691,PRUNUS SER KWANZAN,Kwanzan Flowering Cherry,36.50 ,,,,,,
066945,6694,PRUNUS SER MOUNT FUJI,Mount Fuji Japanese Flowering Cherry,36.50 ,,,,,,
043395,4339,PRUNUS WEEPING EXTRAORDNARE TM,Weeping Extraordinaire ™ Double Fl,36.50 ,,,,,,
04339M,4339,PRUNUS WEEPING EXTRAORDNARE TM,Weeping Extraordinaire ™ Double Fl,89.50 ,,,,,,
06167MT,6167,PRUNUS X BEAUTY PLUM,Beauty Japanese Plum,,,,,,,
06733MT,6733,PRUNUS X BING CHERRY,Bing Sweet Cherry,,,,,,,
059945TR,5994,PRUNUS X BLENHEIM APRICOT,,,,,,,,
06168MT,6168,PRUNUS X BURGUNDY PLUM,Burgundy Japanese Plum,,,,,,,
06743MT,6743,PRUNUS X CHINESE APRICOT,Chinese Apricot,,,,,,,
066871,6687,PRUNUS X CISTENA,Dwarf Red-Leaf Sand Cherry,,,,,,,
066872,6687,PRUNUS X CISTENA,Dwarf Red-Leaf Sand Cherry,,,,,,,
066875,6687,PRUNUS X CISTENA,Dwarf Red-Leaf Sand Cherry,,,,,,,
066875PT,6687,PRUNUS X CISTENA,Dwarf Red-Leaf Sand Cherry,,,,,,,
06144MT,6144,PRUNUS X DESERT GOLD PEACH,Desert Gold Peach,,,,,,,
06798MT,6798,PRUNUS X FANTASIA NECTARINE,Fantasia Nectarine,,,,,,,
06142MT,6142,PRUNUS X FLAVORTOP NECTARINE,Flavortop Nectarine,,,,,,,
06143MT,6143,PRUNUS X GLEASON ELBERTA PEACH,Gleason Early Elberta Peach,,,,,,,
06741MT,6741,PRUNUS X HARCOT APRICOT,Harcot Apricot,,,,,,,
06128MT,6128,PRUNUS X LAPINS CHERRY,Lapins Sweet Cherry,,,,,,,
06795MT,6795,PRUNUS X OZARK PREMIER PLUM,Ozark Premier Plum,,,,,,,
06735MT,6735,PRUNUS X REDHAVEN PEACH,Redhaven Peach,,,,,,,
059965TR,5996,PRUNUS X SANTA ROSA PLUM,Santa Rosa Plum,,,,,,,
05996MT,5996,PRUNUS X SANTA ROSA PLUM,Santa Rosa Plum,,,,,,,
066935ST,6693,PRUNUS X SNOW FOUNTAIN TM,Snow Fountains ® Weeping Cherry,36.50 ,,,,,,
06693MSE,6693,PRUNUS X SNOW FOUNTAIN TM,Snow Fountains ® Weeping Cherry,89.50 ,,,,,,
06693MST,6693,PRUNUS X SNOW FOUNTAIN TM,Snow Fountains ® Weeping Cherry,68.50 ,,,,,,
06799MT,6799,PRUNUS X SNOW QUEEN NECTARINE,Snow Queen Nectarine,,,,,,,
06141MT,6141,PRUNUS X STELLA CHERRY,Stella Sweet Cherry,,,,,,,
06802MT,6802,PRUNUS X SUNRED NECTARINE,,,,,,,,
06110MT,6110,PRUNUS X TILTON APRICOT,,,,,,,,
06116MT,6116,PRUNUS X TROPIC GOLD APRICOT,Tropic Gold ™ Apricot,,,,,,,
066985,6698,PRUNUS X YEDOENSIS AKEBONO,Akebono Yoshino Cherry,36.50 ,,,,,,
043082,4308,PSEUDOPANAX LAETUS,Kiwi Gem ™ Shrub Panax,14.75 ,,,,,,
04308M,4308,PSEUDOPANAX LAETUS,Kiwi Gem ™ Shrub Panax,68.00 ,,,,,,
084701,8470,PULMONARIA DE VROOMAN'S PRIDE,,6.25 ,,,,,,
011061,1106,PULMONARIA RASP SPLASH PP12138,Raspberry Splash Lungwort,6.25 ,,,,,,
035611,3561,PULMONARIA TREVI FOUNTN P13047,Trevi Fountain Lungwort,6.75 ,,,,,,
068012,6801,PUNICA GR SMITH ANGLRD PP16578,Angel Red ® Pomegranate,,,,,,,
068015,6801,PUNICA GR SMITH ANGLRD PP16578,Angel Red ® Pomegranate,26.50 ,,,,,,
068015PT,6801,PUNICA GR SMITH ANGLRD PP16578,Angel Red ® Pomegranate,,,,,,,
06801M,6801,PUNICA GR SMITH ANGLRD PP16578,Angel Red ® Pomegranate,,,,,,,
06801MT,6801,PUNICA GR SMITH ANGLRD PP16578,Angel Red ® Pomegranate,,,,,,,
067451,6745,PUNICA GRAN WONDERFUL,Fruiting Pomegranate,,,,,,,
067455,6745,PUNICA GRAN WONDERFUL,Fruiting Pomegranate,,,,,,,
067455PT,6745,PUNICA GRAN WONDERFUL,Fruiting Pomegranate,,,,,,,
067401,6740,PUNICA GRANATUM NANA,Dwarf Pomegranate,,,,,,,
067402,6740,PUNICA GRANATUM NANA,Dwarf Pomegranate,,,,,,,
06740EPT,6740,PUNICA GRANATUM NANA,Dwarf Pomegranate,,,,,,,
06740EST,6740,PUNICA GRANATUM NANA,Dwarf Pomegranate,,,,,,,
060221,6022,PUYA ALPESTRIS,,,,,,,,
067701,6770,PYRACANTHA ANG YUKON BELLE R,Yukon Belle ® Pyracantha,6.00 ,,,,,,
067701ST,6770,PYRACANTHA ANG YUKON BELLE R,Yukon Belle ® Pyracantha,,,,,,,
067705,6770,PYRACANTHA ANG YUKON BELLE R,Yukon Belle ® Pyracantha,19.50 ,,,,,,
067705DE,6770,PYRACANTHA ANG YUKON BELLE R,Yukon Belle ® Pyracantha,,,,,,,
067705ES,6770,PYRACANTHA ANG YUKON BELLE R,Yukon Belle ® Pyracantha,,,,,,,
067705PE,6770,PYRACANTHA ANG YUKON BELLE R,Yukon Belle ® Pyracantha,,,,,,,
067705PT,6770,PYRACANTHA ANG YUKON BELLE R,Yukon Belle ® Pyracantha,,,,,,,
067705ST,6770,PYRACANTHA ANG YUKON BELLE R,Yukon Belle ® Pyracantha,,,,,,,
067705TE,6770,PYRACANTHA ANG YUKON BELLE R,Yukon Belle ® Pyracantha,,,,,,,
067805,6780,PYRACANTHA COC KASAN,Kasan Pyracantha,,,,,,,
068001,6800,PYRACANTHA COC LOWBOY,Lowboy Pyracantha,,,,,,,
068005,6800,PYRACANTHA COC LOWBOY,Lowboy Pyracantha,,,,,,,
068305ST,6830,PYRACANTHA FORT GRABERI,Graber's Pyracantha,,,,,,,
069001ST,6900,PYRACANTHA KOID VICTORY,Victory Pyracantha,,,,,,,
069005DE,6900,PYRACANTHA KOID VICTORY,Victory Pyracantha,,,,,,,
069005ES,6900,PYRACANTHA KOID VICTORY,Victory Pyracantha,,,,,,,
069005ST,6900,PYRACANTHA KOID VICTORY,Victory Pyracantha,,,,,,,
069007ES,6900,PYRACANTHA KOID VICTORY,Victory Pyracantha,,,,,,,
068501,6850,PYRACANTHA X MOHAVE,Mohave Pyracantha,,,,,,,
068501ST,6850,PYRACANTHA X MOHAVE,Mohave Pyracantha,,,,,,,
068505,6850,PYRACANTHA X MOHAVE,Mohave Pyracantha,,,,,,,
068505ES,6850,PYRACANTHA X MOHAVE,Mohave Pyracantha,,,,,,,
068505ST,6850,PYRACANTHA X MOHAVE,Mohave Pyracantha,,,,,,,
068601,6860,PYRACANTHA X RED ELF TM,Red Elf ™ Pyracantha,,,,,,,
068602,6860,PYRACANTHA X RED ELF TM,Red Elf ™ Pyracantha,,,,,,,
068605,6860,PYRACANTHA X RED ELF TM,Red Elf ™ Pyracantha,,,,,,,
039825,3982,PYRACANTHA X SLVRLNG TM P15517,Silver Lining ™ Pyracantha,,,,,,,
069155,6915,PYRUS CALL BRADFORD,Bradford Flowering Pear,,,,,,,
069157,6915,PYRUS CALL BRADFORD,Bradford Flowering Pear,,,,,,,
069165,6916,PYRUS CALL CAPITAL,Capital Flowering Pear,,,,,,,
069085,6908,PYRUS CALL CLEVELAND SELECT,Cleveland Select Flowering Pear,29.50 ,,,,,,
030595,3059,PYRUS CALL JACK R,Jack ® Flowering Pear,29.50 ,,,,,,
030597,3059,PYRUS CALL JACK R,Jack ® Flowering Pear,42.00 ,,,,,,
069195,6919,PYRUS CALL WHITEHOUSE,Whitehouse Flowering Pear,,,,,,,
069285,6928,PYRUS KAWAKAMII,Evergreen Pear,,,,,,,
06149MT,6149,PYRUS X BARTLETT PEAR,Bartlett Pear,,,,,,,
06146MT,6146,PYRUS X BEURRE D'ANJOU PEAR,Beurre D'Anjou Pear,,,,,,,
06152MT,6152,PYRUS X COMICE PEAR,Comice Pear,,,,,,,
06163MT,6163,PYRUS X HOSUI PEAR,Hosui Asian Pear,,,,,,,
039865,3986,QUERCUS NUTTALLII CHARISMA R,Charisma ® Nuttall Oak,,,,,,,
039869,3986,QUERCUS NUTTALLII CHARISMA R,Charisma ® Nuttall Oak,,,,,,,
069455,6945,QUERCUS PALUSTRIS,Pin Oak,22.50 ,,,,,,
069315,6931,QUERCUS ROBUR FASTIGIATA,Columnar English Oak,31.50 ,,,,,,
069255,6925,QUERCUS RUBRA,Northern Red Oak,22.50 ,,,,,,
069711,6971,RATIBIDA COLUMNIFERA,Mexican Hat,,,,,,,
020791S,2079,RHAMNUS FRA FINELINE R PP14791,Fine Line ® Fern Leaf Buckthorn,8.25 ,,,,,,
020792S,2079,RHAMNUS FRA FINELINE R PP14791,Fine Line ® Fern Leaf Buckthorn,14.25 ,,,,,,
020795,2079,RHAMNUS FRA FINELINE R PP14791,Fine Line ® Fern Leaf Buckthorn,19.25 ,,,,,,
069775,6977,RHAMNUS FRANGULA ASPLENIFOLIA,Narrow Leaf Buckthorn,18.50 ,,,,,,
064941,6494,RHAPH ELEANOR TABER TM P9398,Eleanor Taber ™ Indian Hawthorn,,,,,,,
064943,6494,RHAPH ELEANOR TABER TM P9398,Eleanor Taber ™ Indian Hawthorn,,,,,,,
064947,6494,RHAPH ELEANOR TABER TM P9398,Eleanor Taber ™ Indian Hawthorn,,,,,,,
020061,2006,RHAPH GEORGIA PETITE P9983,Georgia Petite Indian Hawthorn,,,,,,,
020062,2006,RHAPH GEORGIA PETITE P9983,Georgia Petite Indian Hawthorn,,,,,,,
020063,2006,RHAPH GEORGIA PETITE P9983,Georgia Petite Indian Hawthorn,,,,,,,
020065,2006,RHAPH GEORGIA PETITE P9983,Georgia Petite Indian Hawthorn,,,,,,,
069851,6985,RHAPH IND INDIAN PRINCESS R,Indian Princess ® Indian Hawthorn,,,,,,,
069852,6985,RHAPH IND INDIAN PRINCESS R,Indian Princess ® Indian Hawthorn,,,,,,,
069855,6985,RHAPH IND INDIAN PRINCESS R,Indian Princess ® Indian Hawthorn,,,,,,,
021371,2137,RHAPH INDICA BALLERINA,Ballerina Indian Hawthorne,,,,,,,
021372,2137,RHAPH INDICA BALLERINA,Ballerina Indian Hawthorne,,,,,,,
021375,2137,RHAPH INDICA BALLERINA,Ballerina Indian Hawthorne,,,,,,,
011221,1122,RHAPH SNOW CAP R P15544,Snowcap ® Indian Hawthorn,,,,,,,
011222,1122,RHAPH SNOW CAP R P15544,Snowcap ® Indian Hawthorn,,,,,,,
011223,1122,RHAPH SNOW CAP R P15544,Snowcap ® Indian Hawthorn,,,,,,,
011225,1122,RHAPH SNOW CAP R P15544,Snowcap ® Indian Hawthorn,,,,,,,
011227,1122,RHAPH SNOW CAP R P15544,Snowcap ® Indian Hawthorn,,,,,,,
046751,4675,RHAPH U RUTRHAPH STHRN MOON TM,Southern Moon ® Yedda Hawthorn,5.75 ,,,,,,
046752,4675,RHAPH U RUTRHAPH STHRN MOON TM,Southern Moon ® Yedda Hawthorn,13.50 ,,,,,,
046753,4675,RHAPH U RUTRHAPH STHRN MOON TM,Southern Moon ® Yedda Hawthorn,,,,,,,
046755,4675,RHAPH U RUTRHAPH STHRN MOON TM,Southern Moon ® Yedda Hawthorn,,,,,,,
04675M,4675,RHAPH U RUTRHAPH STHRN MOON TM,Southern Moon ® Yedda Hawthorn,39.50 ,,,,,,
069921,6992,RHAPH UMBELLATA MINOR,Dwarf Yedda Hawthorn,5.25 ,,,,,,
069922,6992,RHAPH UMBELLATA MINOR,Dwarf Yedda Hawthorn,13.00 ,,,,,,
069923,6992,RHAPH UMBELLATA MINOR,Dwarf Yedda Hawthorn,,,,,,,
069925,6992,RHAPH UMBELLATA MINOR,Dwarf Yedda Hawthorn,,,,,,,
069925PT,6992,RHAPH UMBELLATA MINOR,Dwarf Yedda Hawthorn,,,,,,,
069601,6960,RHAPH X MAJESTIC BEAUTY R,Majestic Beauty ® Indian Hawthorn,,,,,,,
069605,6960,RHAPH X MAJESTIC BEAUTY R,Majestic Beauty ® Indian Hawthorn,19.50 ,,,,,,
069605PT,6960,RHAPH X MAJESTIC BEAUTY R,Majestic Beauty ® Indian Hawthorn,33.50 ,,,,,,
069605TR,6960,RHAPH X MAJESTIC BEAUTY R,Majestic Beauty ® Indian Hawthorn,,,,,,,
069607PT,6960,RHAPH X MAJESTIC BEAUTY R,Majestic Beauty ® Indian Hawthorn,,,,,,,
069609,6960,RHAPH X MAJESTIC BEAUTY R,Majestic Beauty ® Indian Hawthorn,,,,,,,
069609PT,6960,RHAPH X MAJESTIC BEAUTY R,Majestic Beauty ® Indian Hawthorn,,,,,,,
069609TR,6960,RHAPH X MAJESTIC BEAUTY R,Majestic Beauty ® Indian Hawthorn,,,,,,,
009055,905,RHOD (H-1) CATAW BOURSAULT,Boursault Rhododendron,23.50 ,,,,,,
068322,6832,RHOD (H-1) EDITH BOSLEY,Edith Bosley Rhododendron,15.75 ,,,,,,
068325,6832,RHOD (H-1) EDITH BOSLEY,Edith Bosley Rhododendron,23.50 ,,,,,,
030461,3046,RHOD (H-1) ELVIIRA,Elviira Rhododendron,7.75 ,,,,,,
030462,3046,RHOD (H-1) ELVIIRA,Elviira Rhododendron,15.75 ,,,,,,
009401,940,RHOD (H-1) ENGLISH ROSEUM,English Roseum Rhododendron,7.75 ,,,,,,
009402,940,RHOD (H-1) ENGLISH ROSEUM,English Roseum Rhododendron,15.75 ,,,,,,
009405,940,RHOD (H-1) ENGLISH ROSEUM,English Roseum Rhododendron,23.50 ,,,,,,
018012,1801,RHOD (H-1) HAAGA,Haaga Rhododendron,15.75 ,,,,,,
018015,1801,RHOD (H-1) HAAGA,Haaga Rhododendron,23.50 ,,,,,,
016222,1622,RHOD (H-1) HELLIKKI,Hellikki Rhododendron,15.75 ,,,,,,
016225,1622,RHOD (H-1) HELLIKKI,Hellikki Rhododendron,23.50 ,,,,,,
016231,1623,RHOD (H-1) HELSINKI UNIVERSITY,Helsinki University Rhododendron,7.75 ,,,,,,
016235,1623,RHOD (H-1) HELSINKI UNIVERSITY,Helsinki University Rhododendron,23.50 ,,,,,,
009442,944,RHOD (H-1) HENRY'S RED,Henry's Red Rhododendron,15.75 ,,,,,,
009445,944,RHOD (H-1) HENRY'S RED,Henry's Red Rhododendron,23.50 ,,,,,,
00944M,944,RHOD (H-1) HENRY'S RED,Henry's Red Rhododendron,44.50 ,,,,,,
009481,948,RHOD (H-1) IGNATIUS SARGENT,Ignatius Sargent Rhododendron,7.75 ,,,,,,
009485,948,RHOD (H-1) IGNATIUS SARGENT,Ignatius Sargent Rhododendron,23.50 ,,,,,,
030212,3021,RHOD (H-1) MIKKELI,Mikkeli Rhododendron,15.75 ,,,,,,
030215,3021,RHOD (H-1) MIKKELI,Mikkeli Rhododendron,23.50 ,,,,,,
009735,973,RHOD (H-1) NORMANDY,Normandy Rhododendron,23.50 ,,,,,,
009751,975,RHOD (H-1) NOVA ZEMBLA,Nova Zembla Rhododendron,7.75 ,,,,,,
009752,975,RHOD (H-1) NOVA ZEMBLA,Nova Zembla Rhododendron,15.75 ,,,,,,
009755,975,RHOD (H-1) NOVA ZEMBLA,Nova Zembla Rhododendron,23.50 ,,,,,,
00975M,975,RHOD (H-1) NOVA ZEMBLA,Nova Zembla Rhododendron,44.50 ,,,,,,
009801,980,RHOD (H-1) P.J.M.,P.J.M. Rhododendron,7.75 ,,,,,,
009802,980,RHOD (H-1) P.J.M.,P.J.M. Rhododendron,15.75 ,,,,,,
009805,980,RHOD (H-1) P.J.M.,P.J.M. Rhododendron,23.50 ,,,,,,
009971,997,RHOD (H-1) PURPLE GEM,Purple Gem Rhododendron,7.75 ,,,,,,
009972,997,RHOD (H-1) PURPLE GEM,Purple Gem Rhododendron,15.75 ,,,,,,
010051,1005,RHOD (H-1) RAMAPO,Ramapo Rhododendron,7.75 ,,,,,,
010051S,1005,RHOD (H-1) RAMAPO,Ramapo Rhododendron,8.75 ,,,,,,
010052,1005,RHOD (H-1) RAMAPO,Ramapo Rhododendron,15.75 ,,,,,,
010055,1005,RHOD (H-1) RAMAPO,Ramapo Rhododendron,23.50 ,,,,,,
010151,1015,RHOD (H-1) ROSEUM ELEGANS,Roseum Elegans Rhododendron,7.75 ,,,,,,
010152,1015,RHOD (H-1) ROSEUM ELEGANS,Roseum Elegans Rhododendron,15.75 ,,,,,,
010155,1015,RHOD (H-1) ROSEUM ELEGANS,Roseum Elegans Rhododendron,23.50 ,,,,,,
01015M,1015,RHOD (H-1) ROSEUM ELEGANS,Roseum Elegans Rhododendron,44.50 ,,,,,,
019752,1975,RHOD (H-1) RTR BUZZER BEATER,Buzzer Beater Rhododendron,16.25 ,,,,,,
019755,1975,RHOD (H-1) RTR BUZZER BEATER,Buzzer Beater Rhododendron,24.50 ,,,,,,
019765,1976,RHOD (H-1) RTR FIRESTORM,Firestorm Rhododendron,24.50 ,,,,,,
019772,1977,RHOD (H-1) RTR HOOPLA,Hoopla Rhododendron,16.25 ,,,,,,
019775,1977,RHOD (H-1) RTR HOOPLA,Hoopla Rhododendron,24.50 ,,,,,,
019792,1979,RHOD (H-1) RTR HUSKYMANIA,Huskymania Rhododendron,16.25 ,,,,,,
019795,1979,RHOD (H-1) RTR HUSKYMANIA,Huskymania Rhododendron,24.50 ,,,,,,
020195,2019,RHOD (H-1) RTR MARCH MADNESS,March Madness Rhododendron,24.50 ,,,,,,
019742,1974,RHOD (H-1) RTR SLAM DUNK,Slam Dunk Rhododendron,16.25 ,,,,,,
019745,1974,RHOD (H-1) RTR SLAM DUNK,Slam Dunk Rhododendron,24.50 ,,,,,,
019892,1989,RHOD (H-1) WOJNAR'S PURPLE,Wojnar's Purple Rhododendron,15.75 ,,,,,,
019895,1989,RHOD (H-1) WOJNAR'S PURPLE,Wojnar's Purple Rhododendron,23.50 ,,,,,,
010521,1052,RHOD (H-2) (YAK) YAKU PRINCESS,Yaku Princess Rhododendron,7.75 ,,,,,,
010522,1052,RHOD (H-2) (YAK) YAKU PRINCESS,Yaku Princess Rhododendron,15.75 ,,,,,,
009202,920,RHOD (H-2) CUNNINGHAM'S WHITE,Cunningham's White Rhododendron,15.75 ,,,,,,
009205,920,RHOD (H-2) CUNNINGHAM'S WHITE,Cunningham's White Rhododendron,23.50 ,,,,,,
00920M,920,RHOD (H-2) CUNNINGHAM'S WHITE,Cunningham's White Rhododendron,44.50 ,,,,,,
009252,925,RHOD (H-2) DAPHNOIDES,Daphnoides Rhododendron,15.75 ,,,,,,
009255,925,RHOD (H-2) DAPHNOIDES,Daphnoides Rhododendron,23.50 ,,,,,,
009431,943,RHOD (H-2) GOMER WATERER,Gomer Waterer Rhododendron,7.75 ,,,,,,
009432,943,RHOD (H-2) GOMER WATERER,Gomer Waterer Rhododendron,15.75 ,,,,,,
009435,943,RHOD (H-2) GOMER WATERER,Gomer Waterer Rhododendron,23.50 ,,,,,,
00943M,943,RHOD (H-2) GOMER WATERER,Gomer Waterer Rhododendron,44.50 ,,,,,,
00945UT,945,RHOD (H-2) IMPEDITUM,Dwarf Purple Rhododendron,4.25 ,,,,,,
009451,945,RHOD (H-2) IMPEDITUM,Dwarf Purple Rhododendron,7.75 ,,,,,,
009451S,945,RHOD (H-2) IMPEDITUM,Dwarf Purple Rhododendron,8.75 ,,,,,,
009452,945,RHOD (H-2) IMPEDITUM,Dwarf Purple Rhododendron,15.75 ,,,,,,
009572,957,RHOD (H-2) LEE'S DARK PURPLE,Lee's Dark Purple Rhododendron,15.75 ,,,,,,
009575,957,RHOD (H-2) LEE'S DARK PURPLE,Lee's Dark Purple Rhododendron,23.50 ,,,,,,
009561,956,RHOD (H-2) LOOKING GLASS,Looking Glass Rhododendron,7.75 ,,,,,,
009562,956,RHOD (H-2) LOOKING GLASS,Looking Glass Rhododendron,15.75 ,,,,,,
009565,956,RHOD (H-2) LOOKING GLASS,Looking Glass Rhododendron,23.50 ,,,,,,
009551,955,RHOD (H-2) LORD ROBERTS,Lord Roberts Rhododendron,7.75 ,,,,,,
009552,955,RHOD (H-2) LORD ROBERTS,Lord Roberts Rhododendron,15.75 ,,,,,,
009555,955,RHOD (H-2) LORD ROBERTS,Lord Roberts Rhododendron,23.50 ,,,,,,
019571,1957,RHOD (H-2) PONTICUM,Pontic Rhododendron,7.75 ,,,,,,
019575,1957,RHOD (H-2) PONTICUM,Pontic Rhododendron,23.50 ,,,,,,
019535,1953,RHOD (H-2) PONTICUM VARIEGATUM,Variegated Pontic Rhododendron,23.50 ,,,,,,
010071,1007,RHOD (H-2) ROCKET,Rocket Rhododendron,7.75 ,,,,,,
010072,1007,RHOD (H-2) ROCKET,Rocket Rhododendron,15.75 ,,,,,,
010075,1007,RHOD (H-2) ROCKET,Rocket Rhododendron,23.50 ,,,,,,
010201,1020,RHOD (H-2) SCARLET WONDER DWRF,Scarlet Wonder Dwarf Rhododendron,7.75 ,,,,,,
010202,1020,RHOD (H-2) SCARLET WONDER DWRF,Scarlet Wonder Dwarf Rhododendron,15.75 ,,,,,,
010221,1022,RHOD (H-2) SCINTILLATION,Scintillation Rhododendron,7.75 ,,,,,,
010225,1022,RHOD (H-2) SCINTILLATION,Scintillation Rhododendron,23.50 ,,,,,,
01022M,1022,RHOD (H-2) SCINTILLATION,Scintillation Rhododendron,44.50 ,,,,,,
010191,1019,RHOD (H-2) SNEEZY,Sneezy Rhododendron,7.75 ,,,,,,
