Loc,Order#,PO#,Request Date,Item,Size,Description,Common Name,New Plant,2014 Catalog Price ,Price Code,2014 Net Price,Minimum Ord Qty,Confirmed Qty Remaining,Confirmed Amount Remaining,Date Ready,Condition,Current Specs,Unit Freight,Landed Price,Landed Price Palletized,SKU,Retail Price,UPC
CA,1355316,                              ,06/15/14  ,048305OP,#5 ORIENTAL POMPON,JUN C PFITZERIANA GLAUCA,Blue Pfitzer Juniper                                                                                ,    ,70.00 ,,58.10 , 2 , 1 , 58.10 ,Now         ,-,"60""H",6.30 , 64.40 , 67.54 ,, 149.99 ,014949483657 
CA,1355316,                              ,06/15/14  ,047305SP,#5 SPIRAL,JUN C SPARTAN,Spartan Juniper                                                                                     ,    ,65.00 ,,53.95 , 2 , 6 , 323.70 ,Now         ,WINTER COLOR,"48""H",6.30 , 60.25 , 63.39 ,, 99.99 ,014949473153 
CA,1355316,                              ,06/15/14  ,047309,#15,JUN C SPARTAN,Spartan Juniper                                                                                     ,    ,82.50 ,,68.48 , 1 , 3 , 205.44 ,Now         ,WINTER COLOR,"60""H - 22""S",20.99 , 89.47 , 99.96 ,, 149.99 ,014949473092 
GA,1354973,                              ,06/15/14  ,049103,#3,JUN CON BLUE PACIFIC,Blue Pacific Shore Juniper                                                                          ,    ,14.75 ,,12.24 , 5 , 10 , 122.40 ,Now         ,,"18""S",1.88 , 14.12 , 15.06 ,, 34.99 ,014949040164 
OR,1354950,                              ,06/13/14  ,049901,#1,JUN H ICEE BLUE R P9639,Icee Blue®  Juniper                                                                                 ,    ,5.75 ,,4.77 , 10 , 20 , 95.40 ,05/15/14    ,-,,0.81 , 5.58 , 5.98 ,, 16.99 ,014949499016 
CA,1355316,                              ,06/15/14  ,050302,#2,JUN H PRINCE OF WALES,Prince Of Wales Juniper                                                                             ,    ,12.50 ,,10.38 , 5 , 10 , 103.80 ,Now         ,WINTER COLOR,"12""S",2.10 , 12.48 , 13.53 ,, 24.99 ,014949503027 
OR,1354950,                              ,06/13/14  ,050702,#2,JUN H WILTONII,Blue Rug Juniper                                                                                    ,    ,12.50 ,,10.38 , 5 , 10 , 103.80 ,Now         ,WINTER COLOR,"14""S",2.01 , 12.39 , 13.40 ,, 24.99 ,014949507025 
CA,1355316,                              ,06/15/14  ,050905OP,#5 ORIENTAL POMPON,JUN PRO NANA,Dwarf Japanese Garden Juniper                                                                       ,    ,70.00 ,,58.10 , 2 , 4 , 232.40 ,Now         ,-,"36""H",6.30 , 64.40 , 67.54 ,, 149.99 ,014949509357 
CA,1355316,                              ,06/15/14  ,054005,#5,JUN SC SKYROCKET,Skyrocket Juniper                                                                                   ,    ,24.00 ,,19.92 , 5 , 20 , 398.40 ,Now         ,-,"36""H - 10""S",4.20 , 24.12 , 26.22 ,, 59.99 ,014949540053 
CA,1355316,                              ,06/15/14  ,054007,#7,JUN SC SKYROCKET,Skyrocket Juniper                                                                                   ,    ,55.00 ,,45.65 , 2 , 4 , 182.60 ,Now         ,-,"54""H",10.49 , 56.14 , 61.39 ,, 119.99 ,014949540077 
OR,1354950,                              ,06/13/14  ,053305,#5,JUN SC WICHITA BLUE,Wichita Blue Juniper                                                                                ,    ,24.00 ,,19.92 , 5 , 10 , 199.20 ,Now         ,WINTER COLOR,"36"" H",4.03 , 23.95 , 25.96 ,, 44.99 ,014949533055 
OR,1354950,                              ,06/13/14  ,053391,#1,JUN SQUA BLUE STAR,Blue Star Juniper                                                                                   ,    ,5.75 ,,4.77 , 10 , 10 , 47.70 ,Now         ,WINTER COLOR,"18""S",0.81 , 5.58 , 5.98 ,, 14.99 ,014949533918 
OR,1354950,                              ,06/13/14  ,053392,#2,JUN SQUA BLUE STAR,Blue Star Juniper                                                                                   ,    ,12.50 ,,10.38 , 5 , 10 , 103.80 ,Now         ,WINTER COLOR,"12""S",2.01 , 12.39 , 13.40 ,, 24.99 ,014949533925 
GA,1354973,                              ,04/15/14  ,053655,#5,JUN V BLUE ARROW,Blue Arrow Juniper                                                                                  ,    ,24.00 ,,19.92 , 5 , 5 , 99.60 ,Now         ,,"36""H",2.35 , 22.27 , 23.44 ,, 59.99 ,014949536551 
CA,1355316,                              ,06/15/14  ,054091,#1,JUSTICIA BRANDEGEANA,Shrimp Plant                                                                                        ,    ,6.75 ,,5.60 , 10 , 10 , 56.00 ,Now         ,-,"8""H - 8""S",0.84 , 6.44 , 6.86 ,, 16.99 ,014949540916 
OR,1354950,                              ,03/15/14  ,080251,#1,KNIPH MANGO POPSICLE TM PPAF,Mango Popsicle™  Dwarf Poker                                                                        ,2012,5.50 ,,4.57 , 10 , 7 , 31.99 ,Not Avl     ,CUT BACK,,0.81 , 5.38 , 5.78 ,, 16.99 ,014949358887 
GA,1354973,                              ,06/15/14  ,054705,#5,LAG CATAWBA,Catawba Crape Myrtle                                                                                ,    ,19.25 ,,15.98 , 5 , 5 , 79.90 ,Now         ,DORMANT,"24""H",2.35 , 18.33 , 19.50 ,, 39.99 ,014949547052 
GA,1354973,                              ,06/15/14  ,008865,#5,LAG DYNAMITE R P10296,Dynamite®  Crape Myrtle                                                                             ,    ,22.00 ,,18.26 , 5 , 15 , 273.90 ,Now         ,DORMANT,"28"" Height",2.35 , 20.61 , 21.78 ,, 39.99 ,014949020227 
GA,1354973,                              ,06/15/14  ,008867,#7 CLUMP,LAG DYNAMITE R P10296,Dynamite®  Crape Myrtle                                                                             ,    ,40.00 ,,33.20 , 2 , 8 , 265.60 ,Now         ,DORMANT,"tipping 36"" H",6.65 , 39.85 , 43.18 ,, 99.99 ,014949057896 
GA,1354973,                              ,06/15/14  ,008897,#7 CLUMP,LAG MUSKOGEE,Muskogee Crape Myrtle                                                                               ,    ,40.00 ,,33.20 , 2 , 5 , 166.00 ,06/01/14    ,,,6.65 , 39.85 , 43.18 ,, 99.99 ,014949020289 
GA,1354973,                              ,06/15/14  ,008899,#15 CLUMP,LAG MUSKOGEE,Muskogee Crape Myrtle                                                                               ,    ,75.00 ,,62.25 , 1 , 24 ," 1,494.00 ",Now         ,DORMANT,"72""H",13.61 , 75.86 , 82.67 ,, 149.99 ,014949020302 
GA,1354973,                              ,06/15/14  ,008997,#7 CLUMP,LAG NATCHEZ,Natchez Crape Myrtle                                                                                ,    ,40.00 ,,33.20 , 2 , 4 , 132.80 ,05/15/14    ,,,6.65 , 39.85 , 43.18 ,, 99.99 ,014949020401 
GA,1354973,                              ,06/15/14  ,008999,#15 CLUMP,LAG NATCHEZ,Natchez Crape Myrtle                                                                                ,    ,75.00 ,,62.25 , 1 , 2 , 124.50 ,Now         ,DORMANT,"66"" H",13.61 , 75.86 , 82.67 ,, 149.99 ,014949020418 
CA,1355316,                              ,06/15/14  ,055405,#5,LAG PETITE EMBERS TM,Petite Embers™  Crape Myrtle                                                                        ,    ,19.25 ,,15.98 , 5 , 2 , 31.96 ,Now         ,DORMANT,"21""H - 15""S",4.20 , 20.18 , 22.28 ,, 39.99 ,014949554050 
CA,1355316,                              ,06/15/14  ,055705,#5,LAG PETITE RED IMP TM,Petite Red Imp™  Crape Myrtle                                                                       ,    ,19.25 ,,15.98 , 5 , 10 , 159.80 ,Now         ,DORMANT,"21""H - 15""S",4.20 , 20.18 , 22.28 ,, 39.99 ,014949557051 
CA,1355316,                              ,06/15/14  ,055805,#5,LAG PETITE SNOW TM,Petite Snow™  Crape Myrtle                                                                          ,    ,19.25 ,,15.98 , 5 , 5 , 79.90 ,04/15/14    ,-,,4.20 , 20.18 , 22.28 ,, 39.99 ,014949558058 
CA,1355316,                              ,06/15/14  ,015285,#5,LAG PINK VELOUR R PP10319,Pink Velour®  Crape Myrtle                                                                          ,    ,22.00 ,,18.26 , 5 , 8 , 146.08 ,05/01/14    ,-,,4.20 , 22.46 , 24.56 ,, 39.99 ,014949028421 
GA,1354973,                              ,06/15/14  ,009012,#2,LAG POCOMOKE,Pocomoke Crape Myrtle                                                                               ,    ,14.75 ,,12.24 , 5 , 10 , 122.40 ,Now         ,DORMANT,"12""S",1.17 , 13.41 , 14.00 ,, 29.99 ,014949260838 
GA,1354973,                              ,06/15/14  ,009035,#5,LAG TUSCARORA,Tuscarora Crape Myrtle                                                                              ,    ,19.25 ,,15.98 , 5 , 5 , 79.90 ,Now         ,DORMANT,"36""H",2.35 , 18.33 , 19.50 ,, 39.99 ,014949020470 
GA,1354973,                              ,06/15/14  ,009037,#7 CLUMP,LAG TUSCARORA,Tuscarora Crape Myrtle                                                                              ,    ,40.00 ,,33.20 , 2 , 2 , 66.40 ,06/15/14    ,DORMANT,,6.65 , 39.85 , 43.18 ,, 79.99 ,014949020487 
CA,1355316,                              ,06/15/14  ,054575,#5,LAG X ZUNI,Zuni Crape Myrtle                                                                                   ,    ,19.25 ,,15.98 , 5 , 12 , 191.76 ,04/15/14    ,-,,4.20 , 20.18 , 22.28 ,, 39.99 ,014949545751 
CA,1355316,                              ,06/15/14  ,054575PT,#5 PATIO TREE,LAG X ZUNI,Zuni Crape Myrtle                                                                                   ,    ,32.50 ,,26.98 , 2 , 5 , 134.90 ,05/01/14    ,-,,6.30 , 33.28 , 36.42 ,, 79.99 ,014949545454 
OR,1354950,                              ,06/13/14  ,009081,#1,LAMIUM ORCHID FROST PP11122,Orchid Frost Spotted Dead Nettle                                                                    ,    ,4.75 ,PRNADV,3.71 , 10 , 20 , 74.20 ,Now         ,-,.,0.81 , 4.52 , 4.92 ,, 12.99 ,014949053553 
OR,1354950,                              ,06/13/14  ,009161,#1,LAVANDULA ANG HIDCOTE,Hidcote Blue English Lavender                                                                       ,    ,5.50 ,PRNADV,4.29 , 10 , 20 , 85.80 ,Now         ,CUT BACK,"5""H - 6""S",0.81 , 5.10 , 5.50 ,, 14.99 ,014949053560 
OR,1354950,                              ,06/13/14  ,028481,#1,LAVANDULA THUMBELINA LE P15231,Thumbelina Leigh English Lavender                                                                   ,    ,5.50 ,PRNADV,4.29 , 10 , 10 , 42.90 ,Now         ,CUT BACK,.,0.81 , 5.10 , 5.50 ,, 14.99 ,014949201855 
GA,1354973,                              ,06/15/14  ,06224UT,LittleOne,LEPTINELLA X PLATT'S BLACK,Platt's Black Brass Buttons                                                                         ,2010,2.95 ,,2.45 , 16 , 16 , 39.20 ,Now         ,,CAN FULL,0.35 , 2.80 , 2.98 ,, 5.99 ,014949308882 
CA,1355316,                              ,06/15/14  ,020771,#1,LEPTODERMIS OBLONGA,Himalayan Leptodermis                                                                               ,    ,7.75 ,,6.43 , 10 , 15 , 96.45 ,Now         ,DORMANT,"10""H - 8""S *",0.84 , 7.27 , 7.69 ,, 14.99 ,014949039694 
OR,1354950,                              ,02/13/14  ,060325,#5,LEUCOSCEPTRUM JAP GOLDEN ANGEL,Golden Angel Japanese Shrub Mint                                                                    ,2012,21.00 ,PRNADV,16.38 , 5 , 5 , 81.90 ,Now         ,DORMANT,.,4.03 , 20.41 , 22.42 ,, 39.99 ,014949351710 
OR,1354950,                              ,06/13/14  ,057881,#1,LIATRIS SPI KOBOLD,Kobold Gayfeather                                                                                   ,    ,4.75 ,PRNADV,3.71 , 10 , 10 , 37.10 ,Now         ,DORMANT,1 EYE,0.81 , 4.52 , 4.92 ,, 14.99 ,014949578810 
OR,1354950,                              ,06/13/14  ,032182,#2,LIGULARIA BR M CRAWFORD P16123,Brit Marie Crawford Ligularia                                                                       ,    ,13.00 ,,10.79 , 5 , 8 , 86.32 ,Now         ,CUT BACK,.,2.01 , 12.80 , 13.81 ,, 24.99 ,014949070697 
OR,1354950,                              ,06/13/14  ,058805,#5,LIRIODENDRON MAJESTIC BEAUTY R,Majestic Beauty®  Tulip Tree                                                                        ,    ,38.00 ,,31.54 , 5 , 5 , 157.70 ,Not Avl     ,DORMANT,,4.03 , 35.57 , 37.58 ,, 79.99 ,014949588055 
GA,1354973,                              ,06/15/14  ,00967UT,LittleOne,LIRIOPE MUSCARI BIG BLUE,Big Blue Lilyturf                                                                                   ,    ,2.95 ,,2.45 , 16 , 128 , 313.60 ,03/01/14    ,CUT BACK,,0.35 , 2.80 , 2.98 ,, 5.99 ,014949021286 
CA,1355316,                              ,06/15/14  ,058921,#1,LIRIOPE SPICATA SILVER DRAGON,Silver Dragon Lilyturf                                                                              ,    ,5.00 ,,4.15 , 10 , 20 , 83.00 ,Now         ,-,4 - 6 FANS,0.84 , 4.99 , 5.41 ,, 12.99 ,014949589212 
GA,1354973,                              ,06/15/14  ,058921,#1,LIRIOPE SPICATA SILVER DRAGON,Silver Dragon Lilyturf                                                                              ,    ,5.00 ,,4.15 , 10 , 20 , 83.00 ,Now         ,CUT BACK,"cut back to 1""",0.47 , 4.62 , 4.85 ,, 12.99 ,014949589212 
GA,1354973,                              ,06/15/14  ,05892UT,LittleOne,LIRIOPE SPICATA SILVER DRAGON,Silver Dragon Lilyturf                                                                              ,    ,3.25 ,,2.70 , 16 , 48 , 129.60 ,03/01/14    ,CUT BACK,,0.35 , 3.05 , 3.23 ,, 5.99 ,014949041253 
CA,1355316,                              ,04/15/14  ,072511,#1,LOBELIA X SPE RUSSIAN PRINCESS,Russian Princess Lobelia                                                                            ,2013,5.50 ,PRNADV,4.29 , 10 , 10 , 42.90 ,03/15/14    ,,,0.84 , 5.13 , 5.55 ,, 14.99 ,014949330678 
CA,1355316,                              ,06/15/14  ,059101ST,#1 STAKED,LONICERA JAP PURPUREA,Purple-Leaf Japanese Honeysuckle                                                                    ,    ,7.50 ,,6.23 , 10 , 10 , 62.30 ,Now         ,-,"24""H",0.84 , 7.07 , 7.49 ,, 19.99 ,014949591116 
CA,1355316,                              ,06/15/14  ,067831,#1 STAKED,LONICERA SEMP MAJOR WHEELER,Major Wheeler Coral Honeysuckle                                                                     ,2011,7.75 ,,6.43 , 10 , 10 , 64.30 ,04/01/14    ,-,,0.84 , 7.27 , 7.69 ,, 16.99 ,014949327241 
CA,1355316,                              ,06/15/14  ,059271,#1 STAKED,LONICERA X BRO DROPMORE SCARLT,Dropmore Scarlet Trumpet Honeysuckle                                                                ,    ,7.75 ,,6.43 , 10 , 10 , 64.30 ,Now         ,BREAKING DORMANCY,"24""H",0.84 , 7.27 , 7.69 ,, 16.99 ,014949592717 
GA,1354973,                              ,06/15/14  ,058991,#1 STAKED,LONICERA X GOLDFLAME,Goldflame Honeysuckle                                                                               ,    ,7.75 ,,6.43 , 10 , 12 , 77.16 ,04/01/14    ,WINTER LOOK,,0.47 , 6.90 , 7.13 ,, 16.99 ,014949589915 
CA,1355316,                              ,06/15/14  ,059111,#1 STAKED,LONICERA X MANDARIN PP11083,Mandarin Honeysuckle                                                                                ,    ,7.75 ,,6.43 , 10 , 12 , 77.16 ,Now         ,BREAKING DORMANCY,"24""H",0.84 , 7.27 , 7.69 ,, 16.99 ,014949591215 
GA,1354973,                              ,06/15/14  ,059233,#3,LORO C RUBRUM RAZZLEBERRI R,Razzleberri®  Fringe Flower                                                                         ,    ,16.50 ,,13.70 , 5 , 5 , 68.50 ,Now         ,,"14""H - 16""S",1.88 , 15.58 , 16.52 ,, 39.99 ,014949058312 
OR,1354950,                              ,06/13/14  ,029611,#1,LUPINUS POL MINARETTE,Minarette Dwarf Lupine                                                                              ,    ,4.75 ,PRNADV,3.71 , 10 , 20 , 74.20 ,05/01/14    ,-,,0.81 , 4.52 , 4.92 ,, 12.99 ,014949332849 
GA,1354973,                              ,06/15/14  ,06231UT,LittleOne,LYSIMACHIA NUMMULARIA AUREA,Golden Creeping Jenny                                                                               ,2010,2.95 ,,2.45 , 16 , 32 , 78.40 ,Now         ,,CAN FULL,0.35 , 2.80 , 2.98 ,, 5.99 ,014949310120 
GA,1354973,                              ,06/15/14  ,060439,#15,MAG G BRACKENS BROWN BEAUTY,Bracken's Brown Beauty Magnolia                                                                     ,    ,94.00 ,,78.02 , 1 , 4 , 312.08 ,Now         ,,"72""H",13.61 , 91.63 , 98.44 ,, 199.99 ,014949256374 
GA,1354973,                              ,06/15/14  ,059435,#5,MAG G LITTLE GEM,Dwarf Southern Magnolia                                                                             ,    ,25.75 ,,21.37 , 5 , 30 , 641.10 ,05/01/14    ,,,2.35 , 23.72 , 24.89 ,, 79.99 ,014949594353 
CA,1355316,                              ,06/15/14  ,059437,#7,MAG G LITTLE GEM,Dwarf Southern Magnolia                                                                             ,    ,67.50 ,,56.03 , 2 , 5 , 280.15 ,Now         ,-,"64""H",10.49 , 66.52 , 71.77 ,, 129.99 ,014949594377 
GA,1354973,                              ,06/15/14  ,020109,#15,MAG G TEDDY BEAR R PP13049,Teddy Bear®  Southern Magnolia                                                                      ,    ,94.00 ,,78.02 , 1 , 10 , 780.20 ,Now         ,,"66""H",13.61 , 91.63 , 98.44 ,, 149.99 ,014949058381 
CA,1355316,                              ,06/15/14  ,060185TR,#5 TREE,MAG X VULCAN,Vulcan Magnolia                                                                                     ,    ,33.00 ,,27.39 , 2 , 2 , 54.78 ,Now         ,BREAKING DORMANCY,"54""H",4.20 , 31.59 , 33.69 ,, 64.99 ,014949032961 
CA,1355316,                              ,06/15/14  ,060195,#5,MAG X YELLOW BIRD,Yellow Bird Magnolia                                                                                ,    ,33.00 ,,27.39 , 5 , 6 , 164.34 ,Now         ,LIGHT BUDS,"20""H - 12""S *",4.20 , 31.59 , 33.69 ,, 99.99 ,014949601952 
OR,1354950,                              ,06/13/14  ,060755,#5,MAHONIA AQUIFOLIUM COMPACTA,Compact Oregon Grape Holly                                                                          ,    ,20.25 ,,16.81 , 5 , 13 , 218.53 ,Now         ,-,21''H - 18''S,4.03 , 20.84 , 22.85 ,, 39.99 ,014949607558 
GA,1354973,                              ,06/15/14  ,09238UT,LittleOne,MAN SUN PAR R GARDEN CRIMSON,Sun Parasol®  Garden Crimson Mandevilla                                                             ,New ,4.00 ,,3.32 , 16 , 40 , 132.80 ,04/01/14    ,,,0.35 , 3.67 , 3.85 ,, 9.99 ,014949377062 
OR,1354950,                              ,06/13/14  ,047251,#1,MUKDENIA ROS CRIMSON FANS,Red-Leafed Mukdenia                                                                                 ,2009,7.50 ,,6.23 , 10 , 10 , 62.30 ,Now         ,DORMANT,.,0.81 , 7.04 , 7.44 ,, 16.99 ,014949255988 
CA,1355316,                              ,06/15/14  ,062221,#1,NAND D SIENNA SUNRISE R P14693,Sienna Sunrise®  Heavenly Bamboo                                                                    ,    ,6.75 ,,5.60 , 10 , 10 , 56.00 ,05/01/14    ,WINTER COLOR,,0.84 , 6.44 , 6.86 ,, 14.99 ,014949622216 
OR,1354950,                              ,06/13/14  ,062222,#2,NAND D SIENNA SUNRISE R P14693,Sienna Sunrise®  Heavenly Bamboo                                                                    ,    ,15.00 ,,12.45 , 5 , 15 , 186.75 ,04/01/14    ,-,,2.01 , 14.46 , 15.47 ,, 29.99 ,014949622223 
OR,1354950,                              ,06/13/14  ,062232,#2,NAND DOM FIREPOWER,Firepower Heavenly Bamboo                                                                           ,    ,14.25 ,,11.83 , 5 , 36 , 425.88 ,Now         ,-,14''H - 12''S,2.01 , 13.84 , 14.85 ,, 29.99 ,014949622322 
CA,1355316,                              ,06/15/14  ,062232,#2,NAND DOM FIREPOWER,Firepower Heavenly Bamboo                                                                           ,    ,14.25 ,,11.83 , 5 , 4 , 47.32 ,04/01/14    ,,,2.10 , 13.93 , 14.98 ,, 29.99 ,014949622322 
OR,1354950,                              ,06/13/14  ,062121,#1,NAND DOM GULF STREAM,Gulf Stream Heavenly Bamboo                                                                         ,    ,6.75 ,,5.60 , 10 , 20 , 112.00 ,Now         ,-,8''H - 8''S,0.81 , 6.41 , 6.81 ,, 14.99 ,014949005941 
OR,1354950,                              ,06/13/14  ,062122,#2,NAND DOM GULF STREAM,Gulf Stream Heavenly Bamboo                                                                         ,    ,15.00 ,,12.45 , 5 , 15 , 186.75 ,Now         ,-,"10""H - 10""S",2.01 , 14.46 , 15.47 ,, 29.99 ,014949062685 
GA,1354973,                              ,06/15/14  ,062123,#3,NAND DOM GULF STREAM,Gulf Stream Heavenly Bamboo                                                                         ,    ,18.50 ,,15.36 , 5 , 10 , 153.60 ,03/01/14    ,,,1.88 , 17.24 , 18.18 ,, 34.99 ,014949010198 
OR,1354950,                              ,06/13/14  ,062125,#5,NAND DOM GULF STREAM,Gulf Stream Heavenly Bamboo                                                                         ,    ,21.50 ,,17.85 , 5 , 10 , 178.50 ,Now         ,-,"14""H 14""S",4.03 , 21.88 , 23.89 ,, 39.99 ,014949002629 
OR,1354950,                              ,06/13/14  ,062331,#1,NAND DOM HARBOUR DWARF,Harbour Dwarf Heavenly Bamboo                                                                       ,    ,6.75 ,,5.60 , 10 , 15 , 84.00 ,Now         ,-,8''S,0.81 , 6.41 , 6.81 ,, 16.99 ,014949623312 
OR,1354950,                              ,06/13/14  ,062332,#2,NAND DOM HARBOUR DWARF,Harbour Dwarf Heavenly Bamboo                                                                       ,    ,15.00 ,,12.45 , 5 , 10 , 124.50 ,Now         ,-,10''H - 10''S,2.01 , 14.46 , 15.47 ,, 29.99 ,014949623329 
CA,1355316,                              ,06/15/14  ,062205,#5,NAND DOMESTICA,Heavenly Bamboo                                                                                     ,    ,19.25 ,,15.98 , 5 , 5 , 79.90 ,Now         ,WINTER COLOR,"12""H - 13""S",4.20 , 20.18 , 22.28 ,, 39.99 ,014949622056 
OR,1354950,                              ,06/13/14  ,082581,#1,NEPETA LITTLE TRUDY R PP18904,Little Trudy®  Catmint                                                                              ,2012,4.75 ,PRNADV,3.71 , 10 , 15 , 55.65 ,Now         ,CUT BACK,.,0.81 , 4.52 , 4.92 ,, 14.99 ,014949368312 
OR,1354950,                              ,06/13/14  ,068481,#1,OENOTHERA FREM SHIMMER PP19663,Shimmer Evening Primrose                                                                            ,2011,4.75 ,PRNADV,3.71 , 10 , 10 , 37.10 ,Now         ,CUT BACK,.,0.81 , 4.52 , 4.92 ,, 12.99 ,014949325827 
GA,1354973,                              ,06/15/14  ,063111,#1,OPHIOPOGON EBONY KNIGHT TM,Ebony Knight™  Mondo Grass                                                                          ,    ,8.50 ,,7.06 , 10 , 30 , 211.80 ,05/15/14    ,,,0.47 , 7.53 , 7.76 ,, 16.99 ,014949631119 
CA,1355316,                              ,06/15/14  ,063231,#1,OSMANTHUS HET GOSHIKI,Goshiki False Holly                                                                                 ,    ,6.25 ,,5.19 , 10 , 20 , 103.80 ,Now         ,-,"8""H - 8""S",0.84 , 6.03 , 6.45 ,, 16.99 ,014949632314 
OR,1354950,                              ,06/13/14  ,063232,#2,OSMANTHUS HET GOSHIKI,Goshiki False Holly                                                                                 ,    ,15.00 ,,12.45 , 5 , 20 , 249.00 ,Now         ,-,"10""H - 10""S",2.01 , 14.46 , 15.47 ,, 29.99 ,014949632321 
GA,1354973,                              ,06/15/14  ,063232,#2,OSMANTHUS HET GOSHIKI,Goshiki False Holly                                                                                 ,    ,15.00 ,,12.45 , 5 , 10 , 124.50 ,05/01/14    ,,,1.17 , 13.62 , 14.21 ,, 29.99 ,014949632321 
OR,1354950,                              ,06/13/14  ,079351,#1,OSTEO PURPLE MOUNTAIN R,Purple Mountain®  Sun Daisy                                                                         ,2012,4.75 ,PRNADV,3.71 , 10 , 20 , 74.20 ,06/01/14    ,-,,0.81 , 4.52 , 4.92 ,, 12.99 ,014949368183 
OR,1354950,                              ,06/13/14  ,047085,#5,PAEONIA ITOH KEIKO TM (PK D D),Keiko™ (Adored) Itoh Peony                                                                          ,2010,41.00 ,,34.03 , 5 , 8 , 272.24 ,Now         ,CUT BACK,.,4.03 , 38.06 , 40.07 ,, 79.99 ,014949250365 
OR,1354950,                              ,06/13/14  ,052605,#5,PAEONIA ITOH MISAKA TM PP22192,Misaka™  (Beautiful Blossom) Itoh Peony                                                             ,2011,41.00 ,,34.03 , 5 , 8 , 272.24 ,Now         ,CUT BACK,5  EYES,4.03 , 38.06 , 40.07 ,, 79.99 ,014949278871 
OR,1354950,                              ,06/13/14  ,047075,#5,PAEONIA ITOH YUMI TM PAF (YLW),Yumi™  (Beauty) Itoh Peony                                                                          ,2010,41.00 ,,34.03 , 5 , 10 , 340.30 ,Now         ,CUT BACK,5  EYES,4.03 , 38.06 , 40.07 ,, 79.99 ,014949250358 
CA,1355316,                              ,06/15/14  ,047075,#5,PAEONIA ITOH YUMI TM PAF (YLW),Yumi™  (Beauty) Itoh Peony                                                                          ,2010,41.00 ,,34.03 , 5 , 5 , 170.15 ,Now         ,CUT BACK,5 EYES,4.20 , 38.23 , 40.33 ,, 79.99 ,014949250358 
OR,1354950,                              ,06/13/14  ,062722,#2,PAEONIA TENUIFOLIA EARLY SCOUT,Early Scout Fernleaf Peony                                                                          ,New ,19.50 ,,16.19 , 5 , 10 , 161.90 ,Now         ,DORMANT,,2.01 , 18.20 , 19.21 ,, 29.99 ,014949368695 
GA,1354973,                              ,06/15/14  ,06251UT,LittleOne,PAPAVER NUD CHAMPAGNE BUBBLES,Champagne Bubbles Iceland Poppy                                                                     ,    ,2.95 ,,2.45 , 16 , 19 , 46.55 ,Now         ,BUDS,CAN FULL,0.35 , 2.80 , 2.98 ,, 5.99 ,014949308677 
GA,1354973,                              ,06/15/14  ,06434UT,LittleOne,PHLOX SUB CANDY STRIPE,Candy Stripe Creeping Phlox                                                                         ,    ,2.95 ,,2.45 , 16 , 32 , 78.40 ,04/01/14    ,,,0.35 , 2.80 , 2.98 ,, 5.99 ,014949071632 
OR,1354950,                              ,06/13/14  ,06445UT,LittleOne,PHLOX SUB EMERALD BLUE,Emerald Blue Creeping Phlox                                                                         ,    ,2.95 ,,2.45 , 16 , 24 , 58.80 ,Now         ,CUT BACK,.,0.60 , 3.05 , 3.36 ,, 5.99 ,014949043288 
OR,1354950,                              ,06/13/14  ,06460UT,LittleOne,PHLOX SUB RED WINGS,Red Wings Creeping Phlox                                                                            ,    ,2.95 ,,2.45 , 16 , 32 , 78.40 ,Now         ,CUT BACK,.,0.60 , 3.05 , 3.36 ,, 5.99 ,014949043523 
CA,1355316,                              ,06/15/14  ,031211,#1,PHLOX VLCNO R PK RD EYE P16341,Volcano®  Pink Red Eye Phlox                                                                        ,    ,6.75 ,PRNADV,5.27 , 10 , 1 , 5.27 ,04/01/14    ,-,,0.84 , 6.11 , 6.53 ,, 16.99 ,014949070062 
CA,1355316,                              ,06/15/14  ,023711,#1,PHLOX VLCNO R RED PP16721,Volcano®  Red Phlox                                                                                 ,    ,6.75 ,PRNADV,5.27 , 10 , 14 , 73.78 ,04/01/14    ,-,,0.84 , 6.11 , 6.53 ,, 16.99 ,014949048924 
OR,1354950,                              ,06/13/14  ,034652,#2,PHYSOCARPUS CENTER GLOW P16894,Center Glow Ninebark                                                                                ,    ,14.50 ,,12.04 , 5 , 5 , 60.20 ,Now         ,DORMANT,14''H - 12''S,2.01 , 14.05 , 15.06 ,, 24.99 ,014949219836 
OR,1354950,                              ,06/13/14  ,064622,#2,PICEA GL CONICA,Dwarf Alberta Spruce                                                                                ,    ,16.75 ,,13.90 , 5 , 10 , 139.00 ,Now         ,-,"20""H - 10""S",2.01 , 15.91 , 16.92 ,, 29.99 ,014949646229 
OR,1354950,                              ,06/13/14  ,064622P3,#2 3BALL POODLE,PICEA GL CONICA,Dwarf Alberta Spruce                                                                                ,    ,42.50 ,,35.28 , 5 , 2 , 70.56 ,Now         ,-,"30""H",3.02 , 38.30 , 39.81 ,, 79.99 ,014949646120 
OR,1354950,                              ,06/13/14  ,04463M,#10 Squat,PICEA PUN ISELI FASTIGATE,Iseli Fastigiate Spruce                                                                             ,2012,74.00 ,,61.42 , 2 , 4 , 245.68 ,Now         ,WINTER COLOR,"44""H",14.49 , 75.91 , 83.16 ,, 179.99 ,014949273142 
