Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Cfm,YOUR BOOKED QTY REMAIN,Condition,Current Specs,"QTY 
AVAIL NOW","2ND 
QTY 
AVAIL","2ND 
QTY 
READY DATE",2014 List Price,"YOUR 
20%
DISC PRICE",Freight,Landed Price,YOUR RETAIL PRICE,SKU,UPC#
OR,    ,027735PT,#5 PATIO TREE,CORNUS ALBA ELEGANTISSIMA,Variegated Red Twig Dogwood                                 ,DCS,02,     ,,BREAKING DORMANCY,"15""S", 28 ,     ,          , 45.00 , 36.00 , 3.45 , 39.45 ,     ,,014949027226
OR,    ,027862,#2,CORNUS ALBA IVORYHALO TM,Ivory Halo®  Dogwood,DCS,03, 258 ,233,BREAKING DORMANCY,12''H - 12''S,     ,     ,          , 15.25 , 12.20 , 1.15 , 13.35 ,     ,,014949278628
OR,    ,027865,#5,CORNUS ALBA IVORYHALO TM,Ivory Halo®  Dogwood,DCS,03, 399 ,275,DORMANT,"24""H - 18""S",     ,     ,          , 21.75 , 17.40 , 2.30 , 19.70 ,     ,,014949278659
OR,2010,045285,#5,CORNUS ALBA PRAIRIE FIRE AUREA,Prairie Fire Dogwood                                        ,DCS,02,     ,,-,"24""H - 16""S",     , 68 ,05/15/14  , 21.75 , 17.40 , 2.30 , 19.70 ,     ,,014949237748
OR,    ,027751,#1,CORNUS ALBA SIBIRICA,Red Twig Dogwood                                            ,DCS,02,     ,,BREAKING DORMANCY,"12''H - 8""S", 510 ,     ,          , 7.75 , 6.20 , 0.46 , 6.66 ,     ,,014949277515
OR,    ,027755,#5,CORNUS ALBA SIBIRICA,Red Twig Dogwood                                            ,DCS,02,     ,,BREAKING DORMANCY,"30""H - 18""S", 151 ,     ,          , 21.75 , 17.40 , 2.30 , 19.70 ,     ,,014949277553
OR,    ,02787M,#10 Squat,CORNUS ALTERNIFOLIA,Pagoda Dogwood                                              ,TRE,04,     ,,BREAKING DORMANCY,"48""H", 8 ,     ,          , 64.00 , 51.20 , 8.28 , 59.48 ,     ,,014949278765
OR,2011,074805,#5,CORNUS S ARCTIC FIRE TM P18523,Arctic Fire™  Red Twig Dogwood,DCS,03, 277 ,277,BREAKING DORMANCY,"15""H - 14""S",     ,     ,          , 22.00 , 17.60 , 2.30 , 19.90 ,     ,,014949349274
OR,    ,027801,#1,CORNUS SERICEA FLAVIRAMEA,Yellow Twig Dogwood                                         ,DCS,02,     ,,BREAKING DORMANCY,"12""H - 8""S", 576 ,     ,          , 7.75 , 6.20 , 0.46 , 6.66 ,     ,,014949278017
OR,    ,027805,#5,CORNUS SERICEA FLAVIRAMEA,Yellow Twig Dogwood                                         ,DCS,02,     ,,BREAKING DORMANCY,"30""H - 18""S", 330 , 679 ,05/01/14  , 21.75 , 17.40 , 2.30 , 19.70 ,     ,,014949278055
OR,    ,027821,#1,CORNUS SERICEA ISANTI,Isanti Red-Osier Dogwood                                    ,DCS,02,     ,,BREAKING DORMANCY,10''H - 8''S, 386 ,     ,          , 7.75 , 6.20 , 0.46 , 6.66 ,     ,,014949278215
OR,    ,044701,#1,CORNUS SERICEA KELSEYI,Kelsey's Dwarf Red-Osier Dogwood                            ,DCS,02,     ,,BREAKING DORMANCY,"6''H - 8""S", 903 ,     ,          , 7.75 , 6.20 , 0.46 , 6.66 ,     ,,014949263532
OR,    ,044702,#2,CORNUS SERICEA KELSEYI,Kelsey's Dwarf Red-Osier Dogwood                            ,DCS,02,     ,,DORMANT,8''H - 12''S, 59 ,     ,          , 15.25 , 12.20 , 1.15 , 13.35 ,     ,,014949236208
OR,    ,044705,#5,CORNUS SERICEA KELSEYI,Kelsey's Dwarf Red-Osier Dogwood                            ,DCS,02,     ,,DORMANT,"12""H - 16""S",     , 586 ,05/15/14  , 21.75 , 17.40 , 2.30 , 19.70 ,     ,,014949264515
OR,2013,080841S,SuperOne TM,CORNUS STO PUCKERED UP TM PPAF,Pucker Up!™  Red Twig Dogwood,DCS,03,     ,,DORMANT,"10""H - 10""S", 79 ,     ,          , 9.00 , 7.20 , 0.77 , 7.97 ,     ,,014949359525
OR,2013,080842S,SuperTwo,CORNUS STO PUCKERED UP TM PPAF,Pucker Up!™  Red Twig Dogwood,DCS,03, 50 ,50,DORMANT,"12""H - 10""S", 153 ,     ,          , 15.00 , 12.00 , 1.53 , 13.53 ,     ,,014949359532
OR,    ,027625,#5,CORNUS X CONSTELLATION R,Constellation®  Dogwood,TRE,05,     ,,BREAKING DORMANCY,"48""H",     , 8 ,05/15/14  , 38.00 , 30.40 , 2.30 , 32.70 ,     ,,014949276259
OR,2013,03039M,#10 Squat,CORNUS X VENUS R PP16309,Venus®  Dogwood,TRE,05,     ,,BREAKING DORMANCY,"68""H",     , 2 ,05/15/14  , 69.00 , 55.20 , 8.28 , 63.48 ,     ,,014949345788
OR,    ,028171,#1,CORYDALIS FLEX CHINA BLUE,China Blue Fumewort                                         ,PRN,05,     ,,-,CAN FULL, 871 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949281710
OR,    ,028501,#1,COT APICULATUS,Cranberry Cotoneaster                                       ,DCS,04,     ,,BREAKING DORMANCY,"6""H - 8""S", 261 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949285015
OR,    ,028502,#2,COT APICULATUS,Cranberry Cotoneaster                                       ,DCS,04,     ,,BREAKING DORMANCY,12''H - 12''S, 366 ,     ,          , 13.25 , 10.60 , 1.15 , 11.75 ,     ,,014949285022
OR,    ,028505,#5,COT APICULATUS,Cranberry Cotoneaster                                       ,DCS,04,     ,,BREAKING DORMANCY,12''H - 16''S, 527 ,     ,          , 18.75 , 15.00 , 2.30 , 17.30 ,     ,,014949285053
OR,    ,028505PT,#5 PATIO TREE,COT APICULATUS,Cranberry Cotoneaster                                       ,DCS,04,     ,,BREAKING DORMANCY,"15""S", 42 ,     ,          , 55.00 , 44.00 , 3.45 , 47.45 ,     ,,014949285152
OR,    ,028551,#1,COT APICULATUS TOM THUMB,Tom Thumb Cranberry Cotoneaster                             ,DCS,04,     ,,BREAKING DORMANCY,"4""H - 6""S", 573 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949285510
OR,    ,028552,#2,COT APICULATUS TOM THUMB,Tom Thumb Cranberry Cotoneaster                             ,DCS,04,     ,,BREAKING DORMANCY,"6""H - 10""S", 124 ,     ,          , 13.25 , 10.60 , 1.15 , 11.75 ,     ,,014949285527
OR,    ,02855UT,LittleOne,COT APICULATUS TOM THUMB,Tom Thumb Cranberry Cotoneaster                             ,DCS,04,     ,,DORMANT,"3""H-4""-S", 9 ,     ,          , 4.25 , 3.40 , 0.35 , 3.75 ,     ,,014949069035
OR,    ,029001,#1,COT DAM CORAL BEAUTY,Coral Beauty Cotoneaster                                    ,EVS,05,     ,,-,"6""H - 10""S", 205 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949290019
OR,    ,029002,#2,COT DAM CORAL BEAUTY,Coral Beauty Cotoneaster                                    ,EVS,05,     ,,-,"15""H - 14""S", 29 ,     ,          , 13.75 , 11.00 , 1.15 , 12.15 ,     ,,014949290026
OR,    ,029005,#5,COT DAM CORAL BEAUTY,Coral Beauty Cotoneaster                                    ,EVS,05,     ,,-,16''H - 18''S, 257 ,     ,          , 19.25 , 15.40 , 2.30 , 17.70 ,     ,,014949290057
OR,    ,029101,#1,COT DAM EICHHOLZ,Eichholz Cotoneaster                                        ,EVS,05,     ,,-,6''H - 8''S, 6 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949291016
OR,    ,029451,#1,COT HOR PERPUSILLUS,Prostrate Rock Cotoneaster                                  ,EVS,04,     ,,BREAKING DORMANCY,"6""H - 8""'S", 317 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949294512
OR,    ,029455,#5,COT HOR PERPUSILLUS,Prostrate Rock Cotoneaster                                  ,EVS,04,     ,,BREAKING DORMANCY,"14""H - 18""S", 124 ,     ,          , 19.25 , 15.40 , 2.30 , 17.70 ,     ,,014949294550
OR,    ,028311,#1,COT HOR VARIEGATUS,Variegated Rock Cotoneaster                                 ,DCS,06,     ,,BREAKING DORMANCY,"10""H - 10""S", 850 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949283110
OR,    ,028315,#5,COT HOR VARIEGATUS,Variegated Rock Cotoneaster                                 ,DCS,06,     ,,-,12''H - 18''S, 216 ,     ,          , 18.75 , 15.00 , 2.30 , 17.30 ,     ,,014949283158
OR,    ,030251,#1,COT STREIB'S FINDLING,Streibs Findling Cotoneaster                                ,EVS,06,     ,,-,"4""H - 6""S", 15 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949302514
OR,    ,030252,#2,COT STREIB'S FINDLING,Streibs Findling Cotoneaster                                ,EVS,06,     ,,-,4''H - 12''S, 45 ,     ,          , 13.75 , 11.00 , 1.15 , 12.15 ,     ,,014949351970
OR,    ,030255,#5,COT STREIB'S FINDLING,Streibs Findling Cotoneaster                                ,EVS,06,     ,,-,"18""S", 61 ,     ,          , 19.25 , 15.40 , 2.30 , 17.70 ,     ,,014949302552
OR,    ,030255PT,#5 PATIO TREE,COT STREIB'S FINDLING,Streibs Findling Cotoneaster                                ,EVS,06,     ,,,,     , 87 ,06/01/14  , 55.00 , 44.00 , 3.45 , 47.45 ,     ,,014949360828
OR,    ,03025UT,LittleOne,COT STREIB'S FINDLING,Streibs Findling Cotoneaster                                ,EVS,06,     ,,CUT BACK,"2""H", 33 ,     ,          , 4.50 , 3.60 , 0.35 , 3.95 ,     ,,014949069042
OR,    ,028155,#5,COTINUS X GRACE,Grace Smoke Tree                                            ,DCS,04,     ,,DORMANT,"15""H - 15""S", 20 ,     ,          , 27.75 , 22.20 , 2.30 , 24.50 ,     ,,014949281550
OR,    ,055842,#2,CROCOSMIA-ASSORTED,                                                            ,PRN,05,     ,,CUT BACK,., 5 ,     ,          , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949286487
CA,    ,030521,#1,CUP LEY CASTLEWELLAN,Golden Leyland Cypress                                      ,CON,05,     ,,-,"20""H", 186 ,     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949305218
CA,    ,030525,#5,CUP LEY CASTLEWELLAN,Golden Leyland Cypress                                      ,CON,05,     ,,-,"36""H - 16""S", 215 ,     ,          , 23.75 , 19.00 , 2.47 , 21.47 ,     ,,014949305256
CA,    ,030517,#7,CUP LEY EMERALD ISLE R,Emerald Isle®  Leyland Cypress,CON,05,     ,,-,"54""H", 4 ,     ,          , 55.00 , 44.00 , 6.18 , 50.18 ,     ,,014949305171
CA,2013,088912,#2,CYNARA SCO GREEN GLOBE,Improved Green Globe Artichoke                              ,PRN,06,     ,,-,"9""H - 10""S", 65 ,,, 14.00 , 11.20 , 1.24 , 12.44 ,     ,,014949370995
OR,    ,025675,#5,DAVIDIA INVOLUCRATA,Dove Tree                                                   ,TRE,06,     ,,BREAKING DORMANCY,"60""H",, 161 ,06/01/14  , 23.75 , 19.00 , 2.30 , 21.30 ,     ,,014949266953
CA,2014,09859BYUC,#1,DELOS JWL OF DSRT TOPAZ P23492,                                                            ,CAC,05,     ,,,, 259 ,     ,          , 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949384251
OR,    ,03420UT,LittleOne,DELOSPERMA COOPERI,Hardy Ice Plant                                             ,CAC,05,     ,,-,CAN FULL, 80 ,     ,          , 2.95 , 2.36 , 0.35 , 2.71 ,     ,,014949069899
OR,    ,048541,#1,DELOSPERMA DY RED MOUNTAIN R,Red Mountain®  Ice Plant,CAC,05,     ,,-,CAN FULL, 10 ,     ,          , 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949325971
CA,    ,048541,#1,DELOSPERMA DY RED MOUNTAIN R,Red Mountain®  Ice Plant,CAC,05,     ,,WINTER COLOR,CAN FULL, 10 ,     ,          , 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949325971
OR,    ,04854UT,LittleOne,DELOSPERMA DY RED MOUNTAIN R,Red Mountain®  Ice Plant,CAC,05,     ,,-,CAN FULL, 311 ,     ,          , 2.95 , 2.36 , 0.35 , 2.71 ,     ,,014949264713
OR,2010,059461,#1,DELOSPERMA MESA VERDE PP13876,Mesa Verde®  Ice Plant,CAC,04,     ,,-,CAN FULL, 17 ,     ,          , 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949306963
OR,    ,029891S,SuperOne TM,DEUTZIA CHRDNY PERLS R PP16098,Chardonnay Pearls®  Deutzia,DCS,05,     ,,BUDS,8''H - 6''S," 1,249 ", 232 ,04/01/14  , 9.00 , 7.20 , 0.77 , 7.97 ,     ,,014949337967
OR,    ,029892S,SuperTwo,DEUTZIA CHRDNY PERLS R PP16098,Chardonnay Pearls®  Deutzia,DCS,05,     ,,BUDS,12''H - 10''S, 237 ,,, 15.00 , 12.00 , 1.53 , 13.53 ,     ,,014949337424
OR,    ,031591,#1,DEUTZIA HYBRIDA PINK-A-BOO R,Pink-A-Boo®  Deutzia,DCS,05,     ,,BREAKING DORMANCY,10''H - 8''S, 117 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949315910
OR,    ,031595,#5,DEUTZIA HYBRIDA PINK-A-BOO R,Pink-A-Boo®  Deutzia,DCS,05,     ,,BREAKING DORMANCY,"18""H - 16""S", 65 ,     ,          , 19.75 , 15.80 , 2.30 , 18.10 ,     ,,014949315958
OR,2011,056421,#1,DEUTZIA SET CORYMBIFLORA,Chinese Snow Flower                                         ,DCS,04,     ,,BREAKING DORMANCY,"8""H - 8""S"," 1,473 ",     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949340523
OR,2011,056422,#2,DEUTZIA SET CORYMBIFLORA,Chinese Snow Flower                                         ,DCS,04,     ,,BREAKING DORMANCY,"10""H - 10""S", 447 ,,, 13.25 , 10.60 , 1.15 , 11.75 ,     ,,014949348291
OR,2011,056425,#5,DEUTZIA SET CORYMBIFLORA,Chinese Snow Flower                                         ,DCS,04,     ,,BREAKING DORMANCY,"15""H - 16""S", 105 ,     ,          , 19.75 , 15.80 , 2.30 , 18.10 ,     ,,014949361184
OR,    ,031582,#2,DEUTZIA X KALMIIFLORA,Kalmia Flowered Deutzia                                     ,DCS,03,     ,,BREAKING DORMANCY,12''H - 12''S, 447 ,     ,          , 13.25 , 10.60 , 1.15 , 11.75 ,     ,,014949315828
OR,    ,031585,#5,DEUTZIA X KALMIIFLORA,Kalmia Flowered Deutzia                                     ,DCS,03,     ,,BREAKING DORMANCY,"18""H - 18""S", 550 ,     ,          , 19.75 , 15.80 , 2.30 , 18.10 ,     ,,014949315866
OR,2013,091882,#2,DEUTZIA X NIKKO BLUSH NA74356,Nikko Blush Deutzia                                         ,DCS,05,     ,,BREAKING DORMANCY,"12""H - 12""S", 17 ,     ,          , 13.75 , 11.00 , 1.15 , 12.15 ,     ,,014949368343
OR,2011,067631,#1,DIANTHUS BAR OESCHBERG,Oeschberg Sweet William                                     ,PRN,04,     ,,-,CAN FULL, 111 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949330005
CA,2014,090221,#1,DIANTHUS COSMIC TM PK SWRL PAF,Cosmic™  Pink Swirl Dianthus,PRN,06,     ,,BUDS & BLOOMS,CAN FULL, 601 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949377697
CA,2014,090211,#1,DIANTHUS COSMIC TM RD SWRL PAF,Cosmic™  Red Swirl Dianthus,PRN,06,     ,,BUDS & BLOOMS,CAN FULL, 283 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949333273
OR,2012,067731,#1,DIANTHUS FIRST LOVE R,First Love®  Cheddar Pink,PRN,03,     ,,CUT BACK,., 30 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949357798
CA,2012,067731,#1,DIANTHUS FIRST LOVE R,First Love®  Cheddar Pink,PRN,03,     ,,-,CAN FULL,     , 174 ,05/15/14  , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949357798
OR,    ,031331,#1,DIANTHUS FROSTY FIRE,Frosty Fire Cheddar Pink                                    ,PRN,02,     ,,CUT BACK,., 10 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949313312
OR,    ,03133UT,LittleOne,DIANTHUS FROSTY FIRE,Frosty Fire Cheddar Pink                                    ,PRN,02,     ,,-,CAN FULL, 52 ,     ,          , 2.95 , 2.36 , 0.35 , 2.71 ,     ,,014949010532
OR,    ,004721,#1,DIANTHUS GRAT FIREWITCH,Firewitch Cheddar Pink                                      ,PRN,03,     ,,-,CAN FULL,     , 10 ,04/01/14  , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949000526
CA,    ,004721,#1,DIANTHUS GRAT FIREWITCH,Firewitch Cheddar Pink                                      ,PRN,03,     ,,-,CAN FULL,     , 356 ,04/15/14  , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949000526
CA,    ,004741,#1,DIANTHUS GRAT MOUNTAIN MIST,Mountain Mist Cheddar Pink                                  ,PRN,03,     ,,-,CAN FULL,     , 8 ,04/15/14  , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949014462
OR,    ,036474PTC,"4"" Pot POT-TERRA",DIANTHUS RASPBRY SWIRL PP14377,Raspberry Swirl Maiden Pink                                 ,PRN,05,     ,,,CAN FULL, 88 ,     ,          , 3.00 , 2.40 , 0.26 , 2.66 ,     ,,014949348949
OR,    ,042771,#1,DIANTHUS WINK,Wink Maiden Pink                                            ,PRN,03,     ,,-,CAN FULL, 346 , 767 ,04/01/14  , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949205174
OR,    ,014561,#1,DIASCIA INT CORAL CANYON R,Coral Canyon®  Hardy Twinspur,PRN,05,     ,,CUT BACK,., 780 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949324714
OR,2013,004901,#1,DICENTRA SP VALENTINE R P22739,Valentine®  Bleeding Heart,PRN,03,     ,,,CAN FULL, 677 ,,, 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949369500
OR,    ,035621,#1,DICENTRA SPEC GOLD HEART,Gold Heart Bleeding Heart                                   ,PRN,03,     ,,EMERGING,.,     , 10 ,04/01/14  , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949339749
OR,    ,035622,#2,DICENTRA SPEC GOLD HEART,Gold Heart Bleeding Heart                                   ,PRN,03,     ,,BUDS & BLOOMS,PS-1*, 493 ,,, 14.50 , 11.60 , 1.15 , 12.75 ,     ,,014949358528
OR,    ,031611,#1,DICENTRA X LUXURIANT,Luxuriant Fringed Bleeding Heart                            ,PRN,02,     ,,EMERGING,., 33 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949316115
OR,2011,021821,#1,DISPOROPSIS PER SICHUAN JADE,Sichuan Jade Solomon's Seal                                 ,PRN,06,     ,,,CAN FULL,     , 104 ,04/01/14  , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949053058
OR,2011,043401,#1,ECHINACEA PRAIRIE SPLENDOR,Prairie Splendor Coneflower                                 ,PRN,03,     ,,CUT BACK,., 40 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949330012
OR,    ,031774PTC,"4"" Pot POT-TERRA",ECHINACEA PUR MAGNUS,Magnus Purple Coneflower                                    ,PRN,04,     ,,,CAN FULL,     , 611 ,05/01/14  , 3.00 , 2.40 , 0.26 , 2.66 ,     ,,014949034248
OR,    ,020172,#2,ENKIANTHUS CAM SIKOKIANUS,Sikokianus Redvein Enkianthus                               ,DCS,05,     ,,BREAKING DORMANCY,"14""H - 12""S", 271 ,     ,          , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949021439
OR,    ,032032,#2,ENKIANTHUS CAMPANULATUS,Red Veined Enkianthus                                       ,DCS,05,     ,,BREAKING DORMANCY,"15""H - 14""S", 43 ,     ,          , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949028391
OR,    ,017962,#2,ERICA KRAMER'S RED,Kramer's Red Winter Heath                                   ,EVS,06,     ,,BUDS & BLOOMS,6''H - 12''S, 16 ,     ,          , 14.50 , 11.60 , 1.15 , 12.75 ,     ,,014949006276
OR,    ,032071,#1,ERICA MEDITERRANEAN PINK,Mediterranean Pink Heath                                    ,EVS,06,     ,,BUDS & BLOOMS,6''H - 8''S, 10 ,     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949320716
OR,    ,032072,#2,ERICA MEDITERRANEAN PINK,Mediterranean Pink Heath                                    ,EVS,06,     ,,BUDS & BLOOMS,6''H - 12''S, 15 ,     ,          , 14.50 , 11.60 , 1.15 , 12.75 ,     ,,014949320723
OR,    ,032121,#1,ERIGERON GLA SEA BREEZE P12076,Sea Breeze Fleabane                                         ,PRN,05,     ,,CUT BACK,., 400 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949321218
CA,    ,032121,#1,ERIGERON GLA SEA BREEZE P12076,Sea Breeze Fleabane                                         ,PRN,05,     ,,BUDS,CAN FULL, 231 ,     ,          , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949321218
CA,2011,057831,#1,ERIOGONUM FASCICULATUM,California Buckwheat                                        ,PRN,06,     ,,-,CAN FULL,     , 74 ,04/15/14  , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949324004
OR,2012,085571,#1,ERIOPHYLLUM LANATUM,Common Woolly Sunflower                                     ,PRN,03,     ,,CUT BACK,., 889 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949049310
CA,    ,074341S,SuperOne TM,ERYNGIUM PLANUM BLUE HOBBIT,Blue Hobbit Dwarf Sea Holly                                 ,PRN,04,     ,,-,CAN FULL, 45 ,     ,          , 7.00 , 5.60 , 0.82 , 6.42 ,     ,,014949335161
OR,2012,084371,#1,ERYSIMIUM BOWLES' MAUVE,Bowles' Mauve Wallflower                                    ,PRN,06,     ,,-,,     , 88 ,04/01/14  , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949368275
OR,2012,077591,#1,ERYSIMUM GLOW TM ORANGE,Glow™  Orange Wallflower,PRN,05,     ,,BUDS & BLOOMS,PS-1*, 265 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949356210
OR,    ,019311,#1,EUO A COLE'S COMPACT,Cole's Compact Burning Bush                                 ,DCS,04,     ,,DORMANT,"8""H - 8""S", 13 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949015636
OR,    ,019315,#5,EUO A COLE'S COMPACT,Cole's Compact Burning Bush                                 ,DCS,04,     ,,DORMANT,"15""H - 18""S", 23 ,     ,          , 18.75 , 15.00 , 2.30 , 17.30 ,     ,,014949015667
OR,    ,033601,#1,EUO ALATUS COMPACTUS,Dwarf Burning Bush                                          ,DCS,04,     ,,DORMANT,"10""H - 6""S"," 4,056 ",     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949336014
OR,    ,033602,#2,EUO ALATUS COMPACTUS,Dwarf Burning Bush                                          ,DCS,04,     ,,DORMANT,"14""H - 12""S", 5 ,     ,          , 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949336021
OR,    ,033651,#1,EUO F CANADALE GOLD,Canadale Gold Wintercreeper                                 ,EVS,04,     ,,-,"8""H - 8""S", 36 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949336519
OR,    ,033655,#5,EUO F CANADALE GOLD,Canadale Gold Wintercreeper                                 ,EVS,04,     ,,-,"12""H - 16""S", 20 ,,, 19.25 , 15.40 , 2.30 , 17.70 ,     ,,014949336557
OR,    ,033701,#1,EUO F COLORATUS,Purpleleaf Wintercreeper                                    ,EVS,04,     ,,-,6''H - 10''S, 208 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949337011
OR,    ,034001,#1,EUO F EMERALD 'N GOLD,Emerald 'N Gold Wintercreeper                               ,EVS,05,     ,,-,8''H - 8''S, 18 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949340011
OR,    ,034002,#2,EUO F EMERALD 'N GOLD,Emerald 'N Gold Wintercreeper                               ,EVS,05,     ,,-,8''H - 12''S, 25 ,,, 13.00 , 10.40 , 1.15 , 11.55 ,     ,,014949340028
OR,    ,033901,#1,EUO F EMERALD GAIETY,Emerald Gaiety Wintercreeper                                ,EVS,05,     ,,-,8''H -8''S, 485 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949339015
CA,    ,033901,#1,EUO F EMERALD GAIETY,Emerald Gaiety Wintercreeper                                ,EVS,05,     ,,-,"6""H - 8""S"," 1,006 ",     ,          , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949339015
OR,    ,033902,#2,EUO F EMERALD GAIETY,Emerald Gaiety Wintercreeper                                ,EVS,05,     ,,-,8''H - 12''S, 75 ,     ,          , 13.00 , 10.40 , 1.15 , 11.55 ,     ,,014949339022
CA,    ,033902,#2,EUO F EMERALD GAIETY,Emerald Gaiety Wintercreeper                                ,EVS,05,     ,,-,"8""H - 12""S"," 1,516 ",     ,          , 13.00 , 10.40 , 1.24 , 11.64 ,     ,,014949339022
OR,2011,019191S,SuperOne TM,EUO F GOLD SPLASH R,Gold Splash®  Wintercreeper,EVS,05,     ,,,"6""H - 8""S",     , 795 ,04/01/14  , 9.50 , 7.60 , 0.77 , 8.37 ,     ,,014949015407
OR,2011,019192S,SuperTwo,EUO F GOLD SPLASH R,Gold Splash®  Wintercreeper,EVS,05,     ,,,"8""H - 10""S",     , 473 ,04/15/14  , 16.00 , 12.80 , 1.53 , 14.33 ,     ,,014949349526
CA,2011,019192S,SuperTwo,EUO F GOLD SPLASH R,Gold Splash®  Wintercreeper,EVS,05,     ,,,"8""H - 10""S",     , 82 ,04/01/14  , 16.00 , 12.80 , 1.65 , 14.45 ,     ,,014949349526
OR,    ,034301,#1,EUO F GOLDEN PRINCE R,Golden Prince®  Wintercreeper,EVS,04,     ,,-,8''H - 8''S, 20 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949343012
OR,    ,034302,#2,EUO F GOLDEN PRINCE R,Golden Prince®  Wintercreeper,EVS,04,     ,,-,10''H - 10''S,     , 127 ,04/15/14  , 13.00 , 10.40 , 1.15 , 11.55 ,     ,,014949343029
OR,    ,034501,#1,EUO F MOONSHADOW,Moonshadow Wintercreeper                                    ,EVS,04,     ,,-,"4""H - 8""S", 99 ,     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949345016
OR,    ,034502,#2,EUO F MOONSHADOW,Moonshadow Wintercreeper                                    ,EVS,04,     ,,-,6''H - 12''S, 29 ,     ,          , 13.75 , 11.00 , 1.15 , 12.15 ,     ,,014949345023
OR,    ,019201,#1,EUO F SUNRISE PP12341,Sunrise Wintercreeper                                       ,EVS,04,     ,,-,8''H - 8''S, 26 ,,, 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949015414
OR,    ,019202,#2,EUO F SUNRISE PP12341,Sunrise Wintercreeper                                       ,EVS,04,     ,,-,10''H - 10''S, 84 ,,, 13.75 , 11.00 , 1.15 , 12.15 ,     ,,014949015421
OR,    ,034805,#5,EUO J AUREO MARGINATUS,Golden Euonymus                                             ,EVS,06,     ,,-,14''H - 16''S, 32 ,,, 18.50 , 14.80 , 2.30 , 17.10 ,     ,,014949348055
CA,    ,034805,#5,EUO J AUREO MARGINATUS,Golden Euonymus                                             ,EVS,06, 541 ,541,-,"15""H - 15""S",     ,     ,          , 18.50 , 14.80 , 2.47 , 17.27 ,     ,,014949348055
