Loc,Item,Plant Name,Botanical Name,Common Name,Chosen Items,Royalty Code,UPC#,
OR,018315,POPULUS TREMULA ERECTA,Populus tremula 'Erecta'                                    ,Columnar Swedish Aspen                                      ,,,014949007969,
OR,066692,POTENTILLA ABBOTSWOOD,Potentilla fruticosa 'Abbotswood'                           ,Abbotswood Potentilla                                       ,,,014949666920,
CT,066693,POTENTILLA ABBOTSWOOD,Potentilla fruticosa 'Abbotswood'                           ,Abbotswood Potentilla                                       ,,,014949407417,
OR,066781,POTENTILLA FROSTY R P10987,"Potentilla fruticosa 'Monsidh' P.P.# 10,987                 ",Frosty®  Potentilla,,SGU,014949667811,
OR,066782,POTENTILLA FROSTY R P10987,"Potentilla fruticosa 'Monsidh' P.P.# 10,987                 ",Frosty®  Potentilla,,SGU,014949667828,
OR,066801,POTENTILLA GOLD STAR,Potentilla fruticosa 'Gold Star'                            ,Gold Star Potentilla                                        ,,,014949668016,
OR,066802,POTENTILLA GOLD STAR,Potentilla fruticosa 'Gold Star'                            ,Gold Star Potentilla                                        ,,,014949668023,
OR,066681,POTENTILLA GOLDFINGER,Potentilla fruticosa 'Goldfinger'                           ,Goldfinger Potentilla                                       ,,,014949666814,
OR,066682,POTENTILLA GOLDFINGER,Potentilla fruticosa 'Goldfinger'                           ,Goldfinger Potentilla                                       ,,,014949666821,
CT,066683,POTENTILLA GOLDFINGER,Potentilla fruticosa 'Goldfinger'                           ,Goldfinger Potentilla                                       ,,,014949666838,
CT,089993S,POTENTILLA HAPPY FACE R P22176,"Potentilla fruticosa 'Lundy' P.P.#22,176                    ",Happy Face™  Bush Cinquefoil,,PW,014949412091,
CT,086393S,POTENTILLA HPY FCE R PK P22732,"Potentilla fruticosa 'Kupinpa'' P.P.#22,732                 ",Happy Face™  Pink Paradise Cinquefoil,,PW,014949412114,
CT,405433S,POTENTILLA HPY FCE R WH P22761,                                                            ,                                                            ,,PW,014949412138,
CT,044823,POTENTILLA MANGO TANGO PP12258,Potentilla fruticosa 'Uman' P.P.# 12258                     ,Mango Tango Potentilla                                      ,,Y,014949407509,
OR,086651,POTENTILLA PINK BEAUTY P9874,Potentilla fruticosa 'Pink Beauty' P.P.# 9874               ,Pink Beauty Potentilla                                      ,,BNI,014949866511,
OR,086652,POTENTILLA PINK BEAUTY P9874,Potentilla fruticosa 'Pink Beauty' P.P.# 9874               ,Pink Beauty Potentilla                                      ,,BNI,014949866528,
CT,086653,POTENTILLA PINK BEAUTY P9874,Potentilla fruticosa 'Pink Beauty' P.P.# 9874               ,Pink Beauty Potentilla                                      ,,,014949407530,
OR,066772,POTENTILLA RED ACE,Potentilla fruticosa 'Red Ace'                              ,Red Ace Potentilla                                          ,,,014949667729,
OR,066742,POTENTILLA SUNSET,Potentilla fruticosa 'Sunset'                               ,Sunset Potentilla                                           ,,,014949667422,
OR,053842,PROSTANTHERA CUN BADJA PEAK,Prostanthera cuneata 'Badja Peak'                           ,Badja Peak Mint Bush                                        ,,HIN,014949368374,
OR,053845,PROSTANTHERA CUN BADJA PEAK,Prostanthera cuneata 'Badja Peak'                           ,Badja Peak Mint Bush                                        ,,HIN,014949368381,
CT,066887,PRUNUS CER THUNDERCLOUD,Prunus cerasifera 'Thundercloud'                            ,Thundercloud Purple Leaf Plum                               ,,,014949054000,
CT,031817,PRUNUS CRMSON POINTE TM P19564,"Prunus x cerasifera 'Cripoizam' P.P. #19,564                ",Crimson Pointe™  Flowering Plum,,LHI,014949257135,
160000,067101,PRUNUS LAUR MT VERNON,Prunus laurocerasus 'Mount Vernon'                          ,Mount Vernon English Laurel                                 ,1,,014949671016,
OR,067102,PRUNUS LAUR MT VERNON,Prunus laurocerasus 'Mount Vernon'                          ,Mount Vernon English Laurel                                 ,,,014949671023,
OR,067075,PRUNUS LAUR NANA,Prunus laurocerasus 'Nana'                                  ,Dwarf English Laurel                                        ,,,014949670750,
OR,067151,PRUNUS LAUR OTTO LUYKEN,Prunus laurocerasus 'Otto Luyken'                           ,Otto Luyken English Laurel                                  ,,,014949671511,
160000,067152,PRUNUS LAUR OTTO LUYKEN,Prunus laurocerasus 'Otto Luyken'                           ,Otto Luyken English Laurel                                  ,1,,014949671528,
OR,067155,PRUNUS LAUR OTTO LUYKEN,Prunus laurocerasus 'Otto Luyken'                           ,Otto Luyken English Laurel                                  ,,,014949671559,
OR,067157,PRUNUS LAUR OTTO LUYKEN,Prunus laurocerasus 'Otto Luyken'                           ,Otto Luyken English Laurel                                  ,,,014949671573,
OR,067172,PRUNUS LAUR SCHIPKAENSIS,Prunus laurocerasus 'Schipkaensis'                          ,Schipka Cherry Laurel                                       ,,,014949375334,
160000,067175,PRUNUS LAUR SCHIPKAENSIS,Prunus laurocerasus 'Schipkaensis'                          ,Schipka Cherry Laurel                                       ,1,,014949671757,
OR,067177,PRUNUS LAUR SCHIPKAENSIS,Prunus laurocerasus 'Schipkaensis'                          ,Schipka Cherry Laurel                                       ,,,014949671771,
OR,067051,PRUNUS LAUROCERASUS,Prunus laurocerasus                                         ,English Laurel                                              ,,,014949670514,
OR,067051C,PRUNUS LAUROCERASUS (CA CERT),Prunus laurocerasus                                         ,English Laurel                                              ,,,014949384459,
CT,405475,PRUNUS MARITIMA,                                                            ,                                                            ,,,014949395844,
OR,066955,PRUNUS PEN PLENO ROSEA,Prunus pendula 'Pleno-rosea'                                ,Double Weeping Rosebud Cherry                               ,,,014949669556,
CT,405527,PRUNUS SARGENTII PINK FLAIR R,                                                            ,                                                            ,,,014949395899,
OR,066915,PRUNUS SER KWANZAN,Prunus serrulata 'Kwanzan'                                  ,Kwanzan Flowering Cherry                                    ,,,014949669150,
OR,066945,PRUNUS SER MOUNT FUJI,Prunus serrulata 'Mount Fuji'                               ,Mount Fuji Japanese Flowering Cherry                        ,,,014949669457,
CT,405537,PRUNUS SER ROYAL BURGUNDY,                                                            ,                                                            ,,,014949395905,
CT,053557,PRUNUS SUBHIRTELLA PENDULA,Prunus subhirtella 'Pendula'                                ,Weeping Flowering Cherry                                    ,,,014949395943,
CT,053559,PRUNUS SUBHIRTELLA PENDULA,Prunus subhirtella 'Pendula'                                ,Weeping Flowering Cherry                                    ,,,014949395967,
CT,405547,"PRUNUS SUBHIRTELLA PENDULA 36""",                                                            ,                                                            ,,,014949395981,
CA,06167MT,PRUNUS X BEAUTY PLUM,Prunus salicina 'Beauty'                                    ,Beauty Japanese Plum                                        ,,,014949314579,
CA,06733MT,PRUNUS X BING CHERRY,Prunus avium 'Bing'                                         ,Bing Sweet Cherry                                           ,,OLD,014949313022,
CA,06168MT,PRUNUS X BURGUNDY PLUM,Prunus salicina 'Burgundy' Plum                             ,Burgundy Japanese Plum                                      ,,,014949314593,
CA,066872,PRUNUS X CISTENA,Prunus x cistena                                            ,Dwarf Red-Leaf Sand Cherry                                  ,,,014949668726,
CT,066873,PRUNUS X CISTENA,Prunus x cistena                                            ,Dwarf Red-Leaf Sand Cherry                                  ,,,014949668733,
CA,066875,PRUNUS X CISTENA,Prunus x cistena                                            ,Dwarf Red-Leaf Sand Cherry                                  ,,,014949668757,
CT,066875,PRUNUS X CISTENA,Prunus x cistena                                            ,Dwarf Red-Leaf Sand Cherry                                  ,,,014949668757,
CA,06142MT,PRUNUS X FLAVORTOP NECTARINE,Prunus persica var. nucipersica 'Flavortop'                 ,Flavortop Nectarine                                         ,,,014949314418,
CA,06128MT,PRUNUS X LAPINS CHERRY,Prunus avium 'Lapins'                                       ,Lapins Sweet Cherry                                         ,,,014949314371,
CA,06795MT,PRUNUS X OZARK PREMIER PLUM,Prunus salicina 'Ozark Premier'                             ,Ozark Premier Plum                                          ,,,014949323229,
CA,05996MT,PRUNUS X SANTA ROSA PLUM,Prunus salicina 'Santa Rosa'                                ,Santa Rosa Plum                                             ,,,014949314234,
CT,066937PTS,PRUNUS X SNOW FOUNTAIN TM,Prunus x 'Snowfozam'                                        ,Snow Fountains®  Weeping Cherry,,LHI,014949407769,
CA,06799MT,PRUNUS X SNOW QUEEN NECTARINE,Prunus persica var. nucipersica 'Snow Queen'                ,Snow Queen Nectarine                                        ,,,014949323304,
CA,06802MT,PRUNUS X SUNRED NECTARINE,Prunus persica var. nucipersica 'Sunred'                    ,Sunred Nectarine                                            ,,,014949323328,
CA,06116MT,PRUNUS X TROPIC GOLD APRICOT,Prunus armeniaca 'Tropic Gold'                              ,Tropic Gold™  Apricot,,,014949314357,
CT,067301,PULMONARIA BERTRAM ANDERSON,Pulmonaria longifolia 'Bertram Anderson'                    ,BERTRAM ANDERSON LUNGWORT                                   ,,,014949673010,
OR,011061,PULMONARIA RASP SPLASH PP12138,Pulmonaria longifolia 'Raspberry Splash' P.P.# 12138        ,Raspberry Splash Lungwort                                   ,,,014949002032,
OR,035611,PULMONARIA TREVI FOUNTN P13047,Pulmonaria 'Trevi Fountain' P.P.# 13047                     ,Trevi Fountain Lungwort                                     ,,,014949208168,
CA,068012,PUNICA GR ANGEL RED R PP16578,"Punica granatum 'Smith' P.P.#16,578 Angel Red® ",Angel Red®  Pomegranate,,ARP,014949351093,
170000,068015,PUNICA GR ANGEL RED R PP16578,"Punica granatum 'Smith' P.P.#16,578 Angel Red® ",Angel Red®  Pomegranate,1,ARP,014949908099,
CA,06801MT,PUNICA GR ANGEL RED R PP16578,"Punica granatum 'Smith' P.P.#16,578 Angel Red® ",Angel Red®  Pomegranate,,ARP,014949360194,
CA,067451,PUNICA GRAN WONDERFUL,Punica granatum 'Wonderful'                                 ,Fruiting Pomegranate                                        ,,,014949674512,
CA,067455,PUNICA GRAN WONDERFUL,Punica granatum 'Wonderful'                                 ,Fruiting Pomegranate                                        ,,,014949674550,
CA,067455PT,PUNICA GRAN WONDERFUL,Punica granatum 'Wonderful'                                 ,Fruiting Pomegranate                                        ,,,014949062791,
CA,067401,PUNICA GRANATUM NANA,Punica granatum 'Nana'                                      ,Dwarf Pomegranate                                           ,,,014949674017,
CA,067402,PUNICA GRANATUM NANA,Punica granatum 'Nana'                                      ,Dwarf Pomegranate                                           ,,,014949674024,
CA,067701,PYRACANTHA ANG YUKON BELLE R,Pyracantha angustifolia 'Monon'                             ,Yukon Belle®  Pyracantha,,,014949677018,
CA,067705ES,PYRACANTHA ANG YUKON BELLE R,Pyracantha angustifolia 'Monon'                             ,Yukon Belle®  Pyracantha,,,014949677551,
CA,069001ST,PYRACANTHA KOID VICTORY,Pyracantha koidzumii 'Victory'                              ,Victory Pyracantha                                          ,,,014949690215,
CA,069005ST,PYRACANTHA KOID VICTORY,Pyracantha koidzumii 'Victory'                              ,Victory Pyracantha                                          ,,,014949690253,
CA,068501,PYRACANTHA X MOHAVE,Pyracantha x 'Mohave'                                       ,Mohave Pyracantha                                           ,,,014949685013,
CA,068501ST,PYRACANTHA X MOHAVE,Pyracantha x 'Mohave'                                       ,Mohave Pyracantha                                           ,,,014949685112,
CA,068601,PYRACANTHA X RED ELF TM,Pyracantha x 'Monelf'                                       ,Red Elf™  Pyracantha,,,014949686010,
CA,068602,PYRACANTHA X RED ELF TM,Pyracantha x 'Monelf'                                       ,Red Elf™  Pyracantha,,,014949686027,
170000,068605,PYRACANTHA X RED ELF TM,Pyracantha x 'Monelf'                                       ,Red Elf™  Pyracantha,1,,014949686058,
CA,039825,PYRACANTHA X SLVRLNG TM P15517,Pyracantha x 'Cadvar' P.P.# 15517                           ,Silver Lining™  Pyracantha,,CPC,014949260722,
550000,039825,PYRACANTHA X SLVRLNG TM P15517,Pyracantha x 'Cadvar' P.P.# 15517                           ,Silver Lining™  Pyracantha,1,CPC,014949260722,
CT,06913M,PYRUS ARISTOCRAT R,Pyrus calleryana 'Aristocrat'                               ,Aristocrat®  Flowering Pear,,,014949407967,
CA,069165,PYRUS CALL CAPITAL,Pyrus calleryana 'Capital'                                  ,Capital Flowering Pear                                      ,,,014949691656,
OR,030595,PYRUS CALL JACK R,Pyrus calleryana 'Jaczam'                                   ,Jack®  Flowering Pear,,LHI,014949069486,
CA,06149MT,PYRUS X BARTLETT PEAR,Pyrus x 'Bartlett'                                          ,Bartlett Pear                                               ,,,014949314494,
CA,06146MT,PYRUS X BEURRE D'ANJOU PEAR,Pyrus communis 'Beurre D'Anjou'                             ,Beurre D'Anjou Pear                                         ,,,014949314470,
CA,06152MT,PYRUS X COMICE PEAR,Pyrus communis                                              ,Comice Pear                                                 ,,,014949314524,
GA,039865,QUERCUS NUTTALLII CHARISMA R,Quercus nuttallii 'MonPowe'                                 ,Charisma®  Nuttall Oak,,MPO,014949353141,
GA,039869,QUERCUS NUTTALLII CHARISMA R,Quercus nuttallii 'MonPowe'                                 ,Charisma®  Nuttall Oak,,MPO,014949233474,
OR,069255,QUERCUS RUBRA,Quercus rubra                                               ,Northern Red Oak                                            ,,,014949692554,
CA,069711,RATIBIDA COLUMNIFERA,Ratibida columnifera                                        ,Mexican Hat                                                 ,,,014949697115,
CT,020793S,RHAMNUS FRA FINELINE R PP14791,"Rhamnus frangula 'Ron Williams' P.P. #14,791                ",Fine Line®  Fern Leaf Buckthorn,,PW,014949412176,
OR,069775,RHAMNUS FRANGULA ASPLENIFOLIA,Rhamnus frangula 'Asplenifolia'                             ,Narrow Leaf Buckthorn                                       ,,,014949697757,
GA,064943,RHAPH ELEANOR TABER TM P9398,Rhaphiolepis indica 'Conor' P.P# 9398                       ,Eleanor Taber™  Indian Hawthorn,,PDS,014949044148,
CA,020061,RHAPH GEORGIA PETITE P9983,"Rhaphiolepis x delacourii 'Georgia Petite' P.P.# 9,983      ",Georgia Petite Indian Hawthorn                              ,,UOG,014949059319,
CA,020062,RHAPH GEORGIA PETITE P9983,"Rhaphiolepis x delacourii 'Georgia Petite' P.P.# 9,983      ",Georgia Petite Indian Hawthorn                              ,,UOG,014949059326,
550000,020063,RHAPH GEORGIA PETITE P9983,"Rhaphiolepis x delacourii 'Georgia Petite' P.P.# 9,983      ",Georgia Petite Indian Hawthorn                              ,1,UOG,014949021057,
CA,021371,RHAPH INDICA BALLERINA,Rhaphiolepis indica 'Ballerina'                             ,Ballerina Indian Hawthorne                                  ,,,014949322352,
CA,021372,RHAPH INDICA BALLERINA,Rhaphiolepis indica 'Ballerina'                             ,Ballerina Indian Hawthorne                                  ,,,014949322369,
GA,011222,RHAPH SNOW CAP R P15544,"Rhaphiolepis x delacourii 'Corleyscourii' P.P.# 15,544      ",Snowcap®  Indian Hawthorn,,ATR,014949202012,
550000,011223,RHAPH SNOW CAP R P15544,"Rhaphiolepis x delacourii 'Corleyscourii' P.P.# 15,544      ",Snowcap®  Indian Hawthorn,1,ATR,014949023341,
OR,046751,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,,UOG,014949250662,
CA,046751,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,,UOG,014949250662,
GA,046751,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,,UOG,014949250662,
160000,046752,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,1,UOG,014949269930,
CA,046752,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,,UOG,014949269930,
GA,046753,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,,UOG,014949279281,
GA,046757,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,,UOG,014949369180,
170000,069609PT,RHAPH X MAJESTIC BEAUTY R,Rhaphiolepis x 'Montic'                                     ,Majestic Beauty®  Indian Hawthorn,1,,014949696293,
CT,405641,RHOD (H-1) AGLO,                                                            ,                                                            ,,,014949396209,
CT,405642,RHOD (H-1) AGLO,                                                            ,                                                            ,,,014949396216,
CT,405643,RHOD (H-1) AGLO,                                                            ,                                                            ,,,014949396230,
CT,405645,RHOD (H-1) AGLO,                                                            ,                                                            ,,,014949396254,
CT,008833,RHOD (H-1) BLACK SATIN,                                                            ,                                                            ,,,014949387290,
CT,405713,RHOD (H-1) CALSAP,                                                            ,                                                            ,,,014949396315,
CT,009051,RHOD (H-1) CATAW BOURSAULT,Rhododendron 'Catawbiense Boursault' (H-1)                  ,Boursault Rhododendron                                      ,,,014949090510,
CT,009052,RHOD (H-1) CATAW BOURSAULT,Rhododendron 'Catawbiense Boursault' (H-1)                  ,Boursault Rhododendron                                      ,,,014949090527,
CT,00905M,RHOD (H-1) CATAW BOURSAULT,Rhododendron 'Catawbiense Boursault' (H-1)                  ,Boursault Rhododendron                                      ,,,014949408117,
CT,405571,RHOD (H-1) CATAW GRANDIFLORUM,                                                            ,                                                            ,,,014949396339,
CT,405572,RHOD (H-1) CATAW GRANDIFLORUM,                                                            ,                                                            ,,,014949396353,
CT,405573,RHOD (H-1) CATAW GRANDIFLORUM,                                                            ,                                                            ,,,014949396377,
CT,405575,RHOD (H-1) CATAW GRANDIFLORUM,                                                            ,                                                            ,,,014949396391,
CT,009001,RHOD (H-1) CATAWBIENSE ALBUM,Rhododendron catawbiense 'Album' (H-1)                      ,WHITE CATAWBA RHODODENDRON                                  ,,,014949090015,
CT,009003,RHOD (H-1) CATAWBIENSE ALBUM,                                                            ,                                                            ,,,014949408148,
OR,068322,RHOD (H-1) EDITH BOSLEY,Rhododendron x 'Edith Bosley' (H-1)                         ,Edith Bosley Rhododendron                                   ,,,014949359266,
OR,068325,RHOD (H-1) EDITH BOSLEY,Rhododendron x 'Edith Bosley' (H-1)                         ,Edith Bosley Rhododendron                                   ,,,014949324615,
CT,009401,RHOD (H-1) ENGLISH ROSEUM,Rhododendron x 'English Roseum' (H-1)                       ,English Roseum Rhododendron                                 ,,,014949094013,
CT,009403,RHOD (H-1) ENGLISH ROSEUM,Rhododendron x 'English Roseum' (H-1)                       ,English Roseum Rhododendron                                 ,,,014949408179,
OR,009405,RHOD (H-1) ENGLISH ROSEUM,Rhododendron x 'English Roseum' (H-1)                       ,English Roseum Rhododendron                                 ,,,014949094051,
OR,018012,RHOD (H-1) HAAGA,Rhododendron x 'Haaga' (H-1)                                ,Haaga Rhododendron                                          ,,OLD,014949030905,
OR,018015,RHOD (H-1) HAAGA,Rhododendron x 'Haaga' (H-1)                                ,Haaga Rhododendron                                          ,,OLD,014949101773,
OR,009485,RHOD (H-1) IGNATIUS SARGENT,Rhododendron x 'Ignatius Sargent' (H-1)                     ,Ignatius Sargent Rhododendron                               ,,,014949094853,
CT,405761,RHOD (H-1) MAXIMUM PINK,                                                            ,                                                            ,,,014949396469,
CT,405762,RHOD (H-1) MAXIMUM PINK,                                                            ,                                                            ,,,014949396483,
CT,405765,RHOD (H-1) MAXIMUM PINK,                                                            ,                                                            ,,,014949396506,
CT,40576M,RHOD (H-1) MAXIMUM PINK,                                                            ,                                                            ,,,014949396537,
OR,030211,RHOD (H-1) MIKKELI,Rhododendron x 'Mikkeli' (H-1)                              ,Mikkeli Rhododendron                                        ,,OLD,014949067291,
OR,009751,RHOD (H-1) NOVA ZEMBLA,Rhododendron x 'Nova Zembla' (H-1)                          ,Nova Zembla Rhododendron                                    ,,OLD,014949097519,
OR,009752,RHOD (H-1) NOVA ZEMBLA,Rhododendron x 'Nova Zembla' (H-1)                          ,Nova Zembla Rhododendron                                    ,,OLD,014949097526,
OR,009755,RHOD (H-1) NOVA ZEMBLA,Rhododendron x 'Nova Zembla' (H-1)                          ,Nova Zembla Rhododendron                                    ,,OLD,014949097557,
CT,009755,RHOD (H-1) NOVA ZEMBLA,Rhododendron x 'Nova Zembla' (H-1)                          ,Nova Zembla Rhododendron                                    ,,OLD,014949097557,
OR,00975M,RHOD (H-1) NOVA ZEMBLA,Rhododendron x 'Nova Zembla' (H-1)                          ,Nova Zembla Rhododendron                                    ,,OLD,014949097588,
CT,011232,RHOD (H-1) OLGA MEZITT,                                                            ,                                                            ,,,014949008331,
CT,011233,RHOD (H-1) OLGA MEZITT,                                                            ,                                                            ,,,014949023372,
CT,011235,RHOD (H-1) OLGA MEZITT,                                                            ,                                                            ,,,014949008348,
OR,009802,RHOD (H-1) P.J.M.,Rhododendron x 'P.J.M.' (H-1)                               ,P.J.M. Rhododendron                                         ,,,014949098028,
CT,009802,RHOD (H-1) P.J.M.,Rhododendron x 'P.J.M.' (H-1)                               ,P.J.M. Rhododendron                                         ,,,014949098028,
OR,009805,RHOD (H-1) P.J.M.,Rhododendron x 'P.J.M.' (H-1)                               ,P.J.M. Rhododendron                                         ,,,014949098059,
CT,009805,RHOD (H-1) P.J.M.,Rhododendron x 'P.J.M.' (H-1)                               ,P.J.M. Rhododendron                                         ,,,014949098059,
CT,00980M,RHOD (H-1) P.J.M.,Rhododendron x 'P.J.M.' (H-1)                               ,P.J.M. Rhododendron                                         ,,,014949408346,
CT,405801,RHOD (H-1) PINK TREASURE TM,                                                            ,                                                            ,,,014949396629,
CT,405803,RHOD (H-1) PINK TREASURE TM,                                                            ,                                                            ,,,014949396667,
OR,009971,RHOD (H-1) PURPLE GEM,Rhododendron x 'Purple Gem' (H-1)                           ,Purple Gem Rhododendron                                     ,,,014949099711,
OR,009972,RHOD (H-1) PURPLE GEM,Rhododendron x 'Purple Gem' (H-1)                           ,Purple Gem Rhododendron                                     ,,,014949099728,
CT,009972,RHOD (H-1) PURPLE GEM,Rhododendron x 'Purple Gem' (H-1)                           ,Purple Gem Rhododendron                                     ,,,014949099728,
OR,010051,RHOD (H-1) RAMAPO,Rhododendron x 'Ramapo' (H-1)                               ,Ramapo Rhododendron                                         ,,OLD,014949100516,
OR,010052,RHOD (H-1) RAMAPO,Rhododendron x 'Ramapo' (H-1)                               ,Ramapo Rhododendron                                         ,,OLD,014949100523,
CT,010052,RHOD (H-1) RAMAPO,Rhododendron x 'Ramapo' (H-1)                               ,Ramapo Rhododendron                                         ,,OLD,014949100523,
OR,010055,RHOD (H-1) RAMAPO,Rhododendron x 'Ramapo' (H-1)                               ,Ramapo Rhododendron                                         ,,OLD,014949100554,
OR,010152,RHOD (H-1) ROSEUM ELEGANS,Rhododendron x 'Roseum Elegans' (H-1)                       ,Roseum Elegans Rhododendron                                 ,,OLD,014949101520,
CT,010152,RHOD (H-1) ROSEUM ELEGANS,Rhododendron x 'Roseum Elegans' (H-1)                       ,Roseum Elegans Rhododendron                                 ,,OLD,014949101520,
CT,010153,RHOD (H-1) ROSEUM ELEGANS,Rhododendron x 'Roseum Elegans' (H-1)                       ,Roseum Elegans Rhododendron                                 ,,,014949408414,
OR,010155,RHOD (H-1) ROSEUM ELEGANS,Rhododendron x 'Roseum Elegans' (H-1)                       ,Roseum Elegans Rhododendron                                 ,,OLD,014949101551,
CT,010155,RHOD (H-1) ROSEUM ELEGANS,Rhododendron x 'Roseum Elegans' (H-1)                       ,Roseum Elegans Rhododendron                                 ,,OLD,014949101551,
OR,01015M,RHOD (H-1) ROSEUM ELEGANS,Rhododendron x 'Roseum Elegans' (H-1)                       ,Roseum Elegans Rhododendron                                 ,,OLD,014949101582,
CT,408175,RHOD (H-1) ROSEUM PINK,                                                            ,                                                            ,,,014949101551,
CT,019741,RHOD (H-1) RTR SLAM DUNK,Rhododendron x 'Slam Dunk' (H-1) Raise the Roof®  Seri,Slam Dunk Rhododendron                                      ,,UOC,014949019733,
OR,019742,RHOD (H-1) RTR SLAM DUNK,Rhododendron x 'Slam Dunk' (H-1) Raise the Roof®  Seri,Slam Dunk Rhododendron                                      ,,UOC,014949019771,
CT,405982,RHOD (H-1) SKOOKUM,                                                            ,                                                            ,,,014949396704,
OR,010521,RHOD (H-2) (YAK) YAKU PRINCESS,Rhododendron x 'Yaku Princess' (H-2)                        ,Yaku Princess Rhododendron                                  ,,OLD,014949105214,
OR,010522,RHOD (H-2) (YAK) YAKU PRINCESS,Rhododendron x 'Yaku Princess' (H-2)                        ,Yaku Princess Rhododendron                                  ,,OLD,014949105221,
CT,405871,RHOD (H-2) BUBBLEGUM,                                                            ,                                                            ,,,014949396797,
CT,405873,RHOD (H-2) BUBBLEGUM,                                                            ,                                                            ,,,014949396827,
CT,405722,RHOD (H-2) CATALINA,                                                            ,                                                            ,,,014949396834,
CT,405732,RHOD (H-2) CHECKMATE,                                                            ,                                                            ,,,014949396841,
CT,405661,RHOD (H-2) CHIONOIDES,                                                            ,                                                            ,,,014949396858,
CT,405662,RHOD (H-2) CHIONOIDES,                                                            ,                                                            ,,,014949396872,
CT,405663,RHOD (H-2) CHIONOIDES,                                                            ,                                                            ,,,014949396896,
OR,009202,RHOD (H-2) CUNNINGHAM'S WHITE,Rhododendron x 'Cunningham's White' (H-2)                   ,Cunningham's White Rhododendron                             ,,OLD,014949092026,
OR,009205,RHOD (H-2) CUNNINGHAM'S WHITE,Rhododendron x 'Cunningham's White' (H-2)                   ,Cunningham's White Rhododendron                             ,,OLD,014949092057,
CT,009205,RHOD (H-2) CUNNINGHAM'S WHITE,Rhododendron x 'Cunningham's White' (H-2)                   ,Cunningham's White Rhododendron                             ,,OLD,014949092057,
CT,405582,RHOD (H-2) DOUBLE BESSE,                                                            ,                                                            ,,,014949396957,
OR,009432,RHOD (H-2) GOMER WATERER,Rhododendron x 'Gomer Waterer' (H-2)                        ,Gomer Waterer Rhododendron                                  ,,,014949094327,
OR,009435,RHOD (H-2) GOMER WATERER,Rhododendron x 'Gomer Waterer' (H-2)                        ,Gomer Waterer Rhododendron                                  ,,,014949094358,
OR,009451,RHOD (H-2) IMPEDITUM,Rhododendron impeditum (H-2)                                ,Dwarf Purple Rhododendron                                   ,,,014949094518,
OR,009452,RHOD (H-2) IMPEDITUM,Rhododendron impeditum (H-2)                                ,Dwarf Purple Rhododendron                                   ,,,014949094525,
CT,405742,RHOD (H-2) KALINKA,                                                            ,                                                            ,,,014949397091,
CT,405752,RHOD (H-2) LANDMARK,                                                            ,                                                            ,,,014949397145,
CT,405753,RHOD (H-2) LANDMARK,                                                            ,                                                            ,,,014949397152,
OR,009572,RHOD (H-2) LEE'S DARK PURPLE,Rhododendron x 'Lee's Dark Purple' (H-2)                    ,Lee's Dark Purple Rhododendron                              ,,,014949095720,
160000,009575,RHOD (H-2) LEE'S DARK PURPLE,Rhododendron x 'Lee's Dark Purple' (H-2)                    ,Lee's Dark Purple Rhododendron                              ,1,,014949095751,
OR,009562,RHOD (H-2) LOOKING GLASS,Rhododendron x 'Looking Glass' (H-2)                        ,Looking Glass Rhododendron                                  ,,,014949095621,
OR,009565,RHOD (H-2) LOOKING GLASS,Rhododendron x 'Looking Glass' (H-2)                        ,Looking Glass Rhododendron                                  ,,,014949095652,
OR,009551,RHOD (H-2) LORD ROBERTS,Rhododendron x 'Lord Roberts' (H-2)                         ,Lord Roberts Rhododendron                                   ,,,014949095515,
OR,009552,RHOD (H-2) LORD ROBERTS,Rhododendron x 'Lord Roberts' (H-2)                         ,Lord Roberts Rhododendron                                   ,,,014949095522,
CT,405671,RHOD (H-2) MIDNIGHT RUBY,                                                            ,                                                            ,,,014949397183,
CT,405673,RHOD (H-2) MIDNIGHT RUBY,                                                            ,                                                            ,,,014949397213,
CT,405772,RHOD (H-2) NORTHERN STARBURST,                                                            ,                                                            ,,,014949397237,
OR,010071,RHOD (H-2) ROCKET,Rhododendron x 'Rocket' (H-2)                               ,Rocket Rhododendron                                         ,,,014949100714,
