Item,,Mid-Ship,Late Ship,Size,Loc,Minimum Quantity,Botanical Name,Common Name,Category,,Zone,Introduced, Oregon   , California  , Georgia   , Connecticut  ,UPC#,Available         ,Available Later,,On,Available Later,On,Available Later,On,, 2015 Price , Freight 
09858,3,,,3,GA,5,Rosa x White Knock Out®,White Out™ Knock Out™ Rose ,ROS,rose,05,2014,,, $17.66 , $16.54 ,014949176207,0,472,472,09/01/14  ,0,          ,0,          ,, $35.50 , $5.46 
40627,3,,,3,CT,5,Rosa x Francis Meilland™,Francis Meilland™  Hybrid Tea Rose,ROS,Rose,04,2014,,,, $16.54 ,014949397831,290,1172,1172,04/15/15  ,0,          ,0,          ,, $25.50 , $5.23 
40639,3,,,3,CT,5,Rosa x Ruby Meidiland®,Ruby Meidiland®  Rose,ROS,Rose,05,    ,,,, $16.54 ,014949398111,5,490,490,04/15/15  ,0,          ,0,          ,, $25.50 , $5.23 
02458,2,,,2,CA,5,Rosa x Caramba®,Caramba®  Shrub Rose,ROS,Rose,05,    , $18.12 , $18.23 ,,,014949049075,9,9,9,12/31/14  ,0,          ,0,          ,, $25.50 , $5.46 
40637,3,,,3,CT,5,Rosa x Look-A-Likes™  Hydrangealicious,Look-A-Likes™  Hydrangealicious Rose,ROS,Rose,05,    ,,,, $16.54 ,014949397862,68,0,0,          ,0,          ,0,          ,, $59.00 , $19.66 
40621,3,,,3,CT,5,Rosa x Look-A-Likes™  Phloxy Baby,Look-A-Likes™  Phloxy Baby Rose,ROS,Rose,05,    ,,,, $16.54 ,014949397879,62,0,0,          ,0,          ,0,          ,, $81.00 , $27.31 
40625,3,,,3,CT,5,Rosa x Sea Shell Thrive!™                 ,Sea Shell Thrive!™  Rose,ROS,Rose,05,2014,,,, $16.54 ,014949397985,610,0,0,          ,0,          ,0,          ,, $25.50 , $5.46 
08149,2,,,2,CA,5,Rosa x Sweet Spot™  Ruby,Sweet Spot™  Ruby Rose,ROS,Rose,05,2013,, $18.23 ,,,014949369821,0,4757,4757,04/01/15  ,0,          ,0,          ,, $42.50 , $5.46 
08911,2,,,2,GA,5,Rosa x Sunrosa™  Red,Sunrosa™  Red Shrub Rose,ROS,rose,04,2013,,, $17.16 ,,014949374856,0,275,275,10/01/14  ,0,          ,0,          ,, $76.00 , $13.66 
08910,2,,,2,GA,5,Rosa x Sunrosa™  Soft Pink,Sunrosa™  Soft Pink Shrub Rose,ROS,Rose,04,2013,,, $17.16 ,,014949374771,0,589,589,10/01/14  ,0,          ,0,          ,, $35.50 , $5.46 
08912,2,,,2,GA,5,Rosa x Sunrosa™  Yellow,Sunrosa™  Yellow Shrub Rose,ROS,rose,05,2013,,, $17.16 ,,014949374788,0,399,399,10/01/14  ,0,          ,0,          ,, $14.25 , $2.73 
40622,3,,,3,CT,5,Rosa x Sunshine Daydream,Sunshine Daydream Rose                                      ,ROS,Rose,05,2014,,,, $16.54 ,014949397909,116,497,497,04/15/15  ,0,          ,0,          ,, $21.50 , $5.46 
40623,3,,,3,CT,5,Rosa x Tahitian Treasure™      ,Tahitian Treasure™  Rose,ROS,Rose,05,2014,,,, $16.54 ,014949397930,53,363,363,04/15/15  ,0,          ,0,          ,, * , $1.54 
40629,3,,,3,CT,5,Rosa x Tequila Gold™,Tequila Gold tm Rose,ROS,Rose,05,    ,,,, $16.54 ,014949397947,0,685,685,04/15/15  ,0,          ,0,          ,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $6.06 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.25 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.82 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $22.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $6.06 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $7.00 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $20.50 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $54.00 , $6.06 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.75 , $1.11 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $4.04 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.25 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.75 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.25 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.25 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.00 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $8.25 , $1.09 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $20.50 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.25 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $7.00 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.00 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.50 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $9.50 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $22.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $4.57 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.50 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $22.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $40.50 , $7.85 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $54.00 , $6.06 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $7.00 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.50 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.75 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $18.00 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $18.00 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $25.50 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.00 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.00 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.75 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.75 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.25 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.00 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.25 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.25 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.25 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.00 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.25 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.00 , $1.66 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.25 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.25 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.00 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.25 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.00 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.25 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.25 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.25 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.00 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.00 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.25 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.25 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.25 , $1.09 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.00 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $3.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $54.00 , $6.06 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $8.25 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $3.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $59.00 , $7.85 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $6.06 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $4.04 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $3.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $32.50 , $4.04 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $3.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.75 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $26.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $61.00 , $7.85 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.75 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.50 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $3.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $32.50 , $4.04 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.11 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $3.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $3.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $22.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.00 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.50 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $20.50 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $22.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $3.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $3.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.00 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $22.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $3.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $22.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $7.00 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $20.50 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $32.50 , $8.30 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $6.50 , $1.09 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.50 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $7.50 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $9.50 , $1.82 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $1.11 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.50 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.50 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $7.50 , $1.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $21.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.75 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $18.00 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.75 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.75 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.00 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.75 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $9.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.11 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.50 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.50 , $5.23 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.25 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $7.25 , $1.09 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.00 , $3.32 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $7.25 , $0.66 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.00 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.00 , $3.32 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $27.50 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $7.25 , $1.09 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $23.00 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $3.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $27.50 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $27.50 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $27.50 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $27.50 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $27.50 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.75 , $2.62 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $27.50 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.00 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, * , $3.05 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.00 , $1.82 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.50 , $3.64 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.25 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.00 , $1.82 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.50 , $3.64 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $1.11 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $29.50 , $2.31 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $29.50 , $2.31 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $1.11 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $29.50 , $2.31 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $1.11 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $29.50 , $2.31 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $1.11 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $29.50 , $2.31 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $2.21 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $29.50 , $2.31 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $2.21 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.50 , $1.11 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.75 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.75 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $14.75 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.50 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $38.50 , $8.19 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.50 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.50 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.50 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $38.50 , $8.19 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.50 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.50 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $38.50 , $8.19 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.50 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $38.50 , $8.19 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.50 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $38.50 , $8.19 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.50 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $38.50 , $8.19 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.50 , $2.73 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $38.50 , $8.19 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $4.10 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $4.10 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $4.10 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $4.10 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $24.00 , $4.10 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.25 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.00 , $1.82 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.50 , $3.64 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.00 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.50 , $3.64 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.50 , $3.64 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.00 , $1.82 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $10.00 , $1.74 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $16.50 , $3.49 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.25 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.75 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $38.50 , $8.19 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.25 , $1.54 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $29.50 , $2.31 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.50 , $3.64 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.25 , $2.66 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $29.50 , $2.31 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.75 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $38.50 , $8.19 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $13.50 , $3.64 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $17.75 , $5.46 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $38.50 , $8.19 
,,,,,,,,,,,,,,,,,,,,,,,,,,, $15.25 , $1.54 
