Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category,Zone,Royalty Code,2016 List Price,Net Price,Freight,Landed Price,SKU,Retail Price,UPC#,Qty Cfm,Qty Rem,Condition,Current Specs,Min Ord Qty,Available         ,Available Later,On,Available Later,On,Available Later,On
OR,    ,065252,#2,PIERIS J PURITY,Pieris japonica 'Purity'                                    ,Purity Japanese Lily Of The Valley                          ,EVS,05,, 17.25 , 14.66 , 2.44 , 17.10 ,,     ,014949652527,     ,     ,-,12''H - 12''S, 5 , 9 , 35 ,03/28/16  ,     ,          ,     ,          
OR,2014,051212,#2,PIERIS J RIVER NYMPH TM,Pieris japonica 'River Run'                                 ,River Nymph™  Lily of the Valley Shrub (Enchanted Fore,EVS,06,SVS, 17.25 , 14.66 , 2.44 , 17.10 ,,     ,014949357491,     ,     ,-,"12""H - 12""S", 5 , 12 , 12 ,10/01/15  ,     ,          ,     ,          
OR,2014,051215,#5,PIERIS J RIVER NYMPH TM,Pieris japonica 'River Run'                                 ,River Nymph™  Lily of the Valley Shrub (Enchanted Fore,EVS,06,SVS, 26.75 , 22.74 , 4.87 , 27.61 ,,     ,014949357507,     ,     ,BUDS,"14""H - 18""S", 5 , 142 ,     ,          ,     ,          ,     ,          
OR,2014,049491,#1,PIERIS J TIKI,Pieris japonica 'Tiki'                                      ,Tiki Lily of the Valley Shrub                               ,EVS,06,, 8.25 , 7.01 , 0.97 , 7.98 ,,     ,014949357576,     ,     ,-,"6""H - 6""S", 10 , 894 ,     ,          ,     ,          ,     ,          
OR,2014,049492,#2,PIERIS J TIKI,Pieris japonica 'Tiki'                                      ,Tiki Lily of the Valley Shrub                               ,EVS,06,, 17.25 , 14.66 , 2.44 , 17.10 ,,     ,014949357583,     ,     ,BUDS,"6""H - 10""S", 5 , 61 , 61 ,03/28/16  ,     ,          ,     ,          
OR,2014,049495,#5,PIERIS J TIKI,Pieris japonica 'Tiki'                                      ,Tiki Lily of the Valley Shrub                               ,EVS,06,, 26.75 , 22.74 , 4.87 , 27.61 ,,     ,014949359761,     ,     ,-,"12""h - 14""S", 5 , 3 ,     ,          ,     ,          ,     ,          
OR,    ,065301,#1,PIERIS J VALLEY ROSE,Pieris japonica 'Valley Rose'                               ,Valley Rose Lily Of The Valley                              ,EVS,06,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949653012,     ,     ,BUDS,8''H - 8''S, 10 , 24 ,     ,          ,     ,          ,     ,          
OR,    ,065302,#2,PIERIS J VALLEY ROSE,Pieris japonica 'Valley Rose'                               ,Valley Rose Lily Of The Valley                              ,EVS,06,, 17.25 , 14.66 , 2.44 , 17.10 ,,     ,014949653029,     ,     ,BUDS,12''H - 12''S, 5 ,     , 10 ,03/28/16  ,     ,          ,     ,          
OR,    ,065305,#5,PIERIS J VALLEY ROSE,Pieris japonica 'Valley Rose'                               ,Valley Rose Lily Of The Valley                              ,EVS,06,, 26.75 , 22.74 , 4.87 , 27.61 ,,     ,014949653050,     ,     ,BUDS,16''H - 18''S, 5 , 18 ,     ,          ,     ,          ,     ,          
OR,    ,065321,#1,PIERIS J VARIEGATA,Pieris japonica 'Variegata'                                 ,Variegated Japanese Lily Of The Valley                      ,EVS,06,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949653210,     ,     ,BUDS,6''H - 8''S, 10 ,     , 115 ,03/28/16  ,     ,          ,     ,          
OR,2014,049531,#1,PIERIS J WHITE PEARL,Pieris japonica 'White Pearl'                               ,White Pearl Lily of the Valley Shrub                        ,EVS,06,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949357590,     ,     ,-,"6""H - 6""S", 10 , 10 ,     ,          ,     ,          ,     ,          
OR,2014,049535,#5,PIERIS J WHITE PEARL,Pieris japonica 'White Pearl'                               ,White Pearl Lily of the Valley Shrub                        ,EVS,06,, 26.75 , 22.74 , 4.87 , 27.61 ,,     ,014949357620,     ,     ,BUDS,"14""H - 15""S", 5 , 20 ,     ,          ,     ,          ,     ,          
OR,    ,065221,#1,PIERIS TAIWAN PRELUDE,Pieris japonica 'Prelude'                                   ,Prelude Lily Of The Valley                                  ,EVS,05,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949652213,     ,     ,-,4''H - 6''S, 10 , 740 , 740 ,04/27/16  ,     ,          ,     ,          
OR,    ,065222,#2,PIERIS TAIWAN PRELUDE,Pieris japonica 'Prelude'                                   ,Prelude Lily Of The Valley                                  ,EVS,05,, 17.25 , 14.66 , 2.44 , 17.10 ,,     ,014949652220,     ,     ,-,8''H - 12''S, 5 , 91 , 91 ,04/27/16  ,     ,          ,     ,          
OR,    ,065225,#5,PIERIS TAIWAN PRELUDE,Pieris japonica 'Prelude'                                   ,Prelude Lily Of The Valley                                  ,EVS,05,, 26.75 , 22.74 , 4.87 , 27.61 ,,     ,014949652251,     ,     ,-,10''H - 16''S, 5 , 82 , 82 ,04/28/16  ,     ,          ,     ,          
OR,    ,065081,#1,PIERIS X FOREST FLAME,Pieris x 'Forest Flame'                                     ,Forest Flame Lily Of The Valley                             ,EVS,05,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949650813,     ,     ,-,8''H - 8''S, 10 ,     , 204 ,03/28/16  ,     ,          ,     ,          
OR,    ,065082,#2,PIERIS X FOREST FLAME,Pieris x 'Forest Flame'                                     ,Forest Flame Lily Of The Valley                             ,EVS,05,, 17.25 , 14.66 , 2.44 , 17.10 ,,     ,014949650820,     ,     ,BUDS,12''H - 12''S, 5 , 11 , 11 ,03/28/16  ,     ,          ,     ,          
OR,2015,082041,#1,PRUNUS LAUR CHESTNUT HILL PPTB,Prunus laurocerasus 'Chestnut Hill' P.P.A.F.                ,Chestnut Hill Cherry Laurel                                 ,EVS,06,CPC, 8.25 , 7.01 , 0.97 , 7.98 ,,     ,014949375303,     ,     ,-,"8""H - 6""S", 10 ," 3,142 ",     ,          ,     ,          ,     ,          
OR,2015,082045,#5,PRUNUS LAUR CHESTNUT HILL PPTB,Prunus laurocerasus 'Chestnut Hill' P.P.A.F.                ,Chestnut Hill Cherry Laurel                                 ,EVS,06,CPC, 24.50 , 20.83 , 4.87 , 25.70 ,,     ,014949370292,     ,     ,-,"16""H - 16""S", 5 , 213 ,     ,          ,     ,          ,     ,          
OR,    ,019095,#5,PRUNUS LAUR ETNA,Prunus laurocerasus 'Anbri'                                 ,Etna English Laurel                                         ,EVS,06,, 24.50 , 20.83 , 4.87 , 25.70 ,,     ,014949009093,     ,     ,SHOT HOLE,"30""H - 18""S", 5 ," 1,731 "," 1,731 ",03/28/16  ,     ,          ,     ,          
OR,    ,067102,#2,PRUNUS LAUR MT VERNON,Prunus laurocerasus 'Mount Vernon'                          ,Mount Vernon English Laurel                                 ,EVS,06,, 17.25 , 14.66 , 2.44 , 17.10 ,,     ,014949671023,     ,     ,-,8''H - 12''S, 5 , 146 ,     ,          ,     ,          ,     ,          
OR,    ,067152,#2,PRUNUS LAUR OTTO LUYKEN,Prunus laurocerasus 'Otto Luyken'                           ,Otto Luyken English Laurel                                  ,EVS,06,, 15.25 , 12.96 , 2.44 , 15.40 ,,     ,014949671528,     ,     ,-,"16""H - 12""S", 5 , 822 ,     ,          ,     ,          ,     ,          
OR,    ,067155,#5,PRUNUS LAUR OTTO LUYKEN,Prunus laurocerasus 'Otto Luyken'                           ,Otto Luyken English Laurel                                  ,EVS,06,, 22.00 , 18.70 , 4.87 , 23.57 ,,     ,014949671559,     ,     ,-,"20""H - 18""S", 5 , 543 ,     ,          ,     ,          ,     ,          
OR,    ,067157,#7,PRUNUS LAUR OTTO LUYKEN,Prunus laurocerasus 'Otto Luyken'                           ,Otto Luyken English Laurel                                  ,EVS,06,, 44.50 , 37.83 , 12.18 , 50.01 ,,     ,014949671573,     ,     ,SHOT HOLE,"24""H - 24""S", 2 , 55 ,     ,          ,     ,          ,     ,          
OR,    ,067175,#5,PRUNUS LAUR SCHIPKAENSIS,Prunus laurocerasus 'Schipkaensis'                          ,Schipka Cherry Laurel                                       ,EVS,06,, 24.50 , 20.83 , 4.87 , 25.70 ,,     ,014949671757,     ,     ,-,"27""H - 15""S", 5 , 774 ,     ,          ,     ,          ,     ,          
OR,    ,067177,#7,PRUNUS LAUR SCHIPKAENSIS,Prunus laurocerasus 'Schipkaensis'                          ,Schipka Cherry Laurel                                       ,EVS,06,, 44.50 , 37.83 , 12.18 , 50.01 ,,     ,014949671771,     ,     ,SHOT HOLE,"40""H - 24""S", 2 , 253 ,     ,          ,     ,          ,     ,          
OR,    ,067051,#1,PRUNUS LAUROCERASUS,Prunus laurocerasus                                         ,English Laurel                                              ,EVS,06,, 8.25 , 7.01 , 0.97 , 7.98 ,,     ,014949670514,     ,     ,SHOT HOLE,12''H - 8''S, 10 , 88 , 88 ,03/28/16  ,     ,          ,     ,          
OR,    ,067055,#5,PRUNUS LAUROCERASUS,Prunus laurocerasus                                         ,English Laurel                                              ,EVS,06,, 24.50 , 20.83 , 4.87 , 25.70 ,,     ,014949670552,     ,     ,SHOT HOLE,"30""H - 16""S", 5 ,     , 136 ,03/28/16  ,     ,          ,     ,          
OR,    ,067051C,#1,PRUNUS LAUROCERASUS (CA CERT),Prunus laurocerasus                                         ,English Laurel                                              ,EVS,06,, 8.25 , 7.01 , 0.97 , 7.98 ,,     ,014949384459,     ,     ,SHOT HOLE,12''H - 10''S,     , 179 ,     ,          ,     ,          ,     ,          
CA,    ,067701ST,#1 STAKED,PYRACANTHA ANG YUKON BELLE R,Pyracantha angustifolia 'Monon'                             ,Yukon Belle®  Pyracantha,EVS,05,, 7.75 , 6.59 , 1.05 , 7.64 ,,     ,014949677216,     ,     ,-,"24""H", 10 , 24 ,     ,          ,     ,          ,     ,          
CA,    ,067705,#5,PYRACANTHA ANG YUKON BELLE R,Pyracantha angustifolia 'Monon'                             ,Yukon Belle®  Pyracantha,EVS,05,, 24.00 , 20.40 , 5.25 , 25.65 ,,     ,014949677056,     ,     ,-,"15""H - 15""S", 5 , 6 ,     ,          ,     ,          ,     ,          
CA,    ,067705DE,#5 DIA ESP,PYRACANTHA ANG YUKON BELLE R,Pyracantha angustifolia 'Monon'                             ,Yukon Belle®  Pyracantha,EVS,05,, 58.50 , 49.73 , 7.87 , 57.60 ,,     ,014949677759,     ,     ,-,"48""H - 47""S", 2 ,     , 26 ,03/01/16  ,     ,          ,     ,          
CA,    ,067705ST,#5 STAKED,PYRACANTHA ANG YUKON BELLE R,Pyracantha angustifolia 'Monon'                             ,Yukon Belle®  Pyracantha,EVS,05,, 29.00 , 24.65 , 5.25 , 29.90 ,,     ,014949677254,     ,     ,LIGHT BERRIES,"48""H", 5 , 56 ,     ,          ,     ,          ,     ,          
CA,    ,068005,#5,PYRACANTHA COC LOWBOY,Pyracantha coccinea 'Lowboy'                                ,Lowboy Pyracantha                                           ,EVS,06,, 24.00 , 20.40 , 5.25 , 25.65 ,,     ,014949680056,     ,     ,-,"15""H - 15""S", 5 , 36 ,     ,          ,     ,          ,     ,          
CA,    ,062695CN,#5 CONE,ROSMARINUS BLUE SPIRES,Rosmarinus officinalis 'Blue Spires'                        ,Blue Spires Rosemary                                        ,EVS,06,, 43.25 , 36.76 , 7.87 , 44.63 ,,     ,014949423035,     ,     ,,,     ,     , 167 ,04/15/16  , 167 ,05/01/16  ,     ,          
OR,    ,020491,#1,ROSMARINUS OFF ARP,Rosmarinus officinalis 'Arp'                                ,Arp Rosemary                                                ,EVS,06,, 7.00 , 5.95 , 0.97 , 6.92 ,,     ,014949022221,     ,     ,-,"12""H", 10 , 18 ,     ,          ,     ,          ,     ,          
OR,    ,020492,#2,ROSMARINUS OFF ARP,Rosmarinus officinalis 'Arp'                                ,Arp Rosemary                                                ,EVS,06,, 15.75 , 13.39 , 2.44 , 15.83 ,,     ,014949022238,     ,     ,,"12""H - 10""S", 5 , 59 , 59 ,06/01/16  ,     ,          ,     ,          
OR,2011,036641,#1,SARCOCOCCA HOOK DIGYNA,Sarcococca hookeriana var. digyna 'Purple Stem'             ,Purple Stem Sweet Box                                       ,EVS,06,, 9.00 , 7.65 , 0.97 , 8.62 ,,     ,014949214503,     ,     ,-,"10""H - 8""S", 10 , 5 ,     ,          ,     ,          ,     ,          
OR,    ,070501,#1,SARCOCOCCA HUMILIS,Sarcococca hookeriana var. humilis                          ,Himalayan Sweet Box                                         ,EVS,06,, 9.00 , 7.65 , 0.97 , 8.62 ,,     ,014949705018,     ,     ,-,"6""H - 8""S", 10 , 28 ,     ,          ,     ,          ,     ,          
OR,    ,070502,#2,SARCOCOCCA HUMILIS,Sarcococca hookeriana var. humilis                          ,Himalayan Sweet Box                                         ,EVS,06,, 19.50 , 16.58 , 2.44 , 19.02 ,,     ,014949705025,     ,     ,-,"12''H - 12""S", 5 ,     , 345 ,04/27/16  ,     ,          ,     ,          
OR,    ,073602,#2,VIB X BURKWOODII,Viburnum x burkwoodii                                       ,Burkwood Viburnum                                           ,EVS,05,, 15.75 , 13.39 , 2.44 , 15.83 ,,     ,014949736029,     ,     ,-,"18""H - 12""S", 5 , 2 ,     ,          ,     ,          ,     ,          
OR,    ,073605,#5,VIB X BURKWOODII,Viburnum x burkwoodii                                       ,Burkwood Viburnum                                           ,EVS,05,, 23.00 , 19.55 , 4.87 , 24.42 ,,     ,014949736050,     ,     ,-,18''H - 16''S, 5 , 18 ,     ,          ,     ,          ,     ,          
CA,    ,047831,#1,YUCCA ELATA,Yucca elata                                                 ,Soaptree Yucca                                              ,EVS,06,OLD, 8.00 , 6.80 , 1.05 , 7.85 ,,     ,014949302866,     ,     ,-,"8""H - 8""S", 10 , 169 ,     ,          ,     ,          ,     ,          
OR,2012,090151,#1,YUCCA FIL COLOR GUARD,Yucca filamentosa 'Color Guard'                             ,Color Guard Adam's Needle                                   ,EVS,04,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949285305,     ,     ,-,8''H - 10''S, 10 , 1 ,     ,          ,     ,          ,     ,          
CA,2012,090152,#2,YUCCA FIL COLOR GUARD,Yucca filamentosa 'Color Guard'                             ,Color Guard Adam's Needle                                   ,EVS,04,, 18.00 , 15.30 , 2.62 , 17.92 ,,     ,014949039311,     ,     ,-,10''H - 12''S, 5 , 53 ,     ,          ,     ,          ,     ,          
CA,    ,077231,#1,YUCCA FIL GOLDEN SWORD,Yucca filamentosa 'Golden Sword'                            ,Golden Sword Yucca                                          ,EVS,04,, 7.75 , 6.59 , 1.05 , 7.64 ,,     ,014949772317,     ,     ,-,"8""H - 8""S", 10 , 45 ,     ,          ,     ,          ,     ,          
CA,    ,077232,#2,YUCCA FIL GOLDEN SWORD,Yucca filamentosa 'Golden Sword'                            ,Golden Sword Yucca                                          ,EVS,04,, 18.00 , 15.30 , 2.62 , 17.92 ,,     ,014949772324,     ,     ,-,"10""H - 12""S", 5 ,     , 37 ,02/01/16  ,     ,          ,     ,          
CA,    ,077235,#5,YUCCA FIL GOLDEN SWORD,Yucca filamentosa 'Golden Sword'                            ,Golden Sword Yucca                                          ,EVS,04,, 24.00 , 20.40 , 5.25 , 25.65 ,,     ,014949772355,     ,     ,-,"15""H - 15""S", 5 , 39 ,     ,          ,     ,          ,     ,          
CA,    ,077225,#5,YUCCA FIL IVORY TOWER,Yucca filamentosa 'Ivory Tower'                             ,Ivory Tower Yucca                                           ,EVS,04,, 23.00 , 19.55 , 5.25 , 24.80 ,,     ,014949772256,     ,     ,-,"15""H - 15""S", 5 , 18 , 18 ,03/01/16  ,     ,          ,     ,          
