Branch,Item,Description,Order Quantity,Plant Category,Zone,Common Name,Intro Year,Price Code,Retail Price,Minimum Ord Qty,Confirmed Qty Remaining,2012 Qty Shipped  ,2013 Qty Shipped  ,2014 Qty Shipped  ,Condition,Current Specs,Plant Status
GA,037511,ECHINACEA GREEN EYES PP17172, ,PRN,04,Green Eyes Coneflower                                                                               ,2006,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,054971,ECHINACEA HOT LAVA PPAF, ,PRN,04,Hot Lava Coneflower                                                                                 ,2015,PRNADV, 14.99 , 10 , 10 ,     ,     ,     ,,,PS0
OR,004891,ECHINACEA KIMS KNEE HI PP12242, ,PRN,04,Kim's Knee High Purple Coneflower                                                                   ,    ,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,-,,PS0
CT,003121,ECHINACEA POWWOW R WHITE, ,PRN,03,PowWow®  White Coneflower                                                                           ,2012,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,00299UT,ECHINACEA POWWOW R WILDBERRY, ,PRN,03,PowWow®  Wild Berry Coneflower                                                                      ,2011,, 5.99 , 16 , 32 ,     ,     ,     ,,,PS0
OR,002991,ECHINACEA POWWOW R WILDBERRY, ,PRN,03,PowWow®  Wild Berry Coneflower                                                                      ,2011,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,PS0
GA,059741,ECHINACEA PUR HOT PAPAYA PPAF, ,PRN,04,Hot Papaya Coneflower                                                                               ,2010,PRNADV, 14.99 , 10 , 24 ,     ,     ,     ,,,PS0
CT,032341S,ECHINACEA PUR MERINGUE PPAF, ,PRN,05,Meringue Coneflower                                                                                 ,2010,, 19.95 , 10 , 12 ,     ,     ,     ,,,PS0
CT,039581,ECHINACEA PUR MERLOT PP18814, ,PRN,04,Merlot Coneflower                                                                                   ,2007,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,039581,ECHINACEA PUR MERLOT PP18814, ,PRN,04,Merlot Coneflower                                                                                   ,2007,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
OR,018221,ECHINACEA PUR RUBY STAR, ,PRN,04,Ruby Star Coneflower                                                                                ,2005,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,PS0
GA,039591,ECHINACEA RASPBRY TART PP18560, ,PRN,04,Raspberry Tart Coneflower                                                                           ,2007,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,048651,ECHINACEA TIKI TORCH PP18839, ,PRN,04,Tiki Torch Coneflower                                                                               ,2009,PRNADV, 14.99 , 10 , 24 ,     ,     ,     ,,,PS0
CT,057301,ECHINACEA TOMATO SOUP PPAF, ,PRN,04,Tomato Soup Coneflower                                                                              ,2009,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,057301,ECHINACEA TOMATO SOUP PPAF, ,PRN,04,Tomato Soup Coneflower                                                                              ,2009,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
CA,062005,ENSETE MAURELII, ,PRN,10,Red Leaved Banana                                                                                   ,    ,, 74.95 , 5 , 10 ,     ,     ,     ,-,"36""H",PS1
GA,074341,ERYNGIUM PLANUM BLUE HOBBIT, ,PRN,04,Blue Hobbit Dwarf Sea Holly                                                                         ,1987,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,,,PS0
OR,019312,EUO A COLE'S COMPACT, ,DCS,04,Cole's Compact Burning Bush                                                                         ,2006,, 29.99 , 5 , 10 ,     ,     ,     ,DORMANT,12''H - 12''S,
OR,033602,EUO ALATUS COMPACTUS, ,DCS,04,Dwarf Burning Bush                                                                                  ,    ,, 29.99 , 5 , 15 ,     ,     ,     ,DORMANT,"14""H - 12""S",
OR,033652,EUO F CANADALE GOLD, ,EVS,04,Canadale Gold Wintercreeper                                                                         ,2002,, 29.99 , 5 , 10 ,     ,     ,     ,-,10''H - 12''S,
OR,034302,EUO F GOLDEN PRINCE R, ,EVS,04,Golden Prince®  Wintercreeper                                                                       ,1971,, 29.99 , 5 , 10 ,     ,     ,     ,-,10''H - 10''S,
CA,034502,EUO F MOONSHADOW, ,EVS,04,Moonshadow Wintercreeper                                                                            ,2003,, 29.99 , 5 , 10 ,     ,     ,     ,-,,
CT,402502,EUPATORIUM MAC BABY JOE, ,PRN,04,Baby Joe Dwarf Pye Weed                                                                             ,    ,, 24.99 , 5 , 5 ,     ,     ,     ,,,PS0
OR,019241,FERN-ATHYRIUM F LADY IN RED, ,FRN,02,Lady In Red Fern                                                                                    ,2003,, 14.99 , 10 , 12 ,     ,     ,     ,CUT BACK,CAN FULL,
CA,018761,FERN-ATHYRIUM GHOST, ,FRN,04,Ghost Fern                                                                                          ,2003,, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,CAN FULL,
OR,036121,FERN-ATHYRIUM NIP PICTUM, ,FRN,05,Japanese Painted Fern                                                                               ,2000,, 14.95 , 10 , 12 ,     ,     ,     ,CUT BACK,CAN FULL,
OR,036451,FERN-MATTEUCCIA STRUTHIOPTERIS, ,FRN,03,European Ostrich Fern                                                                               ,2002,, 14.99 , 10 , 12 ,     ,     ,     ,CUT BACK,"8""S",
OR,036452,FERN-MATTEUCCIA STRUTHIOPTERIS, ,FRN,03,European Ostrich Fern                                                                               ,2002,, 29.99 , 5 , 5 ,     ,     ,     ,CUT BACK,"10""S",
GA,036411,FERN-OSMUNDA CINNAMOMEA, ,FRN,04,Cinnamon Fern                                                                                       ,2000,, 14.99 , 10 , 12 ,     ,     ,     ,,,
CA,088831,GAILLARDIA ARIZONA RED SHADES, ,PRN,03,Arizona Red Shades Blanket Flower                                                                   ,2013,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,035711,GAILLARDIA ARIZONA SUN, ,PRN,03,Arizona Sun Blanket Flower                                                                          ,2006,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,,,PS0
CA,089221,GAILLARDIA FANFARE BLZE P23494, ,PRN,03,Fanfare Blaze Blanket Flower                                                                        ,2013,PRNADV, 11.99 , 10 , 10 ,     ,     ,     ,,,PS0
GA,089221,GAILLARDIA FANFARE BLZE P23494, ,PRN,03,Fanfare Blaze Blanket Flower                                                                        ,2013,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,,,PS0
CT,412631,GAILLARDIA FANFARE CITRNLA PAF, ,PRN,03,Fanfare Citronella Blanket Flower                                                                   ,2015,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,,,PS0
CA,037611,GAILLARDIA GOBLIN, ,PRN,03,Goblin Blanket Flower                                                                               ,1995,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,-,CAN FULL,PS1
GA,004051,GAILLARDIA MESA BRIGHT BICOLOR, ,PRN,04,Mesa Bright Bicolor Blanket Flower                                                                  ,2012,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,,,PS0
CA,036441,GAILLARDIA ORNGS&LEMONS P17092, ,PRN,03,Oranges & Lemons Blanket Flower                                                                     ,2006,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,037701SPT,GARDENIA AUGUST BEAUTY, ,EVS,08,August Beauty Gardenia                                                                              ,    ,, 29.95 , 5 , 5 ,     ,     ,     ,,,
CA,037595PT,GARDENIA MYSTERY-GRAFT, ,EVS,08,Mystery Gardenia (Grafted)                                                                          ,    ,, 89.95 , 2 , 5 ,     ,     ,     ,-,,
CA,037941,GARDENIA WHITE GEM, ,EVS,08,White Gem Gardenia                                                                                  ,    ,, 14.95 , 10 , 10 ,     ,     ,     ,-,"6""H - 6""S",
OR,037781,GAULTHERIA PRO VERY BERRY, ,EVS,03,Very Berry Creeping Wintergreen                                                                     ,2015,, 14.99 , 10 , 12 ,     ,     ,     ,,,
OR,01761UT,GAULTHERIA RED BARON, ,EVS,03,Red Baron Creeping Wintergreen                                                                      ,2004,, 9.99 , 16 , 16 ,     ,     ,     ,,"2""H",
OR,038241,GERANIUM CIN BALLERINA, ,PRN,04,Ballerina Cranesbill                                                                                ,    ,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,-,CAN FULL,PS0
OR,023081,GERANIUM ROZANNE PP12175, ,PRN,04,Rozanne Cranesbill                                                                                  ,2004,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,PS0
OR,005231,GERANIUM SANGUINEUM MAX FREI, ,PRN,04,Max Frei Bloody Cranesbill                                                                          ,2002,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,-,,PS0
OR,035601,GEUM COCC WERNER ARENDS, ,PRN,04,Werner Arends Avens                                                                                 ,2008,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,PS0
CT,021261,GEUM X MRS. BRADSHAW, ,PRN,04,Mrs. Bradshaw Chilean Avens                                                                         ,    ,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,,,PS0
OR,038355,GINKGO BIL AUTUMN GOLD, ,TRE,04,Autumn Gold Maidenhair Tree                                                                         ,    ,, 79.95 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,"48""H",
OR,044551,GR-CAL ACUT AVALANCHE, ,GRS,04,Avalanche Feather Reed Grass                                                                        ,2007,, 14.99 , 10 , 18 ,     ,     ,     ,CUT BACK,.,
OR,014011,GR-CAL ACUT KARL FOERSTER, ,GRS,04,Foerster's Feather Reed Grass                                                                       ,    ,, 14.99 , 10 , 40 ,     ,     ,     ,CUT BACK,.,
CA,014011,GR-CAL ACUT KARL FOERSTER, ,GRS,04,Foerster's Feather Reed Grass                                                                       ,    ,, 14.99 , 10 , 20 ,     ,     ,     ,-,,
GA,014011,GR-CAL ACUT KARL FOERSTER, ,GRS,04,Foerster's Feather Reed Grass                                                                       ,    ,, 14.99 , 10 , 20 ,     ,     ,     ,,,
OR,014071,GR-CAL ACUT OVERDAM, ,GRS,04,Overdam Feather Reed Grass                                                                          ,1998,, 14.99 , 10 , 24 ,     ,     ,     ,-,,
CA,014071,GR-CAL ACUT OVERDAM, ,GRS,04,Overdam Feather Reed Grass                                                                          ,1998,, 14.99 , 10 , 12 ,     ,     ,     ,-,,
OR,014081,GR-CALAMAGROSTIS  BRACHYTRICA, ,GRS,04,Korean Feather Reed Grass                                                                           ,2013,, 14.99 , 10 , 12 ,     ,     ,     ,-,,
CT,065801S,GR-CHASMANTHIUM LAT RIVER MIST, ,GRS,04,River Mist Northern Sea Oat Grass                                                                   ,2014,, 19.99 , 10 , 12 ,     ,     ,     ,,,
CT,089271,GR-CYMBOPOGON CITRATUS, ,GRS,09,Lemongrass                                                                                          ,2014,, 14.95 , 10 , 24 ,     ,     ,     ,,,
OR,031941,GR-ELYMUS ARENARIUS BLUE DUNE, ,GRS,04,Blue Dune Lyme Grass                                                                                ,2002,, 14.99 , 10 , 10 ,     ,     ,     ,-,,
CA,028051,GR-ERIANTHUS RAVENNAE, ,GRS,04,Hardy Pampas Grass                                                                                  ,1987,, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,"18""H",
CA,036671,GR-FESTUCA GLAUCA ELIJAH BLUE, ,GRS,04,Elijah Blue Fescue                                                                                  ,1994,, 14.99 , 10 , 50 ,     ,     ,     ,-,CAN FULL,
GA,036671,GR-FESTUCA GLAUCA ELIJAH BLUE, ,GRS,04,Elijah Blue Fescue                                                                                  ,1994,, 14.99 , 10 , 24 ,     ,     ,     ,,,
OR,089291,GR-HAKONECHLOA FUBUKI PP21757, ,GRS,04,Fubuki Japanese Forest Grass                                                                        ,2014,, 19.99 , 10 , 24 ,     ,     ,     ,-,,
OR,03591UT,GR-HAKONECHLOA MACRA ALL GOLD, ,GRS,04,All Gold Japanese Forest Grass                                                                      ,2006,, 9.99 , 16 , 16 ,     ,     ,     ,-,,
OR,035911,GR-HAKONECHLOA MACRA ALL GOLD, ,GRS,04,All Gold Japanese Forest Grass                                                                      ,2006,, 19.99 , 10 , 20 ,     ,     ,     ,CUT BACK,.,
CA,035911,GR-HAKONECHLOA MACRA ALL GOLD, ,GRS,04,All Gold Japanese Forest Grass                                                                      ,2006,, 19.99 , 10 , 20 ,     ,     ,     ,-,,
OR,03868UT,GR-HAKONECHLOA MACRA AUREOLA, ,GRS,04,Golden Japanese Forest Grass                                                                        ,    ,, 9.99 , 16 , 16 ,     ,     ,     ,CUT BACK,.,
OR,038681,GR-HAKONECHLOA MACRA AUREOLA, ,GRS,04,Golden Japanese Forest Grass                                                                        ,    ,, 19.99 , 10 , 30 ,     ,     ,     ,CUT BACK,.,
CA,038681,GR-HAKONECHLOA MACRA AUREOLA, ,GRS,04,Golden Japanese Forest Grass                                                                        ,    ,, 19.99 , 10 , 20 ,     ,     ,     ,-,,
CT,038681,GR-HAKONECHLOA MACRA AUREOLA, ,GRS,04,Golden Japanese Forest Grass                                                                        ,    ,, 19.99 , 10 , 20 ,     ,     ,     ,,,
GA,071811,GR-JUNCUS EFFUSUS CURLY WURLY, ,GRS,04,Curly Wurly Corkscrew Rush                                                                          ,2011,, 14.99 , 10 , 20 ,     ,     ,     ,,,
CA,061561,GR-MIS SIN GRACILLIMUS, ,GRS,05,Maiden Grass                                                                                        ,    ,, 14.95 , 10 , 12 ,     ,     ,     ,DORMANT,"9""H",
OR,061761,GR-MIS SIN PURPURASCENS, ,GRS,04,Purple Silver Grass                                                                                 ,1999,, 14.99 , 10 , 19 ,     ,     ,     ,CUT BACK,.,
CA,061551,GR-MIS SIN STRICTUS, ,GRS,04,Porcupine Grass                                                                                     ,1999,, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,"10""H",
CA,061571,GR-MIS SIN VARIEGATUS, ,GRS,05,Variegated Japanese Silver Grass                                                                    ,    ,, 14.95 , 10 , 24 ,     ,     ,     ,DORMANT,"9""H",
OR,005621,GR-MOLINIA CAER ARUND SKYRACER, ,GRS,04,Skyracer Purple Moor Grass                                                                          ,2005,, 14.99 , 10 , 12 ,     ,     ,     ,,,
CA,061791,GR-PAN VIR HEAVY METAL, ,GRS,04,Heavy Metal Blue Switch Grass                                                                       ,1999,, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,"12""H",
OR,022961,GR-PAN VIR NORTHWIND, ,GRS,04,Northwind Switch Grass                                                                              ,2014,, 14.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,
OR,063881,GR-PAN VIR SHENANDOAH, ,GRS,04,Shenandoah Switch Grass                                                                             ,2002,, 14.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,
CA,063881,GR-PAN VIR SHENANDOAH, ,GRS,04,Shenandoah Switch Grass                                                                             ,2002,, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,"15""H *",
CA,064271,GR-PENN SET RUBRUM, ,GRS,08,Purple Fountain Grass                                                                               ,    ,, 14.95 , 10 , 125 ,     ,     ,     ,WINTER COLOR,"10""H",
GA,064271,GR-PENN SET RUBRUM, ,GRS,08,Purple Fountain Grass                                                                               ,    ,, 14.95 , 10 , 135 ,     ,     ,     ,,,
CA,064275,GR-PENN SET RUBRUM, ,GRS,08,Purple Fountain Grass                                                                               ,    ,, 39.95 , 5 , 10 ,     ,     ,     ,WINTER COLOR,"24""H",
OR,051041,HEBE PINGUIFOLIA PAGEI, ,EVS,08,Page Hebe                                                                                           ,2012,, 14.95 , 10 , 16 ,     ,     ,     ,-,,
OR,040361,HEM FAIRY TALE PINK, ,PRN,04,Fairy Tale Pink Daylily                                                                             ,    ,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,EMERGING,.,PS0
GA,040511,HEM HAPPY RETURNS, ,PRN,04,Happy Returns Dwarf Daylily                                                                         ,1999,PRNADV, 9.99 , 10 , 24 ,     ,     ,     ,-,2-3 FANS,PS0
OR,040512,HEM HAPPY RETURNS, ,PRN,04,Happy Returns Dwarf Daylily                                                                         ,1999,, 24.99 , 5 , 5 ,     ,     ,     ,EMERGING,.,PS0
OR,040091,HEM LITTLE BUSINESS, ,PRN,04,Little Business Dwarf Daylily                                                                       ,    ,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,DORMANT,2-3 FANS,PS0
GA,040091,HEM LITTLE BUSINESS, ,PRN,04,Little Business Dwarf Daylily                                                                       ,    ,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,-,2-3 FANS,PS0
OR,040121,HEM LITTLE GRAPETTE, ,PRN,04,Little Grapette Dwarf Daylily                                                                       ,    ,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,DORMANT,2-3 FANS,PS0
OR,083981,HEM PINK PLAYMATE, ,PRN,04,Pink Playmate Daylily                                                                               ,2001,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,046611,HEM PURPLE DE ORO, ,PRN,04,Purple De Oro Daylily                                                                               ,2007,PRNADV, 9.99 , 10 , 24 ,     ,     ,     ,,,PS0
OR,076281,HEM RUBY SPIDER, ,PRN,03,Ruby Spider Daylily                                                                                 ,2014,PRNADV, 9.99 , 10 , 18 ,     ,     ,     ,DORMANT,2-3 FANS,PS0
OR,040111,HEM STELLA DE ORO, ,PRN,04,Stella De Oro Dwarf Daylily                                                                         ,    ,PRNADV, 9.99 , 10 , 30 ,     ,     ,     ,-,,PS0
CA,040111,HEM STELLA DE ORO, ,PRN,04,Stella De Oro Dwarf Daylily                                                                         ,    ,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,-,,PS1
GA,040111,HEM STELLA DE ORO, ,PRN,04,Stella De Oro Dwarf Daylily                                                                         ,    ,, 9.99 , 10 , 12 ,     ,     ,     ,DORMANT,2-3 FANS,PS0
OR,040112,HEM STELLA DE ORO, ,PRN,04,Stella De Oro Dwarf Daylily                                                                         ,    ,, 24.99 , 5 , 5 ,     ,     ,     ,EMERGING,.,PS0
OR,006631,HEM STRAWBERRY CANDY, ,PRN,04,Strawberry Candy Daylily                                                                            ,    ,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,-,,PS0
OR,040291,HEM SUMMER WINE, ,PRN,04,Summer Wine Daylily                                                                                 ,    ,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,PS0
OR,083931,HEM SWIRLING WATER, ,PRN,04,Swirling Water Daylily                                                                              ,2001,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,CUT BACK,,PS0
CT,403201,HEM TROPHYTAKER R NOSFERATU, ,PRN,03,Trophytaker®  Nosferatu Daylily                                                                     ,    ,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,-,,PS3
GA,403231,HEUCHERA BERRY SMOOTHIE P21871, ,PRN,04,Berry Smoothie Coral Bells                                                                          ,    ,PRNADV, 14.99 , 10 , 24 ,     ,     ,     ,,,PS0
GA,039611,HEUCHERA BLACK BEAUTY PP13288, ,PRN,04,Black Beauty Coral Bells                                                                            ,2007,PRNADV, 14.99 , 10 , 24 ,     ,     ,     ,,,PS0
GA,086871,HEUCHERA CARNIVAL COCOMINT PAF, ,PRN,04,Carnival Cocomint Coral Bells                                                                       ,2014,, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
CA,047531,HEUCHERA GEORGIA PEACH PP19375, ,PRN,04,Georgia Peach Coral Bells                                                                           ,2008,PRNADV, 14.99 , 10 , 30 ,     ,     ,     ,-,CAN FULL,PS1
OR,412671,HEUCHERA GRAPE SODA PPAF, ,PRN,04,Grape Soda Coral Bells                                                                              ,2015,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,018661,HEUCHERA GREEN SPICE, ,PRN,04,Green Spice Coral Bells                                                                             ,2007,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,029531,HEUCHERA LIME RICKEY PP16210, ,PRN,04,Lime Rickey Coral Bells                                                                             ,2006,PRNADV, 14.99 , 10 , 30 ,     ,     ,     ,,,PS0
OR,028871,HEUCHERA MARMALADE PP15945, ,PRN,04,Marmalade Coral Bells                                                                               ,2006,PRNADV, 14.99 , 10 , 24 ,     ,     ,     ,-,,PS0
GA,028871,HEUCHERA MARMALADE PP15945, ,PRN,04,Marmalade Coral Bells                                                                               ,2006,PRNADV, 14.99 , 10 , 24 ,     ,     ,     ,,,PS0
GA,054531,HEUCHERA MIDNIGHT BAYOU P21858, ,PRN,04,Midnight Bayou Coral Bells                                                                          ,2013,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,045721,HEUCHERA MIDNIGHT ROSE PP18551, ,PRN,04,Midnight Rose Coral Bells                                                                           ,2008,PRNADV, 14.99 , 10 , 10 ,     ,     ,     ,,,PS0
GA,037541,HEUCHERA OBSIDIAN PP14836, ,PRN,04,Obsidian Coral Bells                                                                                ,2006,PRNADV, 14.99 , 10 , 15 ,     ,     ,     ,-,,PS1
OR,040721,HEUCHERA PLUM PUDDING, ,PRN,04,Plum Pudding Coral Bells                                                                            ,2001,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,-,,PS0
CA,020121,HEUCHERA SILVER SCROLLS P12066, ,PRN,04,Silver Scrolls Coral Bells                                                                          ,    ,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,-,CAN FULL,PS1
GA,049711,HEUCHERA SOUTHERN COMFORT PPAF, ,PRN,04,Southern Comfort Coral Bells                                                                        ,2009,PRNADV, 14.99 , 10 , 30 ,     ,     ,     ,-,,PS1
GA,054481,HEUCHERELLA GOLD ZEBRA PPAF, ,PRN,04,Gold Zebra Foamy Bells                                                                              ,2014,, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
OR,031871,HOSTA ABIQUA DRINKING GOURD, ,PRN,03,Abiqua Drinking Gourd Plantain Lily                                                                 ,2008,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,,PS0
OR,01746UT,HOSTA BLUE ICE, ,PRN,03,Blue Ice Plantain Lily                                                                              ,2006,, 5.99 , 16 , 16 ,     ,     ,     ,,,PS0
CT,40353UT,HOSTA BLUE MOUSE EARS, ,PRN,03,Blue Mouse Ears Hosta                                                                               ,    ,, 5.99 , 16 , 16 ,     ,     ,     ,,,PS0
OR,016761,HOSTA CHERRY BERRY, ,PRN,04,Cherry Berry Plantain Lily                                                                          ,2005,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,-,,PS0
GA,025101,HOSTA CHRISTMAS TREE, ,PRN,04,Christmas Tree Plantain Lily                                                                        ,2004,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,CAN FULL,PS0
OR,041472,HOSTA EOLA SAPPHIRE, ,PRN,03,Eola Sapphire Plantain Lily                                                                         ,1999,, 29.99 , 5 , 6 ,     ,     ,     ,DORMANT,2-3 EYES,PS0
OR,075111,HOSTA FANTASY ISLAND, ,PRN,03,Fantasy Island Plantain Lily                                                                        ,2014,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,.,PS0
GA,017491,HOSTA FIRE & ICE, ,PRN,04,Fire And Ice Plantain Lily                                                                          ,2005,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,,PS0
GA,042981,HOSTA FIRST FROST, ,PRN,04,First Frost Plantain Lily                                                                           ,2005,, 14.99 , 10 , 13 ,     ,     ,     ,,,PS0
OR,041865,HOSTA FLUCTUANS VARIEG (SAGAE), ,PRN,04,Variegated Plantain Lily                                                                            ,1998,, 49.99 , 5 , 5 ,     ,     ,     ,DORMANT,.,PS0
GA,04169UT,HOSTA FRANCEE, ,PRN,04,Francee Plantain Lily                                                                               ,1987,, 5.99 , 16 , 16 ,     ,     ,     ,DORMANT,1-2 EYES,PS0
OR,041691,HOSTA FRANCEE, ,PRN,04,Francee Plantain Lily                                                                               ,1987,PRNADV, 14.99 , 10 , 24 ,     ,     ,     ,DORMANT,1-3 EYES,PS0
OR,052631,HOSTA FROSTY RIBBONS TM PPAF, ,PRN,04,Frosty Ribbons™  Hosta                                                                              ,2013,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,.,PS0
OR,04153UT,HOSTA GINKO CRAIG, ,PRN,03,Ginko Craig Plantain Lily                                                                           ,    ,, 5.99 , 16 , 32 ,     ,     ,     ,DORMANT,.,PS0
OR,04177UT,HOSTA GOLDEN PRAYERS, ,PRN,03,Golden Prayers Plantain Lily                                                                        ,1992,, 5.99 , 16 , 16 ,     ,     ,     ,DORMANT,.,PS0
OR,019911,HOSTA GREAT EXPECTATIONS, ,PRN,03,Great Expectations Plantain Lily                                                                    ,2008,PRNADV, 14.99 , 10 , 24 ,     ,     ,     ,DORMANT,2-3 EYES,PS0
OR,017531,HOSTA JUNE, ,PRN,03,June Plantain Lily                                                                                  ,2005,PRNADV, 14.99 , 10 , 24 ,     ,     ,     ,DORMANT,.,PS0
OR,006981,HOSTA MINUTEMAN, ,PRN,03,Minuteman Plantain Lily                                                                             ,2004,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,.,PS0
GA,028391,HOSTA OLIVE BAILEY LANGDON, ,PRN,04,Olive Bailey Langdon Plantain Lily                                                                  ,2006,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,1-3 EYES,PS0
OR,028395,HOSTA OLIVE BAILEY LANGDON, ,PRN,04,Olive Bailey Langdon Plantain Lily                                                                  ,2006,, 49.99 , 5 , 5 ,     ,     ,     ,DORMANT,,PS0
CT,40158UT,HOSTA PANDORAS BOX, ,PRN,03,Pandora's Box Hosta                                                                                 ,    ,, 5.99 , 16 , 16 ,     ,     ,     ,,,PS0
OR,041881,HOSTA PATRIOT, ,PRN,04,Patriot Plantain Lily                                                                               ,1998,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,.,PS0
GA,041881,HOSTA PATRIOT, ,PRN,04,Patriot Plantain Lily                                                                               ,1998,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,1-3 EYES,PS0
OR,041885,HOSTA PATRIOT, ,PRN,04,Patriot Plantain Lily                                                                               ,1998,, 49.99 , 5 , 5 ,     ,     ,     ,DORMANT,.,PS0
CT,403621,HOSTA PRAYING HANDS, ,PRN,03,Praying Hands Hosta                                                                                 ,    ,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
CT,093111,HOSTA RAINFOREST SUNRISE, ,PRN,03,Rainforest Sunrise Hosta                                                                            ,    ,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
CT,403641,HOSTA SO SWEET, ,PRN,03,So Sweet Hosta                                                                                      ,    ,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,044671,HOSTA STAINED GLASS PPAF, ,PRN,03,Stained Glass Plantain Lily                                                                         ,2010,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
OR,083971,HOSTA SUM & SUBSTANCE, ,PRN,04,Sum & Substance Hosta                                                                               ,2001,PRNADV, 14.99 , 10 , 18 ,     ,     ,     ,DORMANT,.,PS0
OR,083975,HOSTA SUM & SUBSTANCE, ,PRN,04,Sum & Substance Hosta                                                                               ,2001,, 49.99 , 5 , 5 ,     ,     ,     ,DORMANT,.,PS0
OR,075161,HOSTA THE RAZOR'S EDGE, ,PRN,03,The Razor's Edge Plantain Lily                                                                      ,2014,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,1-3 EYES,PS0
OR,041851,HOSTA WIDE BRIM, ,PRN,03,Wide Brim Plantain Lily                                                                             ,1995,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,.,PS0
CT,041713,HYD ARB ANNABELLE, ,DCS,04,Annabelle Hydrangea                                                                                 ,    ,, 34.99 , 5 , 10 ,     ,     ,     ,-,"17""H - 22""S",
GA,017312S,HYD M ENDLESS SUMMER R PP15298, ,DCS,04,Endless Summer®  Hydrangea                                                                          ,2004,, 39.99 , 5 , 24 ,     ,     ,     ,DORMANT,cutback,
