Loc,,New Plant,Item,,Size,Plant Name,Common Name,CAT,Zone,Condition,Current Specs,Qty Allocated,QTY AVAIL NOW,2ND QTY AVAIL,2ND QTY READY DATE,2016 LIST PRICE,"ADD'L 10% 
QTY 
BUY PRICE","ADD'L 12.5% 
QTY
BUY
PRICE","UNIT 
FRT"
OR,160000,,081525,160000081525,#5 STAKED,PARTH Q RED WALL TM PPAF,Red Wall  Virginia Creeper,VIN,03,DORMANT,FULL STK, 40 , 238 , 371 ,03/28/16  , 32.25 , 29.03 , 28.22 ,2.91
OR,160000,    ,002501,160000002501,#1 STAKED,PARTH TRI VEITCHII,Boston Ivy                                                  ,VIN,04,DORMANT,1/2 STK,     , 21 ,     ,          , 9.25 , 8.33 , 8.09 ,0.58
OR,160000,    ,002505,160000002505,#5 STAKED,PARTH TRI VEITCHII,Boston Ivy                                                  ,VIN,04,DORMANT,FULL STK,     , 98 ,     ,          , 29.75 , 26.78 , 26.03 ,2.91
OR,160000,,067781,160000067781,#1,PENSTEMON X PIKES PEAK PURPL R,Pikes Peak Purple®  Penstemon,PRN,04,CUT BACK,CAN FULL,     , 217 ,,, 6.75 , 6.08 , 5.91 ,0.58
OR,160000,,066811,160000066811,#1,PENSTEMON X PRETTY PETTICOAT,Pretty Petticoat Beardtongue                                ,PRN,04,CUT BACK,CAN FULL,     , 15 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,405141,160000405141,#1,PEROVSKIA ATR PEEK-A-BLUE PPAF,Peek-A-Blue Russian Sage                                    ,PRN,04,CUT BACK,,     , 571 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,064211,160000064211,#1,PEROVSKIA ATRIPLICIFOLIA,Russian Sage                                                ,PRN,04,CUT BACK,.,     , 256 ,,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,064212,160000064212,#2,PEROVSKIA ATRIPLICIFOLIA,Russian Sage                                                ,PRN,04,CUT BACK,"10""H - 10""S",     , 38 ,,, 13.50 , 12.15 , 11.81 ,1.45
OR,160000,,084781,160000084781,#1,PEROVSKIA LACEY BLUE PP20845,Lacey Blue Russian Sage                                     ,PRN,04,CUT BACK,"8""H - 6""S",     , 25 ,,, 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,064341,160000064341,#1,PHLOX SUB CANDY STRIPE,Candy Stripe Creeping Phlox                                 ,PRN,03,CUT BACK,CAN FULL,     , 15 ,,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,064451,160000064451,#1,PHLOX SUB EMERALD BLUE,Emerald Blue Creeping Phlox                                 ,PRN,03,CUT BACK,CAN FULL,     ,     , 54 ,03/01/16  , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,06445UT,16000006445UT,LittleOne,PHLOX SUB EMERALD BLUE,Emerald Blue Creeping Phlox                                 ,PRN,03,CUT BACK,CAN FULL,     , 8 ,     ,          , 3.25 , 2.93 , 2.84 ,0.44
OR,160000,    ,064601,160000064601,#1,PHLOX SUB RED WINGS,Red Wings Creeping Phlox                                    ,PRN,03,CUT BACK,CAN FULL,     , 613 ,,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,034652,160000034652,#2,PHYSOCARPUS CENTER GLOW P16894,Center Glow Ninebark                                        ,DCS,02,DORMANT,10''H - 10''S, 5 , 30 ,     ,          , 16.00 , 14.40 , 14.00 ,1.45
OR,160000,    ,029945PT,160000029945PT,#5 PATIO TREE,PHYSOCARPUS SUMR WINE R P14821,Summer Wine®  Ninebark,DCS,03,DORMANT,"15""S",     , 46 ,     ,          , 40.00 , 36.00 , 35.00 ,4.36
OR,160000,    ,064577ST,160000064577ST,#7 STAKED,PICEA ABIES PENDULA,Weeping Norway Spruce                                       ,CON,02,-,"48""H - 16""S", 3 , 3 ,     ,          , 95.00 , 85.50 , 83.13 ,7.27
OR,160000,    ,033265,160000033265,#5,PICEA ENG BUSH'S LACE,Bush's Lace Engleman Spruce                                 ,CON,03,-,"30""H - 16""S", 9 , 79 ,     ,          , 43.25 , 38.93 , 37.84 ,2.91
OR,160000,    ,064622,160000064622,#2,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,02,-,"22""H - 12""S", 2 ," 28,270 ",     ,          , 18.75 , 16.88 , 16.41 ,1.45
OR,160000,    ,064622P2,160000064622P2,#2 2BALL POODLE,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,02,-,"24""H - 12""S",     , 2 ,     ,          , 42.75 , 38.48 , 37.41 ,2.18
OR,160000,    ,064622SP,160000064622SP,#2 SPIRAL,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,02,-,"27""H",     , 40 ,     ,          , 49.75 , 44.78 , 43.53 ,2.18
OR,160000,    ,064625,160000064625,#5,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,02,-,"33""H - 12""S",     ," 2,267 ",     ,          , 28.50 , 25.65 , 24.94 ,2.91
OR,160000,    ,064629,160000064629,#15,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,02,-,"60""H - 24""S", 5 , 5 ,     ,          , 117.00 , 105.30 , 102.38 ,14.55
OR,160000,    ,06462M,16000006462M,#10 Squat,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,02,-,"54""H",     , 51 ,,, 79.50 , 71.55 , 69.56 ,10.47
OR,160000,    ,06462MP3,16000006462MP3,#10 Squat 3BALL POODLE,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,02,-,"50""H",     ,     , 5 ,04/27/16  , 100.25 , 90.23 , 87.72 ,10.47
OR,160000,    ,06462MSP,16000006462MSP,#10 Squat SPIRAL,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,02,-,"54""H",     , 2 ,     ,          , 111.75 , 100.58 , 97.78 ,10.47
OR,160000,,019372,160000019372,#2,PICEA GL CONICA TINY TOWER R,Tiny Tower®  Dwarf Alberta Spruce,CON,03,-,"14""H - 8""S",     , 49 ,     ,          , 19.25 , 17.33 , 16.84 ,1.45
OR,160000,    ,064655,160000064655,#5,PICEA GL DENSATA,Black Hills Spruce                                          ,CON,02,-,"30""H - 16""S", 4 ,     , 26 ,06/01/16  , 27.75 , 24.98 , 24.28 ,2.91
OR,160000,,033275,160000033275,#5,PICEA GL DENSATA WELLS' WEEPER,Wells' Weeper Spruce                                        ,CON,02,-,"36""H - 16""S", 11 , 144 ,,, 43.25 , 38.93 , 37.84 ,2.91
OR,160000,,036275,160000036275,#5,PICEA GL PENDULA,Weeping White Spruce                                        ,CON,02,-,,     ,     , 5 ,04/27/16  , 38.75 , 34.88 , 33.91 ,2.91
OR,160000,    ,064875,160000064875,#5,PICEA OMORIKA BRUNS,Bruns Serbian Spruce                                        ,CON,04,-,"32""H",     , 36 ,,, 38.75 , 34.88 , 33.91 ,2.91
OR,160000,    ,064832,160000064832,#2,PICEA OMORIKA NANA,Dwarf Serbian Spruce                                        ,CON,04,-,"12""S",     , 78 ,,, 28.75 , 25.88 , 25.16 ,1.45
OR,160000,    ,064835,160000064835,#5,PICEA OMORIKA NANA,Dwarf Serbian Spruce                                        ,CON,04,-,"15""S",     , 46 ,,, 38.75 , 34.88 , 33.91 ,2.91
OR,160000,,047615,160000047615,#5,PICEA OMORIKA SKY TRAILS,Sky Trails Serbian Spruce                                   ,CON,04,-,"30""H -16""S", 75 ,     , 167 ,04/27/16  , 43.25 , 38.93 , 37.84 ,2.91
OR,160000,,04761M,16000004761M,#10 Squat,PICEA OMORIKA SKY TRAILS,Sky Trails Serbian Spruce                                   ,CON,04,-,"44""H - 21""S",     , 13 ,     ,          , 82.00 , 73.80 , 71.75 ,10.47
OR,160000,    ,064815,160000064815,#5,PICEA ORIEN ATROVIRENS,Oriental Spruce                                             ,CON,02,-,"30""H - 10""S", 69 ,     , 69 ,05/15/16  , 48.50 , 43.65 , 42.44 ,2.91
OR,160000,    ,064665,160000064665,#5,PICEA PUN GLAUCA,Colorado Blue Spruce                                        ,CON,02,-,"30""H - 16""S",     ,     , 45 ,06/01/16  , 26.75 , 24.08 , 23.41 ,2.91
OR,160000,    ,064695PT,160000064695PT,#5 PATIO TREE,PICEA PUN GLOBOSA,Dwarf Globe Blue Spruce                                     ,CON,02,-,"15""S",     ,     , 11 ,06/01/16  , 76.25 , 68.63 , 66.72 ,4.36
OR,160000,    ,064715,160000064715,#5,PICEA PUN HOOPSII,Hoop's Blue Spruce                                          ,CON,02,-,"30""H - 16""S", 9 ,     , 13 ,05/15/16  , 43.25 , 38.93 , 37.84 ,2.91
OR,160000,    ,064719,160000064719,#15,PICEA PUN HOOPSII,Hoop's Blue Spruce                                          ,CON,02,-,"54""H - 32""S", 2 , 22 ,     ,          , 132.75 , 119.48 , 116.16 ,14.55
OR,160000,    ,064765,160000064765,#5,PICEA PUN MOERHEIM,Moerheim Blue Spruce                                        ,CON,02,-,"27""H - 12""S",     ,     , 67 ,06/01/16  , 43.25 , 38.93 , 37.84 ,2.91
OR,160000,,038745,160000038745,#5,PICEA PUN SPARKLER R,Sparkler®  Colorado Blue Spruce,CON,02,-,"30""H - 16""S", 15 ,     , 15 ,06/01/16  , 43.25 , 38.93 , 37.84 ,2.91
OR,160000,    ,019395,160000019395,#5,PICEA PUN THE BLUES,The Blues Blue Spruce                                       ,CON,02,-,"33""H", 4 , 4 ,,, 43.25 , 38.93 , 37.84 ,2.91
OR,160000,    ,01939M,16000001939M,#10 Squat,PICEA PUN THE BLUES,The Blues Blue Spruce                                       ,CON,02,-,"42""H - 15""S", 22 , 31 ,,, 82.50 , 74.25 , 72.19 ,10.47
OR,160000,,047375,160000047375,#5,PICEA PUN THOMPSENII,Thompsen Blue Spruce                                        ,CON,02,,"30""H -16""S",     ,     , 158 ,5/15/2016, 43.25 , 38.93 , 37.84 ,2.91
OR,160000,,04737M,16000004737M,#10 Squat,PICEA PUN THOMPSENII,Thompsen Blue Spruce                                        ,CON,02,-,"50""H",     ,     , 13 ,04/27/16  , 82.50 , 74.25 , 72.19 ,10.47
OR,160000,    ,028565,160000028565,#5,PICEA PUN WALDBRUNN,Waldbrunn Dwarf Blue Spruce                                 ,CON,02,-,"15""S",     , 1 ,     ,          , 43.25 , 38.93 , 37.84 ,2.91
OR,160000,    ,065395,160000065395,#5,PINUS FL VANDERWOLFES PYRAMID,Vanderwolf's Pyramid Limber Pine                            ,CON,04,-,"36""H - 12""S",     , 8 ,     ,          , 43.25 , 38.93 , 37.84 ,2.91
OR,160000,    ,032742,160000032742,#2,PINUS MUGO COMPACT SELECT,Compact Mugo Pine                                           ,CON,02,-,"14""S",     , 3 ,     ,          , 19.75 , 17.78 , 17.28 ,1.16
OR,160000,    ,032745,160000032745,#5,PINUS MUGO COMPACT SELECT,Compact Mugo Pine                                           ,CON,02,-,"16""S",     , 30 ,     ,          , 24.50 , 22.05 , 21.44 ,2.91
OR,160000,,049072,160000049072,#2,PINUS MUGO MOPS,Mops Mugo Pine                                              ,CON,02,-,"12""S", 21 , 21 ,     ,          , 19.75 , 17.78 , 17.28 ,1.45
OR,160000,    ,065455NT,160000065455NT,#5 NATURAL,PINUS MUGO PUMILIO,Dwarf Mugo Pine                                             ,CON,02,-,"12""H - 20""S",     , 97 ,,, 24.50 , 22.05 , 21.44 ,2.91
OR,160000,    ,065459NT,160000065459NT,#15 NATURAL,PINUS MUGO PUMILIO,Dwarf Mugo Pine                                             ,CON,02,-,"30""S",     , 1 ,     ,          , 84.75 , 76.28 , 74.16 ,21.82
OR,160000,,049605,160000049605,#5,PINUS STROBUS TINY KURLS,Tiny Kurls Eastern White Pine                               ,CON,03,-,"15""S",     , 8 ,     ,          , 43.25 , 38.93 , 37.84 ,2.91
OR,160000,    ,065361,160000065361,#1,POLEMONIUM BRISE D'ANJOU P9781,Variegated Jacob's Ladder                                   ,PRN,04,,CAN FULL,     ,     , 133 ,03/01/16  , 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,015161,160000015161,#1,POLYGONATUM FAL VARIEGATUM,Variegated Solomon's Seal                                   ,PRN,04,DORMANT,.,     , 63 ,     ,          , 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,066692,160000066692,#2,POTENTILLA ABBOTSWOOD,Abbotswood Potentilla                                       ,DCS,03,BREAKING DORMANCY,10''H - 12''S,     , 94 ,     ,          , 14.00 , 12.60 , 12.25 ,1.45
OR,160000,    ,066782,160000066782,#2,POTENTILLA FROSTY R P10987,Frosty®  Potentilla,DCS,03,DORMANT,10''H - 12''S, 78 , 308 ,     ,          , 14.00 , 12.60 , 12.25 ,1.45
OR,160000,    ,066802,160000066802,#2,POTENTILLA GOLD STAR,Gold Star Potentilla                                        ,DCS,03,DORMANT,12''H - 12''S,     , 25 ,     ,          , 14.00 , 12.60 , 12.25 ,1.45
OR,160000,    ,066685,160000066685,#5,POTENTILLA GOLDFINGER,Goldfinger Potentilla                                       ,DCS,03,DORMANT,16''H - 16''S,     , 23 ,     ,          , 22.00 , 19.80 , 19.25 ,2.91
OR,160000,    ,086652,160000086652,#2,POTENTILLA PINK BEAUTY P9874,Pink Beauty Potentilla                                      ,DCS,03,BREAKING DORMANCY,12''H - 12''S,     , 32 ,     ,          , 14.00 , 12.60 , 12.25 ,1.45
OR,160000,    ,066772,160000066772,#2,POTENTILLA RED ACE,Red Ace Potentilla                                          ,DCS,03,-,"10""H - 10""S",     , 76 ,     ,          , 14.00 , 12.60 , 12.25 ,1.45
OR,160000,X,412841,160000412841,#1,POTENTILLA TWINKLING STAR,Twinkling Star potentilla                                   ,PRN,04,,CAN FULL,     ,     , 288 ,06/01/16  , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,031815,160000031815,#5,PRUNUS CRMSON POINTE TM P19564,Crimson Pointe  Flowering Plum,TRE,04,BUDS,"66"" H", 15 , 15 ,     ,          , 35.00 , 31.50 , 30.63 ,2.91
OR,160000,    ,066955,160000066955,#5,PRUNUS PEN PLENO ROSEA,Double Weeping Rosebud Cherry                               ,TRE,04,BUDS,70''H,     , 12 ,     ,          , 43.00 , 38.70 , 37.63 ,2.91
OR,160000,    ,06695M,16000006695M,#10 Squat,PRUNUS PEN PLENO ROSEA,Double Weeping Rosebud Cherry                               ,TRE,04,BUDS,"72""H - 24''S",     , 35 ,     ,          , 112.50 , 101.25 , 98.44 ,10.47
OR,160000,X,081785,160000081785,#5,PRUNUS VIR CANADA RED,Canada Red Chokecherry                                      ,TRE,02,DORMANT,"66""H",     , 81 ,     ,          , 43.00 , 38.70 , 37.63 ,2.91
OR,160000,X,405465,160000405465,#5,PRUNUS X ROMEO TM,Romeo  Sour Cherry,TRE,03,DORMANT,"24""H",     , 122 ,     ,          , 34.75 , 31.28 , 30.41 ,2.91
OR,160000,    ,06693MSE,16000006693MSE,#10 Squat SERPENTINE,PRUNUS X SNOW FOUNTAIN TM,Snow Fountains®  Weeping Cherry,TRE,04,BUDS,"40""H",     , 22 ,     ,          , 125.00 , 112.50 , 109.38 ,15.71
OR,160000,    ,06693MST,16000006693MST,#10 Squat STAKED,PRUNUS X SNOW FOUNTAIN TM,Snow Fountains®  Weeping Cherry,TRE,04,BUDS,"58""H",     , 1 ,     ,          , 91.25 , 82.13 , 79.84 ,10.47
OR,160000,    ,066985,160000066985,#5,PRUNUS X YEDOENSIS AKEBONO,Akebono Yoshino Cherry                                      ,TRE,04,BUDS,"54""H", 1 , 2 ,     ,          , 43.00 , 38.70 , 37.63 ,2.91
OR,160000,    ,011061,160000011061,#1,PULMONARIA RASP SPLASH PP12138,Raspberry Splash Lungwort                                   ,PRN,04,,CAN FULL,     ,     , 246 ,03/28/16  , 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,035611,160000035611,#1,PULMONARIA TREVI FOUNTN P13047,Trevi Fountain Lungwort                                     ,PRN,04,CUT BACK,CAN FULL,     , 165 ,     ,          , 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,069455,160000069455,#5,QUERCUS PALUSTRIS,Pin Oak                                                     ,TRE,04,DORMANT,"60""H", 15 , 15 ,     ,          , 27.00 , 24.30 , 23.63 ,2.91
OR,160000,    ,069255,160000069255,#5,QUERCUS RUBRA,Northern Red Oak                                            ,TRE,04,DORMANT,"60""H",     , 6 ,     ,          , 27.00 , 24.30 , 23.63 ,2.91
OR,160000,    ,030461,160000030461,#1,RHOD (H-1) ELVIIRA,Elviira Rhododendron                                        ,RHO,04,-,"6""S",     , 19 ,,, 9.00 , 8.10 , 7.88 ,0.58
OR,160000,    ,030462,160000030462,#2,RHOD (H-1) ELVIIRA,Elviira Rhododendron                                        ,RHO,04,BUDS,"10""S",     , 148 ,,, 18.50 , 16.65 , 16.19 ,1.45
OR,160000,    ,018015,160000018015,#5,RHOD (H-1) HAAGA,Haaga Rhododendron                                          ,RHO,04,BUDS,"15""H - 15""S",     , 204 ,     ,          , 27.50 , 24.75 , 24.06 ,2.91
OR,160000,    ,016222,160000016222,#2,RHOD (H-1) HELLIKKI,Hellikki Rhododendron                                       ,RHO,04,BUDS,10''H - 10''S,     , 37 ,     ,          , 18.50 , 16.65 , 16.19 ,1.45
OR,160000,    ,016225,160000016225,#5,RHOD (H-1) HELLIKKI,Hellikki Rhododendron                                       ,RHO,04,LIGHT BUDS,"15""H - 16""S",     , 79 ,     ,          , 27.50 , 24.75 , 24.06 ,2.91
OR,160000,    ,009485,160000009485,#5,RHOD (H-1) IGNATIUS SARGENT,Ignatius Sargent Rhododendron                               ,RHO,04,-,25''H - 21''S,     , 29 ,     ,          , 27.50 , 24.75 , 24.06 ,2.91
OR,160000,    ,009735,160000009735,#5,RHOD (H-1) NORMANDY,Normandy Rhododendron                                       ,RHO,04,-,14''H - 18''S,     , 331 ,     ,          , 27.50 , 24.75 , 24.06 ,2.91
OR,160000,    ,009801,160000009801,#1,RHOD (H-1) P.J.M.,P.J.M. Rhododendron                                         ,RHO,04,LIGHT BUDS,14''H - 6''S,     , 205 ,     ,          , 9.00 , 8.10 , 7.88 ,0.58
OR,160000,    ,009971,160000009971,#1,RHOD (H-1) PURPLE GEM,Purple Gem Rhododendron                                     ,RHO,04,BUDS,"14""H - 8""S",     , 518 ,     ,          , 9.00 , 8.10 , 7.88 ,0.58
OR,160000,    ,009972,160000009972,#2,RHOD (H-1) PURPLE GEM,Purple Gem Rhododendron                                     ,RHO,04,BUDS,14''H - 14''S,     , 182 ,     ,          , 18.50 , 16.65 , 16.19 ,1.45
OR,160000,    ,010051,160000010051,#1,RHOD (H-1) RAMAPO,Ramapo Rhododendron                                         ,RHO,04,BUDS,"14""H - 8""S",     , 712 ,     ,          , 9.00 , 8.10 , 7.88 ,0.58
OR,160000,    ,010055,160000010055,#5,RHOD (H-1) RAMAPO,Ramapo Rhododendron                                         ,RHO,04,BUDS,16''H - 15''S,     , 215 ,     ,          , 27.50 , 24.75 , 24.06 ,2.91
OR,160000,    ,019772,160000019772,#2,RHOD (H-1) RTR HOOPLA,Hoopla Rhododendron                                         ,RHO,04,BUDS,14''H - 12''S, 6 , 6 ,     ,          , 18.50 , 16.65 , 16.19 ,1.45
OR,160000,,020195,160000020195,#5,RHOD (H-1) RTR MARCH MADNESS,March Madness Rhododendron                                  ,RHO,04,LIGHT BUDS,14''H - 18''S,     , 197 ,     ,          , 28.50 , 25.65 , 24.94 ,2.91
OR,160000,    ,019742,160000019742,#2,RHOD (H-1) RTR SLAM DUNK,Slam Dunk Rhododendron                                      ,RHO,04,BUDS,16''H - 12''S, 4 , 4 ,     ,          , 18.50 , 16.65 , 16.19 ,1.45
OR,160000,    ,036292,160000036292,#2,ROSA FLWR CAR R AMBER PPAF,Flower Carpet®  Amber Groundcover Rose,ROS,04,-,"8""H - 12""S",     , 8 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,069292,160000069292,#2,ROSA FLWR CAR R APLBLSM P10239,Flower Carpet®  Appleblossom Groundcover Rose,ROS,04,-,"10""H - 12""S",     , 53 ,     ,          , 15.00 , 13.50 , 13.13 ,#N/A
OR,160000,    ,069782,160000069782,#2,ROSA FLWR CAR R PINK,Flower Carpet®  Pink Groundcover Rose,ROS,04,-,"10""H - 12""S",     , 279 ,,, 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,036382,160000036382,#2,ROSA FLWR CAR R PNK SUP P16276,Flower Carpet®  Pink Supreme Ground Cover Rose,ROS,04,-,10''H - 12''S,     , 176 ,,, 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,071602,160000071602,#2,ROSA FLWR CAR R RED P11308,Flower Carpet®  Red Groundcover Rose,ROS,04,-,"8""H - 12""S",     , 28 ,,, 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,018242,160000018242,#2,ROSA FLWR CAR R YELLOW PP13869,Flower Carpet®  Yellow Rose,ROS,04,-,"12""H - 10""S",     , 459 ,,, 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,090791ST,160000090791ST,#1 STAKED,ROSA-CL-CECILE BRUNNER,Cecile Brunner Climbing Rose                                ,ROS,04,-,FULL STK,     , 72 ,     ,          , 7.50 , 6.75 , 6.56 ,0.58
OR,160000,    ,090795ST,160000090795ST,#5 STAKED,ROSA-CL-CECILE BRUNNER,Cecile Brunner Climbing Rose                                ,ROS,04,-,FULL STK, 7 , 50 ,     ,          , 24.00 , 21.60 , 21.00 ,2.91
OR,160000,    ,058912,160000058912,#2,ROSA-CL-WILLIAM BAFFIN,William Baffin Climbing Rose                                ,ROS,03,DORMANT,12''H - 12''S, 9 , 9 ,     ,          , 17.50 , 15.75 , 15.31 ,1.45
OR,160000,,079382,160000079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,BrazelBerries®  Raspberry Shortcake  Dwarf Thor,DCS,04,DORMANT,"14""H - 12""S", 97 , 791 ,     ,          , 16.75 , 15.08 , 14.66 ,1.45
OR,160000,,079389,160000079389,#15,RUBUS RSPBRY SHRTCKE TM P22141,BrazelBerries®  Raspberry Shortcake  Dwarf Thor,DCS,04,-,"27""H - 27""S",     , 1 ,     ,          , 82.00 , 73.80 , 71.75 ,14.55
OR,160000,,018631,160000018631,#1,RUDBECKIA LTLE GOLDSTAR P22397,Little Goldstar Black Eyed Susan                            ,PRN,04,,CAN FULL,     ,     , 380 ,06/01/16  , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,,039492,160000039492,#2,SALIX INTEGRA FLAMINGO PP17490,Flamingo Dappled Willow                                     ,DCS,04,DORMANT,"10""H - 10""S", 70 , 333 ,     ,          , 15.25 , 13.73 , 13.34 ,1.45
OR,160000,,039495,160000039495,#5,SALIX INTEGRA FLAMINGO PP17490,Flamingo Dappled Willow                                     ,DCS,04,,, 110 ,     , 124 ,04/27/16  , 22.25 , 20.03 , 19.47 ,2.91
OR,160000,    ,070615,160000070615,#5,SALIX INTEGRA HAKURO NISHIKI,Dappled Willow                                              ,DCS,04,DORMANT,"16""H - 21""S", 32 , 32 ,     ,          , 23.00 , 20.70 , 20.13 ,2.91
OR,160000,    ,086705,160000086705,#5,SALIX PURPUREA CANYON BLUE,Canyon Blue Arctic Blue Leaf Willow                         ,DCS,04,DORMANT,"18""H - 16""S",     , 34 ,     ,          , 22.50 , 20.25 , 19.69 ,2.91
OR,160000,X,412691,160000412691,#1,SALVIA NEM BLUE MARVEL PPAF,Blue Marvel Salvia                                          ,PRN,04,CUT BACK,CAN FULL,     , 680 , 669 ,06/01/16  , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,019541,160000019541,#1,SALVIA NEM MARCUS R PP13322,Marcus®  Meadow Sage,PRN,04,CUT BACK,CAN FULL,     , 356 , 172 ,03/28/16  , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,020411,160000020411,#1,SALVIA NEMOROSA CARADONNA,Caradonna Meadow Sage                                       ,PRN,04,CUT BACK,CAN FULL,     , 442 ,,, 5.75 , 5.18 , 5.03 ,0.58
OR,160000,    ,070591,160000070591,#1,SALVIA NEMOROSA EAST FRIESLAND,East Friesland Meadow Sage                                  ,PRN,04,CUT BACK,CAN FULL,     ," 1,171 ",,, 5.75 , 5.18 , 5.03 ,0.58
OR,160000,    ,407941,160000407941,#1,SALVIA SNSATION R DEEP ROS PAF,Sensation Deep Rose Salvia                                  ,PRN,04,CUT BACK,CAN FULL,     , 283 , 218 ,06/01/16  , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,070264PTC,160000070264PTC,"4"" Pot POT-TERRA",SALVIA X SYL MAY NIGHT,May Night Sage                                              ,PRN,04,CUT BACK,CAN FULL,     , 48 ,     ,          , 3.50 , 3.15 , 3.06 ,0.33
OR,160000,    ,030321,160000030321,#1,SALVIA X SYL SNOW HILL,Snow Hill Meadow Sage                                       ,PRN,04,CUT BACK,,     , 580 ,,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,X,088961,160000088961,#1,SCABIOSA COL GIGA TM BLUE,Giga  Blue Pincushion Flower,PRN,03,,CAN FULL,     ,     , 520 ,06/01/16  , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,06501UT,16000006501UT,LittleOne,SEDUM ACRE,Goldmoss Sedum                                              ,PRN,03,-,CAN FULL,     , 260 ,     ,          , 3.25 , 2.93 , 2.84 ,0.44
OR,160000,    ,06500UT,16000006500UT,LittleOne,SEDUM ALB C BABY TEARS,Baby Tears Stonecrop                                        ,PRN,04,,CAN FULL,     , 241 ,     ,          , 3.25 , 2.93 , 2.84 ,0.44
OR,160000,    ,029141,160000029141,#1,SEDUM BLUE SPRUCE,Blue Spruce Stonecrop                                       ,PRN,03,-,CAN FULL, 5 , 390 ,     ,          , 5.50 , 4.95 , 4.81 ,0.58
OR,160000,    ,070941,160000070941,#1,SEDUM BRONZE CARPET,Bronze Carpet Stonecrop                                     ,PRN,03,CUT BACK,CAN FULL,     , 923 ," 1,101 ",03/01/16  , 5.50 , 4.95 , 4.81 ,0.58
OR,160000,    ,07094UT,16000007094UT,LittleOne,SEDUM BRONZE CARPET,Bronze Carpet Stonecrop                                     ,PRN,03,-,CAN FULL, 14 , 395 ,     ,          , 3.25 , 2.93 , 2.84 ,0.44
OR,160000,X,092351,160000092351,#1,SEDUM ELSIE GOLD PP20368,Elsie's Gold Stonecrop                                      ,PRN,04,CUT BACK,CAN FULL,     , 204 ,     ,          , 5.50 , 4.95 , 4.81 ,0.58
OR,160000,    ,01182UT,16000001182UT,LittleOne,SEDUM JOHN CREECH,John Creech Stonecrop                                       ,PRN,03,CUT BACK,CAN FULL,     , 208 ,     ,          , 3.25 , 2.93 , 2.84 ,0.44
OR,160000,    ,035171,160000035171,#1,SEDUM SPURIUM VOODOO,Voodoo Stonecrop                                            ,PRN,03,CUT BACK,CAN FULL,     , 351 ,     ,          , 5.50 , 4.95 , 4.81 ,0.58
OR,160000,    ,035174PTC,160000035174PTC,"4"" Pot POT-TERRA",SEDUM SPURIUM VOODOO,Voodoo Stonecrop                                            ,PRN,03,-,CAN FULL,     , 55 ,     ,          , 3.20 , 2.88 , 2.80 ,0.33
OR,160000,,087481,160000087481,#1,SEDUM SSPKLR R CHERRY TART PAF,Sunsparkler®  Cherry Tart Stonecrop,PRN,04,CUT BACK,, 20 , 167 ,     ,          , 5.75 , 5.18 , 5.03 ,0.58
OR,160000,,007331,160000007331,#1,SEDUM SSPRKLR R DZLBRY PP22457,Sunsparkler®  Dazzleberry Sedum,PRN,04,CUT BACK,CAN FULL,     , 216 ,     ,          , 5.75 , 5.18 , 5.03 ,0.58
OR,160000,,00733UT,16000000733UT,LittleOne,SEDUM SSPRKLR R DZLBRY PP22457,Sunsparkler®  Dazzleberry Sedum,PRN,04,CUT BACK,CAN FULL,     , 1 ,     ,          , 3.75 , 3.38 , 3.28 ,0.44
