Loc,,New Plant,Item,,Size,Plant Name,Common Name,CAT,Zone,Condition,Current Specs,Qty Allocated,QTY AVAIL NOW,2ND QTY AVAIL,2ND QTY READY DATE,2016 LIST PRICE,"ADD'L 10% 
QTY 
BUY PRICE","ADD'L 12.5% 
QTY
BUY
PRICE","UNIT 
FRT"
OR,160000,    ,055205,160000055205,#5 STAKED,CLEM X MRS. SPENCER CASTLE,Mrs. Spencer Castle Clematis                                ,VIN,04,BREAKING DORMANCY,FULL STK,     , 22 ,,, 31.00 , 27.90 , 27.13 ,2.91
OR,160000,    ,027061,160000027061,#1 STAKED,CLEM X MULTI-BLUE,Multi-Blue Clematis                                         ,VIN,04,DORMANT,FULL STK,     , 7 ,,, 9.50 , 8.55 , 8.31 ,0.58
OR,160000,    ,027065,160000027065,#5 STAKED,CLEM X MULTI-BLUE,Multi-Blue Clematis                                         ,VIN,04,DORMANT,FULL STK, 9 , 111 ,,, 31.00 , 27.90 , 27.13 ,2.91
OR,160000,    ,027441,160000027441,#1 STAKED,CLEM X NELLY MOSER,Nelly Moser Clematis                                        ,VIN,04,BREAKING DORMANCY,3/4 STK,     , 16 ,,, 9.50 , 8.55 , 8.31 ,0.58
OR,160000,    ,027442,160000027442,#2 STAKED,CLEM X NELLY MOSER,Nelly Moser Clematis                                        ,VIN,04,-,FULL STK,     ,     , 5 ,03/01/16  , 19.00 , 17.10 , 16.63 ,#N/A
OR,160000,    ,027445,160000027445,#5 STAKED,CLEM X NELLY MOSER,Nelly Moser Clematis                                        ,VIN,04,BREAKING DORMANCY,FULL STK, 7 , 17 ,,, 31.00 , 27.90 , 27.13 ,2.91
OR,160000,    ,027461,160000027461,#1 STAKED,CLEM X NIOBE,Niobe Clematis                                              ,VIN,04,DORMANT,FULL STK, 31 , 39 ,,, 9.50 , 8.55 , 8.31 ,0.58
OR,160000,    ,027465,160000027465,#5 STAKED,CLEM X NIOBE,Niobe Clematis                                              ,VIN,04,DORMANT,FULL STK,     , 139 , 500 ,03/01/16  , 31.00 , 27.90 , 27.13 ,2.91
OR,160000,    ,027071,160000027071,#1 STAKED,CLEM X PINK CHAMPAGNE,Pink Champagne Clematis                                     ,VIN,04,BREAKING DORMANCY,FULL STK, 38 ,     , 76 ,03/01/16  , 9.50 , 8.55 , 8.31 ,0.58
OR,160000,    ,027072,160000027072,#2 STAKED,CLEM X PINK CHAMPAGNE,Pink Champagne Clematis                                     ,VIN,04,BREAKING DORMANCY,FULL STK,     , 48 ,,, 19.00 , 17.10 , 16.63 ,1.45
OR,160000,    ,027075,160000027075,#5 STAKED,CLEM X PINK CHAMPAGNE,Pink Champagne Clematis                                     ,VIN,04,DORMANT,FULL STK, 7 , 226 ,,, 31.00 , 27.90 , 27.13 ,2.91
OR,160000,    ,027481,160000027481,#1 STAKED,CLEM X RAMONA,Ramona Clematis                                             ,VIN,04,DORMANT,FULL STK, 5 , 46 ,,, 9.50 , 8.55 , 8.31 ,0.58
OR,160000,    ,027482,160000027482,#2 STAKED,CLEM X RAMONA,Ramona Clematis                                             ,VIN,04,BREAKING DORMANCY,FULL STK, 23 ,     , 30 ,03/01/16  , 19.00 , 17.10 , 16.63 ,1.45
OR,160000,    ,027495,160000027495,#5 STAKED,CLEM X ROUGE CARDINAL,Rouge Cardinal Clematis                                     ,VIN,04,BREAKING DORMANCY,FULL STK, 8 , 82 ,,, 31.00 , 27.90 , 27.13 ,2.91
OR,160000,    ,026371,160000026371,#1 STAKED,CLEM X TOKI,Toki Clematis                                               ,VIN,04,DORMANT,3/4 STK, 5 ,     , 89 ,03/01/16  , 9.50 , 8.55 , 8.31 ,0.58
OR,160000,    ,026372,160000026372,#2 STAKED,CLEM X TOKI,Toki Clematis                                               ,VIN,04,DORMANT,1/2 STK, 19 , 396 ,,, 19.00 , 17.10 , 16.63 ,1.45
OR,160000,    ,026375,160000026375,#5 STAKED,CLEM X TOKI,Toki Clematis                                               ,VIN,04,DORMANT,FULL STK,     , 77 ,,, 31.00 , 27.90 , 27.13 ,2.91
OR,160000,    ,056212,160000056212,#2 STAKED,CLEM X WESTERPLATTE,Westerplatte Clematis                                       ,VIN,04,-,FULL STK, 55 ,     , 55 ,03/01/16  , 19.00 , 17.10 , 16.63 ,1.45
OR,160000,,022431,160000022431,#1,CLEMATIS INT BLUE RIBBONS,Blue Ribbons Bush Clematis                                  ,PRN,02,CUT BACK,CAN FULL,     , 689 ,     ,          , 9.50 , 8.55 , 8.31 ,0.58
OR,160000,    ,02797UT,16000002797UT,LittleOne,COREOPSIS VERT ZAGREB,Zagreb Threadleaf Tickseed                                  ,PRN,03,CUT BACK,.,     , 105 ,,, 3.25 , 2.93 , 2.84 ,0.44
OR,160000,    ,027732,160000027732,#2,CORNUS ALBA ELEGANTISSIMA,Variegated Red Twig Dogwood                                 ,DCS,02,DORMANT,"12""H - 14""S",     , 92 ,     ,          , 16.75 , 15.08 , 14.66 ,1.45
OR,160000,    ,027735PT,160000027735PT,#5 PATIO TREE,CORNUS ALBA ELEGANTISSIMA,Variegated Red Twig Dogwood                                 ,DCS,02,DORMANT,"15""S", 27 , 37 ,     ,          , 50.00 , 45.00 , 43.75 ,4.36
OR,160000,    ,027862,160000027862,#2,CORNUS ALBA IVORYHALO TM,Ivory Halo®  Dogwood,DCS,03,DORMANT,12''H - 12''S,     , 305 ,,, 16.75 , 15.08 , 14.66 ,1.45
OR,160000,    ,027865,160000027865,#5,CORNUS ALBA IVORYHALO TM,Ivory Halo®  Dogwood,DCS,03,-,"18""H - 16""S", 223 ,     , 227 ,06/01/16  , 24.25 , 21.83 , 21.22 ,2.91
OR,160000,    ,045285,160000045285,#5,CORNUS ALBA PRAIRIE FIRE AUREA,Prairie Fire Dogwood                                        ,DCS,02,DORMANT,"24""H - 18""S",     , 65 ,,, 24.25 , 21.83 , 21.22 ,2.91
OR,160000,    ,027875,160000027875,#5,CORNUS ALTERNIFOLIA,Pagoda Dogwood                                              ,TRE,04,-,"46""H",     ,     , 36 ,05/15/16  , 30.25 , 27.23 , 26.47 ,2.91
OR,160000,    ,02787M,16000002787M,#10 Squat,CORNUS ALTERNIFOLIA,Pagoda Dogwood                                              ,TRE,04,BUDS,"48""H",     , 53 ,     ,          , 77.50 , 69.75 , 67.81 ,10.47
OR,160000,X,077325,160000077325,#5,CORNUS MAS GOLDEN GLORY,Cornelian Cherry Dogwood                                    ,TRE,04,BUDS & BLOOMS,"48""H",     , 55 ,     ,          , 43.00 , 38.70 , 37.63 ,2.91
OR,160000,    ,074801S,160000074801S,SuperOne TM,CORNUS S ARCTIC FIRE TM P18523,Arctic Fire  Red Twig Dogwood,DCS,03,DORMANT,"10""H - 10""S",     , 56 ,     ,          , 10.00 , 9.00 , 8.75 ,0.97
OR,160000,    ,074802S,160000074802S,SuperTwo,CORNUS S ARCTIC FIRE TM P18523,Arctic Fire  Red Twig Dogwood,DCS,03,DORMANT,"14""H - 12""S", 340 , 340 ,     ,          , 17.75 , 15.98 , 15.53 ,1.94
OR,160000,    ,074805,160000074805,#5,CORNUS S ARCTIC FIRE TM P18523,Arctic Fire  Red Twig Dogwood,DCS,03,-,"15""H - 14""S", 648 ,     , 648 ,04/27/16  , 25.25 , 22.73 , 22.09 ,2.91
OR,160000,    ,027805,160000027805,#5,CORNUS SERICEA FLAVIRAMEA,Yellow Twig Dogwood                                         ,DCS,02,DORMANT,"30""H - 18""S",     , 173 ,,, 24.25 , 21.83 , 21.22 ,2.91
OR,160000,    ,044702,160000044702,#2,CORNUS SERICEA KELSEYI,Kelsey's Dwarf Red-Osier Dogwood                            ,DCS,02,DORMANT,8''H - 12''S,     , 7 ,     ,          , 16.75 , 15.08 , 14.66 ,1.45
OR,160000,    ,044705,160000044705,#5,CORNUS SERICEA KELSEYI,Kelsey's Dwarf Red-Osier Dogwood                            ,DCS,02,DORMANT,"14""H - 16""S", 160 ,     , 251 ,06/01/16  , 24.25 , 21.83 , 21.22 ,2.91
OR,160000,,080842S,160000080842S,SuperTwo,CORNUS STO PUCKERED UP TM PPAF,Pucker Up!  Red Twig Dogwood,DCS,03,DORMANT,"12""H - 10""S", 15 , 15 ,     ,          , 17.75 , 15.98 , 15.53 ,1.94
OR,160000,    ,017455,160000017455,#5,CORYLUS AV CONTORTA-OWN ROOT,Harry Lauder's Walking Stick                                ,DCS,03,BUDS,"22""H",     , 40 ,     ,          , 36.75 , 33.08 , 32.16 ,2.91
OR,160000,    ,028502,160000028502,#2,COT APICULATUS,Cranberry Cotoneaster                                       ,DCS,04,FULL BERRIES,12''H - 12''S,     , 13 ,     ,          , 14.75 , 13.28 , 12.91 ,1.45
OR,160000,    ,028505PT,160000028505PT,#5 PATIO TREE,COT APICULATUS,Cranberry Cotoneaster                                       ,DCS,04,FULL BERRIES,"12""S",     , 38 ,     ,          , 62.00 , 55.80 , 54.25 ,4.36
OR,160000,    ,028552,160000028552,#2,COT APICULATUS TOM THUMB,Tom Thumb Cranberry Cotoneaster                             ,DCS,04,DORMANT,"6""H - 10""S",     , 9 ,     ,          , 14.75 , 13.28 , 12.91 ,1.45
OR,160000,    ,028555PT,160000028555PT,#5 PATIO TREE,COT APICULATUS TOM THUMB,Tom Thumb Cranberry Cotoneaster                             ,DCS,04,DORMANT,"12""S",     , 37 ,     ,          , 62.00 , 55.80 , 54.25 ,4.36
OR,160000,    ,029455,160000029455,#5,COT HOR PERPUSILLUS,Prostrate Rock Cotoneaster                                  ,EVS,04,BREAKING DORMANCY,"14""H - 18""S", 21 , 53 ,     ,          , 21.75 , 19.58 , 19.03 ,2.91
OR,160000,    ,016615,160000016615,#5,COTINUS C GOLDEN SPIRIT P13082,Golden Spirit Smoke Tree                                    ,DCS,04,DORMANT,"24""H - 15""S", 21 , 21 ,     ,          , 32.00 , 28.80 , 28.00 ,2.91
OR,160000,,097231,160000097231,#1,DELOSPERMA FIRE WONDER PPAF,Wheels of Wonder®  Fire Wonder Ice Plant,PRN,04,,CAN FULL, 5 , 115 ,     ,          , 5.75 , 5.18 , 5.03 ,0.58
OR,160000,    ,059461,160000059461,#1,DELOSPERMA MESA VERDE PP13876,Mesa Verde®  Ice Plant,PRN,04,CUT BACK,CAN FULL,     , 540 ,     ,          , 5.75 , 5.18 , 5.03 ,0.58
OR,160000,    ,05946UT,16000005946UT,LittleOne,DELOSPERMA MESA VERDE PP13876,Mesa Verde®  Ice Plant,PRN,04,CUT BACK,CAN FULL,     , 876 ,     ,          , 3.25 , 2.93 , 2.84 ,0.44
OR,160000,    ,031331,160000031331,#1,DIANTHUS FROSTY FIRE,Frosty Fire Cheddar Pink                                    ,PRN,02,-,CAN FULL,     , 12 ,,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,004721,160000004721,#1,DIANTHUS GRAT FIREWITCH,Firewitch Cheddar Pink                                      ,PRN,03,,CAN FULL,     , 43 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,004801,160000004801,#1,DICENTRA BURNINGHEARTS PP20797,Burning Hearts Bleeding Heart                               ,PRN,04,,CAN FULL,     ,     , 191 ,04/27/16  , 6.75 , 6.08 , 5.91 ,0.58
OR,160000,,004902,160000004902,#2,DICENTRA SP VALENTINE R P22739,Valentine®  Bleeding Heart,PRN,03,DORMANT,CAN FULL, 48 , 48 ,     ,          , 15.50 , 13.95 , 13.56 ,1.45
OR,160000,    ,031611,160000031611,#1,DICENTRA X LUXURIANT,Luxuriant Fringed Bleeding Heart                            ,PRN,02,-,CAN FULL,     ,     ," 1,400 ",03/28/16  , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,402361,160000402361,#1,ECHIN DBL SCP TM BBLGM PP23103,Double Scoop  Bubble Gum Echinacea,PRN,04,CUT BACK,CAN FULL,     , 17 ,,, 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,402351,160000402351,#1,ECHIN DBL SCP TM RSPBRY P23117,Double Scoop  Raspberry Coneflower,PRN,04,,CAN FULL,     ,     , 546 ,06/01/16  , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,,022831,160000022831,#1,ECHINACEA CRNBRY CUPCAKE PPAF,Cranberry Cupcake Coneflower                                ,PRN,04,CUT BACK,CAN FULL,     , 21 ,     ,          , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,047511,160000047511,#1,ECHINACEA PNK DBL DLITE P18803,Pink Double Delight Coneflower                              ,PRN,04,CUT BACK,CAN FULL,     , 532 , 204 ,06/01/16  , 7.25 , 6.53 , 6.34 ,0.58
OR,160000,    ,002991,160000002991,#1,ECHINACEA POWWOW R WILDBERRY,PowWow®  Wild Berry Coneflower,PRN,03,CUT BACK,CAN FULL,     , 25 ,     ,          , 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,033655,160000033655,#5,EUO F CANADALE GOLD,Canadale Gold Wintercreeper                                 ,EVS,04,-,"15""H - 16""S",     ,     , 417 ,04/27/16  , 21.75 , 19.58 , 19.03 ,2.91
OR,160000,    ,034452,160000034452,#2,EUO F IVORY JADE,Ivory Jade Wintercreeper                                    ,EVS,04,-,8''H - 12''S, 5 , 177 ,,, 14.00 , 12.60 , 12.25 ,1.45
OR,160000,    ,019202,160000019202,#2,EUO F SUNRISE PP12341,Sunrise Wintercreeper                                       ,EVS,04,-,10''H - 10''S, 111 ,     , 139 ,04/27/16  , 14.50 , 13.05 , 12.69 ,1.45
OR,160000,    ,035855,160000035855,#5,FAGUS SYL PURPLE FOUNTAIN,Purple Fountain Beech                                       ,TRE,04,DORMANT,"66""H - 14""S", 6 , 139 ,     ,          , 46.00 , 41.40 , 40.25 ,2.91
OR,160000,    ,035795,160000035795,#5,FAGUS SYL RIVERSII,River's Purple European Beech                               ,TRE,04,DORMANT,"56""H", 6 , 26 ,     ,          , 46.00 , 41.40 , 40.25 ,2.91
OR,160000,    ,020515,160000020515,#5,FAGUS SYL ROHAN OBELISK(RED OB,Red Obelisk European Beech                                  ,TRE,04,DORMANT,"52""H",     , 3 ,     ,          , 46.00 , 41.40 , 40.25 ,2.91
OR,160000,    ,077431S,160000077431S,SuperOne TM,FORS X SHOW OFF TM STARLT PAF,Show Off  Starlet Forsythia,DCS,04,BUDS,"14""H - 10''S",     , 105 ,     ,          , 11.00 , N/A , N/A ,0.97
OR,160000,    ,037105,160000037105,#5,FORSYTHIA X SPRING GLORY,Spring Glory Forsythia                                      ,DCS,03,BUDS,"35""H - 16""S",     , 92 ,     ,          , 22.50 , 20.25 , 19.69 ,2.91
OR,160000,    ,068351,160000068351,#1,FRAGARIA ALBION R PP16228,Albion Strawberry                                           ,PRN,03,CUT BACK,CAN FULL,     , 12 , 103 ,04/27/16  , 4.75 , 4.28 , 4.16 ,0.58
OR,160000,    ,068341,160000068341,#1,FRAGARIA TRISTAR,Tristar Strawberry                                          ,PRN,04,CUT BACK,CAN FULL,     , 274 , 424 ,04/27/16  , 4.75 , 4.28 , 4.16 ,0.58
OR,160000,    ,073101,160000073101,#1,FRAGARIA X SAN ANDREAS PP19975,San Andreas Strawberry                                      ,PRN,03,CUT BACK,CAN FULL,     , 471 ,     ,          , 4.75 , 4.28 , 4.16 ,0.58
OR,160000,    ,068361,160000068361,#1,FRAGARIA X SEASCAPE R,Seascape Strawberry                                         ,PRN,04,EMERGING,CAN FULL, 20 , 313 , 489 ,04/27/16  , 4.75 , 4.28 , 4.16 ,0.58
OR,160000,    ,06836UT,16000006836UT,LittleOne,FRAGARIA X SEASCAPE R,Seascape Strawberry                                         ,PRN,04,CUT BACK,.,     , 5 ,,, 3.25 , 2.93 , 2.84 ,0.44
OR,160000,X,412631,160000412631,#1,GAILLARDIA FANFARE CITRNLA PAF,Fanfare Citronella Blanket Flower                           ,PRN,03,CUT BACK,CAN FULL,     , 23 ,,, 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,048591,160000048591,#1,GAZANIA LIN COLORADO GOLD R,Colorado Gold®  Treasure Flower,PRN,04,-,CAN FULL,     , 581 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,038122,160000038122,#2,GENISTA PIL GOLD FLASH,Gold Flash Broom                                            ,DCS,03,-,12''S, 36 , 99 ,     ,          , 16.25 , 14.63 , 14.22 ,1.45
OR,160000,    ,021454PTC,160000021454PTC,"4"" Pot POT-TERRA",GEUM COCC BORISII,Boris Avens                                                 ,PRN,04,-,CAN FULL,     , 168 ,     ,          , 3.50 , 3.15 , 3.06 ,0.33
OR,160000,    ,02145UT,16000002145UT,LittleOne,GEUM COCC BORISII,Boris Avens                                                 ,PRN,04,-,CAN FULL,     , 469 ,     ,          , 3.25 , 2.93 , 2.84 ,0.44
OR,160000,    ,035601,160000035601,#1,GEUM COCC WERNER ARENDS,Werner Arends Avens                                         ,PRN,04,CUT BACK,CAN FULL,     , 678 ,,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,,067791,160000067791,#1,GR-BOUT BLOND AMBITION PP22048,Blonde Ambition Blue Grama Grass                            ,GRS,04,CUT BACK,.,     , 17 ,     ,          , 9.00 , 8.10 , 7.88 ,0.58
OR,160000,    ,044551,160000044551,#1,GR-CAL ACUT AVALANCHE,Avalanche Feather Reed Grass                                ,GRS,04,DORMANT,.,     , 4 ,     ,          , 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,044552,160000044552,#2,GR-CAL ACUT AVALANCHE,Avalanche Feather Reed Grass                                ,GRS,04,CUT BACK,., 2 , 9 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,01401P18SA,16000001401P18SA,"4"" Pot P",GR-CAL ACUT KARL FOERSTER,Foerster's Feather Reed Grass                               ,GRS,04,,,     , 104 ,     ,          , 2.35 , 2.12 , 2.06 ,0.00
OR,160000,    ,014071,160000014071,#1,GR-CAL ACUT OVERDAM,Overdam Feather Reed Grass                                  ,GRS,04,CUT BACK,.,     , 3 ,     ,          , 6.75 , 6.08 , 5.91 ,0.58
OR,160000,,014082,160000014082,#2,GR-CALAMAGROSTIS  BRACHYTRICA,Korean Feather Reed Grass                                   ,GRS,04,CUT BACK,.,     , 99 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,,014085,160000014085,#5,GR-CALAMAGROSTIS  BRACHYTRICA,Korean Feather Reed Grass                                   ,GRS,04,CUT BACK,"18""H",     , 33 ,,, 19.75 , 17.78 , 17.28 ,2.91
OR,160000,    ,024091,160000024091,#1,GR-CHASMANTHIUM LATIFOLIUM,Northern Sea Oats                                           ,GRS,04,CUT BACK,"4""H",     , 51 ,,, 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,005392,160000005392,#2,GR-DESCHAMPSIA NORTHERN LIGHTS,Northern Lights Tufted Hair Grass                           ,GRS,04,CUT BACK,,     , 50 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,,089282,160000089282,#2,GR-DESCHAMPSIA SCHOTTLAND,Scottish Tufted Hair Grass                                  ,GRS,04,,, 5 , 23 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,031941,160000031941,#1,GR-ELYMUS ARENARIUS BLUE DUNE,Blue Dune Lyme Grass                                        ,GRS,04,CUT BACK,"6""H",     , 71 ,     ,          , 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,028051,160000028051,#1,GR-ERIANTHUS RAVENNAE,Hardy Pampas Grass                                          ,GRS,04,CUT BACK,"6""H",     ,     , 91 ,03/01/16  , 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,036671,160000036671,#1,GR-FESTUCA GLAUCA ELIJAH BLUE,Elijah Blue Fescue                                          ,GRS,04,-,"4""H",     , 15 ,     ,          , 6.25 , 5.63 , 5.47 ,0.58
OR,160000,,089291,160000089291,#1,GR-HAKONECHLOA FUBUKI PP21757,Fubuki Japanese Forest Grass                                ,GRS,04,CUT BACK,,     , 74 ,,, 11.25 , 10.13 , 9.84 ,0.58
OR,160000,    ,03591UT,16000003591UT,LittleOne,GR-HAKONECHLOA MACRA ALL GOLD,All Gold Japanese Forest Grass                              ,GRS,04,-,CAN FULL, 49 ,     , 49 ,03/28/16  , 5.00 , 4.50 , 4.38 ,0.44
OR,160000,    ,038681,160000038681,#1,GR-HAKONECHLOA MACRA AUREOLA,Golden Japanese Forest Grass                                ,GRS,04,CUT BACK,2/3 CAN FULL, 5 , 478 ,,, 9.00 , 8.10 , 7.88 ,0.58
OR,160000,    ,039971,160000039971,#1,GR-HELICTOTRICHON SEMPERVIRENS,Blue Oat Grass                                              ,GRS,04,-,"8""H", 259 , 459 ,,, 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,039972,160000039972,#2,GR-HELICTOTRICHON SEMPERVIRENS,Blue Oat Grass                                              ,GRS,04,-,"10""H",     ,     , 78 ,03/28/16  , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,061551,160000061551,#1,GR-MIS SIN STRICTUS,Porcupine Grass                                             ,GRS,04,DORMANT,.,     , 3 ,     ,          , 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,005621,160000005621,#1,GR-MOLINIA CAER ARUND SKYRACER,Skyracer Purple Moor Grass                                  ,GRS,04,CUT BACK,,     , 243 ,     ,          , 7.00 , 6.30 , 6.13 ,0.58
OR,160000,    ,005622,160000005622,#2,GR-MOLINIA CAER ARUND SKYRACER,Skyracer Purple Moor Grass                                  ,GRS,04,CUT BACK,, 22 , 201 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,,022961,160000022961,#1,GR-PAN VIR NORTHWIND,Northwind Switch Grass                                      ,GRS,04,-,.,     ,     , 20 ,03/01/16  , 7.00 , 6.30 , 6.13 ,0.58
OR,160000,    ,063881,160000063881,#1,GR-PAN VIR SHENANDOAH,Shenandoah Switch Grass                                     ,GRS,04,CUT BACK,.,     , 11 ,,, 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,063882,160000063882,#2,GR-PAN VIR SHENANDOAH,Shenandoah Switch Grass                                     ,GRS,04,CUT BACK,.,     , 28 ,,, 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,063885,160000063885,#5,GR-PAN VIR SHENANDOAH,Shenandoah Switch Grass                                     ,GRS,04,-,"15""H",     ,     , 28 ,03/28/16  , 19.75 , 17.78 , 17.28 ,2.91
OR,160000,    ,064261,160000064261,#1,GR-PENN ALO HAMELN,Dwarf Fountain Grass                                        ,GRS,04,CUT BACK,CAN FULL,     , 41 ,,, 6.75 , 6.08 , 5.91 ,0.58
OR,160000,,086111,160000086111,#1,GR-SCHIZACH BL HEAVN TM P17310,Blue Heaven Little Bluestem                                 ,GRS,03,,,     ,     , 216 ,04/27/16  , 7.00 , 6.30 , 6.13 ,0.58
OR,160000,    ,005811,160000005811,#1,GR-SORGHASTRUM SIOUX BLUE,Sioux Blue Indian Grass                                     ,GRS,04,CUT BACK,,     , 4 ,     ,          , 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,073391,160000073391,#1,GR-TYPHA MINIMA,Miniature Cattail                                           ,GRS,04,CUT BACK,., 31 , 31 ,     ,          , 6.75 , 6.08 , 5.91 ,0.58
OR,160000,X,412821,160000412821,#1,HELENIUM AUT CAN CAN,Can Can Sneezeweed                                          ,PRN,04,CUT BACK,CAN FULL,     , 163 ,     ,          , 5.75 , 5.18 , 5.03 ,0.58
OR,160000,X,413081,160000413081,#1,HELIOPSIS HEL SUNSTRUCK P25524,Sunstruck False Sunflower                                   ,PRN,04,DORMANT,,     ,, 38 ,06/01/16  , 5.75 , 5.18 , 5.03 ,0.58
OR,160000,    ,067241,160000067241,#1,HELLE WJEWELS R APRICOT BLUSH,Winter Jewels®  Apricot Blush Lenten Rose,PRN,04,-,CAN FULL,     , 24 ,,, 9.25 , 8.33 , 8.09 ,0.58
OR,160000,    ,067231,160000067231,#1,HELLE WJEWELS R PAINTED,Winter Jewels®  Painted Lenten Rose,PRN,04,-,CAN FULL,     ,     , 45 ,05/01/16  , 9.25 , 8.33 , 8.09 ,0.58
OR,160000,    ,039991,160000039991,#1,HELLE X IVORY PRINCE PP16199,Ivory Prince Lenten Rose                                    ,PRN,04,-,CAN FULL,     , 678 ,,, 9.50 , 8.55 , 8.31 ,0.58
OR,160000,,075431,160000075431,#1,HELLEBORUS X DOUBLE FANTASY,Double Fantasy Lenten Rose (Winter Dreams Series)           ,PRN,03,-,CAN FULL,     ,     , 120 ,03/01/16  , 9.50 , 8.55 , 8.31 ,0.58
OR,160000,X,413241,160000413241,#1,HELLEBORUS X FLORENCE PICOTEE,Florence Picotee Lenten Rose                                ,PRN,03,LIGHT BUD & BLOOM,,     , 350 ,,, 9.50 , 8.55 , 8.31 ,0.58
OR,160000,,075491,160000075491,#1,HELLEBORUS X PICOTEE,Picotee Lenten Rose (Winter Dreams Series)                  ,PRN,03,LIGHT BUD & BLOOM,CAN FULL,     , 5 ,     ,          , 9.50 , 8.55 , 8.31 ,0.58
OR,160000,    ,040512,160000040512,#2,HEM HAPPY RETURNS,Happy Returns Dwarf Daylily                                 ,PRN,04,CUT BACK,5+ FANS,     , 1 ,     ,          , 13.50 , 12.15 , 11.81 ,1.45
OR,160000,    ,040071,160000040071,#1,HEM JOAN SENIOR,Joan Senior Daylily                                         ,PRN,04,CUT BACK,.,     , 138 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,040091,160000040091,#1,HEM LITTLE BUSINESS,Little Business Dwarf Daylily                               ,PRN,04,CUT BACK,2-3 FANS,     , 206 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,040121,160000040121,#1,HEM LITTLE GRAPETTE,Little Grapette Dwarf Daylily                               ,PRN,04,CUT BACK,2-3 FANS,     , 439 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,083981,160000083981,#1,HEM PINK PLAYMATE,Pink Playmate Daylily                                       ,PRN,04,CUT BACK,2-3 FANS,     , 189 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,040631,160000040631,#1,HEM PRAIRIE BLUE EYES,Prairie Blue Eyes Daylily                                   ,PRN,04,DORMANT,2-3 FANS,     , 55 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,040571,160000040571,#1,HEM RED RUM,Red Rum Daylily                                             ,PRN,04,CUT BACK,.,     , 874 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,083941,160000083941,#1,HEM SILOAM GUMDROP,Siloam Gumdrop Daylily                                      ,PRN,04,CUT BACK,.,     , 230 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,040111,160000040111,#1,HEM STELLA DE ORO,Stella De Oro Dwarf Daylily                                 ,PRN,04,CUT BACK,2-3 FANS,     ," 2,878 ",,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,040112,160000040112,#2,HEM STELLA DE ORO,Stella De Oro Dwarf Daylily                                 ,PRN,04,,5+ FANS, 31 ,     , 31 ,03/01/16  , 13.50 , 12.15 , 11.81 ,1.45
OR,160000,    ,006631,160000006631,#1,HEM STRAWBERRY CANDY,Strawberry Candy Daylily                                    ,PRN,04,-,2-3 FANS,     ,     , 42 ,03/01/16  , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,040291,160000040291,#1,HEM SUMMER WINE,Summer Wine Daylily                                         ,PRN,04,CUT BACK,.,     , 35 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,083931,160000083931,#1,HEM SWIRLING WATER,Swirling Water Daylily                                      ,PRN,04,CUT BACK,2-3 FANS,     , 329 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
