Loc,Item,Size,Description,Botanical Name,Common Name,Product,Zone,Condition,Current Specs,Plant Status,Qty Ordered,Qty Remaining,Available Qty,Min Order Qty,List Price,Net Price,Frt Rate,Landed Price,SKU,Retail Price,UPC#,Sale Price,AVL Flag
CA,042035,#5,HYD SER BLUEBIRD,Hydrangea serrata 'Bluebird'                                ,Bluebird Lacecap Hydrangea                                  ,DCS,05,DORMANT,"10""H - 15""S",,     ,     , 8 , 5 , 19.25 , 19.25 , 1.44 ,20.69,            ,     ,014949420355,          , 
CA,080961S,SuperOne TM,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,DCS,05,DORMANT,"8""H - 12""S",,     ,     , 133 , 10 , 10.50 , 10.50 , 0.48 ,10.98,            ,     ,014949143155,          , 
CA,080962S,SuperTwo,HYD SER TUFF STUFF TM PPAF,Hydrangea serrata 'MAK20' P.P.A.F.                          ,Tuff Stuff™  Reblooming Mountain Hydrangea,DCS,05,DORMANT,"10""H - 12""S",,     ,     , 44 , 5 , 17.00 , 17.00 , 0.96 ,17.96,            ,     ,014949360699,          , 
CA,042131,#1,HYPERICUM FRONDOSUM SUNBURST,Hypericum frondosum 'Sunburst'                              ,Sunburst St. John's Wort                                    ,DCS,04,DORMANT,"10""H - 8""S",,     ,     , 215 , 10 , 7.50 , 7.50 , 0.29 ,7.79,            ,     ,014949421314,          , 
CA,046581,#1 STAKED,JASMINUM POLYANTHUM,Jasminum polyanthum                                         ,Pink Jasmine                                                ,VIN,08,BUDS,"24""H",,     ,     ," 4,004 ", 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949465813,          , 
CA,046585,#5 STAKED,JASMINUM POLYANTHUM,Jasminum polyanthum                                         ,Pink Jasmine                                                ,VIN,08,BUDS,"48""H",,     ,     ," 1,593 ", 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949465851,          , 
CA,071782,#2,JASMINUM SAMBAC,Jasminum sambac                                             ,Arabian Jasmine                                             ,EVS,09,BUDS,"12""H-12""S",,     ,     ," 1,685 ", 5 , 16.50 , 16.50 , 0.72 ,17.22,            ,     ,014949329696,          , 
CA,046875,#5,JUN C BLUE POINT,Juniperus chinensis 'Blue Point'                            ,Blue Point Juniper                                          ,CON,04,-,"40""H*",,     ,     , 8 , 5 , 26.50 , 26.50 , 1.44 ,27.94,            ,     ,014949468753,          , 
CA,048005,#5,JUN C MINT JULEP R,Juniperus chinensis 'Monlep'                                ,Mint Julep®  Juniper,CON,03,WINTER COLOR,"20""H - 22""S",,     ,     , 2 , 5 , 18.25 , 18.25 , 1.44 ,19.69,            ,     ,014949480052,          , 
CA,048005PP,#5 POMPON,JUN C MINT JULEP R,Juniperus chinensis 'Monlep'                                ,Mint Julep®  Juniper,CON,03,WINTER COLOR,"24""H - 24""S",,     ,     , 2 , 2 , 66.00 , 66.00 , 2.16 ,68.16,            ,     ,014949480656,          , 
CA,048009SP,#15 SPIRAL,JUN C MINT JULEP R,Juniperus chinensis 'Monlep'                                ,Mint Julep®  Juniper,CON,03,WINTER COLOR,"72""H",,     ,     , 1 , 1 , 147.00 , 147.00 , 7.19 ,154.19,            ,     ,014949230732,          , 
CA,050201,#1,JUN H YOUNGSTOWN,Juniperus horizontalis 'Youngstown'                         ,Youngstown Andorra Juniper                                  ,CON,03,WINTER COLOR,"10""S",,     ,     , 1 , 10 , 6.25 , 6.25 , 0.29 ,6.54,            ,     ,014949502013,          , 
CA,050901,#1,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,04,WINTER COLOR,"8""S",,     ,     , 24 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949509012,          , 
CA,050902ST,#2 STAKED,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,04,WINTER COLOR,30''H,,     ,     , 4 , 5 , 17.50 , 17.50 , 0.72 ,18.22,            ,     ,014949509128,          , 
CA,050905ST,#5 STAKED,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,CON,04,WINTER COLOR,"40""H",,     ,     , 3 , 5 , 28.50 , 28.50 , 1.44 ,29.94,            ,     ,014949509159,          , 
CA,051702,#2,JUN SA BUFFALO,Juniperus sabina 'Buffalo'                                  ,Buffalo Juniper                                             ,CON,03,-,"14""S",,     ,     , 4 , 5 , 13.25 , 13.25 , 0.72 ,13.97,            ,     ,014949517024,          , 
CA,052001,#1,JUN SA TAMARISCIFOLIA NEW BLUE,Juniperus sabina var. tamariscifolia 'New Blue'             ,New Blue Tamarix Juniper                                    ,CON,03,-,8S,,     ,     , 155 , 10 , 6.25 , 6.25 , 0.29 ,6.54,            ,     ,014949520017,          , 
CA,052002,#2,JUN SA TAMARISCIFOLIA NEW BLUE,Juniperus sabina var. tamariscifolia 'New Blue'             ,New Blue Tamarix Juniper                                    ,CON,03,-,"16""S",,     ,     , 597 , 5 , 13.25 , 13.25 , 0.72 ,13.97,            ,     ,014949520024,          , 
CA,052505,#5,JUN SC GRAY GLEAM,Juniperus scopulorum 'Gray Gleam'                           ,Gray Gleam Juniper                                          ,CON,04,-,"34""H - 12""S",,     ,     , 110 , 5 , 26.50 , 26.50 , 1.44 ,27.94,            ,     ,014949525050,          , 
CA,052755,#5,JUN SC MOONGLOW,Juniperus scopulorum 'Moonglow'                             ,Moonglow Juniper                                            ,CON,03,-,"42""H - 14""S",,     ,     , 54 , 5 , 26.50 , 26.50 , 1.44 ,27.94,            ,     ,014949527559,          , 
CA,054005,#5,JUN SC SKYROCKET,Juniperus scopulorum 'Skyrocket'                            ,Skyrocket Juniper                                           ,CON,04,WINTER COLOR,"42""H - 10""S",,     ,     , 4 , 5 , 26.50 , 26.50 , 1.44 ,27.94,            ,     ,014949540053,          , 
CA,053105PT,#5 PATIO TREE,JUN SC TOLL BLU WEEPING,Juniperus scopulorum 'Tolleson's Blue Weeping'              ,Tolleson's Blue Weeping Juniper                             ,CON,03,-,"60H  - 24""S",,     ,     , 7 , 2 , 59.00 , 59.00 , 2.16 ,61.16,            ,     ,014949531051,          , 
CA,053305,#5,JUN SC WICHITA BLUE,Juniperus scopulorum 'Wichita Blue'                         ,Wichita Blue Juniper                                        ,CON,03,-,"34""H",,     ,     , 4 , 5 , 26.50 , 26.50 , 1.44 ,27.94,            ,     ,014949533055,          , 
CA,05365M,#10 Squat,JUN V BLUE ARROW,Juniperus scopulorum 'Blue Arrow'                           ,Blue Arrow Juniper                                          ,CON,04,-,"62""H - 14""S",,     ,     , 8 , 2 , 65.00 , 65.00 , 5.18 ,70.18,            ,     ,014949536582,          , 
CA,06940E,"7"" Terra Cotta",KALANCHOE THYR DESERT ROSE,Kalanchoe thyrsiflora 'Desert Rose'                         ,Desert Rose Paddle Plant                                    ,CAC,09,-,"6""H-6""S",,     ,     , 1 , 10 , 16.25 , 16.25 , 0.29 ,16.54,            ,     ,014949380628,          , 
CA,054709,#15 CLUMP,LAG CATAWBA,Lagerstroemia indica 'Catawba'                              ,Catawba Crape Myrtle                                        ,DCS,07,DORMANT,"33""H - 20""S",,     ,     , 1 , 1 , 71.00 , 71.00 , 7.19 ,78.19,            ,     ,014949040737,          , 
CA,054765,#5,LAG CENTENNIAL SPIRIT,Lagerstroemia indica 'Centennial Spirit'                    ,Centennial Spirit Crape Myrtle                              ,DCS,07,DORMANT,"21""H - 12""S",,     ,     , 1 , 5 , 20.50 , 20.50 , 1.44 ,21.94,            ,     ,014949547854,          , 
CA,054769,#15,LAG CENTENNIAL SPIRIT,Lagerstroemia indica 'Centennial Spirit'                    ,Centennial Spirit Crape Myrtle                              ,DCS,07,DORMANT,"40""H - 20""S",,     ,     , 10 , 1 , 73.00 , 73.00 , 7.19 ,80.19,            ,     ,014949375587,          , 
CA,056209,#15 CLUMP,LAG SEMINOLE,Lagerstroemia indica 'Seminole'                             ,Seminole Crape Myrtle                                       ,DCS,07,DORMANT,"33""H - 20""S",,     ,     , 2 , 1 , 71.00 , 71.00 , 7.19 ,78.19,            ,     ,014949040782,          , 
CA,024901,#1,LAMIUM M PURPLE DRAGON P15890,Lamium maculatum 'Purple Dragon' P.P.# 15890                ,Purple Dragon Dead Nettle                                   ,PRN,04,-,CAN FULL,PS1,     ,     , 269 , 10 , 4.90 , 4.90 , 0.29 ,5.19,            ,     ,014949049822,          , 
CA,056635PT,#5 PATIO TREE,LANTANA CHAPEL HILL YLW P19548,"Lantana 'Chapel Hill Yellow' P.P.# 19,548                   ",Chapel Hill Yellow Lantana                                  ,PRN,08,-,"15""S",PS1,     ,     , 15 , 2 , 38.50 , 38.50 , 2.16 ,40.66,            ,     ,014949312421,          , 
CA,056951,#1,LANTANA CONFETTI TM,Lantana x 'Moni'                                            ,Confetti™  Spreading Lantana,PRN,09,-,"8""S",PS1,     ,     , 10 , 10 , 5.10 , 5.10 , 0.29 ,5.39,            ,     ,014949569511,          , 
CA,057231,#1,LANTANA S LAVENDER SWIRL R,Lantana sellowiana 'Monswee'                                ,Lavender Swirl®  Trailing Lantana,PRN,09,BUDS & BLOOMS,"8""S",PS1,     ,     , 131 , 10 , 5.50 , 5.50 , 0.29 ,5.79,            ,     ,014949572313,          , 
CA,057031,#1,LANTANA S WHITE LIGHTNIN' R,Lantana sellowiana 'Monma'                                  ,White Lightnin'®  Trailing Lantana,PRN,09,BUDS & BLOOMS,"8""S",PS1,     ,     , 42 , 10 , 5.50 , 5.50 , 0.29 ,5.79,            ,     ,014949570319,          , 
CA,057251,#1,LANTANA SELLOWIANA (MONTEVDNS),Lantana sellowiana                                          ,Trailing Lantana                                            ,PRN,09,BUDS & BLOOMS,"8""S",PS1,     ,     , 341 , 10 , 5.10 , 5.10 , 0.29 ,5.39,            ,     ,014949572511,          , 
CA,057151,#1,LANTANA SUNBURST TM,Lantana x 'Sunburst'                                        ,Sunburst™  Spreading Lantana,PRN,09,-,"6""H-8""S",PS1,     ,     , 42 , 10 , 5.10 , 5.10 , 0.29 ,5.39,            ,     ,014949571514,          , 
CA,024461,#1,LANTANA TEENIE GENIE R PP17612,"Lantana camara 'Monike' P.P. #17,612                        ",Teenie Genie®  Compact Lantana,PRN,09,BUDS & BLOOMS,"6""H-8""S",PS1,     ,     , 1 , 10 , 5.50 , 5.50 , 0.29 ,5.79,            ,     ,014949048870,          , 
CA,021475,#5,LAURUS NOBILIS EMERALD WAVE R,Laurus nobilis 'Monem'                                      ,Emerald Wave®  Sweet Bay,EVS,08,-,"20""H",,     ,     , 29 , 5 , 23.00 , 23.00 , 1.44 ,24.44,            ,     ,014949288443,          , 
CA,020772,#2,LEPTODERMIS OBLONGA,Leptodermis oblonga                                         ,Himalayan Leptodermis                                       ,DCS,05,DORMANT,"12""H - 12""S",,     ,     , 14 , 5 , 15.00 , 15.00 , 0.72 ,15.72,            ,     ,014949064566,          , 
CA,057491,#1,LEPTOSPERMUM NANUM RURU,Leptospermum scoparium 'Nanum Ruru'                         ,Dwarf New Zealand Tea Tree                                  ,EVS,09,BUDS & BLOOMS,"4""H - 6""S",,     ,     , 180 , 10 , 8.00 , 8.00 , 0.29 ,8.29,            ,     ,014949574911,          , 
CA,058205,#5,LIGUSTRUM TEXANUM,Ligustrum japonicum 'Texanum'                               ,Waxleaf Privet                                              ,EVS,07,WINTER COLOR,"22""H - 15""S",,     ,     , 19 , 5 , 21.00 , 21.00 , 1.44 ,22.44,            ,     ,014949582053,          , 
CA,058495,#5,LIQUID STYR ROTUNDILOBA,Liquidambar styraciflua 'Rotundiloba'                       ,Round-Lobed Sweetgum                                        ,TRE,06,DORMANT,"62""H",,     ,     , 7 , 5 , 35.00 , 35.00 , 1.44 ,36.44,            ,     ,014949584958,          , 
CA,058851,#1,LIRIOPE MUSCARI MAJESTIC,Liriope muscari 'Majestic'                                  ,Majestic Lilyturf                                           ,GRS,05,-,"6""H",,     ,     , 37 , 10 , 5.25 , 5.25 , 0.29 ,5.54,            ,     ,014949588512,          , 
CA,077631,#1,LOBELIA LAXIFLORA,Lobelia laxiflora                                           ,Mexican Cardinal Flower                                     ,PRN,09,-,"8""H-6""S",PS1,     ,     , 309 , 10 , 4.90 , 4.90 , 0.29 ,5.19,            ,     ,014949356319,          , 
CA,059051,#1 BUSH,LONICERA JAP HALLIANA,Lonicera japonica 'Halliana'                                ,Hall's Japanese Honeysuckle                                 ,VIN,04,-,"6""H - 6""S",,     ,     , 140 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949590515,          , 
CA,059051ST,#1 STAKED,LONICERA JAP HALLIANA,Lonicera japonica 'Halliana'                                ,Hall's Japanese Honeysuckle                                 ,VIN,04,-,"24""H",,     ,     , 108 , 10 , 7.75 , 7.75 , 0.29 ,8.04,            ,     ,014949590614,          , 
CA,059101,#1 BUSH,LONICERA JAP PURPUREA,Lonicera japonica 'Purpurea'                                ,Purple-Leaf Japanese Honeysuckle                            ,VIN,06,-,"6""H - 8""S",,     ,     , 304 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949591017,          , 
CA,059101ST,#1 STAKED,LONICERA JAP PURPUREA,Lonicera japonica 'Purpurea'                                ,Purple-Leaf Japanese Honeysuckle                            ,VIN,06,-,"24""H",,     ,     , 5 , 10 , 7.75 , 7.75 , 0.29 ,8.04,            ,     ,014949591116,          , 
CA,059201,#1 STAKED,LONICERA SEMP MAGNIFICA,Lonicera sempervirens 'Magnifica'                           ,Trumpet Honeysuckle                                         ,VIN,04,DORMANT,"24""H",,     ,     , 100 , 10 , 8.00 , 8.00 , 0.29 ,8.29,            ,     ,014949592014,          , 
CA,067832,#2 STAKED,LONICERA SEMP MAJOR WHEELER,Lonicera sempervirens 'Major Wheeler'                       ,Major Wheeler Coral Honeysuckle                             ,VIN,04,-,3/4''STAKE,,     ,     , 21 , 5 , 16.50 , 16.50 , 0.72 ,17.22,            ,     ,014949327258,          , 
CA,058991,#1 STAKED,LONICERA X GOLDFLAME,Lonicera x heckrottii 'Goldflame'                           ,Goldflame Honeysuckle                                       ,VIN,04,DORMANT,24''H,,     ,     , 67 , 10 , 8.00 , 8.00 , 0.29 ,8.29,            ,     ,014949589915,          , 
CA,058995,#5 STAKED,LONICERA X GOLDFLAME,Lonicera x heckrottii 'Goldflame'                           ,Goldflame Honeysuckle                                       ,VIN,04,DORMANT,"48""H",,     ,     , 21 , 5 , 27.50 , 27.50 , 1.44 ,28.94,            ,     ,014949589953,          , 
CA,059111,#1 STAKED,LONICERA X MANDARIN PP11083,"Lonicera x 'Mandarin' P.P.# 11,083                          ",Mandarin Honeysuckle                                        ,VIN,04,DORMANT,"24""H",,     ,     , 10 , 10 , 8.00 , 8.00 , 0.29 ,8.29,            ,     ,014949591215,          , 
CA,059115,#5 STAKED,LONICERA X MANDARIN PP11083,"Lonicera x 'Mandarin' P.P.# 11,083                          ",Mandarin Honeysuckle                                        ,VIN,04,DORMANT,"48""H",,     ,     , 100 , 5 , 27.50 , 27.50 , 1.44 ,28.94,            ,     ,014949591253,          , 
CA,040202,#2,LORO C PIPA'S RED,Loropetalum chinense 'Pipa's Red'                           ,Pipa's Red Chinese Fringe Flower                            ,EVS,07,BUDS & BLOOMS,"10""H - 12""S",,     ,     , 6 , 5 , 14.50 , 14.50 , 0.72 ,15.22,            ,     ,014949202692,          , 
CA,059232,#2,LORO C RUBRUM RAZZLEBERRI R,Loropetalum chinense 'Monraz'                               ,Razzleberri®  Fringe Flower,EVS,07,-,"10""H - 14""S",,     ,     , 16 , 5 , 14.50 , 14.50 , 0.72 ,15.22,            ,     ,014949592328,          , 
CA,059235,#5,LORO C RUBRUM RAZZLEBERRI R,Loropetalum chinense 'Monraz'                               ,Razzleberri®  Fringe Flower,EVS,07,-,"15""H - 18""S",,     ,     , 289 , 5 , 21.00 , 21.00 , 1.44 ,22.44,            ,     ,014949592359,          , 
CA,098402,#2,LORO C SNOW PANDA,Loropetalum chinense 'Snow Panda'                           ,Snow Panda Fringe Flower                                    ,EVS,07,WINTER COLOR,"15""H - 10""S",,     ,     , 35 , 5 , 16.50 , 16.50 , 0.72 ,17.22,            ,     ,014949342145,          , 
CA,098405,#5,LORO C SNOW PANDA,Loropetalum chinense 'Snow Panda'                           ,Snow Panda Fringe Flower                                    ,EVS,07,WINTER COLOR,"15""H - 15""S",,     ,     , 356 , 5 , 25.50 , 25.50 , 1.44 ,26.94,            ,     ,014949312452,          , 
CA,059381,#1 STAKED,MACFADYENA UNGUIS-CATI,Macfadyena unguis-cati                                      ,Yellow Trumpet Vine                                         ,VIN,09,-,"24""H",,     ,     , 120 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949593813,          , 
CA,059385,#5 STAKED,MACFADYENA UNGUIS-CATI,Macfadyena unguis-cati                                      ,Yellow Trumpet Vine                                         ,VIN,09,WINTER COLOR,"48""H",,     ,     , 147 , 5 , 22.50 , 22.50 , 1.44 ,23.94,            ,     ,014949593851,          , 
CA,059437,#7,MAG G LITTLE GEM,Magnolia grandiflora 'Little Gem'                           ,Dwarf Southern Magnolia                                     ,TRE,07,-,"54""H",,     ,     , 2 , 2 , 71.00 , 71.00 , 3.59 ,74.59,            ,     ,014949594377,          , 
CA,059587TR,#7 TREE,MAG X BLACK TULIP PPAF,Magnolia x soulangiana 'Jurmag1' P.P.A.F.                   ,Black Tulip™  Magnolia,TRE,05,BUDS,"60""H",,     ,     , 13 , 2 , 76.00 , 76.00 , 3.59 ,79.59,            ,     ,014949213124,          , 
CA,05958MTR,#10 Squat TREE,MAG X BLACK TULIP PPAF,Magnolia x soulangiana 'Jurmag1' P.P.A.F.                   ,Black Tulip™  Magnolia,TRE,05,LIGHT BUDS,"64""H",,     ,     , 2 , 2 , 64.00 , 64.00 , 0.02 ,64.02,            ,     ,014949216606,          , 
CA,060125TR,#5 TREE,MAG X GALAXY,Magnolia x 'Galaxy'                                         ,Galaxy Magnolia                                             ,TRE,05,DORMANT,"54""H",,     ,     , 2 , 2 , 35.50 , 35.50 , 1.44 ,36.94,            ,     ,014949601358,          ,I
CA,06015M,#10 Squat,MAG X SOUL ALEXANDRINA,Magnolia x soulangiana 'Alexandrina'                        ,Alexander Magnolia                                          ,DCS,05,BUDS,"50""H - 18""S",,     ,     , 5 , 2 , 59.00 , 59.00 , 5.18 ,64.18,            ,     ,014949601679,          , 
CA,06109MT,#10 Tall TREE,MALUS X ANNA APPLE,Malus domestica 'Anna'                                      ,Anna Apple                                                  ,TRE,05,BUDS,"58""H - 24""S",,     ,     , 20 , 1 , 48.50 , 48.50 , 5.70 ,54.2,            ,     ,014949314319,          , 
CA,05895MT,#10 Tall TREE,MALUS X FUJI APPLE,Malus domestica Fuji                                        ,Fuji Apple                                                  ,TRE,04,DORMANT,"66""H - 20""S",,     ,     , 3 , 1 , 48.50 , 48.50 , 5.70 ,54.2,            ,     ,014949312957,          , 
CA,06104MT,#10 Tall TREE,MALUS X GOLDEN DELICIOUS APPLE,Malus x domestica 'Golden Delicious'                        ,Golden Delicious Apple                                      ,TRE,04,DORMANT,"66""H - 24""S",,     ,     , 249 , 1 , 48.50 , 48.50 , 5.70 ,54.2,            ,     ,014949314203,          , 
CA,06105MT,#10 Tall TREE,MALUS X GRANNY SMITH APPLE,Malus x domestica 'Granny Smith'                            ,Granny Smith Apple                                          ,TRE,05,DORMANT,"75""H - 24""S",,     ,     , 419 , 1 , 48.50 , 48.50 , 5.70 ,54.2,            ,     ,014949314296,          , 
CA,061245,#5 STAKED,MAN RED RIDING HOOD,Mandevilla sanderi 'Red Riding Hood'                        ,Red Riding Hood Mandevilla                                  ,VIN,10,BUDS & BLOOMS,"36""H",,     ,     , 10 , 5 , 27.50 , 27.50 , 1.44 ,28.94,            ,     ,014949612453,          , 
CA,045012,#2 STAKED,MAN SUN PAR R CRIMSON PP15539,"Mandevilla x 'Sunmandecrim' P.P.# 15,539                    ",Sun Parasol®  Crimson Mandevilla,VIN,10,BUDS & BLOOMS,"24""H",,     ,     , 11 , 5 , 17.50 , 17.50 , 0.72 ,18.22,            ,     ,014949237144,          , 
CA,061475,#5,MICHELIA DOLTSOPA SILVER CLOUD,Michelia doltsopa 'Silver Cloud'                            ,Silver Cloud Michelia                                       ,TRE,09,-,"54""H",,     ,     , 26 , 5 , 35.00 , 35.00 , 1.44 ,36.44,            ,     ,014949614754,          , 
CA,061931,#1,MUSA ACUM ENANO GIGANTE,Musa acuminata 'Enano Gigante'                              ,Dwarf Giant Banana                                          ,PRN,10,-,"12""H",PS1,     ,     , 11 , 10 , 8.50 , 8.50 , 0.29 ,8.79,            ,     ,014949619315,          , 
CA,062122,#2,NAND DOM GULF STREAM,Nandina domestica 'Gulf Stream'                             ,Gulf Stream Heavenly Bamboo                                 ,EVS,06,WINTER COLOR,"12""H - 10""S",,     ,     , 10 , 5 , 16.00 , 16.00 , 0.72 ,16.72,            ,     ,014949062685,          , 
CA,06304ECN,"7"" Terra Cotta CONE",OLEA LITTLE OLLIE R,"Olea europaea 'Montra' P.P.# 6,266                          ",Little Ollie®  Dwarf Olive,EVS,08,-,"20""H",,     ,     , 114 , 10 , 16.25 , 16.25 , 0.29 ,16.54,            ,     ,014949063644,          , 
CA,063101,#1,OPHIOPOGON JAPONICUS,Ophiopogon japonicus                                        ,Mondo Grass                                                 ,GRS,06,-,4 - 6 BIBS,,     ,     , 9 , 10 , 5.25 , 5.25 , 0.29 ,5.54,            ,     ,014949631010,          , 
CA,063121,#1,OPHIOPOGON JAPONICUS NANUS,Ophiopogon japonicus 'Nanus'                                ,Dwarf Mondo Grass                                           ,GRS,06,-,4 - 6 BIBS,,     ,     , 29 , 10 , 5.25 , 5.25 , 0.29 ,5.54,            ,     ,014949631218,          , 
CA,025463,#3,OPUNTIA SANTA-RITA TUBAC TM,Opuntia santa-rita 'Tubac'                                  ,Santa Rita Tubac™  Prickly Pear,CAC,08,-,"10""H - 10""S",PS1,     ,     , 236 , 5 , 23.50 , 23.50 , 1.15 ,24.65,            ,     ,014949072554,          , 
CA,063231,#1,OSMANTHUS HET GOSHIKI,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,06,-,"6""H - 6""S",,     ,     , 141 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949632314,          , 
CA,079181,#1,PACHYPHYTUM HOOKERI,Pachyphytum hookeri                                         ,Hooker's Pachyphytum                                        ,CAC,09,-,CAN FULL,PS1,     ,     , 6 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949357279,          , 
CA,047085,#5,PAEONIA ITOH KEIKO TM (PK D D),Paeonia (Intersectional hybrid) x 'Pink Double Dandy'       ,Keiko™ (Adored) Itoh Peony,PRN,04,-,5  EYES,PS0,     ,     , 96 , 5 , 42.50 , 42.50 , 1.44 ,43.94,            ,     ,014949250365,          , 
CA,052595,#5,PAEONIA ITOH TAKARA TM PP22374,"Paeonia (Intersectional hybrid) x 'Smith Opus 2' P.P. #22,37",Takara™  (Treasure) Itoh Peony,PRN,04,-,5 EYES,PS0,     ,     , 3 , 5 , 42.50 , 42.50 , 1.44 ,43.94,            ,     ,014949278864,          , 
CA,047075,#5,PAEONIA ITOH YUMI TM (YLW),Paeonia (Intersectional hybrid) x 'Yellow Doodle Dandy'     ,Yumi™  (Beauty) Itoh Peony,PRN,04,-,5 EYES,PS0,     ,     , 36 , 5 , 42.50 , 42.50 , 1.44 ,43.94,            ,     ,014949250358,          , 
CA,063752,#2,PALM-CYCAS REVOLUTA,Cycas revoluta                                              ,Sago Palm                                                   ,TRE,09,-,"10""H - 10""S",,     ,     , 344 , 5 , 19.25 , 19.25 , 0.72 ,19.97,            ,     ,014949637524,          , 
CA,064155,#5 STAKED,PANDOREA JAS ALBA LADY DI,Pandorea jasminoides 'Lady Di'                              ,White Bower Vine                                            ,VIN,09,-,"48""H",,     ,     , 338 , 5 , 25.00 , 25.00 , 1.44 ,26.44,            ,     ,014949641552,          , 
CA,033721,#1 STAKED,PANDOREA JAS CHARISMA,Pandorea jasminoides 'Charisma'                             ,Charisma Bower Vine                                         ,VIN,09,-,"24""H",,     ,     , 293 , 10 , 8.25 , 8.25 , 0.29 ,8.54,            ,     ,014949241189,          , 
CA,033725,#5 STAKED,PANDOREA JAS CHARISMA,Pandorea jasminoides 'Charisma'                             ,Charisma Bower Vine                                         ,VIN,09,-,"48""H",,     ,     , 119 , 5 , 25.00 , 25.00 , 1.44 ,26.44,            ,     ,014949217047,          , 
CA,064131,#1 STAKED,PANDOREA JAS ROSEA,Pandorea jasminoides 'Rosea'                                ,Pink Bower Vine                                             ,VIN,09,-,"24""H",,     ,     , 109 , 10 , 8.25 , 8.25 , 0.29 ,8.54,            ,     ,014949641316,          , 
CA,064135,#5 STAKED,PANDOREA JAS ROSEA,Pandorea jasminoides 'Rosea'                                ,Pink Bower Vine                                             ,VIN,09,-,"48""H",,     ,     , 495 , 5 , 25.00 , 25.00 , 1.44 ,26.44,            ,     ,014949641354,          , 
CA,071961,#1 STAKED,PARTH HENRYANA,Parthenocissus henryana                                     ,Silvervein Creeper                                          ,VIN,07,DORMANT,"24""H",,     ,     , 99 , 10 , 9.00 , 9.00 , 0.29 ,9.29,            ,     ,014949329801,          , 
CA,081521S,SuperOne TM STAKED,PARTH Q RED WALL TM PPAF,Parthenocissus quinquefolia 'Troki' P.P.A.F.                ,Red Wall™  Virginia Creeper,VIN,03,DORMANT,"24""H 3 STEMS",,     ,     , 12 , 10 , 10.50 , 10.50 , 0.48 ,10.98,            ,     ,014949361085,          , 
CA,002475,#5 STAKED,PARTH Q STAR SHOWERS R P10128,Parthenocissus quinquefolia 'Monham' P.P.# 10128            ,Star Showers®  Virginia Creeper,VIN,04,DORMANT,"38""H",,     ,     , 3 , 5 , 30.50 , 30.50 , 1.44 ,31.94,            ,     ,014949024751,          , 
CA,002451,#1 STAKED,PARTH QUINQUEFOLIA,Parthenocissus quinquefolia                                 ,Virginia Creeper                                            ,VIN,04,DORMANT,"24""H",,     ,     , 44 , 10 , 8.75 , 8.75 , 0.29 ,9.04,            ,     ,014949024515,          , 
CA,002585,#5 STAKED,PARTH TRI GREEN SHOWERS,Parthenocissus tricuspidata 'Green Showers'                 ,Green Showers Boston Ivy                                    ,VIN,04,DORMANT,"36""H",,     ,     , 4 , 5 , 28.50 , 28.50 , 1.44 ,29.94,            ,     ,014949025857,          , 
CA,002501,#1 STAKED,PARTH TRI VEITCHII,Parthenocissus tricuspidata 'Veitchii'                      ,Boston Ivy                                                  ,VIN,04,DORMANT,"18""H",,     ,     ," 2,579 ", 10 , 8.75 , 8.75 , 0.29 ,9.04,            ,     ,014949025017,          , 
CA,002505,#5 STAKED,PARTH TRI VEITCHII,Parthenocissus tricuspidata 'Veitchii'                      ,Boston Ivy                                                  ,VIN,04,DORMANT,"36""H",,     ,     , 5 , 5 , 28.50 , 28.50 , 1.44 ,29.94,            ,     ,014949025055,          , 
CA,060792,#2 STAKED,PASSIFLORA CAERULEA,Passiflora caerulea                                         ,Blue Passion Vine                                           ,VIN,06,-,"30""H",,     ,     , 4 , 5 , 17.00 , 17.00 , 0.72 ,17.72,            ,     ,014949333822,          , 
CA,064412,#2,PHILADELPHUS VIR DWF SNOWFLAKE,Philadelphus x virginalis 'Dwarf Snowflake'                 ,Dwarf Snowflake Mock Orange                                 ,DCS,04,DORMANT,"14""H - 8""S",,     ,     , 8 , 5 , 14.25 , 14.25 , 0.72 ,14.97,            ,     ,014949644126,          , 
