Loc,Item,Plant Name,CAT,,,,,,,,,,,,,,,,,,,
170000,03794E,GARDENIA WHITE GEM,EVS,,,,,,,,,,,,,,,,,,,
170000,038641,GR-CHONDROPETALUM TECTORUM,GRS,,,,,,,,,,,,,,,,,,,
170000,094351,GR-LOMANDRA CN SEASCAPE P20010,GRS,,,,,,,,,,,,,,,,,,,
170000,410541,GR-LOMANDRA KTIE BELLES TM PAF,GRS,,,,,,,,,,,,,,,,,,,
170000,098891,GR-LOMANDRA LON BREEZE PP15420,GRS,,,,,,,,,,,,,,,,,,,
170000,098892,GR-LOMANDRA LON BREEZE PP15420,GRS,,,,,,,,,,,,,,,,,,,
170000,022201,GR-PENN SET FIREWORKS PP18504,GRS,,,,,,,,,,,,,,,,,,,
170000,064271,GR-PENN SET RUBRUM,GRS,,,,,,,,,,,,,,,,,,,
170000,064272,GR-PENN SET RUBRUM,GRS,,,,,,,,,,,,,,,,,,,
170000,064275,GR-PENN SET RUBRUM,GRS,,,,,,,,,,,,,,,,,,,
170000,06427UT,GR-PENN SET RUBRUM,GRS,,,,,,,,,,,,,,,,,,,
170000,040001,HELIOTROPIUM ARB IOWA,PRN,,,,,,,,,,,,,,,,,,,
170000,040805,HIB R AMOUR,EVS,,,,,,,,,,,,,,,,,,,
170000,040805PT,HIB R AMOUR,EVS,,,,,,,,,,,,,,,,,,,
170000,056931,HIB R BLUE VIOLET,EVS,,,,,,,,,,,,,,,,,,,
170000,056935,HIB R BLUE VIOLET,EVS,,,,,,,,,,,,,,,,,,,
170000,040871,HIB R BRIDAL VEIL R,EVS,,,,,,,,,,,,,,,,,,,
170000,040875,HIB R BRIDAL VEIL R,EVS,,,,,,,,,,,,,,,,,,,
170000,040901,HIB R BRILLIANT,EVS,,,,,,,,,,,,,,,,,,,
170000,040905,HIB R BRILLIANT,EVS,,,,,,,,,,,,,,,,,,,
170000,040905PT,HIB R BRILLIANT,EVS,,,,,,,,,,,,,,,,,,,
170000,055241,HIB R C'EST BON,EVS,,,,,,,,,,,,,,,,,,,
170000,055245,HIB R C'EST BON,EVS,,,,,,,,,,,,,,,,,,,
170000,040981,HIB R CHERIE,EVS,,,,,,,,,,,,,,,,,,,
170000,040985,HIB R CHERIE,EVS,,,,,,,,,,,,,,,,,,,
170000,040985PT,HIB R CHERIE,EVS,,,,,,,,,,,,,,,,,,,
170000,041031,HIB R CROWN OF BOHEMIA,EVS,,,,,,,,,,,,,,,,,,,
170000,041035,HIB R CROWN OF BOHEMIA,EVS,,,,,,,,,,,,,,,,,,,
170000,041111,HIB R EMPIRE,EVS,,,,,,,,,,,,,,,,,,,
170000,041115,HIB R EMPIRE,EVS,,,,,,,,,,,,,,,,,,,
170000,041115PT,HIB R EMPIRE,EVS,,,,,,,,,,,,,,,,,,,
170000,025201,HIB R ERIN RACHEL,EVS,,,,,,,,,,,,,,,,,,,
170000,025205,HIB R ERIN RACHEL,EVS,,,,,,,,,,,,,,,,,,,
170000,025205PT,HIB R ERIN RACHEL,EVS,,,,,,,,,,,,,,,,,,,
170000,041151,HIB R FIESTA,EVS,,,,,,,,,,,,,,,,,,,
170000,041155,HIB R FIESTA,EVS,,,,,,,,,,,,,,,,,,,
170000,017375,HIB R FLAMENCO FLAME TM,EVS,,,,,,,,,,,,,,,,,,,
170000,041205,HIB R FULLMOON R,EVS,,,,,,,,,,,,,,,,,,,
170000,041205PT,HIB R FULLMOON R,EVS,,,,,,,,,,,,,,,,,,,
170000,041251,HIB R GOLDEN DUST,EVS,,,,,,,,,,,,,,,,,,,
170000,041255,HIB R GOLDEN DUST,EVS,,,,,,,,,,,,,,,,,,,
170000,055251,HIB R HEAT FLASH,EVS,,,,,,,,,,,,,,,,,,,
170000,055255,HIB R HEAT FLASH,EVS,,,,,,,,,,,,,,,,,,,
170000,041301,HIB R HULA GIRL,EVS,,,,,,,,,,,,,,,,,,,
170000,041305,HIB R HULA GIRL,EVS,,,,,,,,,,,,,,,,,,,
170000,041351,HIB R POWDER PUFF R,EVS,,,,,,,,,,,,,,,,,,,
170000,041355,HIB R POWDER PUFF R,EVS,,,,,,,,,,,,,,,,,,,
170000,091421,HIB R RED DARLING R,EVS,,,,,,,,,,,,,,,,,,,
170000,091425,HIB R RED DARLING R,EVS,,,,,,,,,,,,,,,,,,,
170000,091425PT,HIB R RED DARLING R,EVS,,,,,,,,,,,,,,,,,,,
170000,041501,HIB R RED DRAGON R,EVS,,,,,,,,,,,,,,,,,,,
170000,041505,HIB R RED DRAGON R,EVS,,,,,,,,,,,,,,,,,,,
170000,041505PT,HIB R RED DRAGON R,EVS,,,,,,,,,,,,,,,,,,,
170000,039791,HIB R SEMINOLE SINGLE,EVS,,,,,,,,,,,,,,,,,,,
170000,041591,HIB R THE PATH,EVS,,,,,,,,,,,,,,,,,,,
170000,041595,HIB R THE PATH,EVS,,,,,,,,,,,,,,,,,,,
170000,041595PT,HIB R THE PATH,EVS,,,,,,,,,,,,,,,,,,,
170000,046021,IPOMOEA INDICA BLUE DAWN,PRN,,,,,,,,,,,,,,,,,,,
170000,019075,JACARANDA MIM BONSAI BLUE,TRE,,,,,,,,,,,,,,,,,,,
170000,046355,JACARANDA MIMOSIFOLIA,TRE,,,,,,,,,,,,,,,,,,,
170000,046551,JASMINUM NITIDUM,EVS,,,,,,,,,,,,,,,,,,,
170000,046555,JASMINUM NITIDUM,EVS,,,,,,,,,,,,,,,,,,,
170000,046585,JASMINUM POLYANTHUM,VIN,,,,,,,,,,,,,,,,,,,
170000,071781,JASMINUM SAMBAC,EVS,,,,,,,,,,,,,,,,,,,
170000,071782,JASMINUM SAMBAC,EVS,,,,,,,,,,,,,,,,,,,
170000,046631,JASMINUM SAMBAC GRAND DUKE,EVS,,,,,,,,,,,,,,,,,,,
170000,046632,JASMINUM SAMBAC GRAND DUKE,EVS,,,,,,,,,,,,,,,,,,,
170000,080742,JASMINUM SUMMER SOUL TM PPAF,EVS,,,,,,,,,,,,,,,,,,,
170000,046661,JATROPHA INT COMPACTA,EVS,,,,,,,,,,,,,,,,,,,
170000,046665,JATROPHA INT COMPACTA,EVS,,,,,,,,,,,,,,,,,,,
170000,046665PT,JATROPHA INT COMPACTA,EVS,,,,,,,,,,,,,,,,,,,
170000,054671,JATROPHA INT PETITE PINKIE TM,EVS,,,,,,,,,,,,,,,,,,,
170000,054675,JATROPHA INT PETITE PINKIE TM,EVS,,,,,,,,,,,,,,,,,,,
170000,054675PT,JATROPHA INT PETITE PINKIE TM,EVS,,,,,,,,,,,,,,,,,,,
170000,054091,JUSTICIA BRANDEGEANA,EVS,,,,,,,,,,,,,,,,,,,
170000,416641,KALANCHOE RHOMBOPILOSA,CAC,,,,,,,,,,,,,,,,,,,
170000,069402,KALANCHOE THYR DESERT ROSE,CAC,,,,,,,,,,,,,,,,,,,
170000,089451,LANTANA BANDANA R PINK PP20555,PRN,,,,,,,,,,,,,,,,,,,
170000,089461,LANTANA BANDANA R ROSE IMP,PRN,,,,,,,,,,,,,,,,,,,
170000,056611,LANTANA CAM AMERICAN RED,PRN,,,,,,,,,,,,,,,,,,,
170000,056612,LANTANA CAM AMERICAN RED,PRN,,,,,,,,,,,,,,,,,,,
170000,056871,LANTANA CAM LEMON SWIRL R,PRN,,,,,,,,,,,,,,,,,,,
170000,056851,LANTANA CAM RADIATION,PRN,,,,,,,,,,,,,,,,,,,
170000,056631,LANTANA CHAPEL HILL YLW P19548,PRN,,,,,,,,,,,,,,,,,,,
170000,056635PT,LANTANA CHAPEL HILL YLW P19548,PRN,,,,,,,,,,,,,,,,,,,
170000,056951,LANTANA CONFETTI TM,PRN,,,,,,,,,,,,,,,,,,,
170000,056955PT,LANTANA CONFETTI TM,PRN,,,,,,,,,,,,,,,,,,,
170000,009091,LANTANA NEW GOLD,PRN,,,,,,,,,,,,,,,,,,,
170000,056881,LANTANA PAT TM RAINBOW PP9837,PRN,,,,,,,,,,,,,,,,,,,
170000,057231,LANTANA S LAVENDER SWIRL R,PRN,,,,,,,,,,,,,,,,,,,
170000,057231SPT,LANTANA S LAVENDER SWIRL R,PRN,,,,,,,,,,,,,,,,,,,
170000,057031,LANTANA S WHITE LIGHTNIN' R,PRN,,,,,,,,,,,,,,,,,,,
170000,057251,LANTANA SELLOWIANA (MONTEVDNS),PRN,,,,,,,,,,,,,,,,,,,
170000,057051,LANTANA SPREADING SUNSET R,PRN,,,,,,,,,,,,,,,,,,,
170000,057052,LANTANA SPREADING SUNSET R,PRN,,,,,,,,,,,,,,,,,,,
170000,057055PT,LANTANA SPREADING SUNSET R,PRN,,,,,,,,,,,,,,,,,,,
170000,057151,LANTANA SUNBURST TM,PRN,,,,,,,,,,,,,,,,,,,
170000,057155PT,LANTANA SUNBURST TM,PRN,,,,,,,,,,,,,,,,,,,
170000,057201,LANTANA TANGERINE TM,PRN,,,,,,,,,,,,,,,,,,,
170000,057205PT,LANTANA TANGERINE TM,PRN,,,,,,,,,,,,,,,,,,,
170000,024461,LANTANA TEENIE GENIE R PP17612,PRN,,,,,,,,,,,,,,,,,,,
170000,024462,LANTANA TEENIE GENIE R PP17612,PRN,,,,,,,,,,,,,,,,,,,
170000,057291,LAURUS NOBILIS,EVS,,,,,,,,,,,,,,,,,,,
170000,057295PT,LAURUS NOBILIS,EVS,,,,,,,,,,,,,,,,,,,
170000,05729EPT,LAURUS NOBILIS,EVS,,,,,,,,,,,,,,,,,,,
170000,05729UT,LAURUS NOBILIS,EVS,,,,,,,,,,,,,,,,,,,
170000,021471,LAURUS NOBILIS EMERALD WAVE R,EVS,,,,,,,,,,,,,,,,,,,
170000,021475,LAURUS NOBILIS EMERALD WAVE R,EVS,,,,,,,,,,,,,,,,,,,
170000,057491,LEPTOSPERMUM NANUM RURU,EVS,,,,,,,,,,,,,,,,,,,
170000,057492,LEPTOSPERMUM NANUM RURU,EVS,,,,,,,,,,,,,,,,,,,
170000,025412,LEUCOPHYLLUM LAN RIO BRAVO R,EVS,,,,,,,,,,,,,,,,,,,
170000,058481,LIMONIUM PEREZII,PRN,,,,,,,,,,,,,,,,,,,
170000,059381,MACFADYENA UNGUIS-CATI,VIN,,,,,,,,,,,,,,,,,,,
170000,059385,MACFADYENA UNGUIS-CATI,VIN,,,,,,,,,,,,,,,,,,,
170000,412111,MAIREANA SEDIFOLIA,EVS,,,,,,,,,,,,,,,,,,,
170000,061211,MAN MOONLIGHT PARFAIT R P12123,VIN,,,,,,,,,,,,,,,,,,,
170000,061215,MAN MOONLIGHT PARFAIT R P12123,VIN,,,,,,,,,,,,,,,,,,,
170000,061191,MAN PNK PRFT R P11787-P6300547,VIN,,,,,,,,,,,,,,,,,,,
170000,061195,MAN PNK PRFT R P11787-P6300547,VIN,,,,,,,,,,,,,,,,,,,
170000,061241,MAN RED RIDING HOOD,VIN,,,,,,,,,,,,,,,,,,,
170000,061242BH,MAN RED RIDING HOOD,VIN,,,,,,,,,,,,,,,,,,,
170000,061245,MAN RED RIDING HOOD,VIN,,,,,,,,,,,,,,,,,,,
170000,06124K,MAN RED RIDING HOOD,VIN,,,,,,,,,,,,,,,,,,,
170000,072651,MAN SUN PAR R CARMINE KING PAF,VIN,,,,,,,,,,,,,,,,,,,
170000,072652,MAN SUN PAR R CARMINE KING PAF,VIN,,,,,,,,,,,,,,,,,,,
170000,072655,MAN SUN PAR R CARMINE KING PAF,VIN,,,,,,,,,,,,,,,,,,,
170000,045012,MAN SUN PAR R CRIMSON PP15539,VIN,,,,,,,,,,,,,,,,,,,
170000,045012BH,MAN SUN PAR R CRIMSON PP15539,VIN,,,,,,,,,,,,,,,,,,,
170000,04501K,MAN SUN PAR R CRIMSON PP15539,VIN,,,,,,,,,,,,,,,,,,,
170000,04501KBH,MAN SUN PAR R CRIMSON PP15539,VIN,,,,,,,,,,,,,,,,,,,
170000,09238UT,MAN SUN PAR R GARDEN CRIMSON,VIN,,,,,,,,,,,,,,,,,,,
170000,057082,MAN SUN PAR R GIANT PNK P15202,VIN,,,,,,,,,,,,,,,,,,,
170000,057085,MAN SUN PAR R GIANT PNK P15202,VIN,,,,,,,,,,,,,,,,,,,
170000,05708K,MAN SUN PAR R GIANT PNK P15202,VIN,,,,,,,,,,,,,,,,,,,
170000,057062,MAN SUN PAR R GNT WHITE P11556,VIN,,,,,,,,,,,,,,,,,,,
170000,057065,MAN SUN PAR R GNT WHITE P11556,VIN,,,,,,,,,,,,,,,,,,,
170000,057092,MAN SUN PAR R PRTY CRMN P16449,VIN,,,,,,,,,,,,,,,,,,,
170000,057071BH,MAN SUN PAR R PRTY PNK P19399,VIN,,,,,,,,,,,,,,,,,,,
170000,057072,MAN SUN PAR R PRTY PNK P19399,VIN,,,,,,,,,,,,,,,,,,,
170000,057072BH,MAN SUN PAR R PRTY PNK P19399,VIN,,,,,,,,,,,,,,,,,,,
170000,072641BH,MAN SUN PAR R WHITE PP22695,VIN,,,,,,,,,,,,,,,,,,,
170000,072642,MAN SUN PAR R WHITE PP22695,VIN,,,,,,,,,,,,,,,,,,,
170000,072642BH,MAN SUN PAR R WHITE PP22695,VIN,,,,,,,,,,,,,,,,,,,
170000,061291,MAN TANGO TWIRL R P14290,VIN,,,,,,,,,,,,,,,,,,,
170000,061295,MAN TANGO TWIRL R P14290,VIN,,,,,,,,,,,,,,,,,,,
170000,016605,MAN X CRIMSON JEWEL R,VIN,,,,,,,,,,,,,,,,,,,
170000,045291,MASCAGNIA MACROPTERA,VIN,,,,,,,,,,,,,,,,,,,
170000,061885,METROSIDEROS EXCELSA GALA,EVS,,,,,,,,,,,,,,,,,,,
170000,061485,MICHELIA CHAMPACA,TRE,,,,,,,,,,,,,,,,,,,
170000,061535,MICHELIA FIGO,EVS,,,,,,,,,,,,,,,,,,,
170000,061931,MUSA ACUM ENANO GIGANTE,PRN,,,,,,,,,,,,,,,,,,,
170000,061935,MUSA ACUM ENANO GIGANTE,PRN,,,,,,,,,,,,,,,,,,,
170000,061941,MUSA ACUM ZEBRINA,PRN,,,,,,,,,,,,,,,,,,,
170000,061945,MUSA ACUM ZEBRINA,PRN,,,,,,,,,,,,,,,,,,,
170000,062171,MYRTUS COM COMPACTA,EVS,,,,,,,,,,,,,,,,,,,
170000,090201PT,OCIMUM BASILICUM,PRN,,,,,,,,,,,,,,,,,,,
170000,060087,OLEA HAAS IMP MANZANILLO (FRT),TRE,,,,,,,,,,,,,,,,,,,
170000,063041,OLEA LITTLE OLLIE R,EVS,,,,,,,,,,,,,,,,,,,
170000,063045,OLEA LITTLE OLLIE R,EVS,,,,,,,,,,,,,,,,,,,
170000,06304ECN,OLEA LITTLE OLLIE R,EVS,,,,,,,,,,,,,,,,,,,
170000,06304EGL,OLEA LITTLE OLLIE R,EVS,,,,,,,,,,,,,,,,,,,
170000,06304EPT,OLEA LITTLE OLLIE R,EVS,,,,,,,,,,,,,,,,,,,
170000,062995,OLEA MAJESTIC BEAUTY R,TRE,,,,,,,,,,,,,,,,,,,
170000,025463,OPUNTIA SANTA-RITA TUBAC TM,CAC,,,,,,,,,,,,,,,,,,,
170000,079181,PACHYPHYTUM HOOKERI,CAC,,,,,,,,,,,,,,,,,,,
170000,089481,PACHYSTACHYS LUTEA,PRN,,,,,,,,,,,,,,,,,,,
170000,063655,PALM-CHAMAEROPS HUMILIS,TRE,,,,,,,,,,,,,,,,,,,
170000,063751,PALM-CYCAS REVOLUTA,TRE,,,,,,,,,,,,,,,,,,,
170000,063752,PALM-CYCAS REVOLUTA,TRE,,,,,,,,,,,,,,,,,,,
170000,063755,PALM-CYCAS REVOLUTA,TRE,,,,,,,,,,,,,,,,,,,
170000,063605,PALM-TRACHYCARPUS FORTUNEI,TRE,,,,,,,,,,,,,,,,,,,
170000,063609,PALM-TRACHYCARPUS FORTUNEI,TRE,,,,,,,,,,,,,,,,,,,
170000,064105,PALM-WASHINGTONIA ROBUSTA,TRE,,,,,,,,,,,,,,,,,,,
170000,064151,PANDOREA JAS ALBA LADY DI,VIN,,,,,,,,,,,,,,,,,,,
170000,064155,PANDOREA JAS ALBA LADY DI,VIN,,,,,,,,,,,,,,,,,,,
170000,033721,PANDOREA JAS CHARISMA,VIN,,,,,,,,,,,,,,,,,,,
170000,033725,PANDOREA JAS CHARISMA,VIN,,,,,,,,,,,,,,,,,,,
170000,064131,PANDOREA JAS ROSEA,VIN,,,,,,,,,,,,,,,,,,,
170000,064135,PANDOREA JAS ROSEA,VIN,,,,,,,,,,,,,,,,,,,
170000,064161,PASSIFLORA VITIFOLIA,VIN,,,,,,,,,,,,,,,,,,,
170000,064011,PASSIFLORA X LAVENDER LADY,VIN,,,,,,,,,,,,,,,,,,,
170000,064015,PASSIFLORA X LAVENDER LADY,VIN,,,,,,,,,,,,,,,,,,,
170000,097741,PENSTEMON PARRYI,PRN,,,,,,,,,,,,,,,,,,,
170000,050272,PENTALINON LUTEUM,VIN,,,,,,,,,,,,,,,,,,,
170000,065042,PHILODENDRON X DANADU,EVS,,,,,,,,,,,,,,,,,,,
170000,016581,PITT TEN GOLF BALL P15329,EVS,,,,,,,,,,,,,,,,,,,
170000,016582,PITT TEN GOLF BALL P15329,EVS,,,,,,,,,,,,,,,,,,,
170000,016585,PITT TEN GOLF BALL P15329,EVS,,,,,,,,,,,,,,,,,,,
170000,016842,PITT TEN MARJORIE CHANNON,EVS,,,,,,,,,,,,,,,,,,,
170000,016802,PITT TEN OLIVER TWIST,EVS,,,,,,,,,,,,,,,,,,,
170000,065871,PITT TOB CREAM DE MINT TM,EVS,,,,,,,,,,,,,,,,,,,
170000,065875,PITT TOB CREAM DE MINT TM,EVS,,,,,,,,,,,,,,,,,,,
170000,065921,PITT TOB TURNERS PITT TM,EVS,,,,,,,,,,,,,,,,,,,
170000,065925,PITT TOB TURNERS PITT TM,EVS,,,,,,,,,,,,,,,,,,,
170000,065955,PITT TOB VARIEGATUM,EVS,,,,,,,,,,,,,,,,,,,
170000,066002,PITT TOB WHEELERS DWARF,EVS,,,,,,,,,,,,,,,,,,,
170000,066005,PITT TOB WHEELERS DWARF,EVS,,,,,,,,,,,,,,,,,,,
170000,066371,PLUMBAGO ROYAL CAPE R,EVS,,,,,,,,,,,,,,,,,,,
170000,066372ST,PLUMBAGO ROYAL CAPE R,EVS,,,,,,,,,,,,,,,,,,,
170000,066375,PLUMBAGO ROYAL CAPE R,EVS,,,,,,,,,,,,,,,,,,,
170000,066375PT,PLUMBAGO ROYAL CAPE R,EVS,,,,,,,,,,,,,,,,,,,
170000,066375ST,PLUMBAGO ROYAL CAPE R,EVS,,,,,,,,,,,,,,,,,,,
170000,066361,PLUMBAGO WHITE CAPE R PP13953,EVS,,,,,,,,,,,,,,,,,,,
170000,066365,PLUMBAGO WHITE CAPE R PP13953,EVS,,,,,,,,,,,,,,,,,,,
170000,086555,PODOCARPUS ICEE BLUE R(BL CHIP,TRE,,,,,,,,,,,,,,,,,,,
170000,066845,PROSOPIS CHIL-THORNLESS,TRE,,,,,,,,,,,,,,,,,,,
170000,021371,RHAPH INDICA BALLERINA,EVS,,,,,,,,,,,,,,,,,,,
170000,021372,RHAPH INDICA BALLERINA,EVS,,,,,,,,,,,,,,,,,,,
170000,021375,RHAPH INDICA BALLERINA,EVS,,,,,,,,,,,,,,,,,,,
170000,070321,ROSMARINUS HUNTINGTON CARPET,EVS,,,,,,,,,,,,,,,,,,,
170000,021301,ROSMARINUS OFF BBQ,EVS,,,,,,,,,,,,,,,,,,,
170000,021304P,ROSMARINUS OFF BBQ,EVS,,,,,,,,,,,,,,,,,,,
170000,084941,ROSMARINUS OFF SPICE ISLANDS,EVS,,,,,,,,,,,,,,,,,,,
170000,070281,ROSMARINUS OFF TUSCAN BLUE,EVS,,,,,,,,,,,,,,,,,,,
170000,070282,ROSMARINUS OFF TUSCAN BLUE,EVS,,,,,,,,,,,,,,,,,,,
170000,070282CN,ROSMARINUS OFF TUSCAN BLUE,EVS,,,,,,,,,,,,,,,,,,,
170000,070284P,ROSMARINUS OFF TUSCAN BLUE,EVS,,,,,,,,,,,,,,,,,,,
170000,070285CN,ROSMARINUS OFF TUSCAN BLUE,EVS,,,,,,,,,,,,,,,,,,,
170000,07028EPT,ROSMARINUS OFF TUSCAN BLUE,EVS,,,,,,,,,,,,,,,,,,,
170000,07028EST,ROSMARINUS OFF TUSCAN BLUE,EVS,,,,,,,,,,,,,,,,,,,
170000,041361,ROSMARINUS ROMAN BTY PP18192,EVS,,,,,,,,,,,,,,,,,,,
170000,044192,RUELLIA BRITTONIANA,PRN,,,,,,,,,,,,,,,,,,,
170000,069691S,RUSSELIA EQUISETIFORMIS,PRN,,,,,,,,,,,,,,,,,,,
170000,089241S,RUSSELIA X ST ELMO'S FIRE TM,PRN,,,,,,,,,,,,,,,,,,,
170000,090471,SALVIA AMISTAD PPAF,PRN,,,,,,,,,,,,,,,,,,,
170000,025541,SALVIA CHAMAEDRYOIDES,PRN,,,,,,,,,,,,,,,,,,,
170000,022651,SALVIA HOT LIPS,PRN,,,,,,,,,,,,,,,,,,,
170000,022652,SALVIA HOT LIPS,PRN,,,,,,,,,,,,,,,,,,,
170000,091401,SALVIA L SANTA BARBARA PP12949,PRN,,,,,,,,,,,,,,,,,,,
170000,091405,SALVIA L SANTA BARBARA PP12949,PRN,,,,,,,,,,,,,,,,,,,
170000,023111,SALVIA NAVAJO TM BRIGHT RED,PRN,,,,,,,,,,,,,,,,,,,
170000,079251,SEDEVERIA HYBRID JET BEADS,CAC,,,,,,,,,,,,,,,,,,,
170000,063671,SEDUM RUBROTINCTUM AURORA,PRN,,,,,,,,,,,,,,,,,,,
170000,068681,SENECIO MANDRALISCAE,CAC,,,,,,,,,,,,,,,,,,,
170000,070231,SENECIO SERPENS,CAC,,,,,,,,,,,,,,,,,,,
170000,070901,SOLANUM JASMINOIDES,VIN,,,,,,,,,,,,,,,,,,,
170000,070905,SOLANUM JASMINOIDES,VIN,,,,,,,,,,,,,,,,,,,
170000,070961,SOLANUM RANT ROYAL ROBE,EVS,,,,,,,,,,,,,,,,,,,
170000,070965,SOLANUM RANT ROYAL ROBE,EVS,,,,,,,,,,,,,,,,,,,
170000,070965PT,SOLANUM RANT ROYAL ROBE,EVS,,,,,,,,,,,,,,,,,,,
170000,071005PT,SOPHORA SECUNDIFLORA,EVS,,,,,,,,,,,,,,,,,,,
170000,071552,STEPHANOTIS FLORABUNDA,VIN,,,,,,,,,,,,,,,,,,,
170000,071555,STEPHANOTIS FLORIBUNDA,VIN,,,,,,,,,,,,,,,,,,,
170000,063991,STEVIA REBAUDIANA,PRN,,,,,,,,,,,,,,,,,,,
170000,071705,STRELITZIA NICOLAI,EVS,,,,,,,,,,,,,,,,,,,
170000,071751,STRELITZIA REGINAE,EVS,,,,,,,,,,,,,,,,,,,
170000,071755,STRELITZIA REGINAE,EVS,,,,,,,,,,,,,,,,,,,
170000,047912,STROMANTHE SANG TRIOSTAR,PRN,,,,,,,,,,,,,,,,,,,
170000,072211,TABERNAEMONTANA FLORE PLENO,EVS,,,,,,,,,,,,,,,,,,,
170000,072215,TABERNAEMONTANA FLORE PLENO,EVS,,,,,,,,,,,,,,,,,,,
170000,012541,TECOMA STANS GOLD STAR,EVS,,,,,,,,,,,,,,,,,,,
170000,012542,TECOMA STANS GOLD STAR,EVS,,,,,,,,,,,,,,,,,,,
170000,072551,TECOMARIA CAPENSIS,VIN,,,,,,,,,,,,,,,,,,,
170000,072555,TECOMARIA CAPENSIS,VIN,,,,,,,,,,,,,,,,,,,
170000,418621,TECOMARIA CAPENSIS SALMON,VIN,,,,,,,,,,,,,,,,,,,
170000,072741,TEUCRIUM FRUTICANS AZUREUM,EVS,,,,,,,,,,,,,,,,,,,
170000,072742,TEUCRIUM FRUTICANS AZUREUM,EVS,,,,,,,,,,,,,,,,,,,
170000,022142,THUNBERGIA AL BLUSHING SUSIE,VIN,,,,,,,,,,,,,,,,,,,
170000,039751,TIBOUCHINA LEPIDOTA,EVS,,,,,,,,,,,,,,,,,,,
170000,039755,TIBOUCHINA LEPIDOTA,EVS,,,,,,,,,,,,,,,,,,,
170000,039755PT,TIBOUCHINA LEPIDOTA,EVS,,,,,,,,,,,,,,,,,,,
170000,066305,TIBOUCHINA URVILLEANA,EVS,,,,,,,,,,,,,,,,,,,
170000,070051,TRACH JASMINOIDES,VIN,,,,,,,,,,,,,,,,,,,
170000,070051ST,TRACH JASMINOIDES,VIN,,,,,,,,,,,,,,,,,,,
170000,070052ST,TRACH JASMINOIDES,VIN,,,,,,,,,,,,,,,,,,,
170000,070055,TRACH JASMINOIDES,VIN,,,,,,,,,,,,,,,,,,,
170000,070055ES,TRACH JASMINOIDES,VIN,,,,,,,,,,,,,,,,,,,
170000,070055ST,TRACH JASMINOIDES,VIN,,,,,,,,,,,,,,,,,,,
170000,413405,VIGNA CARA THOMAS JEFFERSON,VIN,,,,,,,,,,,,,,,,,,,
170000,076191,VITEX TRI PURPUREA,DCS,,,,,,,,,,,,,,,,,,,
170000,076195,VITEX TRI PURPUREA,DCS,,,,,,,,,,,,,,,,,,,
170000,410551,WESTRINGIA LOW HORIZON TM,EVS,,,,,,,,,,,,,,,,,,,
170000,076955,XYLOSMA CONGESTUM,EVS,,,,,,,,,,,,,,,,,,,
170000,056011,ZAUSCHNERIA CAL GHOSTLY RED,PRN,,,,,,,,,,,,,,,,,,,
170000,054872,ZAUSCHNERIA ROUTE 66,PRN,,,,,,,,,,,,,,,,,,,
