Item,Early Ship,Mid-Ship,Late Ship,Size,Loc,Minimum Quantity,Botanical Name,Common Name,Category,,Zone,Introduced, Oregon   , California  , Georgia   , Connecticut  ,UPC#,Available         ,Available Later,,On,Available Later,On,Available Later,On,, 2015 Price , Freight 
074442S,,,,SuperTwo,CA,5,Chaenomeles Double Take™  Orange Storm,Orange Storm Flowering Quince,DCS,D Shrubs,05,2011,, $20.64 ,,,014949337196,0,2815,1206,02/01/15  ,1609,03/01/15  ,0,          ,, $17.00 , $3.64 
074453S,,,,Super 3,CT,5,Chaenomeles Double Take™  Pink Storm,Pink Storm Flowering Quince,DCS,D Shrubs,05,2011,,,, $19.29 ,014949411452,1169,1413,1413,09/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
074451S,,,,SuperOne TM,CA,10,Chaenomeles Double Take™  Pink Storm,Pink Storm Flowering Quince,DCS,D Shrubs,05,2011,, $12.32 ,,,014949360170,0,1044,522,03/01/15  ,522,04/01/15  ,0,          ,, $10.50 , $1.82 
074452S,,,,SuperTwo,CA,5,Chaenomeles Double Take™  Pink Storm,Pink Storm Flowering Quince,DCS,D Shrubs,05,2011,, $20.64 ,,,014949337219,0,1019,1019,03/01/15  ,0,          ,0,          ,, $17.00 , $3.64 
074773S,,,,3,CT,5,Chaenomeles Double Take™  Scarlet Storm,Scarlet Storm Flowering Quince,DCS,D Shrubs,05,2011,,,, $19.29 ,014949411469,973,1102,1102,09/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
074772S,,,,SuperTwo,CA,5,Chaenomeles Double Take™  Scarlet Storm,Scarlet Storm Flowering Quince,DCS,D Shrubs,05,2011,, $20.64 ,,,014949337233,0,1032,516,03/01/15  ,516,04/01/15  ,0,          ,, $17.00 , $3.64 
081531,,,,1,OR,10,Clethra alnifolia                                           ,Summersweet                                                 ,DCS,D Shrubs,04,    , $8.55 ,,,,014949359174,95,0,0,          ,0,          ,0,          ,, $7.50 , $1.05 
074472S,,,,SuperTwo,GA,5,Clethra alnifolia 'Caleb'              ,Vanilla Spice®  Summersweet,DCS,D Shrubs,04,2011,,, $19.21 ,,014949335819,912,521,521,05/15/15  ,0,          ,0,          ,, $17.00 , $2.21 
074463S,,,,Super 3,CT,5,Clethra alnifolia 'Crystalina' ,Sugartina™  Summersweet,DCS,D Shrubs,04,2011,,,, $19.29 ,014949410561,227,429,429,09/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
074462S,,,,SuperTwo,GA,5,Clethra alnifolia 'Crystalina' ,Sugartina™  Summersweet,DCS,D Shrubs,04,2011,,, $19.21 ,,014949335789,0,5,5,01/01/15  ,0,          ,0,          ,, $17.00 , $2.21 
027531,,,,1,GA,10,Clethra alnifolia 'Ruby Spice'                              ,Ruby Spice Summersweet                                      ,DCS,D Shrubs,04,    ,,, $8.16 ,,014949275313,0,677,677,05/15/15  ,0,          ,0,          ,, $7.50 , $0.66 
027532,,,,2,GA,5,Clethra alnifolia 'Ruby Spice'                              ,Ruby Spice Summersweet                                      ,DCS,D Shrubs,04,    ,,, $16.16 ,,014949275320,0,1186,593,09/01/14  ,593,05/15/15  ,0,          ,, $14.50 , $1.66 
401945,,,,5,CT,5,Cornus Alba Bud's Yellow,Buds Yellow Red Twig Dogwood,DCS,D Shrubs,03,    ,,,, $25.55 ,014949390030,13,0,0,          ,0,          ,0,          ,, $22.50 , $3.05 
401963,,,,3,CT,5,Cornus Alba Crème De Mint,Crème de Mint Red Twig Dogwood,DCS,D Shrubs,03,    ,,,, * ,014949390061,0,249,249,09/01/14  ,0,          ,0,          ,, * , $1.54 
027731,,,,1,OR,10,Cornus alba 'Elegantissima'                                 ,Variegated Red Twig Dogwood                                 ,DCS,D Shrubs,02,    , $9.30 ,,,,014949277317,495,495,495,08/30/14  ,0,          ,0,          ,, $8.25 , $1.05 
027732,,,,2,OR,5,Cornus alba 'Elegantissima'                                 ,Variegated Red Twig Dogwood                                 ,DCS,D Shrubs,02,    , $18.62 ,,,,014949276754,111,111,111,09/15/14  ,0,          ,0,          ,, $16.00 , $2.62 
027735,,,,5,OR,5,Cornus alba 'Elegantissima'                                 ,Variegated Red Twig Dogwood                                 ,DCS,D Shrubs,02,    , $28.23 ,,,,014949277355,50,53,53,06/01/15  ,0,          ,0,          ,, $23.00 , $5.23 
027735PT,,,, 5 PATIO TREE,OR,2,Cornus alba 'Elegantissima'                                 ,Variegated Red Twig Dogwood                                 ,DCS,D Shrubs,02,    , $55.35 ,,,,014949027226,0,3,3,09/15/14  ,0,          ,0,          ,, $47.50 , $7.85 
027861,,,,1,OR,10,Cornus alba Ivory Halo® ,Ivory Halo®  Dogwood,DCS,D Shrubs,03,    , $9.30 ,,,,014949278611,224,0,0,          ,0,          ,0,          ,, $8.25 , $1.05 
027865,,,,5,OR,5,Cornus alba Ivory Halo® ,Ivory Halo®  Dogwood,DCS,D Shrubs,03,    , $28.23 ,,, $26.05 ,014949278659,0,1305,1305,0,0,0,0,0,, $23.00 , $5.23 
045281,,,,1,OR,10,Cornus alba 'Prairie Fire'                                  ,Prairie Fire Dogwood                                        ,DCS,D Shrubs,02,2010, $9.30 ,,,,014949276877,38,0,0,          ,0,          ,0,          ,, $8.25 , $1.05 
045285,,,,5,OR,5,Cornus alba 'Prairie Fire'                                  ,Prairie Fire Dogwood                                        ,DCS,D Shrubs,02,2010, $28.23 ,,,,014949237748,0,57,20,09/15/14  ,37,06/01/15  ,0,          ,, $23.00 , $5.23 
027755,,,,5,OR,5,Cornus alba 'Sibirica'                                      ,Red Twig Dogwood                                            ,DCS,D Shrubs,02,    , $28.23 ,,,,014949277553,31,0,0,          ,0,          ,0,          ,, $23.00 , $5.23 
027801,,,,1,OR,10,Cornus sericea 'Flaviramea'                                 ,Yellow Twig Dogwood                                         ,DCS,D Shrubs,02,    , $9.30 ,,,,014949278017,10,0,0,          ,0,          ,0,          ,, $8.25 , $1.05 
027805,,,,5,OR,5,Cornus sericea 'Flaviramea'                                 ,Yellow Twig Dogwood                                         ,DCS,D Shrubs,02,    , $28.23 ,,,,014949278055,0,5,5,06/01/15  ,0,          ,0,          ,, $23.00 , $5.23 
027821,,,,1,OR,10,Cornus sericea 'Isanti'                                     ,Isanti Red-Osier Dogwood                                    ,DCS,D Shrubs,02,    , $9.30 ,,,,014949278215,3,0,0,          ,0,          ,0,          ,, $8.25 , $1.05 
044703,,,,3,CT,5,Cornus sericea 'Kelseyi'                                    ,Kelsey's Dwarf Red-Osier Dogwood                            ,DCS,D Shrubs,02,    ,,,, $17.54 ,014949402092,325,0,0,          ,0,          ,0,          ,, $16.00 , $1.54 
044705,,,,5,OR,5,Cornus sericea 'Kelseyi'                                    ,Kelsey's Dwarf Red-Osier Dogwood                            ,DCS,D Shrubs,02,    , $28.23 ,,,,014949264515,14,983,983,06/01/15  ,0,          ,0,          ,, $23.00 , $5.23 
074805,,,,5,OR,5,Cornus stolonifera Arctic Fire™,Arctic Fire™  Red Twig Dogwood,DCS,D Shrubs,03,2011, $29.23 ,,,,014949349274,0,864,864,06/01/15  ,0,          ,0,          ,, $24.00 , $5.23 
074801S,,,,SuperOne TM,OR,10,Cornus stolonifera Arctic Fire™,Arctic Fire™  Red Twig Dogwood,DCS,D Shrubs,03,2011, $11.24 ,,,,014949335857,0,10,10,09/15/14  ,0,          ,0,          ,, $9.50 , $1.74 
074802S,,,,SuperTwo,OR,5,Cornus stolonifera Arctic Fire™,Arctic Fire™  Red Twig Dogwood,DCS,D Shrubs,03,2011, $20.49 ,,,,014949349267,0,15,15,09/15/14  ,0,          ,0,          ,, $17.00 , $3.49 
402033,,,,3,CT,5,Cornus stolonifera 'Baileyi'                                ,Bailey's Red-osier Dogwood                                  ,DCS,D Shrubs,02,    ,,,, $17.54 ,014949390177,467,0,0,          ,0,          ,0,          ,, $16.00 , $1.54 
402045,,,,5,CT,5,Cornus stolonifera Pucker Up!™,Pucker Up!™  Red Twig Dogwood,DCS,D Shrubs,03,    ,,,, * ,014949390221,0,5,5,01/01/15  ,0,          ,0,          ,, * , $3.05 
080841S,,,,SuperOne TM,OR,10,Cornus stolonifera Pucker Up!™,Pucker Up!™  Red Twig Dogwood,DCS,D Shrubs,03,2013, $11.24 ,,,,014949359525,234,340,340,10/01/14  ,0,          ,0,          ,, $9.50 , $1.74 
080842S,,,,SuperTwo,OR,5,Cornus stolonifera Pucker Up!™,Pucker Up!™  Red Twig Dogwood,DCS,D Shrubs,03,2013, $20.49 ,,,,014949359532,55,55,55,10/01/14  ,0,          ,0,          ,, $17.00 , $3.49 
402055,,,,5,CT,5,Corylus Americana,American Hazel Nut,DCS,D Shrubs,04,    ,,,, * ,014949416563,295,325,325,09/01/14  ,0,          ,0,          ,, * , $3.05 
028207PT,,,, 7 PATIO TREE,CT,2,Corylus avellana 'Contorta'                                 ,Harry Lauder's Walking Stick                                ,DCS,D Shrubs,04,    ,,,, $60.06 ,014949402139,2,0,0,          ,0,          ,0,          ,, $54.00 , $6.06 
402065,,,,5,CT,5,Corylus avellana 'Red Dragon',Red Dragon®  Contorted Filbert,DCS,D Shrubs,03,    ,,,, * ,014949416587,20,0,0,          ,0,          ,0,          ,, * , $3.05 
016615,,,,5,CT,5,Cotinus coggygria Golden Spirit      ,Golden Spirit Smoke Tree                                    ,DCS,D Shrubs,04,    ,,,, $33.55 ,014949007839,2,0,0,          ,0,          ,0,          ,, $30.50 , $3.05 
028145,,,,5,OR,5,Cotinus coggygria 'Royal Purple'                            ,Royal Purple Smoke Tree                                     ,DCS,D Shrubs,04,    , $35.73 ,,, $33.55 ,014949281451,140,137,137,0,0,0,0,0,, $30.50 , $5.23 
028145PT,,,, 5 PATIO TREE,OR,2,Cotinus coggygria 'Royal Purple'                            ,Royal Purple Smoke Tree                                     ,DCS,D Shrubs,04,    , $66.85 ,,,,014949281659,2,0,0,          ,0,          ,0,          ,, $59.00 , $7.85 
028155,,,,5,OR,5,Cotinus x 'Grace'                                           ,Grace Smoke Tree                                            ,DCS,D Shrubs,04,    , $35.73 ,,,,014949281550,13,0,0,          ,0,          ,0,          ,, $30.50 , $5.23 
028501,,,,1,OR,10,Cotoneaster apiculatus                                      ,Cranberry Cotoneaster                                       ,DCS,D Shrubs,04,    , $7.30 ,,,,014949285015,20,0,0,          ,0,          ,0,          ,, $6.25 , $1.05 
028502,,,,2,OR,5,Cotoneaster apiculatus                                      ,Cranberry Cotoneaster                                       ,DCS,D Shrubs,04,    , $16.62 ,,,,014949285022,62,0,0,          ,0,          ,0,          ,, $14.00 , $2.62 
028503,,,,3,CT,5,Cotoneaster apiculatus                                      ,Cranberry Cotoneaster                                       ,DCS,D Shrubs,04,    ,,,, $16.04 ,014949285039,21,0,0,          ,0,          ,0,          ,, $14.50 , $1.54 
028505,,,,5,OR,5,Cotoneaster apiculatus                                      ,Cranberry Cotoneaster                                       ,DCS,D Shrubs,04,    , $25.73 ,,,,014949285053,109,109,109,10/01/14  ,0,          ,0,          ,, $20.50 , $5.23 
028505PT,,,, 5 PATIO TREE,OR,2,Cotoneaster apiculatus                                      ,Cranberry Cotoneaster                                       ,DCS,D Shrubs,04,    , $66.85 ,,,,014949285152,0,1,1,10/01/14  ,0,          ,0,          ,, $59.00 , $7.85 
028551,,,,1,OR,10,Cotoneaster apiculatus 'Tom Thumb'                          ,Tom Thumb Cranberry Cotoneaster                             ,DCS,D Shrubs,04,    , $7.30 ,,,,014949285510,17,0,0,          ,0,          ,0,          ,, $6.25 , $1.05 
028552,,,,2,OR,5,Cotoneaster apiculatus 'Tom Thumb'                          ,Tom Thumb Cranberry Cotoneaster                             ,DCS,D Shrubs,04,    , $16.62 ,,,,014949285527,116,0,0,          ,0,          ,0,          ,, $14.00 , $2.62 
028553,,,,3,CT,5,Cotoneaster apiculatus 'Tom Thumb'                          ,Tom Thumb Cranberry Cotoneaster                             ,DCS,D Shrubs,04,    ,,,, $16.04 ,014949402160,0,1426,1426,09/01/14  ,0,          ,0,          ,, $14.50 , $1.54 
028555PT,,,, 5 PATIO TREE,OR,2,Cotoneaster apiculatus 'Tom Thumb'                          ,Tom Thumb Cranberry Cotoneaster                             ,DCS,D Shrubs,04,    , $66.85 ,,,,014949124208,33,33,33,05/01/15  ,0,          ,0,          ,, $59.00 , $7.85 
02855UT,,,,LittleOne,OR,16,Cotoneaster apiculatus 'Tom Thumb'                          ,Tom Thumb Cranberry Cotoneaster                             ,DCS,D Shrubs,04,    , $5.28 ,,,,014949069035,382,382,382,03/01/15  ,0,          ,0,          ,, $4.50 , $0.78 
028311,,,,1,OR,10,Cotoneaster horizontalis 'Variegatus'                       ,Variegated Rock Cotoneaster                                 ,DCS,D Shrubs,06,    , $7.30 ,,,,014949283110,5,0,0,          ,0,          ,0,          ,, $6.25 , $1.05 
028312,,,,2,OR,5,Cotoneaster horizontalis 'Variegatus'                       ,Variegated Rock Cotoneaster                                 ,DCS,D Shrubs,06,    , $17.12 ,,,,014949373323,0,988,278,10/01/14  ,710,05/01/15  ,0,          ,, $14.50 , $2.62 
028315,,,,5,OR,5,Cotoneaster horizontalis 'Variegatus'                       ,Variegated Rock Cotoneaster                                 ,DCS,D Shrubs,06,    , $25.73 ,,,,014949283158,5,0,0,          ,0,          ,0,          ,, $20.50 , $5.23 
402122,,,,2,CT,5,Cytisus purgans Andorra Hardy Broom                         ,Andorra Hardy Broom                                         ,DCS,D Shrubs,05,    ,,,, $13.36 ,014949390313,6,0,0,          ,0,          ,0,          ,, $12.25 , $1.11 
031202,,,,2,CT,5,Cytisus scoparius 'Burkwoodi'                               ,Burkwoodi Broom                                             ,DCS,D Shrubs,06,    ,,,, $13.36 ,014949402368,0,241,241,09/01/14  ,0,          ,0,          ,, $12.25 , $1.11 
031365,,,,5,OR,5,Cytisus x 'Lena' ,Lena Scotch Broom                                           ,DCS,D Shrubs,06,    , $26.73 ,,,,014949313657,13,0,0,          ,0,          ,0,          ,, $21.50 , $5.23 
031352,,,,2,CT,5,Cytisus x 'Lilac Time'    ,Lilac Time Scotch Broom                                     ,DCS,D Shrubs,06,    ,,,, $13.36 ,014949313527,0,901,901,09/01/14  ,0,          ,0,          ,, $12.25 , $1.11 
031382,,,,2,OR,5,Cytisus x praecox 'Allgold'                                 ,Allgold Scotch Broom                                        ,DCS,D Shrubs,06,    , $15.87 ,,,,014949313824,0,30,30,04/15/15  ,0,          ,0,          ,, $13.25 , $2.62 
031385,,,,5,OR,5,Cytisus x praecox 'Allgold'                                 ,Allgold Scotch Broom                                        ,DCS,D Shrubs,06,    , $26.73 ,,,,014949313855,65,0,0,          ,0,          ,0,          ,, $21.50 , $5.23 
029893S,,,,Super 3,CT,5,Deutzia gracilis Chardonnay Pearls®,Chardonnay Pearls®  Deutzia,DCS,D Shrubs,05,    ,,,, $19.29 ,014949411537,0,520,520,09/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
029891S,,,,SuperOne TM,OR,10,Deutzia gracilis Chardonnay Pearls®,Chardonnay Pearls®  Deutzia,DCS,D Shrubs,05,    , $11.24 ,,,,014949337967,851,851,851,06/01/15  ,0,          ,0,          ,, $9.50 , $1.74 
029892S,,,,SuperTwo,OR,5,Deutzia gracilis Chardonnay Pearls®,Chardonnay Pearls®  Deutzia,DCS,D Shrubs,05,    , $20.49 ,,,,014949337424,24,84,40,04/15/15  ,44,06/01/15  ,0,          ,, $17.00 , $3.49 
031572,,,,2,OR,5,Deutzia gracilis 'Nikko'                                    ,Dwarf Nikko Deutzia                                         ,DCS,D Shrubs,05,    , $16.37 ,,,,014949315729,65,65,65,10/01/14  ,0,          ,0,          ,, $13.75 , $2.62 
031573,,,,3,CT,5,Deutzia gracilis 'Nikko'                                    ,Dwarf Nikko Deutzia                                         ,DCS,D Shrubs,05,    ,,,, $17.54 ,014949034125,340,506,350,09/01/14  ,156,01/01/15  ,0,          ,, $16.00 , $1.54 
056422,,,,2,OR,5,Deutzia setchuenensis var. corymbiflora                     ,Chinese Snow Flower                                         ,DCS,D Shrubs,04,2011, $16.37 ,,,,014949348291,19,19,19,10/01/14  ,0,          ,0,          ,, $13.75 , $2.62 
031595,,,,5,OR,5,Deutzia x Pink-A-Boo®,Pink-A-Boo®  Deutzia,DCS,D Shrubs,05,    , $26.73 ,,,,014949315958,0,5,5,10/01/14  ,0,          ,0,          ,, $21.50 , $5.23 
068273,,,,3,CT,5,Diervilla sessilifolia Cool Splash™,Cool Splash™  Diervilla,DCS,D Shrubs,04,2014,,,, $18.54 ,014949386996,3970,0,0,          ,0,          ,0,          ,, $17.00 , $1.54 
032032,,,,2,OR,5,Enkianthus campanulatus                                     ,Red Veined Enkianthus                                       ,DCS,D Shrubs,05,    , $18.12 ,,,,014949028391,82,82,82,10/01/14  ,0,          ,0,          ,, $15.50 , $2.62 
019311,,,,1,OR,10,Euonymus alatus 'Cole's Compact'                            ,Cole's Compact Burning Bush                                 ,DCS,D Shrubs,04,    , $7.30 ,,,,014949015636,267,0,0,          ,0,          ,0,          ,, $6.25 , $1.05 
019312,,,,2,OR,5,Euonymus alatus 'Cole's Compact'                            ,Cole's Compact Burning Bush                                 ,DCS,D Shrubs,04,    , $16.87 ,,,,014949015643,2036,0,0,          ,0,          ,0,          ,, $14.25 , $2.62 
033601,,,,1,OR,10,Euonymus alatus 'Compactus'                                 ,Dwarf Burning Bush                                          ,DCS,D Shrubs,04,    , $7.05 ,,,,014949336014,0,102,102,10/01/14  ,0,          ,0,          ,, $6.00 , $1.05 
033602,,,,2,OR,5,Euonymus alatus 'Compactus'                                 ,Dwarf Burning Bush                                          ,DCS,D Shrubs,04,    , $16.87 ,,,,014949336021,0,1267,1267,10/01/14  ,0,          ,0,          ,, $14.25 , $2.62 
033603,,,,3,CT,5,Euonymus alatus 'Compactus'                                 ,Dwarf Burning Bush                                          ,DCS,D Shrubs,04,    ,,,, $17.54 ,014949336038,279,951,951,09/01/14  ,0,          ,0,          ,, $16.00 , $1.54 
033605,,,,5,OR,5,Euonymus alatus 'Compactus'                                 ,Dwarf Burning Bush                                          ,DCS,D Shrubs,04,    , $25.73 ,,, $23.55 ,014949336052,1953,0,0,0,0,0,0,0,, $20.50 , $5.23 
402533S,,,,Super 3,CT,5,Exochorda 'Blizzard'                                        ,Snow Day™  Blizzard Pearl Bush,DCS,D Shrubs,04,    ,,,, $18.79 ,014949411568,0,226,189,09/01/14  ,37,01/01/15  ,0,          ,, $17.25 , $1.54 
402613,,,,3,CT,5,Forsythia suspensa var. sieboldii                           ,Weeping Forsythia                                           ,DCS,D Shrubs,05,    ,,,, $16.04 ,014949390917,0,136,136,08/15/14  ,0,          ,0,          ,, $14.50 , $1.54 
083813,,,,3,CT,5,Forsythia x Gold Tide,Gold Tide Forsythia                                  ,DCS,D Shrubs,05,    ,,,, $16.04 ,014949220856,0,152,152,09/01/14  ,0,          ,0,          ,, $14.50 , $1.54 
017541,,,,1,OR,10,Forsythia x intermedia Magical Gold             ,Magical®  Gold Forsythia,DCS,D Shrubs,05,    , $8.55 ,,,,014949004395,84,84,84,10/01/14  ,0,          ,0,          ,, $7.50 , $1.05 
017542,,,,2,OR,5,Forsythia x intermedia Magical Gold             ,Magical®  Gold Forsythia,DCS,D Shrubs,05,    , $18.62 ,,,,014949213285,229,229,229,10/01/14  ,0,          ,0,          ,, $16.00 , $2.62 
017545,,,,5,OR,5,Forsythia x intermedia Magical Gold             ,Magical®  Gold Forsythia,DCS,D Shrubs,05,    , $27.73 ,,,,014949056448,137,137,137,10/01/14  ,0,          ,0,          ,, $22.50 , $5.23 
077431S,,,,SuperOne TM,OR,10,Forsythia x intermedia Show Off Starlet,Show Off™  Starlet Forsythia,DCS,D Shrubs,04,2011, $12.24 ,,,,014949355848,0,679,679,10/01/14  ,0,          ,0,          ,, $10.50 , $1.74 
074821S,,,,SuperOne TM,OR,10,Forsythia x intermedia Show Off™ ,Show Off™  Forsythia,DCS,D Shrubs,04,2012, $12.24 ,,,,014949335871,22,22,22,10/01/14  ,0,          ,0,          ,, $10.50 , $1.74 
037101,,,,1,OR,10,Forsythia x intermedia 'Spring Glory'                       ,Spring Glory Forsythia                                      ,DCS,D Shrubs,03,    , $7.30 ,,,,014949371015,681,1710,1710,10/01/14  ,0,          ,0,          ,, $6.25 , $1.05 
037175,,,,5,CT,5,Fothergilla gardenii                                        ,Dwarf Fothergilla                                           ,DCS,D Shrubs,05,    ,,,, * ,014949371756,0,501,501,09/01/14  ,0,          ,0,          ,, * , $3.05 
037113,,,,3,CT,5,Fothergilla gardenii 'Blue Mist'                            ,Blue Mist Dwarf Fothergilla                                 ,DCS,D Shrubs,05,2011,,,, $19.29 ,014949403082,0,186,186,09/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
037185,,,,5,CT,5,Fothergilla major 'Mount Airy'                              ,Mount Airy Fothergilla                                      ,DCS,D Shrubs,04,    ,,,, $38.05 ,014949371855,0,305,305,09/01/14  ,0,          ,0,          ,, $35.00 , $3.05 
402922,,,,2,CT,5,Genista lydia Bangle™,Bangle™  Genista,DCS,D Shrubs,04,    ,,,, * ,014949391105,541,0,0,          ,0,          ,0,          ,, * , $1.11 
402923,,,,3,CT,5,Genista lydia Bangle™,Bangle™  Genista,DCS,D Shrubs,04,    ,,,, $18.54 ,014949391112,2,7,7,01/01/15  ,0,          ,0,          ,, $17.00 , $1.54 
