Item,Early Ship,Mid-Ship,Late Ship,Size,Loc,Minimum Quantity,Botanical Name,Common Name,Category,,Zone,Introduced, Oregon   , California  , Georgia   , Connecticut  ,UPC#,Available         ,Available Later,,On,Available Later,On,Available Later,On,, 2015 Price , Freight 
077461S,,,,SuperOne TM,CA,10,Hydrangea mac Let's Dance®  Big Easy,Let's Dance®  Big Easy Hydrangea,DCS,D Shrubs,05,2012,, $12.32 , $11.61 ,,014949355947,92,92,92,04/01/15  ,0,          ,0,          ,, $10.50 , $1.82 
077462S,,,,SuperTwo,CA,5,Hydrangea mac Let's Dance®  Big Easy,Let's Dance®  Big Easy Hydrangea,DCS,D Shrubs,05,2012,, $20.64 , $19.21 , $18.11 ,014949355961,0,6,6,04/01/15  ,0,          ,0,          ,, $17.00 , $3.64 
074595,,,,5,CA,5,Hydrangea mac Let's Dance®  Moonlight,Let's Dance®  Moonlight Hydrangea,DCS,D Shrubs,05,2011, $29.23 , $29.46 , $27.32 ,,014949350294,138,138,138,12/31/14  ,0,          ,0,          ,, $24.00 , $5.46 
074592S,,,,SuperTwo,CA,5,Hydrangea mac Let's Dance®  Moonlight,Let's Dance®  Moonlight Hydrangea,DCS,D Shrubs,05,2011, $20.49 , $20.64 , $19.21 ,,014949336229,28,0,0,          ,0,          ,0,          ,, $17.00 , $3.64 
086313S,,,,Super 3,CT,5,Hydrangea mac Let's Dance®  Rhapsody Blue,Let's Dance®  Rhapsody Blue Hydrangea,DCS,D Shrubs,05,2014,,,, $23.04 ,014949410479,10,278,278,06/01/15  ,0,          ,0,          ,, $21.50 , $1.54 
074585,,,,5,CA,5,Hydrangea mac Let's Dance®  Starlighht,Let's Dance®  Starlight Bigleaf Hydrangea,DCS,D Shrubs,05,2011, $29.23 , $29.46 , $27.32 ,,014949350287,93,93,93,12/31/14  ,0,          ,0,          ,, $24.00 , $5.46 
074583S,,,,Super 3,CT,5,Hydrangea mac Let's Dance®  Starlighht,Let's Dance®  Starlight Bigleaf Hydrangea,DCS,D Shrubs,05,2011,,,, $23.04 ,014949410462,440,631,631,06/01/15  ,0,          ,0,          ,, $21.50 , $1.54 
074582S,,,,SuperTwo,CA,5,Hydrangea mac Let's Dance®  Starlighht,Let's Dance®  Starlight Bigleaf Hydrangea,DCS,D Shrubs,05,2011, $20.49 , $20.64 , $19.21 ,,014949336205,0,1074,537,09/03/14  ,537,12/31/14  ,0,          ,, $17.00 , $3.64 
015682,,,,2,GA,5,Hydrangea mac 'Madame Emile Mouillere'              ,Madame Emile Mouillere Hydrangea                            ,DCS,D Shrubs,05,    ,,, $16.16 ,,014949057308,0,5,5,05/15/15  ,0,          ,0,          ,, $14.50 , $1.66 
041921,,,,1,CA,10,Hydrangea mac 'Mariesii Variegata'                  ,Mariesii Variegated Lacecap Hydrangea                       ,DCS,D Shrubs,05,    ,, $8.09 ,,,014949419212,0,124,124,12/31/14  ,0,          ,0,          ,, $7.00 , $1.09 
041925,,,,5,CA,5,Hydrangea mac 'Mariesii Variegata'                  ,Mariesii Variegated Lacecap Hydrangea                       ,DCS,D Shrubs,05,    ,, $24.71 ,,,014949419250,45,63,63,11/25/14  ,0,          ,0,          ,, $19.25 , $5.46 
041951,,,,1,CA,10,Hydrangea mac 'Merritt's Beauty'                    ,Merritt's Beauty Hydrangea                                  ,DCS,D Shrubs,07,    ,, $8.09 ,,,014949419519,0,20,10,09/01/14  ,10,02/01/15  ,0,          ,, $7.00 , $1.09 
041955,,,,5,CA,5,Hydrangea mac 'Merritt's Beauty'                    ,Merritt's Beauty Hydrangea                                  ,DCS,D Shrubs,07,    ,, $24.71 ,,,014949419557,57,322,322,11/25/14  ,0,          ,0,          ,, $19.25 , $5.46 
042015,,,,5,GA,5,Hydrangea mac Midnight Duchess®,Midnight Duchess®  Hydrangea,DCS,D Shrubs,06,    ,,, $25.32 ,,014949204764,45,0,0,          ,0,          ,0,          ,, $22.00 , $3.32 
038775,,,,5,CA,5,Hydrangea mac 'Mini Penny',Mini Penny™  Hydrangea,DCS,D Shrubs,05,    , $29.23 , $29.46 , $27.32 ,,014949414675,67,67,67,12/31/14  ,0,          ,0,          ,, $24.00 , $5.46 
041961,,,,1,CA,10,Hydrangea mac 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,DCS,D Shrubs,05,    ,, $8.09 ,,,014949419618,1940,5006,2503,10/01/14  ,2503,02/01/15  ,0,          ,, $7.00 , $1.09 
041962,,,,2,GA,5,Hydrangea mac 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,DCS,D Shrubs,05,    ,,, $16.16 ,,014949419625,0,495,135,10/01/14  ,180,11/01/14  ,180,05/15/15  ,, $14.50 , $1.66 
041965,,,,5,CA,5,Hydrangea mac 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,DCS,D Shrubs,05,    ,, $24.71 , $22.57 ,,014949419656,655,655,655,12/31/14  ,0,          ,0,          ,, $19.25 , $5.46 
041967,,,,7,GA,2,Hydrangea mac 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,DCS,D Shrubs,05,    ,,, $49.91 ,,014949419670,0,298,149,11/01/14  ,149,01/01/15  ,0,          ,, $40.50 , $9.41 
089932S,,,,SuperTwo,OR,5,Hydrangea mac Paraplu tm,Paraplu Hydrangea,DCS,D Shrubs,05,2014, $20.49 ,,,,014949372760,0,251,251,09/15/14  ,0,          ,0,          ,, $17.00 , $3.49 
023751,,,,1,GA,10,Hydrangea mac 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,DCS,D Shrubs,05,    ,,, $7.66 ,,014949113202,0,1878,626,10/01/14  ,626,10/15/14  ,626,05/15/15  ,, $7.00 , $0.66 
023752,,,,2,CA,5,Hydrangea mac 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,DCS,D Shrubs,05,    ,, $18.48 , $17.41 ,,014949066058,0,5,5,09/01/14  ,0,          ,0,          ,, $15.75 , $2.73 
023753,,,,3,CT,5,Hydrangea mac 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,DCS,D Shrubs,05,    ,,,, $22.54 ,014949044209,0,689,689,06/01/15  ,0,          ,0,          ,, $21.00 , $1.54 
023755,,,,5,CA,5,Hydrangea mac 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,DCS,D Shrubs,05,    , $27.23 , $27.46 , $25.32 ,,014949070925,11,0,0,          ,0,          ,0,          ,, $22.00 , $5.46 
042072,,,,2,CA,5,Hydrangea mac Pink Elf®,Pink Elf®  French Hydrangea,DCS,D Shrubs,05,    ,, $18.73 , $17.66 ,,014949420720,799,907,907,02/01/15  ,0,          ,0,          ,, $16.00 , $2.73 
042075,,,,5,CA,5,Hydrangea mac Pink Elf®,Pink Elf®  French Hydrangea,DCS,D Shrubs,05,    ,, $27.46 ,,,014949420751,41,102,102,02/01/15  ,0,          ,0,          ,, $22.00 , $5.46 
041971,,,,1,CA,10,Hydrangea mac Pink 'N Pretty®,Pink 'N Pretty®  Hydrangea,DCS,D Shrubs,05,    ,, $8.09 ,,,014949419717,2,2,2,02/01/15  ,0,          ,0,          ,, $7.00 , $1.09 
041975,,,,5,CA,5,Hydrangea mac Pink 'N Pretty®,Pink 'N Pretty®  Hydrangea,DCS,D Shrubs,05,    ,, $26.46 ,,,014949419755,17,17,17,02/01/15  ,0,          ,0,          ,, $21.00 , $5.46 
042185,,,,5,GA,5,Hydrangea mac Princess Lace®,Princess Lace®  Hydrangea,DCS,D Shrubs,05,    ,,, $25.32 ,,014949204795,5,0,0,          ,0,          ,0,          ,, $22.00 , $3.32 
041981,,,,1,CA,10,Hydrangea mac Red 'N Pretty®,Red 'N Pretty®  Hydrangea,DCS,D Shrubs,05,    ,, $8.09 ,,,014949419816,18,18,18,02/01/15  ,0,          ,0,          ,, $7.00 , $1.09 
041985,,,,5,CA,5,Hydrangea mac Red 'N Pretty®,Red 'N Pretty®  Hydrangea,DCS,D Shrubs,05,    ,, $26.46 ,,,014949419854,5,5,5,02/01/15  ,0,          ,0,          ,, $21.00 , $5.46 
403923,,,,3,CT,5,Hydrangea mac 'Red Sensation' ,Red Sensation Hydrangea                                     ,DCS,D Shrubs,05,    ,,,, $22.54 ,014949392652,0,10,10,09/01/14  ,0,          ,0,          ,, $21.00 , $1.54 
403921S,,,,SuperOne TM,CT,10,Hydrangea mac 'Red Sensation' ,Red Sensation Hydrangea                                     ,DCS,D Shrubs,05,    ,,,, $11.33 ,014949392645,193,0,0,          ,0,          ,0,          ,, $10.50 , $0.83 
403772S,,,,SuperTwo,CT,5,Hydrangea mac Sweetheart Halos™ ,Sweetheart Halos™  Hydrangea,DCS,D Shrubs,05,    ,,,, $16.61 ,014949392683,3770,0,0,          ,0,          ,0,          ,, $15.50 , $1.11 
403885,,,,5,CT,5,Hydrangea mac Twist-n-Shout™,Twist-n-Shout™  Endless Summer®  Hydrangea,DCS,D Shrubs,04,    ,,,, $31.55 ,014949392447,0,14,14,09/01/14  ,0,          ,0,          ,, $28.50 , $3.05 
007445,,,,5,GA,5,Hydrangea mac 'Variegata'                           ,Variegated Hydrangea                                        ,DCS,D Shrubs,06,    ,,, $22.57 ,,014949004128,636,1272,636,09/01/14  ,636,05/15/15  ,0,          ,, $19.25 , $3.32 
007447,,,,7,GA,2,Hydrangea mac 'Variegata'                           ,Variegated Hydrangea                                        ,DCS,D Shrubs,06,    ,,, $49.91 ,,014949009536,0,3,3,01/01/15  ,0,          ,0,          ,, $40.50 , $9.41 
042105,,,,5,CA,5,Hydrangea mac 'White'                               ,White Big Leaf Hydrangea                                    ,DCS,D Shrubs,07,    ,, $24.71 , $22.57 ,,014949421055,10,30,30,02/01/15  ,0,          ,0,          ,, $19.25 , $5.46 
403943,,,,3,CT,5,Hydrangea mac 'Zebra' ,Zebra Mophead Hydrangea                                     ,DCS,D Shrubs,05,    ,,,, $22.54 ,014949393093,84,0,0,          ,0,          ,0,          ,, $21.00 , $1.54 
042035,,,,5,CA,5,Hydrangea serrata 'Bluebird'                                ,Bluebird Lacecap Hydrangea                                  ,DCS,D Shrubs,05,    ,, $24.71 ,,,014949420355,92,97,97,02/01/15  ,0,          ,0,          ,, $19.25 , $5.46 
056482,,,,2,OR,5,Hydrangea serrata 'Chiri-san Sue'                           ,Chiri-san Sue Mountain Hydrangea                            ,DCS,D Shrubs,07,2014, $19.12 ,,,,014949368367,0,108,108,10/01/14  ,0,          ,0,          ,, $16.50 , $2.62 
080963S,,,,Super 3,CT,5,Hydrangea serrata Tuff Stuff™,Tuff Stuff™  Reblooming Mountain Hydrangea,DCS,D Shrubs,05,2013,,,, $23.04 ,014949411933,0,500,500,06/01/15  ,0,          ,0,          ,, $21.50 , $1.54 
080961S,,,,SuperOne TM,CA,10,Hydrangea serrata Tuff Stuff™,Tuff Stuff™  Reblooming Mountain Hydrangea,DCS,D Shrubs,05,2013, $12.24 , $12.32 , $11.61 ,,014949143155,191,191,191,04/01/15  ,0,          ,0,          ,, $10.50 , $1.82 
080962S,,,,SuperTwo,CA,5,Hydrangea serrata Tuff Stuff™,Tuff Stuff™  Reblooming Mountain Hydrangea,DCS,D Shrubs,05,2013, $20.49 , $20.64 , $19.21 ,,014949360699,59,59,59,04/01/15  ,0,          ,0,          ,, $17.00 , $3.64 
041712,,,,2,OR,5,Hydrangea arborescens 'Annabelle'                           ,Annabelle Hydrangea                                         ,DCS,D Shrubs,04,    , $18.62 ,,,,014949236178,0,75,75,10/01/14  ,0,          ,0,          ,, $16.00 , $2.62 
041715,,,,5,CA,5,Hydrangea arborescens 'Annabelle'                           ,Annabelle Hydrangea                                         ,DCS,D Shrubs,04,    ,, $27.46 ,, $25.05 ,014949057247,0,9,9,09/03/14  ,0,          ,0,          ,, $22.00 , $5.46 
074525,,,,5,CA,5,Hydrangea arborescens Incrediball®  Smooth,Incrediball®  Smooth Hydrangea,DCS,D Shrubs,03,2011, $29.23 , $29.46 ,, $27.05 ,014949336083,0,11,11,02/01/15  ,0,          ,0,          ,, $24.00 , $5.46 
074522S,,,,SuperTwo,CA,5,Hydrangea arborescens Incrediball®  Smooth,Incrediball®  Smooth Hydrangea,DCS,D Shrubs,03,2011, $20.49 , $20.64 ,,,014949336069,5,40,40,02/01/15  ,0,          ,0,          ,, $17.00 , $3.64 
074535,,,,5,CA,5,Hydrangea arborescens Invincibelle®  Spirit,Invincibelle®  Spirit Hydrangea,DCS,D Shrubs,03,2011, $26.73 , $26.96 ,, $29.05 ,014949336120,0,2565,2565,09/01/14  ,0,          ,0,          ,, $21.50 , $5.46 
074533S,,,,Super 3,CT,5,Hydrangea arborescens Invincibelle®  Spirit,Invincibelle®  Spirit Hydrangea,DCS,D Shrubs,03,2011,,,, $20.29 ,014949410509,1383,1398,1398,09/01/14  ,0,          ,0,          ,, $18.75 , $1.54 
074532S,,,,SuperTwo,OR,5,Hydrangea arborescens Invincibelle®  Spirit,Invincibelle®  Spirit Hydrangea,DCS,D Shrubs,03,2011, $19.49 , $19.64 ,,,014949336106,65,0,0,          ,0,          ,0,          ,, $16.00 , $3.49 
403795,,,,5,CT,5,Hydrangea arborescens Sterilis,Sterlis Hydrangea,DCS,D Shrubs,04,    ,,,, $22.30 ,014949392263,78,0,0,          ,0,          ,0,          ,, $19.25 , $3.05 
019215,,,,5,CA,5,Hydrangea arborescens White Dome®,White Dome®  Hydrangea,DCS,D Shrubs,03,2011, $29.23 , $29.46 ,,,014949015445,43,0,0,          ,0,          ,0,          ,, $24.00 , $5.46 
019212S,,,,SuperTwo,CA,5,Hydrangea arborescens White Dome®,White Dome®  Hydrangea,DCS,D Shrubs,03,2011, $20.49 , $20.64 ,,,014949335468,39,0,0,          ,0,          ,0,          ,, $17.00 , $3.64 
042021,,,,1,OR,10,Hydrangea pan Angel's Blush®,Angel's Blush®  Hydrangea,DCS,D Shrubs,04,    , $8.30 ,,,,014949420218,4,0,0,          ,0,          ,0,          ,, $7.25 , $1.05 
042022,,,,2,OR,5,Hydrangea pan Angel's Blush®,Angel's Blush®  Hydrangea,DCS,D Shrubs,04,    , $18.62 ,,,,014949420225,30,820,820,10/01/14  ,0,          ,0,          ,, $16.00 , $2.62 
042025,,,,5,OR,5,Hydrangea pan Angel's Blush®,Angel's Blush®  Hydrangea,DCS,D Shrubs,04,    , $27.23 ,,,,014949420256,1018,1439,1439,09/15/14  ,0,          ,0,          ,, $22.00 , $5.23 
080953S,,,,Super 3,CT,5,Hydrangea pan Bobo®,Bobo®  Hardy Hydrangea,DCS,D Shrubs,03,2012,,,, $19.29 ,014949415030,5,0,0,          ,0,          ,0,          ,, $17.75 , $1.54 
080952S,,,,SuperTwo,CA,5,Hydrangea pan Bobo®,Bobo®  Hardy Hydrangea,DCS,D Shrubs,03,2012,, $20.64 , $19.21 ,,014949360675,5,5,5,04/01/15  ,0,          ,0,          ,, $17.00 , $3.64 
084803,,,,3,CT,5,Hydrangea pan 'Bombshell' ,Bombshell Panicle Hydrangea                                 ,DCS,D Shrubs,03,2014,,,, $19.29 ,014949404553,791,791,791,09/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
080203,,,,3,CT,5,Hydrangea pan 'Fire and Ice',Fire and Ice Panicle Hydrangea                              ,DCS,D Shrubs,03,2011,,,, $19.29 ,014949404577,30,30,30,09/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
089945,,,,5,CA,5,Hydrangea pan 'Fire Light™ ,Fire Light™  Hardy Hydrangea,DCS,D Shrubs,03,2014, $29.23 , $29.46 ,,,014949372791,0,14,14,02/01/15  ,0,          ,0,          ,, $24.00 , $5.46 
089941S,,,,SuperOne TM,CA,10,Hydrangea pan 'Fire Light™ ,Fire Light™  Hardy Hydrangea,DCS,D Shrubs,03,2014, $12.24 , $12.32 ,,,014949372777,0,854,421,10/01/14  ,433,02/01/15  ,0,          ,, $10.50 , $1.82 
403963,,,,3,CT,5,Hydrangea pan Great Star™,Great Star™  Panicle Hydrangea,DCS,D Shrubs,04,    ,,,, $19.29 ,014949393123,313,0,0,          ,0,          ,0,          ,, $17.75 , $1.54 
029923S,,,,Super 3,CT,5,Hydrangea pan Little Lime™,Little Lime™  Hardy Hydrangea,DCS,D Shrubs,03,    ,,,, $19.29 ,014949414613,0,77,77,01/01/15  ,0,          ,0,          ,, $17.75 , $1.54 
029921S,,,,SuperOne TM,CA,10,Hydrangea pan Little Lime™,Little Lime™  Hardy Hydrangea,DCS,D Shrubs,03,    ,, $12.32 , $11.61 ,,014949337974,80,80,80,02/01/15  ,0,          ,0,          ,, $10.50 , $1.82 
029922S,,,,SuperTwo,CA,5,Hydrangea pan Little Lime™,Little Lime™  Hardy Hydrangea,DCS,D Shrubs,03,    , $20.49 , $20.64 , $19.21 ,,014949335543,172,172,172,02/01/15  ,0,          ,0,          ,, $17.00 , $3.64 
089951S,,,,SuperOne TM,CA,10,Hydrangea pan Little Quick Fire™,Little Quick Fire™  Hardy Hydrangea,DCS,D Shrubs,03,2014,, $12.32 ,,,014949372807,0,11,11,02/01/15  ,0,          ,0,          ,, $10.50 , $1.82 
024375,,,,5,CA,5,Hydrangea pan 'Limelight,Limelight Hardy Hydrangea                                   ,DCS,D Shrubs,03,    , $29.23 , $29.46 , $27.32 ,,014949057391,2576,2576,2576,02/01/15  ,0,          ,0,          ,, $24.00 , $5.46 
024377,,,,7,CT,2,Hydrangea pan 'Limelight,Limelight Hardy Hydrangea                                   ,DCS,D Shrubs,03,    ,,,, $36.54 ,014949404614,85,261,261,09/01/14  ,0,          ,0,          ,, $32.50 , $4.04 
024373S,,,,Super 3,CT,5,Hydrangea pan 'Limelight,Limelight Hardy Hydrangea                                   ,DCS,D Shrubs,03,    ,,,, $19.29 ,014949414460,2324,4648,2324,08/15/14  ,2324,09/01/14  ,0,          ,, $17.75 , $1.54 
024371S,,,,SuperOne TM,CA,10,Hydrangea pan 'Limelight,Limelight Hardy Hydrangea                                   ,DCS,D Shrubs,03,    , $12.24 , $12.32 ,,,014949336861,151,151,151,02/01/15  ,0,          ,0,          ,, $10.50 , $1.82 
024372S,,,,SuperTwo,CA,5,Hydrangea pan 'Limelight,Limelight Hardy Hydrangea                                   ,DCS,D Shrubs,03,    , $20.49 , $20.64 , $19.21 ,,014949337936,1478,1478,1478,02/01/15  ,0,          ,0,          ,, $17.00 , $3.64 
024375PT,,,, 5 PATIO TREE,CA,2,Hydrangea pan 'Limelight,Limelight Hardy Hydrangea                                   ,DCS,D Shrubs,03,    ,, $46.69 ,,,014949350317,3,3,3,02/01/15  ,0,          ,0,          ,, $38.50 , $8.19 
024377PT,,,, 7 PATIO TREE,CT,2,Hydrangea pan 'Limelight,Limelight Hardy Hydrangea                                   ,DCS,D Shrubs,03,    ,,,, $60.06 ,014949404638,58,0,0,          ,0,          ,0,          ,, $54.00 , $6.06 
403973,,,,3,CT,5,Hydrangea pan 'Mystical™  Fire' ,Mystical™  Fire Panicle Hydrangea,DCS,D Shrubs,05,    ,,,, $19.29 ,014949393130,1210,0,0,          ,0,          ,0,          ,, $17.75 , $1.54 
403993,,,,3,CT,5,Hydrangea pan 'Phantom'                              ,Phantom Panicle Hydrangea                                   ,DCS,D Shrubs,04,    ,,,, $19.29 ,014949393178,0,445,445,09/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
403997PT,,,, 7 PATIO TREE,CT,2,Hydrangea pan 'Phantom'                              ,Phantom Panicle Hydrangea                                   ,DCS,D Shrubs,04,    ,,,, $60.06 ,014949411094,201,0,0,          ,0,          ,0,          ,, $54.00 , $6.06 
042447PT,,,, 7 PATIO TREE,CT,2,Hydrangea pan 'Pink Diamond'                           ,Pink Diamond Hardy Hydrangea                                ,DCS,D Shrubs,03,    ,,,, $60.06 ,014949414651,102,102,102,09/01/14  ,0,          ,0,          ,, $54.00 , $6.06 
074615,,,,5,CA,5,"Hydrangea p	an Pinky Winky™",Pinky Winky™  Hardy Hydrangea,DCS,D Shrubs,03,2011,, $29.46 , $27.32 ,,014949336274,19,19,19,02/01/15  ,0,          ,0,          ,, $24.00 , $5.46 
074617,,,,7,CT,2,"Hydrangea p	an Pinky Winky™",Pinky Winky™  Hardy Hydrangea,DCS,D Shrubs,03,2011,,,, $36.54 ,014949404690,595,611,611,09/01/14  ,0,          ,0,          ,, $32.50 , $4.04 
074613S,,,,Super 3,CT,5,"Hydrangea p	an Pinky Winky™",Pinky Winky™  Hardy Hydrangea,DCS,D Shrubs,03,2011,,,, $19.29 ,014949410516,0,1,1,09/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
074611S,,,,SuperOne TM,CA,10,"Hydrangea p	an Pinky Winky™",Pinky Winky™  Hardy Hydrangea,DCS,D Shrubs,03,2011,, $12.32 , $11.61 ,,014949337929,29,29,29,02/01/15  ,0,          ,0,          ,, $10.50 , $1.82 
074612S,,,,SuperTwo,CA,5,"Hydrangea p	an Pinky Winky™",Pinky Winky™  Hardy Hydrangea,DCS,D Shrubs,03,2011, $20.49 , $20.64 , $19.21 ,,014949336267,87,87,87,02/01/15  ,0,          ,0,          ,, $17.00 , $3.64 
074607,,,,7,CT,2,"Hydrangea p	an Quick Fire®",Quick Fire®  Hardy Hydrangea,DCS,D Shrubs,03,2011,,,, $36.54 ,014949404829,239,0,0,          ,0,          ,0,          ,, $32.50 , $4.04 
074607PT,,,, 7 PATIO TREE,CT,2,"Hydrangea p	an Quick Fire®",Quick Fire®  Hardy Hydrangea,DCS,D Shrubs,03,2011,,,, $60.06 ,014949404836,60,0,0,          ,0,          ,0,          ,, $54.00 , $6.06 
074603S,,,,Super 3,CT,5,"Hydrangea p	an Quick Fire®",Quick Fire®  Hardy Hydrangea,DCS,D Shrubs,03,2011,,,, $19.29 ,014949410523,0,59,59,09/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
074601S,,,,SuperOne TM,CA,10,"Hydrangea p	an Quick Fire®",Quick Fire®  Hardy Hydrangea,DCS,D Shrubs,03,2011,, $12.32 ,,,014949337943,405,1455,1455,02/01/15  ,0,          ,0,          ,, $10.50 , $1.82 
404003,,,,3,CT,5,Hydrangea pan 'Strawberry Sundae'                    ,Strawberry Sundae™  Hydrangea,DCS,D Shrubs,03,    ,,,, * ,014949393222,500,0,0,          ,0,          ,0,          ,, * , $1.54 
404012S,,,,SuperTwo,CT,5,Hydrangea pan Sugar Puff™                                       ,Sugar Puff™  Hardy Hydrangea,DCS,D Shrubs,04,    ,,,, $15.36 ,014949393239,14,0,0,          ,0,          ,0,          ,, $14.25 , $1.11 
404023,,,,3,CT,5,Hydrangea pan 'Sweet Summer',Sweet Summer Panicle Hydrangea                              ,DCS,D Shrubs,04,    ,,,, $19.29 ,014949393260,0,507,507,09/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
041945,,,,5,OR,5,Hydrangea pan 'Tardiva'                              ,Tardiva Hydrangea                                           ,DCS,D Shrubs,03,    , $24.48 ,,,,014949785058,43,0,0,          ,0,          ,0,          ,, $19.25 , $5.23 
404043,,,,3,CT,5,Hydrangea pan Vanilla Strawberry™,Vanilla Strawberry™  Panicle Hydrangea,DCS,D Shrubs,04,    ,,,, $19.29 ,014949393291,12,0,0,          ,0,          ,0,          ,, $17.75 , $1.54 
404053,,,,3,CT,5,Hydrangea pan White Diamonds™,White Diamonds™  Panicle Hydrangea,DCS,D Shrubs,04,    ,,,, $19.29 ,014949393345,4988,9348,6571,09/01/14  ,2777,01/01/15  ,0,          ,, $17.75 , $1.54 
404057,,,,7,CT,2,Hydrangea pan White Diamonds™,White Diamonds™  Panicle Hydrangea,DCS,D Shrubs,04,    ,,,, * ,014949393369,769,0,0,          ,0,          ,0,          ,, * , $4.04 
403752S,,,,SuperTwo,CT,5,Hydrangea Peppermint Swirl™,Peppermint Swirl™  Hydrangea,DCS,D Shrubs,05,    ,,,, $16.61 ,014949392676,48,0,0,          ,0,          ,0,          ,, $15.50 , $1.11 
042092,,,,2,OR,5,Hydrangea quercifolia                                       ,Oakleaf Hydrangea                                           ,DCS,D Shrubs,05,    , $17.12 ,,,,014949051061,4,0,0,          ,0,          ,0,          ,, $14.50 , $2.62 
041935,,,,5,CT,5,Hydrangea quercifolia 'Alice'                               ,Alice Oakleaf Hydrangea                                     ,DCS,D Shrubs,05,    ,,,, $26.55 ,014949419359,61,61,61,09/01/14  ,0,          ,0,          ,, $23.50 , $3.05 
042565,,,,5,OR,5,Hydrangea quercifolia 'Pee Wee'                             ,Pee Wee Oak Leaf Hydrangea                                  ,DCS,D Shrubs,05,    , $27.73 ,,,,014949425657,0,69,69,10/01/14  ,0,          ,0,          ,, $22.50 , $5.23 
042065,,,,5,CA,5,Hydrangea quercifolia 'Snow Queen'                          ,Snow Queen Oakleaf Hydrangea                                ,DCS,D Shrubs,05,    , $28.73 , $28.96 ,,,014949420652,0,5,5,02/01/15  ,0,          ,0,          ,, $23.50 , $5.46 
042041,,,,1,CA,10,Hydrangea quercifolia Snowflake™,Snowflake™  Oakleaf Hydrangea,DCS,D Shrubs,05,    ,, * ,,,014949420416,0,285,285,09/03/14  ,0,          ,0,          ,, * , $1.09 
042045,,,,5,CA,5,Hydrangea quercifolia Snowflake™,Snowflake™  Oakleaf Hydrangea,DCS,D Shrubs,05,    ,, $28.96 ,, $26.55 ,014949420454,0,3,3,05/01/15  ,0,          ,0,          ,, $23.50 , $5.46 
028322,,,,2,CA,5,Hydrangea quercifolia 'Vaughn's Lillie'®  ,Vaughn's Lillie®  Oak Leaf Hydrangea,DCS,D Shrubs,05,    ,, $18.48 ,,,014949231715,0,16,16,04/01/15  ,0,          ,0,          ,, $15.75 , $2.73 
028325,,,,5,CA,5,Hydrangea quercifolia 'Vaughn's Lillie'®  ,Vaughn's Lillie®  Oak Leaf Hydrangea,DCS,D Shrubs,05,    ,, $28.96 ,,,014949063040,0,6,6,02/01/15  ,0,          ,0,          ,, $23.50 , $5.46 
404083,,,,3,CT,5,Hypericum andros  Ignite™  Scarlet Red,Ignite™  Scarlet Red St. John's Wort,DCS,D Shrubs,05,    ,,,, $18.54 ,014949393406,17,0,0,          ,0,          ,0,          ,, $17.00 , $1.54 
089963S,,,,Super 3,CT,5,Hypericum Blues Festival™,Blues Festival™  Hypericum,DCS,D Shrubs,04,2014,,,, $19.29 ,014949410615,75,0,0,          ,0,          ,0,          ,, $17.75 , $1.54 
042132,,,,2,CA,5,Hypericum frondosum 'Sunburst'                              ,Sunburst St. John's Wort                                    ,DCS,D Shrubs,04,    ,, $17.23 ,,,014949421321,0,49,49,11/15/14  ,0,          ,0,          ,, $14.50 , $2.73 
080892S,,,,SuperTwo,CA,5,Hypericum kalamianum Blue & Gold,Blue & Gold St. Johns Wort,DCS,D Shrubs,04,2013,, $20.64 ,,,014949360934,0,365,365,11/15/14  ,0,          ,0,          ,, $17.00 , $3.64 
026222,,,,2,CA,5,Hypericum kalmianum 'Gemo'                                  ,Gemo St. John's Wort                                        ,DCS,D Shrubs,05,    ,, $17.23 ,,,014949208830,0,30,30,04/01/15  ,0,          ,0,          ,, $14.50 , $2.73 
074621S,,,,SuperOne TM,GA,10,Hypericum Sunny Boulevard™,Sunny Boulevard™  St. John's Wort,DCS,D Shrubs,04,2011,,, $11.61 ,,014949336298,888,3433,1388,09/01/14  ,2045,05/01/15  ,0,          ,, $10.50 , $1.11 
074622S,,,,SuperTwo,GA,5,Hypericum Sunny Boulevard™,Sunny Boulevard™  St. John's Wort,DCS,D Shrubs,04,2011,,, $19.21 ,,014949354223,59,59,59,09/01/14  ,0,          ,0,          ,, $17.00 , $2.21 
404165,,,,5,CT,5,Ilex verticillata                                           ,Winterberry                                                 ,DCS,D Shrubs,04,    ,,,, $25.05 ,014949393529,213,0,0,          ,0,          ,0,          ,, $22.00 , $3.05 
