Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category 2,Category,Zone,Royalty Code,2015 List Price,Condition,Current Specs,Qty Allocated,Min Order Qty,Available         ,Available Later,On,Available Later,On,Available Later,On,x
OR,    ,072341,#1,TAXUS EMERALD SPREADR R P10335,"Taxus cuspidata 'Monloo' P.P. #10,335                       ",Emerald Spreader®  Japanese Yew,Hardy conifer,CON,04,LZE, 7.50 ,-,"10""S", 30 , 10 , 74 ," 5,097 ",05/01/15  ,     ,          ,     ,          ,x
OR,2013,055972,#2,THUJA OC GOLDEN TUFFET,Thuja occidentalis 'Golden Tuffet'                          ,Golden Tuffet Arborvitae                                    ,Thuja,CON,03,, 14.25 ,-,"14""S", 4 , 5 , 4 ,     ,          ,     ,          ,     ,          ,x
OR,2014,053932,#2,THUJA OC HIGHLIGHTS TM PP21967,"Thuja occidentalis 'Janed Gold' PP.# 21,967                 ",Highlights™  Arborvitae,Thuja,CON,05,PHS, 15.50 ,-,"18""H",     , 5 , 20 ,     ,          ,     ,          ,     ,          ,x
OR,2014,03118M,#10 Squat,THUJA OC MALONYANA,Thuja occidentalis 'Malonyana'                              ,Malonyana Arborvitae                                        ,Thuja,CON,04,, 55.00 ,-,"54""H", 10 , 2 , 10 ,     ,          ,     ,          ,     ,          ,x
OR,2014,031185,#5,THUJA OC MALONYANA,Thuja occidentalis 'Malonyana'                              ,Malonyana Arborvitae                                        ,Thuja,CON,04,, 22.00 ,-,"38""H-14""S", 20 , 5 ,     , 225 ,05/15/15  ,     ,          ,     ,          ,x
OR,2013,075052S,SuperTwo,THUJA OC NORTH POLE R PPAF,"Thuja occidentalis 'Art Boe' P.P. #22,174                   ",North Pole™  Arborvitae,Thuja,CON,03,PW, 17.00 ,-,"27""H - 12""S", 19 , 5 , 19 ,     ,          ,     ,          ,     ,          ,x
OR,    ,073055,#5,THUJA OC RUSHMORE,Thuja occidentalis 'Rushmore'                               ,Rushmore Arborvitae                                         ,Thuja,CON,04,, 22.00 ,-,"38""H-14""S", 15 , 5 , 81 ,     ,          ,     ,          ,     ,          ,x
OR,2011,046822,#2,THUJA OR MORGAN,Thuja orientalis 'Morgan'                                   ,Morgan's Chinese Arborvitae                                 ,Thuja,CON,05,, 14.25 ,-,"12""S",     , 5 , 117 ,     ,          ,     ,          ,     ,          ,x
OR,2014,055145,#5,THUJA X EMBER WAVES TM PPAF,Thuja plicata x standishii 'MonPin' P.P.A.F.                ,Ember Waves™  Western Arborvitae,Thuja,CON,05,RSP, 24.00 ,-,"48""H", 43 , 5 , 50 , 50 ,05/15/15  ,     ,          ,     ,          ,x
OR,2011,034052,#2,THUJOPSIS DOLOBRATA NANA,Thujopsis dolobrata 'Nana'                                  ,False Hiba Cedar                                            ,Temperate conifer,CON,05,, 14.50 ,-,12'S,     , 5 , 187 ,     ,          ,     ,          ,     ,          ,x
OR,2014,051325,#5,TSUGA C GOLDEN DUCHESS TM PPAF,Tsuga canadensis 'MonKinn' P.P.A.F.                         ,Golden Duchess™  Eastern Hemlock,Hardy conifer,CON,04,, 31.50 ,-,"18"" S", 2 , 5 , 2 ,     ,          ,     ,          ,     ,          ,x
OR,    ,073435,#5,TSUGA CAN EMERALD FOUNTAIN R,Tsuga canadensis 'Monler'                                   ,Emerald Fountain®  Canadian Hemlock,Hardy conifer,CON,04,OLD, 30.00 ,-,"30""H - 15""S", 9 , 5 , 9 ,     ,          ,     ,          ,     ,          ,x
OR,2013,056525,#5,ULMUS X FRONTIER,Ulmus (carpinifolia x parvifolia) 'Frontier'                ,Frontier Hybrid Elm                                         ,Deciduous shade tree,TRE,04,, 35.00 ,-,"60""H", 6 , 5 , 6 , 6 ,01/01/15  ,     ,          ,     ,          ,x
OR,2014,079551,#1,VERONICA HYB TIDAL POOL PPAF,Veronica 'Tidal Pool' P.P.A.F.                              ,Tidal Pool Prostrate Speedwell                              ,Early spring interm. flowering,PRN,04,CLG, 5.25 ,-,,     , 10 , 42 , 861 ,03/01/15  ,     ,          ,     ,          ,x
OR,2014,079481,#1,VERONICA HYB WHITE WATER PPAF,"Veronica x 'Whitewater' P.P.#22,783                         ",Whitewater Speedwell                                        ,Early spring interm. flowering,PRN,04,CLG, 5.25 ,-,,     , 10 , 48 , 48 ,03/01/15  ,     ,          ,     ,          ,x
OR,2013,080925,#5,VIB X HANDSOME DEVIL PP21686,"Viburnum 'Le Bois Marquis' P.P.#21,686                      ",Handsome Devil™  Viburnum,Deciduous early flower'g Shrub,DCS,07,PW, 24.00 ,-,"24""H - 20""S",     , 5 , 272 ,     ,          ,     ,          ,     ,          ,x
OR,    ,017575,#5,WEIGELA MAGICAL R FNTSY P13567,Weigela florida 'Kolsunn' P.P.# 13567                       ,Magical®  Fantasy Weigela,Deciduous sumr flower'g shrub,DCS,04,PNL, 21.00 ,-,"21""H - 14""S", 10 , 5 , 10 ,     ,          ," 1,608 ",04/01/15  ," 1,608 ",06/01/15  ,x
OR,2012,090151,#1,YUCCA FIL COLOR GUARD,Yucca filamentosa 'Color Guard'                             ,Color Guard Adam's Needle                                   ,Grass-like plant,EVS,04,, 7.50 ,-,8''H -10''S, 10 , 10 , 10 ,     ,          ,     ,          ,     ,          ,x
OR,2012,066705,#5,ZELKOVA SERRATA GOLD FALLS TM,Zelkova serrata 'Gold Falls'                                ,Gold Falls™  Zelkova,Deciduous shade tree,TRE,05,CCN, 35.00 ,-,"64""H", 10 , 5 , 42 , 42 ,03/01/15  ,     ,          ,     ,          ,x
