Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Cfm,END CAP AVAIL,YOUR BOOKED QTY REMAIN,Condition,Current Specs,"QTY 
AVAIL NOW","2ND 
QTY 
AVAIL","2ND 
QTY 
READY DATE",2014 List Price,"YOUR 
20%
DISC PRICE",Freight,Landed Price,YOUR RETAIL PRICE,SKU,UPC#,,,
OR,    ,072191S,SuperOne TM,SYRINGA X HYA POCAHONTAS,Pocahontas Canadian Lilac                                   ,DCS,02,     ,,,BUDS,12''H - 8''S, 133 ,     ,          , 9.75 , 7.80 , 0.77 , 8.57 ,     ,,014949059906,,,
OR,2014,042191S,SuperOne TM,SYRINGA X OLD GLORY NA62974,Old Glory Lilac                                             ,DCS,05,     ,,,BUDS,"16""H - 10""S", 138 ,     ,          , 9.75 , 7.80 , 0.77 , 8.57 ,     ,,014949351826,,,
OR,    ,016045,#5,SYRINGA X PRE DONALD WYMAN,Donald Wyman Lilac                                          ,DCS,02,     ,,,BREAKING DORMANCY,22''H - 14''S, 44 ,     ,          , 22.50 , 18.00 , 2.30 , 20.30 ,     ,,014949028940,,,
OR,    ,071895,#5,SYRINGA X PRE MISS CANADA,Miss Canada Lilac                                           ,DCS,02,     ,,,BUDS,24''H - 14''S, 20 ,     ,          , 22.50 , 18.00 , 2.30 , 20.30 ,     ,,014949718957,,,
OR,    ,028955,#5,SYRINGA X PRE REDWINE,Redwine Lilac                                               ,DCS,02,     ,,,DORMANT,24''H - 14''S, 110 ,     ,          , 22.50 , 18.00 , 2.30 , 20.30 ,     ,,014949279571,,,
OR,2012,050115,#5,TAXODIUM DIS PEVE MINARET,Peve Minaret Dwarf Bald Cypress                             ,CON,05,     ,,,DORMANT,"33""H", 5 ,     ,          , 39.00 , 31.20 , 2.30 , 33.50 ,     ,,014949268803,,,
OR,    ,072342,#2,TAXUS EMERALD SPREADR R P10335,Emerald Spreader®  Japanese Yew,CON,04, 250 ,#REF!,250,-,"18""S",     ,     ,          , 14.50 , 11.60 , 1.15 , 12.75 ,     ,,014949723425,,,
OR,2012,028851,#1,TAXUS X MED HUBERS TAWNY GOLD,Huber's Tawny Gold Spreading Yew                            ,CON,04,     ,,,-,"18""S",     , 283 ,05/15/14  , 8.25 , 6.60 , 0.46 , 7.06 ,     ,,014949065112,,,
OR,    ,012402,#2,TAXUS X MEDIA BERRYHILLI,Berryhill Yew                                               ,CON,04,     ,,,WINTER COLOR,"20""H-14""S", 322 ,     ,          , 15.50 , 12.40 , 1.15 , 13.55 ,     ,,014949214138,,,
OR,    ,072301,#1,TAXUS X MEDIA BROWNII,Brown's Yew                                                 ,CON,04,     ,,,-,"10""S", 51 ,     ,          , 7.50 , 6.00 , 0.46 , 6.46 ,     ,,014949723012,,,
OR,    ,072322,#2,TAXUS X MEDIA DENSIFORMIS,Dense Spreading Yew                                         ,CON,04,     ,,,WINTER COLOR,"18""H -12""S", 5 ,     ,          , 15.50 , 12.40 , 1.15 , 13.55 ,     ,,014949723227,,,
OR,    ,072335,#5,TAXUS X MEDIA HICKSII,Hicks Yew                                                   ,CON,04, 75 ,,75,-,"27""H - 12""S",     ,     ,          , 20.25 , 16.20 , 2.30 , 18.50 ,     ,,014949723357,,,
OR,    ,072382,#2,TAXUS X MEYERI,Meyer's Yew                                                 ,CON,04,     ,,,-,"21""H-9""S", 23 ,     ,          , 15.50 , 12.40 , 1.15 , 13.55 ,     ,,014949071939,,,
OR,2011,073131,#1,TEUCRIUM CHAMAEDRYS,Wall Germander                                              ,EVS,05,     ,,,CUT BACK,., 99 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949368190,,,
OR,    ,012595,#5,THUJA GREEN GIANT,Green Giant Western Arborvitae                              ,CON,04,     ,,,-,"44""H-18""S", 5 ,     ,          , 20.50 , 16.40 , 2.30 , 18.70 ,     ,,014949025161,,,
OR,2011,087051,#1,THUJA KORAIENSIS,Korean Arborvitae                                           ,CON,05,     ,,,-,,     , 336 ,05/15/14  , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949051467,,,
OR,    ,073061,#1,THUJA OC BRANDON,Brandon's Arborvitae                                        ,CON,03,     ,,,-,"15""H - 6""S",     , 771 ,05/15/14  , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949730614,,,
OR,    ,072941,#1,THUJA OC DANICA,Danica Arborvitae                                           ,CON,04,     ,,,-,"10""S", 233 , 337 ,05/15/14  , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949729410,,,
OR,    ,072815,#5,THUJA OC DEGROOT'S SPIRE,Degroot's Spire Arborvitae                                  ,CON,03,     ,,,WINTER COLOR,"30""H - 12""S", 9 ,     ,          , 20.50 , 16.40 , 2.30 , 18.70 ,     ,,014949728154,,,
OR,    ,072921,#1,THUJA OC HETZ MIDGET,Hetz Midget Arborvitae                                      ,CON,03,     ,,,-,"8""S", 7 ,,, 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949729212,,,
OR,    ,072932,#2,THUJA OC HOLMSTRUP,Holmstrup Eastern Arborvitae                                ,CON,03,     ,,,-,"24""H-12""S", 15 ,     ,          , 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949729328,,,
OR,    ,072871,#1,THUJA OC LITTLE GIANT,Little Giant Dwarf Arborvitae                               ,CON,03,     ,,,WINTER COLOR,"10""S", 192 ,,, 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949728710,,,
OR,2010,022172,#2,THUJA OC MR BOWLING BALL R,Mr. Bowling Ball™  Arborvitae,CON,03,     ,,,WINTER COLOR,12'S, 10 ,     ,          , 14.50 , 11.60 , 1.15 , 12.75 ,     ,,014949234624,,,
OR,    ,072891,#1,THUJA OC RHEINGOLD,Rheingold Arborvitae                                        ,CON,04,     ,,,WINTER COLOR,"10""S", 190 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949728918,,,
OR,    ,073052,#2,THUJA OC RUSHMORE,Rushmore Arborvitae                                         ,CON,04,     ,,,-,"24""H-12""S", 383 ,     ,          , 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949730829,,,
OR,    ,072912,#2,THUJA OC YELLOW RIBBON,Yellow Ribbon Arborvitae                                    ,CON,03,     ,,,WINTER COLOR,"21""H - 10""S", 5 ,     ,          , 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949729120,,,
OR,    ,019442,#2,THUJA PL GRN GLOBE (GRNE KGEL),Grune Kugel Western Red Cedar                               ,CON,05,     ,,,-,"12""S", 5 ,,, 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949017470,,,
OR,    ,031195,#5,THUJA PLICATA GREEN SPORT,Green Sport Western Red Cedar                               ,CON,05, 20 ,,20,-,"46""H-18""S", 14 ,     ,          , 20.50 , 16.40 , 2.30 , 18.70 ,     ,,014949071991,,,
OR,    ,087351,#1,THUJA PLICATA PYGMAEA,Dwarf Western Red Cedar                                     ,CON,05,     ,,,-,"12""H - 6""S", 683 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949051528,,,
OR,    ,019455,#5,THUJA PLICATA SUNSHINE,Sunshine Western Red Cedar                                  ,CON,05,     ,,,-,"42""H-14""S", 76 ,,, 20.50 , 16.40 , 2.30 , 18.70 ,     ,,014949017593,,,
OR,2011,034052,#2,THUJOPSIS DOLOBRATA NANA,False Hiba Cedar                                            ,CON,05,     ,,,WINTER COLOR,12'S, 416 ,,, 13.75 , 11.00 , 1.15 , 12.15 ,     ,,014949295694,,,
CA,2011,075941,#1,THYMUS HI HO SILVER,Hi Ho Silver Thyme                                          ,PRN,05,     ,,,-,CAN FULL, 85 ,     ,          , 4.25 , 3.40 , 0.49 , 3.89 ,     ,,014949377949,,,
OR,    ,05124UT,LittleOne,THYMUS PRA PINK CHINTZ,Pink Chintz Thyme                                           ,PRN,04,     ,,,-,CAN FULL, 16 ,,, 2.95 , 2.36 , 0.35 , 2.71 ,     ,,014949272848,,,
OR,    ,072611,#1,TRADESCANTIA BLU&GLD(SWT KATE),Blue & Gold Spiderwort                                      ,PRN,03,     ,,,CUT BACK,., 109 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949726112,,,
OR,    ,073361,#1,TSUGA CAN LEWISI,Dwarf Lewis Hemlock                                         ,CON,04,     ,,,-,"8""H-6""S", 50 ,     ,          , 7.50 , 6.00 , 0.46 , 6.46 ,     ,,014949733615,,,
OR,    ,073287,#7,TSUGA CAN PENDULA,Sargent's Weeping Hemlock                                   ,CON,04,     ,,,-,"48""H - 12""S", 9 ,,, 70.00 , 56.00 , 5.75 , 61.75 ,     ,,014949732878,,,
OR,2010,056232,#2,VACC BOUNTIFUL BLUE R PP19381,Bountiful Blue®  Blueberry,DCS,06,     ,,,-,10''H - 10''S,     , 549 ,06/01/14  , 15.00 , 12.00 , 1.15 , 13.15 ,     ,,014949287781,,,
OR,2010,080361,#1,VACCINIUM CORYMBOSUM CHANDLER,Chandler Midseason Blueberry                                ,DCS,04,     ,,,BUDS,14''H - 8''S," 2,128 ",     ,          , 9.50 , 7.60 , 0.46 , 8.06 ,     ,,014949344927,,,
OR,    ,034481,#1,VACCINIUM CORYMBOSUM JUBILEE,Jubilee Blueberry                                           ,DCS,05,     ,,,BUDS,14''H - 8''S," 2,464 ",     ,          , 9.50 , 7.60 , 0.46 , 8.06 ,     ,,014949307120,,,
OR,    ,073401,#1,VACCINIUM CORYMBOSUM NORTHLAND,Northland Midseason Blueberry                               ,DCS,03,     ,,,BUDS,12''H - 8''S, 395 ,     ,          , 9.50 , 7.60 , 0.46 , 8.06 ,     ,,014949734018,,,
CA,    ,021732,#2,VACCINIUM CORYMBOSUM O'NEAL,O'Neal Blueberry                                            ,DCS,05,     ,,,FULL BLOOM,"12""H - 10""S", 406 ,     ,          , 14.50 , 11.60 , 1.24 , 12.84 ,     ,,014949198087,,,
OR,    ,073741,#1,VACCINIUM CORYMBOSUM PATRIOT,Patriot Early Season Blueberry                              ,DCS,03,     ,,,BUDS,12''H - 8''S, 452 ,     ,          , 9.50 , 7.60 , 0.46 , 8.06 ,     ,,014949737415,,,
OR,2013,081712,#2,VACCINIUM PEACH SORBET TM PPAF,Peach Sorbet™  Blueberry,DCS,05,     ,,,-,"8""H - 12""S",     ," 1,986 ",05/01/14  , 15.00 , 12.00 , 1.15 , 13.15 ,     ,,014949361313,,,
OR,    ,073711,#1,VERONICA CRATER LAKE BLUE,Crater Lake Blue Speedwell                                  ,PRN,02,     ,,,-,CAN FULL, 307 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949737118,,,
CA,2013,088841,#1,VERONICA FIRST LOVE PPAF,First Love Speedwell                                        ,PRN,04,     ,,,-,"10""H -9''S",     , 308 ,04/01/14  , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949370698,,,
OR,2014,079551,#1,VERONICA HYB TIDAL POOL PPAF,Tidal Pool Prostrate Speedwell                              ,PRN,04,     ,,,-,, 35 ,     ,          , 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949373408,,,
OR,2014,079481,#1,VERONICA HYB WHITE WATER PPAF,Whitewater Speedwell                                        ,PRN,04,     ,,,-,, 579 ,     ,          , 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949373422,,,
CA,    ,030141,#1,VERONICA LON EVELINE P14888,Evaline Speedwell                                           ,PRN,04,     ,,,-,"6""H - 8""S", 405 ,,, 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949067314,,,
OR,    ,074264PTC,"4"" Pot POT-TERRA",VERONICA PROSTRATA TREHANE,Trehane Speedwell                                           ,PRN,04,     ,,,CUT BACK,., 178 ,     ,          , 3.00 , 2.40 , 0.26 , 2.66 ,     ,,014949239568,,,
OR,    ,017391,#1,VERONICA ROYAL CANDLES PP18932,Royal Candles Speedwell                                     ,PRN,04,     ,,,-,CAN FULL, 10 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949005118,,,
OR,    ,073621,#1,VERONICA SPICATA RED FOX,Red Fox Spike Speedwell                                     ,PRN,04,     ,,,EMERGING,., 801 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949736210,,,
OR,    ,012924PTC,"4"" Pot POT-TERRA",VERONICA X GOODNESS GROWS,Goodness Grows Speedwell                                    ,PRN,04,     ,,,,CAN FULL,     , 55 ,05/01/14  , 3.00 , 2.40 , 0.26 , 2.66 ,     ,,014949344781,,,
OR,    ,074252S,SuperTwo,VIB DEN BLUE MUFFIN R,Blue Muffin®  Arrowwood Viburnum,DCS,03,     ,,,BREAKING DORMANCY,10''H - 8''S, 78 ,     ,          , 16.00 , 12.80 , 1.53 , 14.33 ,     ,,014949349380,,,
OR,    ,073685,#5,VIB LANTANA MOHICAN,Mohican Viburnum                                            ,DCS,04,     ,,,BREAKING DORMANCY,27''H - 18''S, 25 ,     ,          , 20.25 , 16.20 , 2.30 , 18.50 ,     ,,014949736852,,,
OR,    ,074651,#1,VIB OPULUS NANUM,Dwarf Cranberry Bush                                        ,DCS,04,     ,,,BREAKING DORMANCY,"8""H - 8""S", 833 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949746516,,,
OR,    ,075101,#1,VIB OPULUS STERILE,Eastern Snowball                                            ,DCS,03,     ,,,BUDS,"10""H - 8""S", 62 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949751015,,,
OR,    ,074065,#5,VIB PLI T MARIESI,Doublefile Viburnum                                         ,DCS,05,     ,,,BREAKING DORMANCY,"16""H - 18""S", 5 ,     ,          , 20.25 , 16.20 , 2.30 , 18.50 ,     ,,014949740651,,,
OR,    ,073972,#2,VIB PLI T SUMMER SNOWFLAKE,Summer Snowflake Viburnum                                   ,DCS,05,     ,,,BREAKING DORMANCY,14''H - 14''S, 5 ,     ,          , 15.25 , 12.20 , 1.15 , 13.35 ,     ,,014949037591,,,
OR,    ,075305,#5,VIB RHYT ALLEGHENY,Allegheny Viburnum                                          ,DCS,05, 73 ,,73,-,24''H - 18''S,     ,     ,          , 20.25 , 16.20 , 2.30 , 18.50 ,     ,,014949753057,,,
OR,    ,073585,#5,VIB X BODNAN PINK DAWN,Pink Dawn Viburnum                                          ,DCS,05, 75 ,,75,BUDS & BLOOMS,30''H - 16''S, 135 ,     ,          , 19.25 , 15.40 , 2.30 , 17.70 ,     ,,014949735855,,,
OR,    ,073602,#2,VIB X BURKWOODII,Burkwood Viburnum                                           ,EVS,05,     ,,,LIGHT BUDS,"18""H - 12""S", 55 ,     ,          , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949736029,,,
OR,    ,076081,#1,VINCA MINOR ATROPURPUREA,Wine Common Periwinkle                                      ,PRN,04,     ,,,BUDS & BLOOMS,PS-1*, 10 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949760819,,,
CA,    ,076131,#1,VINCA MINOR BOWLES',Bowles' Common Periwinkle                                   ,PRN,04,     ,,,BUDS & BLOOMS,CAN FULL, 35 ,     ,          , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949761311,,,
OR,2010,058211,#1,VIOLA CORNUTA ETAIN,Etain Violet                                                ,PRN,04,     ,,,LIGHT BUD & BLOOM,PS-2*, 159 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949323878,,,
OR,    ,076041,#1,VIOLA X PURPLE SHOWERS,Purple Showers Viola                                        ,PRN,04,     ,,,EMERGING,.,     , 164 ,04/01/14  , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949760413,,,
CA,    ,076181,#1,VITEX AGNUS-CASTUS,Chaste Tree                                                 ,DCS,05,     ,,,DORMANT,"11""H - 6""S", 24 ,     ,          , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949761816,,,
CA,    ,076311,#1 STAKED,VITIS LAB CATAWBA,Catawba Grape                                               ,VIN,04,     ,,,BREAKING DORMANCY,"24""H", 10 ,     ,          , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949763117,,,
CA,    ,076221,#1 STAKED,VITIS LAB EASTERN CONCORD,Eastern Concord Grape                                       ,VIN,04,     ,,,BREAKING DORMANCY,"24""H", 13 ,,, 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949762219,,,
CA,    ,076305,#5 STAKED,VITIS LAB HIMROD,Himrod Grape                                                ,VIN,05,     ,,,,"48""H",     , 32 ,04/30/14  , 22.00 , 17.60 , 2.47 , 20.07 ,     ,,014949002810,,,
CA,    ,076251,#1 STAKED,VITIS LAB NIAGARA,Niagara Grape                                               ,VIN,04,     ,,,BREAKING DORMANCY,"24""H", 35 ,     ,          , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949762516,,,
CA,2010,067511S,SuperOne TM STAKED,VITIS VIN CABERNET SAUVIGNON,Cabernet Sauvignon Grape                                    ,VIN,07,     ,,,DORMANT,"30""H", 396 ,     ,          , 9.50 , 7.60 , 0.82 , 8.42 ,     ,,014949326602,,,
CA,2010,067521S,SuperOne TM STAKED,VITIS VIN CHARDONNAY,Chardonnay Grape                                            ,VIN,07,     ,,,-,"30""H", 384 ,     ,          , 9.50 , 7.60 , 0.82 , 8.42 ,     ,,014949326619,,,
CA,    ,076215,#5 STAKED,VITIS VIN FLAME SEEDLESS,Flame Seedless Grape                                        ,VIN,07,     ,,,,"48""H",     , 163 ,04/30/14  , 22.00 , 17.60 , 2.47 , 20.07 ,     ,,014949002797,,,
CA,2010,067531S,SuperOne TM STAKED,VITIS VIN MERLOT,Merlot Grape                                                ,VIN,07,     ,,,BREAKING DORMANCY,"30""H", 767 ,     ,          , 9.50 , 7.60 , 0.82 , 8.42 ,     ,,014949326626,,,
CA,2010,067541S,SuperOne TM STAKED,VITIS VIN PINOT NOIR,Pinot Noir Grape                                            ,VIN,07,     ,,,BREAKING DORMANCY,"30""H"," 1,908 ",     ,          , 9.50 , 7.60 , 0.82 , 8.42 ,     ,,014949326633,,,
CA,    ,076331,#1 STAKED,VITIS VIN RUBY SEEDLESS,Ruby Seedless Grape                                         ,VIN,07,     ,,,BREAKING DORMANCY,"24""H"," 2,407 ",     ,          , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949763315,,,
CA,    ,076265,#5 STAKED,VITIS VIN THOMPSON SEEDLESS,Thompson Seedless Grape                                     ,VIN,07,     ,,,DORMANT,"48""H",     , 5 ,04/30/14  , 22.00 , 17.60 , 2.47 , 20.07 ,     ,,014949002803,,,
CA,2011,067551S,SuperOne TM STAKED,VITIS VIN ZINFANDEL,Zinfandel Grape                                             ,VIN,07,     ,,,DORMANT,"30""H", 349 ,     ,          , 9.50 , 7.60 , 0.82 , 8.42 ,     ,,014949326640,,,
OR,    ,076391,#1,WEIGELA FL DARK HORSE PP14381,Dark Horse Weigela                                          ,DCS,04,     ,#REF!,,BREAKING DORMANCY,4''H - 8''S," 4,393 ",     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949763919,,,
OR,2011,074691S,SuperOne TM,WEIGELA FL FINE WINE TM P18513,Fine Wine®  Weigela,DCS,04,     ,,,BREAKING DORMANCY,"12""H - 10""S", 345 ,     ,          , 9.00 , 7.20 , 0.77 , 7.97 ,     ,,014949336687,,,
OR,    ,076412,#2,WEIGELA FL FRNC LACE TM P12666,French Lace™  Weigela,DCS,04,     ,,,BREAKING DORMANCY,14''H - 12''S, 433 ,     ,          , 13.75 , 11.00 , 1.15 , 12.15 ,     ,,014949764121,,,
OR,2011,075082S,SuperTwo,WEIGELA FL GHOST TM PP20025,Ghost™  Weigela,DCS,04,     ,,,DORMANT,"16""H - 14""S",     , 118 ,05/15/14  , 16.00 , 12.80 , 1.53 , 14.33 ,     ,,014949349397,,,
OR,    ,076431,#1,WEIGELA FL MINUET,Minuet Weigela                                              ,DCS,04,     ,,,BREAKING DORMANCY,"8""H - 8""S", 508 ,     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949764312,,,
OR,    ,076541,#1,WEIGELA FL PINK POPPET,Pink Poppet Weigela                                         ,DCS,03,     ,#REF!,,BREAKING DORMANCY,6''H - 8''S," 1,928 ",     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949765432,,,
OR,    ,076522,#2,WEIGELA FL RED PRINCE,Red Prince Weigela                                          ,DCS,04,     ,,,BREAKING DORMANCY,12''H - 12''S, 359 ,     ,          , 13.75 , 11.00 , 1.15 , 12.15 ,     ,,014949765227,,,
OR,2011,077512S,SuperTwo,WEIGELA FL SPILLED WINE TM PAF,Spilled Wine™  Weigela,DCS,04,     ,,,BREAKING DORMANCY,"8""H - 12""S", 10 ,     ,          , 16.50 , 13.20 , 1.53 , 14.73 ,     ,,014949359242,,,
OR,    ,076561S,SuperOne TM,WEIGELA FL WINE&ROSES R P10772,Wine & Roses®  Weigela,DCS,04,     ,,,BREAKING DORMANCY,"12""H - 10""S", 120 ,     ,          , 9.00 , 7.20 , 0.77 , 7.97 ,     ,,014949064658,,,
OR,    ,017571,#1,WEIGELA MAGICAL R FNTSY P13567,Magical®  Fantasy Weigela,DCS,04,     ,,,BREAKING DORMANCY,10'H - 8''S, 458 ,     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949004463,,,
OR,2013,080941S,SuperOne TM,WEIGELA SONIC BLOOM TM PNK PAF,Sonic Bloom™  Pink Reblooming Weigela,DCS,04,     ,,,BREAKING DORMANCY,"8""H - 8""S", 17 ,     ,          , 9.50 , 7.60 , 0.77 , 8.37 ,     ,,014949185179,,,
OR,2013,080931S,SuperOne TM,WEIGELA SONIC BLOOM TM RED PAF,Sonic Bloom™  Red Reblooming Weigela,DCS,04,     ,,,BREAKING DORMANCY,8''H -10''S, 46 ,     ,          , 9.50 , 7.60 , 0.77 , 8.37 ,     ,,014949360941,,,
OR,    ,017345,#5 STAKED,WISTERIA MAC BLUE MOON,Blue Moon Kentucky Wisteria                                 ,VIN,04,     ,,,DORMANT,"3/4"" STK",     , 61 ,05/01/14  , 22.00 , 17.60 , 2.30 , 19.90 ,     ,,014949013908,,,
