Loc,Order#,PO#,Request Date,Item,Size,Description,Common Name,New Plant,2014 Catalog Price ,Price Code,2014 Net Price,Minimum Ord Qty,Confirmed Qty Remaining,Confirmed Amount Remaining,Date Ready,Condition,Current Specs,Unit Freight,Landed Price,Landed Price Palletized,SKU,Retail Price,UPC
OR,1361955,OR 2014                       ,5/15/2014,24242,#2,PAEONIA X BLAZE (RED),Blaze Peony                                                                                         ,    ,19.5,,16.38,5,5,81.9,Now         ,DORMANT,5+ EYES,1.73,18.11,     ,,39.99,14949044728
OR,1361955,OR 2014                       ,5/15/2014,50282,#2,PAEONIA X BUCKEYE BELLE (RED),Buckeye Belle Herbaceous Peony                                                                      ,2009,19.5,,16.38,5,10,163.8,Now         ,DORMANT,5+ EYES,1.73,18.11,     ,,39.99,14949269336
OR,1361955,OR 2014                       ,5/15/2014,36332,#2,PAEONIA X INSPECTEUR LAVERGNE,Inspecteur Lavergne Peony                                                                           ,    ,19.5,,16.38,5,5,81.9,Now         ,DORMANT,5+ EYES,1.73,18.11,     ,,39.99,14949211854
OR,1361955,OR 2014                       ,5/15/2014,63742,#2,PAEONIA X KANSAS (RED),Kansas Double Peony                                                                                 ,    ,19.5,,16.38,5,5,81.9,Now         ,DORMANT,5+ EYES,1.73,18.11,     ,,39.99,14949637425
OR,1361955,OR 2014                       ,5/15/2014,46072,#2,PAEONIA X RASPBERRY SUNDAE(PK),Raspberry Sundae Peony                                                                              ,    ,19.5,,16.38,5,5,81.9,Now         ,DORMANT,5+ EYES,1.73,18.11,     ,,39.99,14949238882
CA,1361910,VI 2014                       ,5/15/2014,63651,#1,PALM-CHAMAEROPS HUMILIS,Mediterranean Fan Palm                                                                              ,    ,8,,6.72,10,10,67.2,5/14/2014,-,,0.72,7.44,     ,,25,14949636510
CA,1361910,VI 2014                       ,5/15/2014,081521S,SuperOne TM STAKED,PARTH Q RED WALL TM PPAF,Red Wall™  Virginia Creeper                                                                         ,2012,9.75,,8.19,10,10,81.9,Now         ,DORMANT,"24""H 3 STEMS",1.21,9.4,     ,,25,14949361085
CA,1361910,VI 2014                       ,5/15/2014,2501,#1 STAKED,PARTH TRI VEITCHII,Boston Ivy                                                                                          ,    ,8.5,,7.14,10,10,71.4,Now         ,DORMANT,"24""H *",0.72,7.86,     ,,25,14949025017
GA,1361954,GA 2014                       ,5/15/2014,47551,#1,PENSTEMON DARK TOWERS PP20013,Dark Towers Penstemon                                                                               ,    ,4.75,PRNADV,3.75,10,10,37.5,4/1/2014,DORMANT,,0.74,4.49,     ,,15,14949272435
GA,1361954,GA 2014                       ,5/15/2014,63951,#1,PENSTEMON DIGITALIS HUSKER RED,Husker Red Penstemon                                                                                ,    ,4.75,PRNADV,3.75,10,10,37.5,4/1/2014,DORMANT,,0.74,4.49,     ,,15,14949639511
GA,1361954,GA 2014                       ,5/15/2014,67781,#1,PENSTEMON X PIKES PEAK PURPL R,Pikes Peak Purple®  Penstemon                                                                       ,2012,6.25,PRNADV,4.94,10,20,98.8,4/1/2014,,,0.74,5.68,     ,,15,14949358047
GA,1361954,GA 2014                       ,4/1/2014,66811,#1,PENSTEMON X PRETTY PETTICOAT,Pretty Petticoat Beardtongue                                                                        ,2012,4.75,PRNADV,3.75,10,20,75,4/1/2014,,,0.74,4.49,     ,,15,14949337875
OR,1361955,OR 2014                       ,5/15/2014,64211,#1,PEROVSKIA ATRIPLICIFOLIA,Russian Sage                                                                                        ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949642115
CA,1361910,VI 2014                       ,5/15/2014,64211,#1,PEROVSKIA ATRIPLICIFOLIA,Russian Sage                                                                                        ,    ,4.75,PRNADV,3.75,10,20,75,3/15/2014,,,0.72,4.47,     ,,15,14949642115
GA,1361954,GA 2014                       ,5/15/2014,64211,#1,PEROVSKIA ATRIPLICIFOLIA,Russian Sage                                                                                        ,    ,4.75,PRNADV,3.75,10,10,37.5,4/1/2014,,,0.74,4.49,     ,,15,14949642115
OR,1361955,OR 2014                       ,5/15/2014,84781,#1,PEROVSKIA LACEY BLUE PP20845,Lacey Blue Russian Sage                                                                             ,2013,6,PRNADV,4.74,10,40,189.6,4/1/2014,,,0.69,5.43,     ,,15,14949088968
CA,1361910,VI 2014                       ,5/15/2014,10591,#1,PEROVSKIA LITTLE SPIRE P11643,Little Spire Russian Sage                                                                           ,    ,6,PRNADV,4.74,10,40,189.6,3/1/2014,,,0.72,5.46,     ,,15,14949001882
CA,1361910,VI 2014                       ,5/15/2014,64412,#2,PHILADELPHUS VIR DWF SNOWFLAKE,Dwarf Snowflake Mock Orange                                                                         ,    ,13.75,,11.55,5,5,57.75,Now         ,DORMANT,"12""H - 9""S",1.81,13.36,     ,,39.99,14949644126
GA,1361954,GA 2014                       ,5/15/2014,10631,#1,PHLOX PAN DAVID,David Garden Phlox                                                                                  ,    ,4.75,PRNADV,3.75,10,10,37.5,5/1/2014,,,0.74,4.49,     ,,15,14949022474
OR,1361955,OR 2014                       ,5/15/2014,64531,#1,PHLOX PAN ICE CAP,Ice Cap Garden Phlox                                                                                ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949354520
OR,1361955,OR 2014                       ,5/15/2014,64611,#1,PHLOX PAN RED EYES,Red Eyes Garden Phlox                                                                               ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949354537
CA,1361910,VI 2014                       ,5/15/2014,31211,#1,PHLOX VLCNO R PK RD EYE P16341,Volcano®  Pink Red Eye Phlox                                                                        ,    ,6.75,PRNADV,5.33,10,40,213.2,4/1/2014,-,,0.72,6.05,     ,,15,14949070062
CA,1361910,VI 2014                       ,5/15/2014,23691,#1,PHLOX VLCNO R PK WT EYE P16722,Volcano®  Pink White Eye Phlox                                                                      ,    ,6.75,PRNADV,5.33,10,20,106.6,4/1/2014,-,,0.72,6.05,     ,,15,14949048900
CA,1361910,VI 2014                       ,5/15/2014,23701,#1,PHLOX VLCNO R PL WT EYE P16437,Volcano®  Purple White Eye Phlox                                                                    ,    ,6.75,PRNADV,5.33,10,20,106.6,4/1/2014,-,,0.72,6.05,     ,,15,14949048917
CA,1361910,VI 2014                       ,5/15/2014,23711,#1,PHLOX VLCNO R RED PP16721,Volcano®  Red Phlox                                                                                 ,    ,6.75,PRNADV,5.33,10,80,426.4,4/1/2014,-,,0.72,6.05,     ,,15,14949048924
CA,1361910,VI 2014                       ,5/15/2014,23731,#1,PHLOX VLCNO R WHITE PP16436,Volcano®  White Phlox                                                                               ,    ,6.75,PRNADV,5.33,10,10,53.3,4/1/2014,-,,0.72,6.05,     ,,15,14949048931
OR,1361955,OR 2014                       ,5/15/2014,074675PT,#5 PATIO TREE,PHYSOCARPUS COPPRTNA TM P16371,Coppertina™  Ninebark                                                                               ,2011,36,,30.24,2,5,151.2,Now         ,DORMANT,14''s,5.18,35.42,     ,,89.99,14949349328
OR,1361955,OR 2014                       ,5/15/2014,029941S,SuperOne TM,PHYSOCARPUS SUMR WINE R P14821,Summer Wine®  Ninebark                                                                              ,    ,9.75,,8.19,10,20,163.8,Now         ,DORMANT,"12""H - 10""S",1.15,9.34,     ,,25,14949337189
OR,1361955,OR 2014                       ,5/15/2014,089981S,SuperOne TM,PHYSOCARPUS TINY WINE TM PPAF,Tiny Wine™  Ninebark                                                                                ,New ,9.75,,8.19,10,30,245.7,5/15/2014,,,1.15,9.34,     ,,25,14949376195
OR,1361955,OR 2014                       ,5/15/2014,089982S,SuperTwo,PHYSOCARPUS TINY WINE TM PPAF,Tiny Wine™  Ninebark                                                                                ,New ,16,,13.44,5,10,134.4,5/15/2014,,,2.3,15.74,     ,,39.99,14949376201
CA,1361910,VI 2014                       ,5/15/2014,089982S,SuperTwo,PHYSOCARPUS TINY WINE TM PPAF,Tiny Wine™  Ninebark                                                                                ,New ,16,,13.44,5,20,268.8,5/15/2014,,,2.42,15.86,     ,,39.99,14949376201
OR,1361955,OR 2014                       ,5/15/2014,64545,#5,PICEA ABIES CUPRESSINA,Columnar Norway Spruce                                                                              ,    ,23.75,,19.95,5,5,99.75,Now         ,-,"40""H - 16""S",3.45,23.4,     ,,59.99,14949645451
OR,1361955,OR 2014                       ,5/15/2014,64552,#2,PICEA ABIES LITTLE GEM,Little Gem Norway Spruce                                                                            ,    ,18.5,,15.54,5,30,466.2,Now         ,-,"12""S",1.73,17.27,     ,,39.99,14949645529
OR,1361955,OR 2014                       ,5/15/2014,064575ST,#5 STAKED,PICEA ABIES PENDULA,Weeping Norway Spruce                                                                               ,    ,41,,34.44,5,2,68.88,Now         ,-,"36""H - 15""S",3.45,37.89,     ,,89.99,14949645758
OR,1361955,OR 2014                       ,5/15/2014,64622,#2,PICEA GL CONICA,Dwarf Alberta Spruce                                                                                ,    ,16.75,,14.07,5,10,140.7,Now         ,-,"20""H - 10""S",1.73,15.8,     ,,39.99,14949646229
OR,1361955,OR 2014                       ,5/15/2014,64652,#2,PICEA GL DENSATA,Black Hills Spruce                                                                                  ,    ,16.75,,14.07,5,30,422.1,Now         ,-,"20""H - 12""S",1.73,15.8,     ,,45,14949646526
OR,1361955,OR 2014                       ,5/15/2014,64692,#2,PICEA PUN GLOBOSA,Dwarf Globe Blue Spruce                                                                             ,    ,26,,21.84,5,10,218.4,Now         ,-,"14""S",1.73,23.57,     ,,59.99,14949646922
OR,1361955,OR 2014                       ,5/15/2014,64695,#5,PICEA PUN GLOBOSA,Dwarf Globe Blue Spruce                                                                             ,    ,38,,31.92,5,5,159.6,Now         ,-,"18""S",3.45,35.37,     ,,69.99,14949646953
OR,1361955,OR 2014                       ,5/15/2014,064695PT,#5 PATIO TREE,PICEA PUN GLOBOSA,Dwarf Globe Blue Spruce                                                                             ,    ,70,,58.8,2,4,235.2,Now         ,-,"18""S",5.18,63.98,     ,,139.99,14949647059
OR,1361955,OR 2014                       ,5/15/2014,49095,#5,PINUS MUGO BIG TUNA,Big Tuna Mugo Pine                                                                                  ,2012,23,,19.32,5,10,193.2,Now         ,WINTER COLOR,"36""H",3.45,22.77,     ,,59.99,14949267189
OR,1361955,OR 2014                       ,5/15/2014,49072,#2,PINUS MUGO MOPS,Mops Mugo Pine                                                                                      ,2012,18.25,,15.33,5,10,153.3,Now         ,WINTER COLOR,"12""S",1.73,17.06,     ,,39.99,14949271186
OR,1361955,OR 2014                       ,5/15/2014,06552MOP,#10 Squat ORIENTAL POMPON,PINUS SYL FRENCH BLUE,French Blue Scotch Pine                                                                             ,    ,89,,74.76,2,2,149.52,Now         ,-,"48"" H",18.63,93.39,     ,,189.99,14949655283
OR,1361955,OR 2014                       ,5/15/2014,20981,#1,PLATYCODON GR ZWERG,Dwarf Balloon Flower                                                                                ,    ,4.75,PRNADV,3.75,10,14,52.5,Now         ,DORMANT,.,0.69,4.44,     ,,15,14949023419
OR,1361955,OR 2014                       ,5/15/2014,36561,#1,POLE STAIRWAY TO HEAVEN P15187,Stairway To Heaven Jacob's Ladder                                                                   ,    ,6,PRNADV,4.74,10,10,47.4,Now         ,CUT BACK,.,0.69,5.43,     ,,20,14949213230
GA,1361954,GA 2014                       ,5/15/2014,65361,#1,POLEMONIUM BRISE D'ANJOU P9781,Variegated Jacob's Ladder                                                                           ,    ,6,PRNADV,4.74,10,10,47.4,4/1/2014,,,0.74,5.48,     ,,20,14949653616
OR,1361955,OR 2014                       ,5/15/2014,66692,#2,POTENTILLA ABBOTSWOOD,Abbotswood Potentilla                                                                               ,    ,12.5,,10.5,5,5,52.5,Now         ,BREAKING DORMANCY,10''H - 12''S,1.73,12.23,     ,,35,14949666920
OR,1361955,OR 2014                       ,5/15/2014,66802,#2,POTENTILLA GOLD STAR,Gold Star Potentilla                                                                                ,    ,12.5,,10.5,5,5,52.5,Now         ,DORMANT,12''H - 12''S,1.73,12.23,     ,,35,14949668023
OR,1361955,OR 2014                       ,5/15/2014,66772,#2,POTENTILLA RED ACE,Red Ace Potentilla                                                                                  ,    ,12.5,,10.5,5,5,52.5,Now         ,DORMANT,"10""H - 10""S",1.73,12.23,     ,,35,14949667729
OR,1361955,OR 2014                       ,5/15/2014,66742,#2,POTENTILLA SUNSET,Sunset Potentilla                                                                                   ,    ,12.5,,10.5,5,5,52.5,Now         ,DORMANT,12''H - 12''S,1.73,12.23,     ,,35,14949667422
OR,1361955,OR 2014                       ,5/15/2014,11061,#1,PULMONARIA RASP SPLASH PP12138,Raspberry Splash Lungwort                                                                           ,    ,6,PRNADV,4.74,10,10,47.4,Now         ,CUT BACK,.,0.69,5.43,     ,,20,14949002032
OR,1361955,OR 2014                       ,5/15/2014,35611,#1,PULMONARIA TREVI FOUNTN P13047,Trevi Fountain Lungwort                                                                             ,    ,6,PRNADV,4.74,10,10,47.4,Now         ,CUT BACK,.,0.69,5.43,     ,,20,14949208168
OR,1361955,OR 2014                       ,5/15/2014,9802,#2,RHOD (H-1) P.J.M.,P.J.M. Rhododendron                                                                                 ,    ,16.5,,13.86,5,10,138.6,Now         ,BUDS,15''H - 14''S,1.73,15.59,     ,,39.99,14949098028
OR,1361955,OR 2014                       ,5/15/2014,9971,#1,RHOD (H-1) PURPLE GEM,Purple Gem Rhododendron                                                                             ,    ,8.25,,6.93,10,10,69.3,Now         ,BUDS,"10""H - 8""S",0.69,7.62,     ,,20,14949099711
OR,1361955,OR 2014                       ,5/15/2014,20195,#5,RHOD (H-1) RTR MARCH MADNESS,March Madness Rhododendron                                                                          ,2013,25.75,,21.63,5,5,108.15,Now         ,BUDS,14''H - 18''S,3.45,25.08,     ,,59.99,14949021514
OR,1361955,OR 2014                       ,5/15/2014,69892,#2,RHUS AROMATICA GRO-LOW,Gro-Low Fragrant Sumac                                                                              ,    ,13.25,,11.13,5,5,55.65,Not Avl     ,DORMANT,,1.73,12.86,     ,,29.99,14949045749
CA,1361910,VI 2014                       ,5/15/2014,36382,#2,ROSA FLWR CAR R PNK SUP P16276,Flower Carpet®  Pink Supreme Ground Cover Rose                                                      ,    ,14.75,,12.39,5,10,123.9,Now         ,BREAKING DORMANCY,"8""H - 10""S",1.81,14.2,     ,,35,14949212547
GA,1361954,GA 2014                       ,5/15/2014,36382,#2,ROSA FLWR CAR R PNK SUP P16276,Flower Carpet®  Pink Supreme Ground Cover Rose                                                      ,    ,14.75,,12.39,5,10,123.9,4/1/2014,WINTER LOOK,,1.86,14.25,     ,,35,14949212547
CA,1361910,VI 2014                       ,5/15/2014,71602,#2,ROSA FLWR CAR R RED P11308,Flower Carpet®  Red Groundcover Rose                                                                ,    ,14.75,,12.39,5,10,123.9,Now         ,-,9''H - 14''S,1.81,14.2,     ,,35,14949716021
OR,1361955,OR 2014                       ,5/15/2014,36312,#2,ROSA FLWR CAR R SCARLET P17373,Flower Carpet®  Scarlet Groundcover Rose                                                            ,    ,14.75,,12.39,5,10,123.9,Now         ,-,10''H - 12''S,1.73,14.12,     ,,39.99,14949211779
CA,1361910,VI 2014                       ,5/15/2014,36312,#2,ROSA FLWR CAR R SCARLET P17373,Flower Carpet®  Scarlet Groundcover Rose                                                            ,    ,14.75,,12.39,5,30,371.7,Now         ,-,7''H - 14''S,1.81,14.2,     ,,39.99,14949211779
GA,1361954,GA 2014                       ,5/15/2014,36312,#2,ROSA FLWR CAR R SCARLET P17373,Flower Carpet®  Scarlet Groundcover Rose                                                            ,    ,14.75,,12.39,5,10,123.9,3/1/2014,WINTER LOOK,,1.86,14.25,     ,,39.99,14949211779
,,,,,Totals:,,,,,,,,"9,857","75,269.74",,,,,,,,,
